stepcount_61,strategy_61,strat code_61,move_61,probabilities_61,utility_61,common_move_61,number_coop_61,number_defect_61,outcomes_61,p1_61,p2_61,p3_61,p4_61,u1_61,u2_61,u3_61,u4_61,m1_61,m2_61,m3_61,m4_61
True,WSLS,7,"{62: 'C', 60: 'C', 53: 'C'}","{62: 0.54, 60: 0.47, 53: 0.47}",0,['C'],3,0,"{62: ['C', 'D'], 60: ['C', 'C'], 53: ['C', 'C']}",0.54,0.47,0.47,None,-2,1.5,1.5,None,1,1,1,None
2,WSLS,7,"{62: 'D', 60: 'C', 53: 'C'}","{62: 0.56, 60: 0.43999999999999995, 53: 0.43999999999999995}",1.0,['C'],3,0,"{62: ['D', 'D'], 60: ['C', 'C'], 53: ['C', 'C']}",0.56,0.43999999999999995,0.43999999999999995,None,-1,3.0,3.0,None,2,1,1,None
3,WSLS,7,"{62: 'C', 60: 'C', 53: 'C'}","{62: 0.53, 60: 0.4099999999999999, 53: 0.4799999999999999}",5.0,['C'],2,1,"{62: ['C', 'C'], 60: ['C', 'C'], 53: ['C', 'D']}",0.53,0.4099999999999999,0.4799999999999999,None,0.5,4.5,1.0,None,1,1,1,None
4,WSLS,7,"{62: 'C', 60: 'C', 53: 'D'}","{62: 0.5700000000000001, 60: 0.3799999999999999, 53: 0.43999999999999995}",6.0,['C'],3,0,"{62: ['C', 'D'], 60: ['C', 'C'], 53: ['D', 'C']}",0.5700000000000001,0.3799999999999999,0.43999999999999995,None,-1.5,6.0,3.0,None,1,1,2,None
5,WSLS,7,"{62: 'D', 60: 'C', 53: 'D'}","{62: 0.5900000000000001, 60: 0.34999999999999987, 53: 0.45999999999999996}",7.5,['D'],2,1,"{62: ['D', 'D'], 60: ['C', 'C'], 53: ['D', 'D']}",0.5900000000000001,0.34999999999999987,0.45999999999999996,None,-0.5,7.5,4.0,None,2,1,2,None
6,WSLS,7,"{62: 'C', 60: 'C', 53: 'C'}","{62: 0.56, 60: 0.31999999999999984, 53: 0.42999999999999994}",11.0,['C'],1,2,"{62: ['C', 'C'], 60: ['C', 'C'], 53: ['C', 'C']}",0.56,0.31999999999999984,0.42999999999999994,None,1.0,9.0,5.5,None,1,1,1,None
7,WSLS,7,"{62: 'C', 60: 'C', 53: 'C'}","{62: 0.6000000000000001, 60: 0.2899999999999998, 53: 0.4699999999999999}",15.5,['C'],3,0,"{62: ['C', 'D'], 60: ['C', 'C'], 53: ['C', 'D']}",0.6000000000000001,0.2899999999999998,0.4699999999999999,None,-1.0,10.5,3.5,None,1,1,1,None
8,WSLS,7,"{62: 'D', 60: 'C', 53: 'D'}","{62: 0.56, 60: 0.2599999999999998, 53: 0.48999999999999994}",13.0,['D'],3,0,"{62: ['D', 'C'], 60: ['C', 'C'], 53: ['D', 'D']}",0.56,0.2599999999999998,0.48999999999999994,None,1.0,12.0,4.5,None,2,1,2,None
9,WSLS,7,"{62: 'D', 60: 'C', 53: 'C'}","{62: 0.5800000000000001, 60: 0.2299999999999998, 53: 0.5299999999999999}",17.5,['C'],1,2,"{62: ['D', 'D'], 60: ['C', 'C'], 53: ['C', 'D']}",0.5800000000000001,0.2299999999999998,0.5299999999999999,None,2.0,13.5,2.5,None,2,1,1,None
10,WSLS,7,"{62: 'C', 60: 'C', 53: 'D'}","{62: 0.6200000000000001, 60: 0.1999999999999998, 53: 0.5499999999999999}",18.0,['C'],2,1,"{62: ['C', 'D'], 60: ['C', 'C'], 53: ['D', 'D']}",0.6200000000000001,0.1999999999999998,0.5499999999999999,None,0.0,15.0,3.5,None,1,1,2,None
11,WSLS,7,"{62: 'D', 60: 'C', 53: 'C'}","{62: 0.6400000000000001, 60: 0.1699999999999998, 53: 0.59}",18.5,['C'],2,1,"{62: ['D', 'D'], 60: ['C', 'C'], 53: ['C', 'D']}",0.6400000000000001,0.1699999999999998,0.59,None,1.0,16.5,1.5,None,2,1,1,None
12,WSLS,7,"{62: 'C', 60: 'C', 53: 'D'}","{62: 0.6800000000000002, 60: 0.1399999999999998, 53: 0.5499999999999999}",19.0,['C'],2,1,"{62: ['C', 'D'], 60: ['C', 'C'], 53: ['D', 'C']}",0.6800000000000002,0.1399999999999998,0.5499999999999999,None,-1.0,18.0,3.5,None,1,1,2,None
13,WSLS,7,"{62: 'D', 60: 'C', 53: 'D'}","{62: 0.6400000000000001, 60: 0.10999999999999979, 53: 0.5099999999999999}",20.5,['D'],2,1,"{62: ['D', 'C'], 60: ['C', 'C'], 53: ['D', 'C']}",0.6400000000000001,0.10999999999999979,0.5099999999999999,None,1.0,19.5,5.5,None,2,1,2,None
14,WSLS,7,"{62: 'D', 60: 'C', 53: 'D'}","{62: 0.6600000000000001, 60: 0.0799999999999998, 53: 0.4699999999999999}",26.0,['D'],1,2,"{62: ['D', 'D'], 60: ['C', 'C'], 53: ['D', 'C']}",0.6600000000000001,0.0799999999999998,0.4699999999999999,None,2.0,21.0,7.5,None,2,1,2,None
15,WSLS,7,"{62: 'C', 60: 'C', 53: 'D'}","{62: 0.7000000000000002, 60: 0.049999999999999795, 53: 0.48999999999999994}",30.5,['C'],1,2,"{62: ['C', 'D'], 60: ['C', 'C'], 53: ['D', 'D']}",0.7000000000000002,0.049999999999999795,0.48999999999999994,None,0.0,22.5,8.5,None,1,1,2,None
16,WSLS,7,"{62: 'D', 60: 'C', 53: 'C'}","{62: 0.6600000000000001, 60: 0.019999999999999796, 53: 0.5299999999999999}",31.0,['C'],2,1,"{62: ['D', 'C'], 60: ['C', 'C'], 53: ['C', 'D']}",0.6600000000000001,0.019999999999999796,0.5299999999999999,None,2.0,24.0,6.5,None,2,1,1,None
17,WSLS,7,"{62: 'D', 60: 'C', 53: 'D'}","{62: 0.6200000000000001, 60: 0, 53: 0.48999999999999994}",32.5,['D'],2,1,"{62: ['D', 'C'], 60: ['C', 'C'], 53: ['D', 'C']}",0.6200000000000001,0,0.48999999999999994,None,4.0,25.5,8.5,None,2,1,2,None
18,WSLS,7,"{62: 'D', 60: 'C', 53: 'D'}","{62: 0.5800000000000001, 60: 0, 53: 0.44999999999999996}",38.0,['D'],1,2,"{62: ['D', 'C'], 60: ['C', 'C'], 53: ['D', 'C']}",0.5800000000000001,0,0.44999999999999996,None,6.0,27.0,10.5,None,2,1,2,None
19,WSLS,7,"{62: 'D', 60: 'C', 53: 'D'}","{62: 0.54, 60: 0, 53: 0.41}",43.5,['D'],1,2,"{62: ['D', 'C'], 60: ['C', 'C'], 53: ['D', 'C']}",0.54,0,0.41,None,8.0,28.5,12.5,None,2,1,2,None
20,WSLS,7,"{62: 'D', 60: 'C', 53: 'D'}","{62: 0.5, 60: 0, 53: 0.43}",49.0,['D'],1,2,"{62: ['D', 'C'], 60: ['C', 'C'], 53: ['D', 'D']}",0.5,0,0.43,None,10.0,30.0,13.5,None,2,1,2,None
21,WSLS,7,"{62: 'D', 60: 'C', 53: 'C'}","{62: 0.52, 60: 0, 53: 0.47}",53.5,['C'],1,2,"{62: ['D', 'D'], 60: ['C', 'C'], 53: ['C', 'D']}",0.52,0,0.47,None,11.0,31.5,11.5,None,2,1,1,None
22,WSLS,7,"{62: 'C', 60: 'C', 53: 'D'}","{62: 0.49, 60: 0, 53: 0.49}",54.0,['C'],2,1,"{62: ['C', 'C'], 60: ['C', 'C'], 53: ['D', 'D']}",0.49,0,0.49,None,12.5,33.0,12.5,None,1,1,2,None
23,WSLS,7,"{62: 'C', 60: 'C', 53: 'C'}","{62: 0.45999999999999996, 60: 0, 53: 0.45999999999999996}",58.0,['C'],2,1,"{62: ['C', 'C'], 60: ['C', 'C'], 53: ['C', 'C']}",0.45999999999999996,0,0.45999999999999996,None,14.0,34.5,14.0,None,1,1,1,None
24,WSLS,7,"{62: 'C', 60: 'C', 53: 'C'}","{62: 0.42999999999999994, 60: 0, 53: 0.49999999999999994}",62.5,['C'],3,0,"{62: ['C', 'C'], 60: ['C', 'C'], 53: ['C', 'D']}",0.42999999999999994,0,0.49999999999999994,None,15.5,36.0,12.0,None,1,1,1,None
25,WSLS,7,"{62: 'C', 60: 'C', 53: 'D'}","{62: 0.3999999999999999, 60: 0, 53: 0.5199999999999999}",63.5,['C'],3,0,"{62: ['C', 'C'], 60: ['C', 'C'], 53: ['D', 'D']}",0.3999999999999999,0,0.5199999999999999,None,17.0,37.5,13.0,None,1,1,2,None
26,WSLS,7,"{62: 'C', 60: 'C', 53: 'C'}","{62: 0.3699999999999999, 60: 0, 53: 0.5599999999999999}",67.5,['C'],2,1,"{62: ['C', 'C'], 60: ['C', 'C'], 53: ['C', 'D']}",0.3699999999999999,0,0.5599999999999999,None,18.5,39.0,11.0,None,1,1,1,None
