stepcount_36,strategy_36,strat code_36,move_36,probabilities_36,utility_36,common_move_36,number_coop_36,number_defect_36,outcomes_36,p1_36,p2_36,p3_36,p4_36,u1_36,u2_36,u3_36,u4_36,m1_36,m2_36,m3_36,m4_36
11,WSLS,7,"{37: 'C', 44: 'D', 35: 'C', 28: 'C'}","{37: 0.2899999999999998, 44: 0.5, 35: 0.1699999999999998, 28: 0.1699999999999998}",46.0,['C'],3,1,"{37: ['C', 'C'], 44: ['D', 'D'], 35: ['C', 'C'], 28: ['C', 'C']}",0.2899999999999998,0.5,0.1699999999999998,0.1699999999999998,12.5,6.0,16.5,16.5,1,2,1,1
12,WSLS,7,"{37: 'C', 44: 'C', 35: 'C', 28: 'C'}","{37: 0.2599999999999998, 44: 0.47, 35: 0.1399999999999998, 28: 0.1399999999999998}",51.5,['C'],3,1,"{37: ['C', 'C'], 44: ['C', 'C'], 35: ['C', 'C'], 28: ['C', 'C']}",0.2599999999999998,0.47,0.1399999999999998,0.1399999999999998,14.0,7.5,18.0,18.0,1,1,1,1
13,WSLS,7,"{37: 'C', 44: 'C', 35: 'C', 28: 'C'}","{37: 0.2299999999999998, 44: 0.43999999999999995, 35: 0.10999999999999979, 28: 0.10999999999999979}",57.5,['C'],4,0,"{37: ['C', 'C'], 44: ['C', 'C'], 35: ['C', 'C'], 28: ['C', 'C']}",0.2299999999999998,0.43999999999999995,0.10999999999999979,0.10999999999999979,15.5,9.0,19.5,19.5,1,1,1,1
14,WSLS,7,"{37: 'C', 44: 'C', 35: 'C', 28: 'C'}","{37: 0.1999999999999998, 44: 0.4099999999999999, 35: 0.0799999999999998, 28: 0.0799999999999998}",63.5,['C'],4,0,"{37: ['C', 'C'], 44: ['C', 'C'], 35: ['C', 'C'], 28: ['C', 'C']}",0.1999999999999998,0.4099999999999999,0.0799999999999998,0.0799999999999998,17.0,10.5,21.0,21.0,1,1,1,1
15,WSLS,7,"{37: 'C', 44: 'C', 35: 'C', 28: 'C'}","{37: 0.1699999999999998, 44: 0.3799999999999999, 35: 0.049999999999999795, 28: 0.049999999999999795}",69.5,['C'],4,0,"{37: ['C', 'C'], 44: ['C', 'C'], 35: ['C', 'C'], 28: ['C', 'C']}",0.1699999999999998,0.3799999999999999,0.049999999999999795,0.049999999999999795,18.5,12.0,22.5,22.5,1,1,1,1
16,WSLS,7,"{37: 'C', 44: 'C', 35: 'C', 28: 'C'}","{37: 0.1399999999999998, 44: 0.4199999999999999, 35: 0.019999999999999796, 28: 0.019999999999999796}",75.5,['C'],4,0,"{37: ['C', 'C'], 44: ['C', 'D'], 35: ['C', 'C'], 28: ['C', 'C']}",0.1399999999999998,0.4199999999999999,0.019999999999999796,0.019999999999999796,20.0,10.0,24.0,24.0,1,1,1,1
17,WSLS,7,"{37: 'C', 44: 'D', 35: 'C', 28: 'C'}","{37: 0.10999999999999979, 44: 0.3799999999999999, 35: 0, 28: 0}",78.0,['C'],4,0,"{37: ['C', 'C'], 44: ['D', 'C'], 35: ['C', 'C'], 28: ['C', 'C']}",0.10999999999999979,0.3799999999999999,0,0,21.5,12.0,25.5,25.5,1,2,1,1
18,WSLS,7,"{37: 'C', 44: 'D', 35: 'C', 28: 'C'}","{37: 0.0799999999999998, 44: 0.3999999999999999, 35: 0, 28: 0}",84.5,['C'],3,1,"{37: ['C', 'C'], 44: ['D', 'D'], 35: ['C', 'C'], 28: ['C', 'C']}",0.0799999999999998,0.3999999999999999,0,0,23.0,13.0,27.0,27.0,1,2,1,1
19,WSLS,7,"{37: 'C', 44: 'C', 35: 'C', 28: 'C'}","{37: 0.049999999999999795, 44: 0.3699999999999999, 35: 0, 28: 0}",90.0,['C'],3,1,"{37: ['C', 'C'], 44: ['C', 'C'], 35: ['C', 'C'], 28: ['C', 'C']}",0.049999999999999795,0.3699999999999999,0,0,24.5,14.5,28.5,28.5,1,1,1,1
20,WSLS,7,"{37: 'C', 44: 'C', 35: 'C', 28: 'C'}","{37: 0.019999999999999796, 44: 0.40999999999999986, 35: 0, 28: 0}",96.0,['C'],4,0,"{37: ['C', 'C'], 44: ['C', 'D'], 35: ['C', 'C'], 28: ['C', 'C']}",0.019999999999999796,0.40999999999999986,0,0,26.0,12.5,30.0,30.0,1,1,1,1
21,WSLS,7,"{37: 'C', 44: 'D', 35: 'C', 28: 'C'}","{37: 0, 44: 0.3699999999999999, 35: 0, 28: 0}",98.5,['C'],4,0,"{37: ['C', 'C'], 44: ['D', 'C'], 35: ['C', 'C'], 28: ['C', 'C']}",0,0.3699999999999999,0,0,27.5,14.5,31.5,31.5,1,2,1,1
22,WSLS,7,"{37: 'C', 44: 'D', 35: 'C', 28: 'C'}","{37: 0, 44: 0.3899999999999999, 35: 0, 28: 0}",105.0,['C'],3,1,"{37: ['C', 'C'], 44: ['D', 'D'], 35: ['C', 'C'], 28: ['C', 'C']}",0,0.3899999999999999,0,0,29.0,15.5,33.0,33.0,1,2,1,1
23,WSLS,7,"{37: 'C', 44: 'C', 35: 'C', 28: 'C'}","{37: 0, 44: 0.3599999999999999, 35: 0, 28: 0}",110.5,['C'],3,1,"{37: ['C', 'C'], 44: ['C', 'C'], 35: ['C', 'C'], 28: ['C', 'C']}",0,0.3599999999999999,0,0,30.5,17.0,34.5,34.5,1,1,1,1
24,WSLS,7,"{37: 'C', 44: 'C', 35: 'C', 28: 'C'}","{37: 0, 44: 0.32999999999999985, 35: 0, 28: 0}",116.5,['C'],4,0,"{37: ['C', 'C'], 44: ['C', 'C'], 35: ['C', 'C'], 28: ['C', 'C']}",0,0.32999999999999985,0,0,32.0,18.5,36.0,36.0,1,1,1,1
25,WSLS,7,"{37: 'C', 44: 'C', 35: 'C', 28: 'C'}","{37: 0, 44: 0.2999999999999998, 35: 0, 28: 0}",122.5,['C'],4,0,"{37: ['C', 'C'], 44: ['C', 'C'], 35: ['C', 'C'], 28: ['C', 'C']}",0,0.2999999999999998,0,0,33.5,20.0,37.5,37.5,1,1,1,1
26,WSLS,7,"{37: 'C', 44: 'C', 35: 'C', 28: 'C'}","{37: 0, 44: 0.2699999999999998, 35: 0, 28: 0}",128.5,['C'],4,0,"{37: ['C', 'C'], 44: ['C', 'C'], 35: ['C', 'C'], 28: ['C', 'C']}",0,0.2699999999999998,0,0,35.0,21.5,39.0,39.0,1,1,1,1
