stepcount_13,strategy_13,strat code_13,move_13,probabilities_13,utility_13,common_move_13,number_coop_13,number_defect_13,outcomes_13,p1_13,p2_13,p3_13,p4_13,u1_13,u2_13,u3_13,u4_13,m1_13,m2_13,m3_13,m4_13
True,WSLS,7,"{14: 'C', 21: 'C', 12: 'C', 5: 'C'}","{14: 0.47, 21: 0.54, 12: 0.47, 5: 0.54}",0,['C'],4,0,"{14: ['C', 'C'], 21: ['C', 'D'], 12: ['C', 'C'], 5: ['C', 'D']}",0.47,0.54,0.47,0.54,1.5,-2,1.5,-2,1,1,1,1
2,WSLS,7,"{14: 'C', 21: 'D', 12: 'C', 5: 'D'}","{14: 0.51, 21: 0.5, 12: 0.43999999999999995, 5: 0.5}",-1.0,Eq,4,0,"{14: ['C', 'D'], 21: ['D', 'C'], 12: ['C', 'C'], 5: ['D', 'C']}",0.51,0.5,0.43999999999999995,0.5,-0.5,0,3.0,0,1,2,1,2
3,WSLS,7,"{14: 'D', 21: 'D', 12: 'C', 5: 'D'}","{14: 0.53, 21: 0.52, 12: 0.4099999999999999, 5: 0.46}",2.5,['D'],2,2,"{14: ['D', 'D'], 21: ['D', 'D'], 12: ['C', 'C'], 5: ['D', 'C']}",0.53,0.52,0.4099999999999999,0.46,0.5,1,4.5,2,2,2,1,2
4,WSLS,7,"{14: 'C', 21: 'C', 12: 'C', 5: 'D'}","{14: 0.5, 21: 0.56, 12: 0.3799999999999999, 5: 0.42000000000000004}",8.0,['C'],1,3,"{14: ['C', 'C'], 21: ['C', 'D'], 12: ['C', 'C'], 5: ['D', 'C']}",0.5,0.56,0.3799999999999999,0.42000000000000004,2.0,-1,6.0,4,1,1,1,2
5,WSLS,7,"{14: 'C', 21: 'D', 12: 'C', 5: 'D'}","{14: 0.47, 21: 0.5800000000000001, 12: 0.34999999999999987, 5: 0.38000000000000006}",11.0,Eq,3,1,"{14: ['C', 'C'], 21: ['D', 'D'], 12: ['C', 'C'], 5: ['D', 'C']}",0.47,0.5800000000000001,0.34999999999999987,0.38000000000000006,3.5,0,7.5,6,1,2,1,2
6,WSLS,7,"{14: 'C', 21: 'C', 12: 'C', 5: 'D'}","{14: 0.51, 21: 0.6200000000000001, 12: 0.31999999999999984, 5: 0.4000000000000001}",17.0,['C'],2,2,"{14: ['C', 'D'], 21: ['C', 'D'], 12: ['C', 'C'], 5: ['D', 'D']}",0.51,0.6200000000000001,0.31999999999999984,0.4000000000000001,1.5,-2,9.0,7,1,1,1,2
7,WSLS,7,"{14: 'D', 21: 'D', 12: 'C', 5: 'C'}","{14: 0.47000000000000003, 21: 0.5800000000000001, 12: 0.2899999999999998, 5: 0.44000000000000006}",15.5,Eq,3,1,"{14: ['D', 'C'], 21: ['D', 'C'], 12: ['C', 'C'], 5: ['C', 'D']}",0.47000000000000003,0.5800000000000001,0.2899999999999998,0.44000000000000006,3.5,0,10.5,5,2,2,1,1
8,WSLS,7,"{14: 'D', 21: 'D', 12: 'C', 5: 'D'}","{14: 0.43000000000000005, 21: 0.54, 12: 0.2599999999999998, 5: 0.4600000000000001}",19.0,['D'],2,2,"{14: ['D', 'C'], 21: ['D', 'C'], 12: ['C', 'C'], 5: ['D', 'D']}",0.43000000000000005,0.54,0.2599999999999998,0.4600000000000001,5.5,2,12.0,6,2,2,1,2
9,WSLS,7,"{14: 'D', 21: 'D', 12: 'C', 5: 'C'}","{14: 0.39000000000000007, 21: 0.56, 12: 0.2299999999999998, 5: 0.43000000000000005}",25.5,Eq,1,3,"{14: ['D', 'C'], 21: ['D', 'D'], 12: ['C', 'C'], 5: ['C', 'C']}",0.39000000000000007,0.56,0.2299999999999998,0.43000000000000005,7.5,3,13.5,7.5,2,2,1,1
10,WSLS,7,"{14: 'D', 21: 'C', 12: 'C', 5: 'C'}","{14: 0.4100000000000001, 21: 0.6000000000000001, 12: 0.1999999999999998, 5: 0.4}",31.5,['C'],2,2,"{14: ['D', 'D'], 21: ['C', 'D'], 12: ['C', 'C'], 5: ['C', 'C']}",0.4100000000000001,0.6000000000000001,0.1999999999999998,0.4,8.5,1,15.0,9.0,2,1,1,1
11,WSLS,7,"{14: 'C', 21: 'D', 12: 'C', 5: 'C'}","{14: 0.45000000000000007, 21: 0.56, 12: 0.1699999999999998, 5: 0.44}",33.5,['C'],3,1,"{14: ['C', 'D'], 21: ['D', 'C'], 12: ['C', 'C'], 5: ['C', 'D']}",0.45000000000000007,0.56,0.1699999999999998,0.44,6.5,3,16.5,7.0,1,2,1,1
12,WSLS,7,"{14: 'D', 21: 'D', 12: 'C', 5: 'D'}","{14: 0.4700000000000001, 21: 0.5800000000000001, 12: 0.1399999999999998, 5: 0.46}",33.0,['D'],3,1,"{14: ['D', 'D'], 21: ['D', 'D'], 12: ['C', 'C'], 5: ['D', 'D']}",0.4700000000000001,0.5800000000000001,0.1399999999999998,0.46,7.5,4,18.0,8.0,2,2,1,2
13,WSLS,7,"{14: 'C', 21: 'C', 12: 'C', 5: 'C'}","{14: 0.44000000000000006, 21: 0.6200000000000001, 12: 0.10999999999999979, 5: 0.5}",37.5,['C'],1,3,"{14: ['C', 'C'], 21: ['C', 'D'], 12: ['C', 'C'], 5: ['C', 'D']}",0.44000000000000006,0.6200000000000001,0.10999999999999979,0.5,9.0,2,19.5,6.0,1,1,1,1
14,WSLS,7,"{14: 'C', 21: 'D', 12: 'C', 5: 'D'}","{14: 0.48000000000000004, 21: 0.6400000000000001, 12: 0.0799999999999998, 5: 0.46}",36.5,Eq,4,0,"{14: ['C', 'D'], 21: ['D', 'D'], 12: ['C', 'C'], 5: ['D', 'C']}",0.48000000000000004,0.6400000000000001,0.0799999999999998,0.46,7.0,3,21.0,8.0,1,2,1,2
15,WSLS,7,"{14: 'D', 21: 'C', 12: 'C', 5: 'D'}","{14: 0.44000000000000006, 21: 0.6800000000000002, 12: 0.049999999999999795, 5: 0.48000000000000004}",39.0,Eq,2,2,"{14: ['D', 'C'], 21: ['C', 'D'], 12: ['C', 'C'], 5: ['D', 'D']}",0.44000000000000006,0.6800000000000002,0.049999999999999795,0.48000000000000004,9.0,1,22.5,9.0,2,1,1,2
16,WSLS,7,"{14: 'D', 21: 'D', 12: 'C', 5: 'C'}","{14: 0.4000000000000001, 21: 0.7000000000000002, 12: 0.019999999999999796, 5: 0.45000000000000007}",41.5,Eq,2,2,"{14: ['D', 'C'], 21: ['D', 'D'], 12: ['C', 'C'], 5: ['C', 'C']}",0.4000000000000001,0.7000000000000002,0.019999999999999796,0.45000000000000007,11.0,2,24.0,10.5,2,2,1,1
17,WSLS,7,"{14: 'D', 21: 'C', 12: 'C', 5: 'C'}","{14: 0.3600000000000001, 21: 0.7400000000000002, 12: 0, 5: 0.42000000000000004}",47.5,['C'],2,2,"{14: ['D', 'C'], 21: ['C', 'D'], 12: ['C', 'C'], 5: ['C', 'C']}",0.3600000000000001,0.7400000000000002,0,0.42000000000000004,13.0,0,25.5,12.0,2,1,1,1
18,WSLS,7,"{14: 'D', 21: 'D', 12: 'C', 5: 'C'}","{14: 0.3800000000000001, 21: 0.7000000000000002, 12: 0, 5: 0.46}",50.5,Eq,3,1,"{14: ['D', 'D'], 21: ['D', 'C'], 12: ['C', 'C'], 5: ['C', 'D']}",0.3800000000000001,0.7000000000000002,0,0.46,14.0,2,27.0,10.0,2,2,1,1
19,WSLS,7,"{14: 'C', 21: 'D', 12: 'C', 5: 'D'}","{14: 0.4200000000000001, 21: 0.6600000000000001, 12: 0, 5: 0.42000000000000004}",53.0,Eq,2,2,"{14: ['C', 'D'], 21: ['D', 'C'], 12: ['C', 'C'], 5: ['D', 'C']}",0.4200000000000001,0.6600000000000001,0,0.42000000000000004,12.0,4,28.5,12.0,1,2,1,2
20,WSLS,7,"{14: 'D', 21: 'D', 12: 'C', 5: 'D'}","{14: 0.4400000000000001, 21: 0.6800000000000002, 12: 0, 5: 0.44000000000000006}",56.5,['D'],2,2,"{14: ['D', 'D'], 21: ['D', 'D'], 12: ['C', 'C'], 5: ['D', 'D']}",0.4400000000000001,0.6800000000000002,0,0.44000000000000006,13.0,5,30.0,13.0,2,2,1,2
