stepcount_16,strategy_16,strat code_16,move_16,probabilities_16,utility_16,common_move_16,number_coop_16,number_defect_16,outcomes_16,p1_16,p2_16,p3_16,p4_16,u1_16,u2_16,u3_16,u4_16,m1_16,m2_16,m3_16,m4_16
True,WSLS,7,"{24: 'C', 15: 'C', 8: 'C'}","{24: 0.47, 15: 0.54, 8: 0.47}",0,['C'],3,0,"{24: ['C', 'C'], 15: ['C', 'D'], 8: ['C', 'C']}",0.47,0.54,0.47,None,1.5,-2,1.5,None,1,1,1,None
2,WSLS,7,"{24: 'C', 15: 'D', 8: 'C'}","{24: 0.43999999999999995, 15: 0.5, 8: 0.51}",1.0,['C'],3,0,"{24: ['C', 'C'], 15: ['D', 'C'], 8: ['C', 'D']}",0.43999999999999995,0.5,0.51,None,3.0,0,-0.5,None,1,2,1,None
3,WSLS,7,"{24: 'C', 15: 'D', 8: 'D'}","{24: 0.4099999999999999, 15: 0.46, 8: 0.53}",2.5,['D'],2,1,"{24: ['C', 'C'], 15: ['D', 'C'], 8: ['D', 'D']}",0.4099999999999999,0.46,0.53,None,4.5,2,0.5,None,1,2,2,None
4,WSLS,7,"{24: 'C', 15: 'D', 8: 'C'}","{24: 0.3799999999999999, 15: 0.42000000000000004, 8: 0.5700000000000001}",7.0,['C'],1,2,"{24: ['C', 'C'], 15: ['D', 'C'], 8: ['C', 'D']}",0.3799999999999999,0.42000000000000004,0.5700000000000001,None,6.0,4,-1.5,None,1,2,1,None
5,WSLS,7,"{24: 'C', 15: 'D', 8: 'D'}","{24: 0.34999999999999987, 15: 0.44000000000000006, 8: 0.5900000000000001}",8.5,['D'],2,1,"{24: ['C', 'C'], 15: ['D', 'D'], 8: ['D', 'D']}",0.34999999999999987,0.44000000000000006,0.5900000000000001,None,7.5,5,-0.5,None,1,2,2,None
6,WSLS,7,"{24: 'C', 15: 'C', 8: 'C'}","{24: 0.31999999999999984, 15: 0.48000000000000004, 8: 0.56}",12.0,['C'],1,2,"{24: ['C', 'C'], 15: ['C', 'D'], 8: ['C', 'C']}",0.31999999999999984,0.48000000000000004,0.56,None,9.0,3,1.0,None,1,1,1,None
7,WSLS,7,"{24: 'C', 15: 'D', 8: 'C'}","{24: 0.2899999999999998, 15: 0.5, 8: 0.6000000000000001}",13.0,['C'],3,0,"{24: ['C', 'C'], 15: ['D', 'D'], 8: ['C', 'D']}",0.2899999999999998,0.5,0.6000000000000001,None,10.5,4,-1.0,None,1,2,1,None
8,WSLS,7,"{24: 'C', 15: 'C', 8: 'D'}","{24: 0.2599999999999998, 15: 0.54, 8: 0.6200000000000001}",13.5,['C'],2,1,"{24: ['C', 'C'], 15: ['C', 'D'], 8: ['D', 'D']}",0.2599999999999998,0.54,0.6200000000000001,None,12.0,2,0.0,None,1,1,2,None
9,WSLS,7,"{24: 'C', 15: 'D', 8: 'C'}","{24: 0.2299999999999998, 15: 0.56, 8: 0.5900000000000001}",14.0,['C'],2,1,"{24: ['C', 'C'], 15: ['D', 'D'], 8: ['C', 'C']}",0.2299999999999998,0.56,0.5900000000000001,None,13.5,3,1.5,None,1,2,1,None
10,WSLS,7,"{24: 'C', 15: 'C', 8: 'C'}","{24: 0.1999999999999998, 15: 0.6000000000000001, 8: 0.6300000000000001}",18.0,['C'],2,1,"{24: ['C', 'C'], 15: ['C', 'D'], 8: ['C', 'D']}",0.1999999999999998,0.6000000000000001,0.6300000000000001,None,15.0,1,-0.5,None,1,1,1,None
11,WSLS,7,"{24: 'C', 15: 'D', 8: 'D'}","{24: 0.1699999999999998, 15: 0.56, 8: 0.5900000000000001}",15.5,['D'],3,0,"{24: ['C', 'C'], 15: ['D', 'C'], 8: ['D', 'C']}",0.1699999999999998,0.56,0.5900000000000001,None,16.5,3,1.5,None,1,2,2,None
12,WSLS,7,"{24: 'C', 15: 'D', 8: 'D'}","{24: 0.1399999999999998, 15: 0.5800000000000001, 8: 0.55}",21.0,['D'],1,2,"{24: ['C', 'C'], 15: ['D', 'D'], 8: ['D', 'C']}",0.1399999999999998,0.5800000000000001,0.55,None,18.0,4,3.5,None,1,2,2,None
13,WSLS,7,"{24: 'C', 15: 'C', 8: 'D'}","{24: 0.10999999999999979, 15: 0.55, 8: 0.5700000000000001}",25.5,['C'],1,2,"{24: ['C', 'C'], 15: ['C', 'C'], 8: ['D', 'D']}",0.10999999999999979,0.55,0.5700000000000001,None,19.5,5.5,4.5,None,1,1,2,None
14,WSLS,7,"{24: 'C', 15: 'C', 8: 'C'}","{24: 0.0799999999999998, 15: 0.5900000000000001, 8: 0.6100000000000001}",29.5,['C'],2,1,"{24: ['C', 'C'], 15: ['C', 'D'], 8: ['C', 'D']}",0.0799999999999998,0.5900000000000001,0.6100000000000001,None,21.0,3.5,2.5,None,1,1,1,None
15,WSLS,7,"{24: 'C', 15: 'D', 8: 'D'}","{24: 0.049999999999999795, 15: 0.6100000000000001, 8: 0.5700000000000001}",27.0,['D'],3,0,"{24: ['C', 'C'], 15: ['D', 'D'], 8: ['D', 'C']}",0.049999999999999795,0.6100000000000001,0.5700000000000001,None,22.5,4.5,4.5,None,1,2,2,None
16,WSLS,7,"{24: 'C', 15: 'C', 8: 'D'}","{24: 0.019999999999999796, 15: 0.5800000000000001, 8: 0.53}",31.5,['C'],1,2,"{24: ['C', 'C'], 15: ['C', 'C'], 8: ['D', 'C']}",0.019999999999999796,0.5800000000000001,0.53,None,24.0,6.0,6.5,None,1,1,2,None
