stepcount_45,strategy_45,strat code_45,move_45,probabilities_45,utility_45,common_move_45,number_coop_45,number_defect_45,outcomes_45,p1_45,p2_45,p3_45,p4_45,u1_45,u2_45,u3_45,u4_45,m1_45,m2_45,m3_45,m4_45
True,WSLS,7,"{46: 'C', 53: 'C', 44: 'C', 37: 'C'}","{46: 0.47, 53: 0.47, 44: 0.47, 37: 0.47}",0,['C'],4,0,"{46: ['C', 'C'], 53: ['C', 'C'], 44: ['C', 'C'], 37: ['C', 'C']}",0.47,0.47,0.47,0.47,1.5,1.5,1.5,1.5,1,1,1,1
2,WSLS,7,"{46: 'C', 53: 'C', 44: 'C', 37: 'C'}","{46: 0.43999999999999995, 53: 0.51, 44: 0.51, 37: 0.43999999999999995}",6.0,['C'],4,0,"{46: ['C', 'C'], 53: ['C', 'D'], 44: ['C', 'D'], 37: ['C', 'C']}",0.43999999999999995,0.51,0.51,0.43999999999999995,3.0,-0.5,-0.5,3.0,1,1,1,1
3,WSLS,7,"{46: 'C', 53: 'D', 44: 'D', 37: 'C'}","{46: 0.4099999999999999, 53: 0.47000000000000003, 44: 0.53, 37: 0.4799999999999999}",5.0,Eq,4,0,"{46: ['C', 'C'], 53: ['D', 'C'], 44: ['D', 'D'], 37: ['C', 'D']}",0.4099999999999999,0.47000000000000003,0.53,0.4799999999999999,4.5,1.5,0.5,1.0,1,2,2,1
4,WSLS,7,"{46: 'C', 53: 'D', 44: 'C', 37: 'D'}","{46: 0.4499999999999999, 53: 0.43000000000000005, 44: 0.5, 37: 0.49999999999999994}",7.5,Eq,2,2,"{46: ['C', 'D'], 53: ['D', 'C'], 44: ['C', 'C'], 37: ['D', 'D']}",0.4499999999999999,0.43000000000000005,0.5,0.49999999999999994,2.5,3.5,2.0,2.0,1,2,1,2
5,WSLS,7,"{46: 'D', 53: 'D', 44: 'C', 37: 'C'}","{46: 0.4099999999999999, 53: 0.39000000000000007, 44: 0.47, 37: 0.47}",10.0,Eq,2,2,"{46: ['D', 'C'], 53: ['D', 'C'], 44: ['C', 'C'], 37: ['C', 'C']}",0.4099999999999999,0.39000000000000007,0.47,0.47,4.5,5.5,3.5,3.5,2,2,1,1
6,WSLS,7,"{46: 'D', 53: 'D', 44: 'C', 37: 'C'}","{46: 0.42999999999999994, 53: 0.3500000000000001, 44: 0.43999999999999995, 37: 0.51}",17.0,Eq,2,2,"{46: ['D', 'D'], 53: ['D', 'C'], 44: ['C', 'C'], 37: ['C', 'D']}",0.42999999999999994,0.3500000000000001,0.43999999999999995,0.51,5.5,7.5,5.0,1.5,2,2,1,1
7,WSLS,7,"{46: 'C', 53: 'D', 44: 'C', 37: 'D'}","{46: 0.3999999999999999, 53: 0.3700000000000001, 44: 0.4099999999999999, 37: 0.47000000000000003}",19.5,Eq,2,2,"{46: ['C', 'C'], 53: ['D', 'D'], 44: ['C', 'C'], 37: ['D', 'C']}",0.3999999999999999,0.3700000000000001,0.4099999999999999,0.47000000000000003,7.0,8.5,6.5,3.5,1,2,1,2
8,WSLS,7,"{46: 'C', 53: 'C', 44: 'C', 37: 'D'}","{46: 0.4399999999999999, 53: 0.3400000000000001, 44: 0.4499999999999999, 37: 0.43000000000000005}",25.5,['C'],2,2,"{46: ['C', 'D'], 53: ['C', 'C'], 44: ['C', 'D'], 37: ['D', 'C']}",0.4399999999999999,0.3400000000000001,0.4499999999999999,0.43000000000000005,5.0,10.0,4.5,5.5,1,1,1,2
9,WSLS,7,"{46: 'D', 53: 'C', 44: 'D', 37: 'D'}","{46: 0.3999999999999999, 53: 0.38000000000000006, 44: 0.4099999999999999, 37: 0.39000000000000007}",25.0,['D'],3,1,"{46: ['D', 'C'], 53: ['C', 'D'], 44: ['D', 'C'], 37: ['D', 'C']}",0.3999999999999999,0.38000000000000006,0.4099999999999999,0.39000000000000007,7.0,8.0,6.5,7.5,2,1,2,2
10,WSLS,7,"{46: 'D', 53: 'D', 44: 'D', 37: 'D'}","{46: 0.35999999999999993, 53: 0.3400000000000001, 44: 0.42999999999999994, 37: 0.4100000000000001}",29.0,['D'],1,3,"{46: ['D', 'C'], 53: ['D', 'C'], 44: ['D', 'D'], 37: ['D', 'D']}",0.35999999999999993,0.3400000000000001,0.42999999999999994,0.4100000000000001,9.0,10.0,7.5,8.5,2,2,2,2
11,WSLS,7,"{46: 'D', 53: 'D', 44: 'C', 37: 'C'}","{46: 0.37999999999999995, 53: 0.3000000000000001, 44: 0.3999999999999999, 37: 0.45000000000000007}",35.0,Eq,0,4,"{46: ['D', 'D'], 53: ['D', 'C'], 44: ['C', 'C'], 37: ['C', 'D']}",0.37999999999999995,0.3000000000000001,0.3999999999999999,0.45000000000000007,10.0,12.0,9.0,6.5,2,2,1,1
12,WSLS,7,"{46: 'C', 53: 'D', 44: 'C', 37: 'D'}","{46: 0.35, 53: 0.3200000000000001, 44: 0.3699999999999999, 37: 0.4700000000000001}",37.5,Eq,2,2,"{46: ['C', 'C'], 53: ['D', 'D'], 44: ['C', 'C'], 37: ['D', 'D']}",0.35,0.3200000000000001,0.3699999999999999,0.4700000000000001,11.5,13.0,10.5,7.5,1,2,1,2
13,WSLS,7,"{46: 'C', 53: 'C', 44: 'C', 37: 'C'}","{46: 0.31999999999999995, 53: 0.29000000000000015, 44: 0.33999999999999986, 37: 0.5100000000000001}",42.5,['C'],2,2,"{46: ['C', 'C'], 53: ['C', 'C'], 44: ['C', 'C'], 37: ['C', 'D']}",0.31999999999999995,0.29000000000000015,0.33999999999999986,0.5100000000000001,13.0,14.5,12.0,5.5,1,1,1,1
14,WSLS,7,"{46: 'C', 53: 'C', 44: 'C', 37: 'D'}","{46: 0.35999999999999993, 53: 0.2600000000000001, 44: 0.37999999999999984, 37: 0.47000000000000014}",45.0,['C'],4,0,"{46: ['C', 'D'], 53: ['C', 'C'], 44: ['C', 'D'], 37: ['D', 'C']}",0.35999999999999993,0.2600000000000001,0.37999999999999984,0.47000000000000014,11.0,16.0,10.0,7.5,1,1,1,2
15,WSLS,7,"{46: 'D', 53: 'C', 44: 'D', 37: 'D'}","{46: 0.31999999999999995, 53: 0.3000000000000001, 44: 0.33999999999999986, 37: 0.43000000000000016}",44.5,['D'],3,1,"{46: ['D', 'C'], 53: ['C', 'D'], 44: ['D', 'C'], 37: ['D', 'C']}",0.31999999999999995,0.3000000000000001,0.33999999999999986,0.43000000000000016,13.0,14.0,12.0,9.5,2,1,2,2
