stepcount_20,strategy_20,strat code_20,move_20,probabilities_20,utility_20,common_move_20,number_coop_20,number_defect_20,outcomes_20,u1_20,u2_20,u3_20,u4_20,m1_20,m2_20,m3_20,m4_20,uv_20,ps_20,nc_20,mutC_20,simP_20,avp1_20,avp2_20,avp3_20,avp4_20,globav_20,epsilon_20,alpha_20,mood_20
True,MOODYLEARN,9,"{25: 'D', 19: 'D', 15: 'D'}","{25: 0.26, 19: 0.26, 15: 0.26}",0,['D'],0,6,"{25: ['D', 'D'], 19: ['D', 'D'], 15: ['D', 'D']}",1,1,1,None,2,2,2,None,0.06,"{25: [0, 25, 'NEUTRAL'], 19: ['D', 19, 'NEUTRAL'], 15: ['D', 15, 'NEUTRAL']}",0,0,3,0.5,0.5,0.5,None,0.5,0.5,0.1,52.75
2,MOODYLEARN,9,"{25: 'D', 19: 'D', 15: 'D'}","{25: 0.365, 19: 0.365, 15: 0.365}",3,['D'],3,0,"{25: ['D', 'D'], 19: ['D', 'D'], 15: ['D', 'D']}",2,2,2,None,2,2,2,None,0.105,"{25: ['D', 25, 'NEUTRAL'], 19: ['D', 19, 'NEUTRAL'], 15: ['D', 15, 'NEUTRAL']}",3,0,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,None,0.6666666666666666,0.5,0.1,55.82875
3,MOODYLEARN,9,"{25: 'C', 19: 'C', 15: 'C'}","{25: 0.365, 19: 0.04999999999999999, 15: 0.365}",6,['C'],2,1,"{25: ['C', 'D'], 19: ['C', 'C'], 15: ['C', 'D']}",2,5,2,None,1,1,1,None,0.105,"{25: ['D', 25, 'NEUTRAL'], 19: ['C', 19, 'NEUTRAL'], 15: ['D', 15, 'NEUTRAL']}",2,1,9,0.5,1.25,0.5,None,0.75,0.5,0.1,58.239570390625
4,MOODYLEARN,9,"{25: 'C', 19: 'C', 15: 'D'}","{25: 0.04999999999999999, 19: 0.001, 15: 0.001}",9,['C'],2,1,"{25: ['C', 'C'], 19: ['C', 'C'], 15: ['D', 'C']}",5,8,7,None,1,1,2,None,0.105,"{25: ['C', 25, 'NEUTRAL'], 19: ['C', 19, 'HIGH'], 15: ['C', 15, 'HIGH']}",2,2,12,1,1.6,1.4,None,1.3333333333333333,0.5,0.1,68.92636716855469
5,MOODYLEARN,9,"{25: 'C', 19: 'C', 15: 'D'}","{25: 0.04999999999999999, 19: 0.001, 15: 0.106}",20,['C'],1,2,"{25: ['C', 'D'], 19: ['C', 'C'], 15: ['D', 'D']}",5,11,8,None,1,1,2,None,0.105,"{25: ['D', 25, 'NEUTRAL'], 19: ['C', 19, 'HIGH'], 15: ['D', 15, 'HIGH']}",1,1,15,0.8333333333333334,1.8333333333333333,1.3333333333333333,None,1.3333333333333333,0.5,0.1,72.56384145218783
6,MOODYLEARN,9,"{25: 'D', 19: 'C', 15: 'D'}","{25: 0.15499999999999997, 19: 0.001, 15: 0.211}",24,['D'],3,0,"{25: ['D', 'D'], 19: ['C', 'C'], 15: ['D', 'D']}",6,14,9,None,2,1,2,None,0.105,"{25: ['D', 25, 'HIGH'], 19: ['C', 19, 'HIGH'], 15: ['D', 15, 'HIGH']}",3,1,18,0.8571428571428571,2,1.2857142857142858,None,1.380952380952381,0.5,0.1,77.11310456175949
7,MOODYLEARN,9,"{25: 'C', 19: 'C', 15: 'C'}","{25: 0.001, 19: 0.001, 15: 0.001}",29,['C'],3,0,"{25: ['C', 'C'], 19: ['C', 'C'], 15: ['C', 'C']}",9,17,12,None,1,1,1,None,0.105,"{25: ['C', 25, 'HIGH'], 19: ['C', 19, 'HIGH'], 15: ['C', 15, 'HIGH']}",3,3,21,1.125,2.125,1.5,None,1.5833333333333333,0.5,0.1,85.84745309685134
8,MOODYLEARN,9,"{25: 'C', 19: 'C', 15: 'C'}","{25: 0.001, 19: 0.001, 15: 0.001}",38,['C'],2,1,"{25: ['C', 'D'], 19: ['C', 'C'], 15: ['C', 'C']}",9,20,15,None,1,1,1,None,0.105,"{25: ['D', 25, 'HIGH'], 19: ['C', 19, 'HIGH'], 15: ['C', 15, 'HIGH']}",2,2,24,1,2.2222222222222223,1.6666666666666667,None,1.6296296296296298,0.09999999999999998,0.1,91.65285557693305
9,MOODYLEARN,9,"{25: 'C', 19: 'C', 15: 'D'}","{25: 0.001, 19: 0.001, 15: 0.001}",44,['C'],3,0,"{25: ['C', 'D'], 19: ['C', 'C'], 15: ['D', 'C']}",9,23,20,None,1,1,2,None,0.105,"{25: ['D', 25, 'HIGH'], 19: ['C', 19, 'HIGH'], 15: ['C', 15, 'HIGH']}",3,1,27,0.9,2.3,2,None,1.7333333333333334,0.09999999999999998,0.1,99.53286241199824
10,MOODYLEARN,9,"{25: 'C', 19: 'C', 15: 'C'}","{25: 0.001, 19: 0.001, 15: 0.001}",52,['C'],2,1,"{25: ['C', 'D'], 19: ['C', 'C'], 15: ['C', 'C']}",9,26,23,None,1,1,1,None,0.105,"{25: ['D', 25, 'HIGH'], 19: ['C', 19, 'HIGH'], 15: ['C', 15, 'HIGH']}",2,2,30,0.8181818181818182,2.3636363636363638,2.090909090909091,None,1.7575757575757576,0.0001,0.1,99.999
