stepcount_7,strategy_7,strat code_7,move_7,probabilities_7,utility_7,common_move_7,number_coop_7,number_defect_7,outcomes_7,u1_7,u2_7,u3_7,u4_7,m1_7,m2_7,m3_7,m4_7,uv_7,ps_7,nc_7,mutC_7,simP_7,avp1_7,avp2_7,avp3_7,avp4_7,globav_7,epsilon_7,alpha_7,mood_7
True,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'C'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.275}",0,['C'],8,0,"{8: ['C', 'C'], 12: ['C', 'C'], 6: ['C', 'C'], 2: ['C', 'C']}",3,3,3,3,1,1,1,1,0.075,"{8: [0, 8, 'NEUTRAL'], 12: [0, 12, 'NEUTRAL'], 6: ['C', 6, 'NEUTRAL'], 2: ['C', 2, 'NEUTRAL']}",8,4,4,1.5,1.5,1.5,1.5,1.5,0.5,0.1,60.53375
2,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'C'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.001}",12,['C'],3,1,"{8: ['C', 'C'], 12: ['C', 'C'], 6: ['C', 'C'], 2: ['C', 'C']}",6,6,6,6,1,1,1,1,0.135,"{8: ['C', 8, 'NEUTRAL'], 12: ['C', 12, 'NEUTRAL'], 6: ['C', 6, 'NEUTRAL'], 2: ['C', 2, 'NEUTRAL']}",3,4,8,2,2,2,2,2,0.5,0.1,72.91242584374999
3,MOODYLEARN,9,"{8: 'D', 12: 'C', 6: 'C', 2: 'C'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.001}",24,['C'],4,0,"{8: ['D', 'C'], 12: ['C', 'D'], 6: ['C', 'C'], 2: ['C', 'C']}",11,6,9,9,2,1,1,1,0.135,"{8: ['C', 8, 'HIGH'], 12: ['D', 12, 'HIGH'], 6: ['C', 6, 'HIGH'], 2: ['C', 2, 'HIGH']}",4,2,12,2.75,1.5,2.25,2.25,2.1875,0.5,0.1,84.00616056317148
4,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'C'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.001}",35,['C'],3,1,"{8: ['C', 'C'], 12: ['C', 'C'], 6: ['C', 'C'], 2: ['C', 'C']}",14,9,12,12,1,1,1,1,0.135,"{8: ['C', 8, 'HIGH'], 12: ['C', 12, 'HIGH'], 6: ['C', 6, 'HIGH'], 2: ['C', 2, 'HIGH']}",3,4,16,2.8,1.8,2.4,2.4,2.35,0.0001,0.1,96.09261424037084
5,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'D'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.001}",47,['C'],4,0,"{8: ['C', 'D'], 12: ['C', 'D'], 6: ['C', 'D'], 2: ['D', 'C']}",14,9,12,17,1,1,1,2,0.135,"{8: ['D', 8, 'HIGH'], 12: ['D', 12, 'HIGH'], 6: ['D', 6, 'HIGH'], 2: ['C', 2, 'HIGH']}",4,0,20,2.3333333333333335,1.5,2,2.8333333333333335,2.166666666666667,0.0001,0.1,99.999
6,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'C'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.001}",52,['C'],3,1,"{8: ['C', 'C'], 12: ['C', 'D'], 6: ['C', 'C'], 2: ['C', 'C']}",17,9,15,20,1,1,1,1,0.135,"{8: ['C', 8, 'HIGH'], 12: ['D', 12, 'HIGH'], 6: ['C', 6, 'HIGH'], 2: ['C', 2, 'HIGH']}",3,3,24,2.4285714285714284,1.2857142857142858,2.142857142857143,2.857142857142857,2.1785714285714284,0.0001,0.1,99.999
7,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'D'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.136}",61,['C'],4,0,"{8: ['C', 'D'], 12: ['C', 'D'], 6: ['C', 'D'], 2: ['D', 'D']}",17,9,15,21,1,1,1,2,0.135,"{8: ['D', 8, 'HIGH'], 12: ['D', 12, 'HIGH'], 6: ['D', 6, 'HIGH'], 2: ['D', 2, 'HIGH']}",4,0,28,2.125,1.125,1.875,2.625,1.9375,0.0001,0.1,99.999
8,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'C'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.001}",62,['C'],3,1,"{8: ['C', 'D'], 12: ['C', 'D'], 6: ['C', 'C'], 2: ['C', 'C']}",17,9,18,24,1,1,1,1,0.135,"{8: ['D', 8, 'HIGH'], 12: ['D', 12, 'HIGH'], 6: ['C', 6, 'HIGH'], 2: ['C', 2, 'HIGH']}",3,2,32,1.8888888888888888,1,2,2.6666666666666665,1.8888888888888888,0.0001,0.1,99.999
9,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'D'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.136}",68,['C'],4,0,"{8: ['C', 'D'], 12: ['C', 'D'], 6: ['C', 'D'], 2: ['D', 'D']}",17,9,18,25,1,1,1,2,0.135,"{8: ['D', 8, 'HIGH'], 12: ['D', 12, 'HIGH'], 6: ['D', 6, 'HIGH'], 2: ['D', 2, 'HIGH']}",4,0,36,1.7,0.9,1.8,2.5,1.725,0.0001,0.1,99.999
10,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'C'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.001}",69,['C'],3,1,"{8: ['C', 'D'], 12: ['C', 'D'], 6: ['C', 'D'], 2: ['C', 'C']}",17,9,18,28,1,1,1,1,0.135,"{8: ['D', 8, 'HIGH'], 12: ['D', 12, 'HIGH'], 6: ['D', 6, 'HIGH'], 2: ['C', 2, 'HIGH']}",3,1,40,1.5454545454545454,0.8181818181818182,1.6363636363636365,2.5454545454545454,1.6363636363636365,0.0001,0.1,99.999
11,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'D'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.136}",72,['C'],4,0,"{8: ['C', 'D'], 12: ['C', 'D'], 6: ['C', 'D'], 2: ['D', 'D']}",17,9,18,29,1,1,1,2,0.135,"{8: ['D', 8, 'HIGH'], 12: ['D', 12, 'HIGH'], 6: ['D', 6, 'HIGH'], 2: ['D', 2, 'HIGH']}",4,0,44,1.4166666666666667,0.75,1.5,2.4166666666666665,1.5208333333333333,0.0001,0.1,99.999
12,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'C'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.001}",73,['C'],3,1,"{8: ['C', 'D'], 12: ['C', 'D'], 6: ['C', 'D'], 2: ['C', 'C']}",17,9,18,32,1,1,1,1,0.135,"{8: ['D', 8, 'HIGH'], 12: ['D', 12, 'HIGH'], 6: ['D', 6, 'HIGH'], 2: ['C', 2, 'HIGH']}",3,1,48,1.3076923076923077,0.6923076923076923,1.3846153846153846,2.4615384615384617,1.4615384615384617,0.0001,0.1,99.999
13,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'D'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.136}",76,['C'],4,0,"{8: ['C', 'D'], 12: ['C', 'D'], 6: ['C', 'D'], 2: ['D', 'D']}",17,9,18,33,1,1,1,2,0.135,"{8: ['D', 8, 'HIGH'], 12: ['D', 12, 'HIGH'], 6: ['D', 6, 'HIGH'], 2: ['D', 2, 'HIGH']}",4,0,52,1.2142857142857142,0.6428571428571429,1.2857142857142858,2.357142857142857,1.375,0.0001,0.1,99.999
