,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,iWSLS Performance,iWSLS Cooperations,Model Params
0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,"(47, 0.015, 0.25)"
1,99,41,31,13,17.5,28,21.0,21,-28.0,14,0,0,"(47, 0.015, 0.25)"
2,91,49,26,15,56.0,21,35.0,21,-7.0,14,0,0,"(47, 0.015, 0.25)"
3,83,57,28,13,94.5,21,70.0,14,-14.0,0,0,0,"(47, 0.015, 0.25)"
4,88,52,25,13,108.5,21,112.0,14,3.5,7,0,0,"(47, 0.015, 0.25)"
5,81,59,28,14,150.5,14,126.0,21,0.0,7,0,0,"(47, 0.015, 0.25)"
6,82,58,22,15,164.5,21,168.0,14,17.5,14,0,0,"(47, 0.015, 0.25)"
7,78,62,25,14,206.5,14,182.0,21,14.0,7,0,0,"(47, 0.015, 0.25)"
8,83,57,21,15,220.5,21,224.0,14,31.5,14,0,0,"(47, 0.015, 0.25)"
9,76,64,25,15,262.5,14,238.0,21,28.0,7,0,0,"(47, 0.015, 0.25)"
10,84,56,21,15,276.5,21,280.0,14,45.5,14,0,0,"(47, 0.015, 0.25)"
11,76,64,25,15,318.5,14,294.0,21,42.0,7,0,0,"(47, 0.015, 0.25)"
12,84,56,21,15,332.5,21,336.0,14,59.5,14,0,0,"(47, 0.015, 0.25)"
13,76,64,25,15,374.5,14,350.0,21,56.0,7,0,0,"(47, 0.015, 0.25)"
14,84,56,21,15,388.5,21,392.0,14,73.5,14,0,0,"(47, 0.015, 0.25)"
15,76,64,25,15,430.5,14,406.0,21,70.0,7,0,0,"(47, 0.015, 0.25)"
16,85,55,22,15,469.0,21,444.5,21,87.5,14,0,0,"(47, 0.015, 0.25)"
17,77,63,26,15,507.5,21,483.0,21,84.0,7,0,0,"(47, 0.015, 0.25)"
18,85,55,22,15,546.0,21,521.5,21,101.5,14,0,0,"(47, 0.015, 0.25)"
19,77,63,26,15,584.5,21,560.0,21,98.0,7,0,0,"(47, 0.015, 0.25)"
20,85,55,22,15,623.0,21,598.5,21,115.5,14,0,0,"(47, 0.015, 0.25)"
21,77,63,26,15,661.5,21,637.0,21,112.0,7,0,0,"(47, 0.015, 0.25)"
22,85,55,22,15,700.0,21,675.5,21,129.5,14,0,0,"(47, 0.015, 0.25)"
23,77,63,26,15,738.5,21,714.0,21,126.0,7,0,0,"(47, 0.015, 0.25)"
24,85,55,22,15,777.0,21,752.5,21,143.5,14,0,0,"(47, 0.015, 0.25)"
25,77,63,26,15,815.5,21,791.0,21,140.0,7,0,0,"(47, 0.015, 0.25)"
26,85,55,22,15,854.0,21,829.5,21,157.5,14,0,0,"(47, 0.015, 0.25)"
27,77,63,26,15,892.5,21,868.0,21,154.0,7,0,0,"(47, 0.015, 0.25)"
28,85,55,22,15,931.0,21,906.5,21,171.5,14,0,0,"(47, 0.015, 0.25)"
29,77,63,26,15,969.5,21,945.0,21,168.0,7,0,0,"(47, 0.015, 0.25)"
30,85,55,22,15,1008.0,21,983.5,21,185.5,14,0,0,"(47, 0.015, 0.25)"
31,77,63,26,15,1046.5,21,1022.0,21,182.0,7,0,0,"(47, 0.015, 0.25)"
32,85,55,22,15,1085.0,21,1060.5,21,199.5,14,0,0,"(47, 0.015, 0.25)"
33,77,63,26,15,1123.5,21,1099.0,21,196.0,7,0,0,"(47, 0.015, 0.25)"
34,85,55,22,15,1162.0,21,1137.5,21,213.5,14,0,0,"(47, 0.015, 0.25)"
35,77,63,26,15,1200.5,21,1176.0,21,210.0,7,0,0,"(47, 0.015, 0.25)"
36,85,55,22,15,1239.0,21,1214.5,21,227.5,14,0,0,"(47, 0.015, 0.25)"
37,77,63,26,15,1277.5,21,1253.0,21,224.0,7,0,0,"(47, 0.015, 0.25)"
38,85,55,22,15,1316.0,21,1291.5,21,241.5,14,0,0,"(47, 0.015, 0.25)"
39,77,63,26,15,1354.5,21,1330.0,21,238.0,7,0,0,"(47, 0.015, 0.25)"
40,85,55,22,15,1393.0,21,1368.5,21,255.5,14,0,0,"(47, 0.015, 0.25)"
41,77,63,26,15,1431.5,21,1407.0,21,252.0,7,0,0,"(47, 0.015, 0.25)"
42,85,55,22,15,1470.0,21,1445.5,21,269.5,14,0,0,"(47, 0.015, 0.25)"
43,77,63,26,15,1508.5,21,1484.0,21,266.0,7,0,0,"(47, 0.015, 0.25)"
44,85,55,22,15,1547.0,21,1522.5,21,283.5,14,0,0,"(47, 0.015, 0.25)"
45,77,63,26,15,1585.5,21,1561.0,21,280.0,7,0,0,"(47, 0.015, 0.25)"
46,85,55,22,15,1624.0,21,1599.5,21,297.5,14,0,0,"(47, 0.015, 0.25)"
47,77,63,26,15,1662.5,21,1638.0,21,294.0,7,0,0,"(47, 0.015, 0.25)"
48,85,55,22,15,1701.0,21,1676.5,21,311.5,14,0,0,"(47, 0.015, 0.25)"
49,77,63,26,15,1739.5,21,1715.0,21,308.0,7,0,0,"(47, 0.015, 0.25)"
50,85,55,22,15,1778.0,21,1753.5,21,325.5,14,0,0,"(47, 0.015, 0.25)"
51,77,63,26,15,1816.5,21,1792.0,21,322.0,7,0,0,"(47, 0.015, 0.25)"
52,85,55,22,15,1855.0,21,1830.5,21,339.5,14,0,0,"(47, 0.015, 0.25)"
53,77,63,26,15,1893.5,21,1869.0,21,336.0,7,0,0,"(47, 0.015, 0.25)"
54,85,55,22,15,1932.0,21,1907.5,21,353.5,14,0,0,"(47, 0.015, 0.25)"
55,77,63,26,15,1970.5,21,1946.0,21,350.0,7,0,0,"(47, 0.015, 0.25)"
56,85,55,22,15,2009.0,21,1984.5,21,367.5,14,0,0,"(47, 0.015, 0.25)"
57,77,63,26,15,2047.5,21,2023.0,21,364.0,7,0,0,"(47, 0.015, 0.25)"
58,85,55,22,15,2086.0,21,2061.5,21,381.5,14,0,0,"(47, 0.015, 0.25)"
59,77,63,26,15,2124.5,21,2100.0,21,378.0,7,0,0,"(47, 0.015, 0.25)"
60,85,55,22,15,2163.0,21,2138.5,21,395.5,14,0,0,"(47, 0.015, 0.25)"
61,77,63,26,15,2201.5,21,2177.0,21,392.0,7,0,0,"(47, 0.015, 0.25)"
