,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,iWSLS Performance,iWSLS Cooperations,Model Params
0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,"(47, 0.015, 0.5)"
1,93,47,28,15,-7.0,28,45.5,7,-28,14,0,0,"(47, 0.015, 0.5)"
2,86,54,21,14,35.0,14,38.5,14,-7,14,0,0,"(47, 0.015, 0.5)"
3,77,63,25,15,73.5,21,73.5,14,-14,0,0,0,"(47, 0.015, 0.5)"
4,81,59,21,16,112.0,21,115.5,14,-21,7,0,0,"(47, 0.015, 0.5)"
5,77,63,25,14,150.5,21,129.5,21,-21,7,0,0,"(47, 0.015, 0.5)"
6,86,54,23,14,189.0,21,164.5,14,-7,7,0,0,"(47, 0.015, 0.5)"
7,77,63,25,14,227.5,21,206.5,14,-35,0,0,0,"(47, 0.015, 0.5)"
8,82,58,24,16,266.0,21,241.5,14,-21,14,0,0,"(47, 0.015, 0.5)"
9,78,62,24,14,304.5,21,283.5,14,-49,0,0,0,"(47, 0.015, 0.5)"
10,83,57,25,16,343.0,21,318.5,14,-35,14,0,0,"(47, 0.015, 0.5)"
11,79,61,25,14,381.5,21,360.5,14,-63,0,0,0,"(47, 0.015, 0.5)"
12,84,56,25,16,420.0,21,395.5,14,-49,14,0,0,"(47, 0.015, 0.5)"
13,79,61,25,14,458.5,21,437.5,14,-77,0,0,0,"(47, 0.015, 0.5)"
14,84,56,25,16,497.0,21,472.5,14,-63,14,0,0,"(47, 0.015, 0.5)"
15,79,61,25,14,535.5,21,514.5,14,-91,0,0,0,"(47, 0.015, 0.5)"
16,84,56,25,16,574.0,21,549.5,14,-77,14,0,0,"(47, 0.015, 0.5)"
17,79,61,25,14,612.5,21,591.5,14,-105,0,0,0,"(47, 0.015, 0.5)"
18,84,56,25,16,651.0,21,626.5,14,-91,14,0,0,"(47, 0.015, 0.5)"
19,79,61,25,14,689.5,21,668.5,14,-119,0,0,0,"(47, 0.015, 0.5)"
20,85,55,25,15,728.0,21,703.5,14,-105,14,0,0,"(47, 0.015, 0.5)"
21,80,60,26,14,766.5,21,745.5,14,-133,0,0,0,"(47, 0.015, 0.5)"
22,85,55,25,15,805.0,21,780.5,14,-119,14,0,0,"(47, 0.015, 0.5)"
23,80,60,26,14,843.5,21,822.5,14,-147,0,0,0,"(47, 0.015, 0.5)"
24,85,55,25,15,882.0,21,857.5,14,-133,14,0,0,"(47, 0.015, 0.5)"
25,80,60,26,14,920.5,21,899.5,14,-161,0,0,0,"(47, 0.015, 0.5)"
26,85,55,25,15,959.0,21,934.5,14,-147,14,0,0,"(47, 0.015, 0.5)"
27,80,60,26,14,997.5,21,976.5,14,-175,0,0,0,"(47, 0.015, 0.5)"
28,85,55,25,15,1036.0,21,1011.5,14,-161,14,0,0,"(47, 0.015, 0.5)"
29,80,60,26,14,1074.5,21,1053.5,14,-189,0,0,0,"(47, 0.015, 0.5)"
30,85,55,25,15,1113.0,21,1088.5,14,-175,14,0,0,"(47, 0.015, 0.5)"
31,80,60,26,14,1151.5,21,1130.5,14,-203,0,0,0,"(47, 0.015, 0.5)"
32,85,55,25,15,1190.0,21,1165.5,14,-189,14,0,0,"(47, 0.015, 0.5)"
33,80,60,26,14,1228.5,21,1207.5,14,-217,0,0,0,"(47, 0.015, 0.5)"
34,85,55,25,15,1267.0,21,1242.5,14,-203,14,0,0,"(47, 0.015, 0.5)"
35,80,60,26,14,1305.5,21,1284.5,14,-231,0,0,0,"(47, 0.015, 0.5)"
36,85,55,25,15,1344.0,21,1319.5,14,-217,14,0,0,"(47, 0.015, 0.5)"
37,80,60,26,14,1382.5,21,1361.5,14,-245,0,0,0,"(47, 0.015, 0.5)"
38,85,55,25,15,1421.0,21,1396.5,14,-231,14,0,0,"(47, 0.015, 0.5)"
39,80,60,26,14,1459.5,21,1438.5,14,-259,0,0,0,"(47, 0.015, 0.5)"
40,85,55,25,15,1498.0,21,1473.5,14,-245,14,0,0,"(47, 0.015, 0.5)"
41,80,60,26,14,1536.5,21,1515.5,14,-273,0,0,0,"(47, 0.015, 0.5)"
42,85,55,25,15,1575.0,21,1550.5,14,-259,14,0,0,"(47, 0.015, 0.5)"
43,80,60,26,14,1613.5,21,1592.5,14,-287,0,0,0,"(47, 0.015, 0.5)"
44,85,55,25,15,1652.0,21,1627.5,14,-273,14,0,0,"(47, 0.015, 0.5)"
45,80,60,26,14,1690.5,21,1669.5,14,-301,0,0,0,"(47, 0.015, 0.5)"
46,85,55,25,15,1729.0,21,1704.5,14,-287,14,0,0,"(47, 0.015, 0.5)"
