stepcount_20,strategy_20,strat code_20,move_20,probabilities_20,utility_20,common_move_20,number_coop_20,number_defect_20,outcomes_20,p1_20,p2_20,p3_20,p4_20,u1_20,u2_20,u3_20,u4_20,m1_20,m2_20,m3_20,m4_20
True,WSLS,7,"{21: 'C', 28: 'C', 19: 'C', 12: 'C'}","{21: 0.54, 28: 0.47, 19: 0.47, 12: 0.47}",0,['C'],4,0,"{21: ['C', 'D'], 28: ['C', 'C'], 19: ['C', 'C'], 12: ['C', 'C']}",0.54,0.47,0.47,0.47,-2,1.5,1.5,1.5,1,1,1,1
2,WSLS,7,"{21: 'D', 28: 'C', 19: 'C', 12: 'C'}","{21: 0.56, 28: 0.43999999999999995, 19: 0.43999999999999995, 12: 0.43999999999999995}",2.5,['C'],4,0,"{21: ['D', 'D'], 28: ['C', 'C'], 19: ['C', 'C'], 12: ['C', 'C']}",0.56,0.43999999999999995,0.43999999999999995,0.43999999999999995,-1,3.0,3.0,3.0,2,1,1,1
3,WSLS,7,"{21: 'C', 28: 'C', 19: 'C', 12: 'C'}","{21: 0.53, 28: 0.4099999999999999, 19: 0.4099999999999999, 12: 0.4099999999999999}",8.0,['C'],3,1,"{21: ['C', 'C'], 28: ['C', 'C'], 19: ['C', 'C'], 12: ['C', 'C']}",0.53,0.4099999999999999,0.4099999999999999,0.4099999999999999,0.5,4.5,4.5,4.5,1,1,1,1
4,WSLS,7,"{21: 'C', 28: 'C', 19: 'C', 12: 'C'}","{21: 0.5700000000000001, 28: 0.3799999999999999, 19: 0.3799999999999999, 12: 0.3799999999999999}",14.0,['C'],4,0,"{21: ['C', 'D'], 28: ['C', 'C'], 19: ['C', 'C'], 12: ['C', 'C']}",0.5700000000000001,0.3799999999999999,0.3799999999999999,0.3799999999999999,-1.5,6.0,6.0,6.0,1,1,1,1
5,WSLS,7,"{21: 'D', 28: 'C', 19: 'C', 12: 'C'}","{21: 0.53, 28: 0.34999999999999987, 19: 0.34999999999999987, 12: 0.34999999999999987}",16.5,['C'],4,0,"{21: ['D', 'C'], 28: ['C', 'C'], 19: ['C', 'C'], 12: ['C', 'C']}",0.53,0.34999999999999987,0.34999999999999987,0.34999999999999987,0.5,7.5,7.5,7.5,2,1,1,1
6,WSLS,7,"{21: 'D', 28: 'C', 19: 'C', 12: 'C'}","{21: 0.55, 28: 0.31999999999999984, 19: 0.31999999999999984, 12: 0.31999999999999984}",23.0,['C'],3,1,"{21: ['D', 'D'], 28: ['C', 'C'], 19: ['C', 'C'], 12: ['C', 'C']}",0.55,0.31999999999999984,0.31999999999999984,0.31999999999999984,1.5,9.0,9.0,9.0,2,1,1,1
7,WSLS,7,"{21: 'C', 28: 'C', 19: 'C', 12: 'C'}","{21: 0.52, 28: 0.2899999999999998, 19: 0.2899999999999998, 12: 0.2899999999999998}",28.5,['C'],3,1,"{21: ['C', 'C'], 28: ['C', 'C'], 19: ['C', 'C'], 12: ['C', 'C']}",0.52,0.2899999999999998,0.2899999999999998,0.2899999999999998,3.0,10.5,10.5,10.5,1,1,1,1
8,WSLS,7,"{21: 'C', 28: 'C', 19: 'C', 12: 'C'}","{21: 0.49, 28: 0.2599999999999998, 19: 0.2599999999999998, 12: 0.2599999999999998}",34.5,['C'],4,0,"{21: ['C', 'C'], 28: ['C', 'C'], 19: ['C', 'C'], 12: ['C', 'C']}",0.49,0.2599999999999998,0.2599999999999998,0.2599999999999998,4.5,12.0,12.0,12.0,1,1,1,1
9,WSLS,7,"{21: 'C', 28: 'C', 19: 'C', 12: 'C'}","{21: 0.45999999999999996, 28: 0.2299999999999998, 19: 0.2299999999999998, 12: 0.2299999999999998}",40.5,['C'],4,0,"{21: ['C', 'C'], 28: ['C', 'C'], 19: ['C', 'C'], 12: ['C', 'C']}",0.45999999999999996,0.2299999999999998,0.2299999999999998,0.2299999999999998,6.0,13.5,13.5,13.5,1,1,1,1
10,WSLS,7,"{21: 'C', 28: 'C', 19: 'C', 12: 'C'}","{21: 0.42999999999999994, 28: 0.1999999999999998, 19: 0.1999999999999998, 12: 0.1999999999999998}",46.5,['C'],4,0,"{21: ['C', 'C'], 28: ['C', 'C'], 19: ['C', 'C'], 12: ['C', 'C']}",0.42999999999999994,0.1999999999999998,0.1999999999999998,0.1999999999999998,7.5,15.0,15.0,15.0,1,1,1,1
