stepcount_52,strategy_52,strat code_52,move_52,probabilities_52,utility_52,common_move_52,number_coop_52,number_defect_52,outcomes_52,p1_52,p2_52,p3_52,p4_52,u1_52,u2_52,u3_52,u4_52,m1_52,m2_52,m3_52,m4_52
True,VPP,6,"{53: 'C', 60: 'C', 51: 'D', 44: 'D'}","{53: 0.47, 60: 0.47, 51: 0.46, 44: 0.46}",0,Eq,2,2,"{53: ['C', 'C'], 60: ['C', 'C'], 51: ['D', 'C'], 44: ['D', 'C']}",0.47,0.47,0.46,0.46,1.5,1.5,2,2,1,1,2,2
2,VPP,6,"{53: 'C', 60: 'D', 51: 'D', 44: 'C'}","{53: 0.51, 60: 0.43, 51: 0.42000000000000004, 44: 0.43000000000000005}",7.0,Eq,2,2,"{53: ['C', 'D'], 60: ['D', 'C'], 51: ['D', 'C'], 44: ['C', 'C']}",0.51,0.43,0.42000000000000004,0.43000000000000005,-0.5,3.5,4,3.5,1,2,2,1
3,VPP,6,"{53: 'C', 60: 'D', 51: 'D', 44: 'C'}","{53: 0.55, 60: 0.45, 51: 0.44000000000000006, 44: 0.47000000000000003}",10.5,Eq,2,2,"{53: ['C', 'D'], 60: ['D', 'D'], 51: ['D', 'D'], 44: ['C', 'D']}",0.55,0.45,0.44000000000000006,0.47000000000000003,-2.5,4.5,5,1.5,1,2,2,1
4,VPP,6,"{53: 'D', 60: 'C', 51: 'D', 44: 'D'}","{53: 0.5700000000000001, 60: 0.42000000000000004, 51: 0.4000000000000001, 44: 0.43000000000000005}",8.5,['D'],1,3,"{53: ['D', 'D'], 60: ['C', 'C'], 51: ['D', 'C'], 44: ['D', 'C']}",0.5700000000000001,0.42000000000000004,0.4000000000000001,0.43000000000000005,-1.5,6.0,7,3.5,2,1,2,2
5,VPP,6,"{53: 'D', 60: 'D', 51: 'C', 44: 'D'}","{53: 0.53, 60: 0.38000000000000006, 51: 0.44000000000000006, 44: 0.45000000000000007}",15.0,['D'],1,3,"{53: ['D', 'C'], 60: ['D', 'C'], 51: ['C', 'D'], 44: ['D', 'D']}",0.53,0.38000000000000006,0.44000000000000006,0.45000000000000007,0.5,8.0,5,4.5,2,2,1,2
6,VPP,6,"{53: 'C', 60: 'D', 51: 'C', 44: 'C'}","{53: 0.5, 60: 0.4000000000000001, 51: 0.41000000000000003, 44: 0.42000000000000004}",18.0,['C'],3,1,"{53: ['C', 'C'], 60: ['D', 'D'], 51: ['C', 'C'], 44: ['C', 'C']}",0.5,0.4000000000000001,0.41000000000000003,0.42000000000000004,2.0,9.0,6.5,6.0,1,2,1,1
7,VPP,6,"{53: 'C', 60: 'D', 51: 'C', 44: 'C'}","{53: 0.54, 60: 0.3600000000000001, 51: 0.45, 44: 0.46}",23.5,['C'],3,1,"{53: ['C', 'D'], 60: ['D', 'C'], 51: ['C', 'D'], 44: ['C', 'D']}",0.54,0.3600000000000001,0.45,0.46,0.0,11.0,4.5,4.0,1,2,1,1
8,VPP,6,"{53: 'D', 60: 'C', 51: 'C', 44: 'C'}","{53: 0.56, 60: 0.4000000000000001, 51: 0.49, 44: 0.5}",19.5,['C'],3,1,"{53: ['D', 'D'], 60: ['C', 'D'], 51: ['C', 'D'], 44: ['C', 'D']}",0.56,0.4000000000000001,0.49,0.5,1.0,9.0,2.5,2.0,2,1,1,1
9,VPP,6,"{53: 'D', 60: 'C', 51: 'C', 44: 'D'}","{53: 0.5800000000000001, 60: 0.44000000000000006, 51: 0.53, 44: 0.46}",14.5,Eq,2,2,"{53: ['D', 'D'], 60: ['C', 'D'], 51: ['C', 'D'], 44: ['D', 'C']}",0.5800000000000001,0.44000000000000006,0.53,0.46,2.0,7.0,0.5,4.0,2,1,1,2
10,VPP,6,"{53: 'C', 60: 'C', 51: 'D', 44: 'D'}","{53: 0.55, 60: 0.48000000000000004, 51: 0.49000000000000005, 44: 0.42000000000000004}",13.5,Eq,2,2,"{53: ['C', 'C'], 60: ['C', 'D'], 51: ['D', 'C'], 44: ['D', 'C']}",0.55,0.48000000000000004,0.49000000000000005,0.42000000000000004,3.5,5.0,2.5,6.0,1,1,2,2
11,VPP,6,"{53: 'D', 60: 'C', 51: 'D', 44: 'C'}","{53: 0.5700000000000001, 60: 0.52, 51: 0.45000000000000007, 44: 0.39}",17.0,Eq,2,2,"{53: ['D', 'D'], 60: ['C', 'D'], 51: ['D', 'C'], 44: ['C', 'C']}",0.5700000000000001,0.52,0.45000000000000007,0.39,4.5,3.0,4.5,7.5,2,1,2,1
12,VPP,6,"{53: 'D', 60: 'C', 51: 'C', 44: 'C'}","{53: 0.53, 60: 0.56, 51: 0.42000000000000004, 44: 0.43}",19.5,['C'],3,1,"{53: ['D', 'C'], 60: ['C', 'D'], 51: ['C', 'C'], 44: ['C', 'D']}",0.53,0.56,0.42000000000000004,0.43,6.5,1.0,6.0,5.5,2,1,1,1
13,VPP,6,"{53: 'D', 60: 'D', 51: 'C', 44: 'C'}","{53: 0.55, 60: 0.5800000000000001, 51: 0.39, 44: 0.47}",19.0,Eq,2,2,"{53: ['D', 'D'], 60: ['D', 'D'], 51: ['C', 'C'], 44: ['C', 'D']}",0.55,0.5800000000000001,0.39,0.47,7.5,2.0,7.5,3.5,2,2,1,1
14,VPP,6,"{53: 'D', 60: 'D', 51: 'D', 44: 'C'}","{53: 0.51, 60: 0.54, 51: 0.35000000000000003, 44: 0.51}",20.5,['D'],1,3,"{53: ['D', 'C'], 60: ['D', 'C'], 51: ['D', 'C'], 44: ['C', 'D']}",0.51,0.54,0.35000000000000003,0.51,9.5,4.0,9.5,1.5,2,2,2,1
15,VPP,6,"{53: 'C', 60: 'C', 51: 'D', 44: 'D'}","{53: 0.55, 60: 0.5800000000000001, 51: 0.37000000000000005, 44: 0.47000000000000003}",24.5,Eq,2,2,"{53: ['C', 'D'], 60: ['C', 'D'], 51: ['D', 'D'], 44: ['D', 'C']}",0.55,0.5800000000000001,0.37000000000000005,0.47000000000000003,7.5,2.0,10.5,3.5,1,1,2,2
16,VPP,6,"{53: 'D', 60: 'D', 51: 'D', 44: 'C'}","{53: 0.5700000000000001, 60: 0.6000000000000001, 51: 0.33000000000000007, 44: 0.51}",23.5,['D'],1,3,"{53: ['D', 'D'], 60: ['D', 'D'], 51: ['D', 'C'], 44: ['C', 'D']}",0.5700000000000001,0.6000000000000001,0.33000000000000007,0.51,8.5,3.0,12.5,1.5,2,2,2,1
17,VPP,6,"{53: 'D', 60: 'D', 51: 'C', 44: 'C'}","{53: 0.53, 60: 0.56, 51: 0.37000000000000005, 44: 0.55}",25.5,Eq,2,2,"{53: ['D', 'C'], 60: ['D', 'C'], 51: ['C', 'D'], 44: ['C', 'D']}",0.53,0.56,0.37000000000000005,0.55,10.5,5.0,10.5,-0.5,2,2,1,1
18,VPP,6,"{53: 'D', 60: 'D', 51: 'D', 44: 'D'}","{53: 0.49000000000000005, 60: 0.5800000000000001, 51: 0.39000000000000007, 44: 0.51}",25.5,['D'],0,4,"{53: ['D', 'C'], 60: ['D', 'D'], 51: ['D', 'D'], 44: ['D', 'C']}",0.49000000000000005,0.5800000000000001,0.39000000000000007,0.51,12.5,6.0,11.5,1.5,2,2,2,2
19,VPP,6,"{53: 'D', 60: 'C', 51: 'C', 44: 'D'}","{53: 0.45000000000000007, 60: 0.55, 51: 0.3600000000000001, 44: 0.53}",31.5,Eq,2,2,"{53: ['D', 'C'], 60: ['C', 'C'], 51: ['C', 'C'], 44: ['D', 'D']}",0.45000000000000007,0.55,0.3600000000000001,0.53,14.5,7.5,13.0,2.5,2,1,1,2
20,VPP,6,"{53: 'C', 60: 'D', 51: 'D', 44: 'C'}","{53: 0.49000000000000005, 60: 0.51, 51: 0.3800000000000001, 44: 0.5700000000000001}",37.5,Eq,2,2,"{53: ['C', 'D'], 60: ['D', 'C'], 51: ['D', 'D'], 44: ['C', 'D']}",0.49000000000000005,0.51,0.3800000000000001,0.5700000000000001,12.5,9.5,14.0,0.5,1,2,2,1
21,VPP,6,"{53: 'D', 60: 'D', 51: 'D', 44: 'C'}","{53: 0.51, 60: 0.53, 51: 0.40000000000000013, 44: 0.6100000000000001}",36.5,['D'],1,3,"{53: ['D', 'D'], 60: ['D', 'D'], 51: ['D', 'D'], 44: ['C', 'D']}",0.51,0.53,0.40000000000000013,0.6100000000000001,13.5,10.5,15.0,-1.5,2,2,2,1
22,VPP,6,"{53: 'C', 60: 'D', 51: 'C', 44: 'C'}","{53: 0.55, 60: 0.49000000000000005, 51: 0.4400000000000001, 44: 0.5800000000000001}",37.5,['C'],3,1,"{53: ['C', 'D'], 60: ['D', 'C'], 51: ['C', 'D'], 44: ['C', 'C']}",0.55,0.49000000000000005,0.4400000000000001,0.5800000000000001,11.5,12.5,13.0,0.0,1,2,1,1
23,VPP,6,"{53: 'D', 60: 'C', 51: 'D', 44: 'D'}","{53: 0.51, 60: 0.53, 51: 0.46000000000000013, 44: 0.54}",37.0,['D'],1,3,"{53: ['D', 'C'], 60: ['C', 'D'], 51: ['D', 'D'], 44: ['D', 'C']}",0.51,0.53,0.46000000000000013,0.54,13.5,10.5,14.0,2.0,2,1,2,2
24,VPP,6,"{53: 'C', 60: 'C', 51: 'C', 44: 'C'}","{53: 0.48, 60: 0.5700000000000001, 51: 0.5000000000000001, 44: 0.5800000000000001}",40.0,['C'],4,0,"{53: ['C', 'C'], 60: ['C', 'D'], 51: ['C', 'D'], 44: ['C', 'D']}",0.48,0.5700000000000001,0.5000000000000001,0.5800000000000001,15.0,8.5,12.0,0.0,1,1,1,1
25,VPP,6,"{53: 'C', 60: 'D', 51: 'C', 44: 'C'}","{53: 0.44999999999999996, 60: 0.5900000000000001, 51: 0.5400000000000001, 44: 0.55}",35.5,['C'],3,1,"{53: ['C', 'C'], 60: ['D', 'D'], 51: ['C', 'D'], 44: ['C', 'C']}",0.44999999999999996,0.5900000000000001,0.5400000000000001,0.55,16.5,9.5,10.0,1.5,1,2,1,1
