stepcount_10,strategy_10,strat code_10,move_10,probabilities_10,utility_10,common_move_10,number_coop_10,number_defect_10,outcomes_10,u1_10,u2_10,u3_10,u4_10,m1_10,m2_10,m3_10,m4_10,uv_10,ps_10,nc_10,mutC_10,simP_10,avp1_10,avp2_10,avp3_10,avp4_10,globav_10,epsilon_10,alpha_10,mood_10
True,MOODYLEARN,9,"{15: 'D', 9: 'D', 5: 'D'}","{15: 0.26, 9: 0.26, 5: 0.26}",0,['D'],0,6,"{15: ['D', 'D'], 9: ['D', 'D'], 5: ['D', 'D']}",1,1,1,None,2,2,2,None,0.06,"{15: [0, 15, 'NEUTRAL'], 9: ['D', 9, 'NEUTRAL'], 5: ['D', 5, 'NEUTRAL']}",0,0,3,0.5,0.5,0.5,None,0.5,0.5,0.1,52.75
2,MOODYLEARN,9,"{15: 'D', 9: 'D', 5: 'D'}","{15: 0.365, 9: 0.365, 5: 0.365}",3,['D'],1,2,"{15: ['D', 'D'], 9: ['D', 'D'], 5: ['D', 'D']}",2,2,2,None,2,2,2,None,0.105,"{15: ['D', 15, 'NEUTRAL'], 9: ['D', 9, 'NEUTRAL'], 5: ['D', 5, 'NEUTRAL']}",1,0,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,None,0.6666666666666666,0.5,0.1,55.82875
3,MOODYLEARN,9,"{15: 'D', 9: 'D', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.365}",6,['D'],1,2,"{15: ['D', 'C'], 9: ['D', 'C'], 5: ['C', 'D']}",7,7,2,None,2,2,1,None,0.105,"{15: ['C', 15, 'NEUTRAL'], 9: ['C', 9, 'NEUTRAL'], 5: ['D', 5, 'NEUTRAL']}",1,0,9,1.75,1.75,0.5,None,1.3333333333333333,0.5,0.1,66.37581761376953
4,MOODYLEARN,9,"{15: 'C', 9: 'D', 5: 'D'}","{15: 0.001, 9: 0.106, 5: 0.001}",16,['D'],1,2,"{15: ['C', 'D'], 9: ['D', 'D'], 5: ['D', 'C']}",7,8,7,None,1,2,2,None,0.105,"{15: ['D', 15, 'NEUTRAL'], 9: ['D', 9, 'HIGH'], 5: ['C', 5, 'NEUTRAL']}",1,0,12,1.4,1.6,1.4,None,1.4666666666666666,0.5,0.1,73.01165090269315
5,MOODYLEARN,9,"{15: 'D', 9: 'C', 5: 'D'}","{15: 0.001, 9: 0.001, 5: 0.001}",22,['D'],2,1,"{15: ['D', 'C'], 9: ['C', 'C'], 5: ['D', 'C']}",12,11,12,None,2,1,2,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['C', 5, 'NEUTRAL']}",2,1,15,2,1.8333333333333333,2,None,1.9444444444444444,0.09999999999999998,0.1,86.51083892378053
6,MOODYLEARN,9,"{15: 'D', 9: 'C', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.001}",35,['C'],3,0,"{15: ['D', 'C'], 9: ['C', 'C'], 5: ['C', 'C']}",17,14,15,None,2,1,1,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['C', 5, 'HIGH']}",3,2,18,2.4285714285714284,2,2.142857142857143,None,2.1904761904761902,0.09999999999999998,0.1,97.77804829270978
7,MOODYLEARN,9,"{15: 'C', 9: 'C', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.001}",46,['C'],2,1,"{15: ['C', 'C'], 9: ['C', 'C'], 5: ['C', 'D']}",20,17,15,None,1,1,1,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['D', 5, 'HIGH']}",2,2,21,2.5,2.125,1.875,None,2.1666666666666665,0.0001,0.1,99.999
8,MOODYLEARN,9,"{15: 'D', 9: 'C', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.001}",52,['C'],2,1,"{15: ['D', 'C'], 9: ['C', 'C'], 5: ['C', 'D']}",25,20,15,None,2,1,1,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['D', 5, 'HIGH']}",2,1,24,2.7777777777777777,2.2222222222222223,1.6666666666666667,None,2.2222222222222223,0.0001,0.1,99.99899444444443
9,MOODYLEARN,9,"{15: 'D', 9: 'C', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.001}",60,['C'],2,1,"{15: ['D', 'C'], 9: ['C', 'C'], 5: ['C', 'D']}",30,23,15,None,2,1,1,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['D', 5, 'HIGH']}",2,1,27,3,2.3,1.5,None,2.2666666666666666,0.0001,0.1,99.99898999999999
10,MOODYLEARN,9,"{15: 'D', 9: 'C', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.001}",68,['C'],2,1,"{15: ['D', 'C'], 9: ['C', 'C'], 5: ['C', 'D']}",35,26,15,None,2,1,1,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['D', 5, 'HIGH']}",2,1,30,3.1818181818181817,2.3636363636363638,1.3636363636363635,None,2.3030303030303028,0.0001,0.1,99.99898636363636
11,MOODYLEARN,9,"{15: 'D', 9: 'C', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.001}",76,['C'],2,1,"{15: ['D', 'C'], 9: ['C', 'C'], 5: ['C', 'D']}",40,29,15,None,2,1,1,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['D', 5, 'HIGH']}",2,1,33,3.3333333333333335,2.4166666666666665,1.25,None,2.3333333333333335,0.0001,0.1,99.99898333333333
12,MOODYLEARN,9,"{15: 'D', 9: 'C', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.001}",84,['C'],2,1,"{15: ['D', 'C'], 9: ['C', 'C'], 5: ['C', 'D']}",45,32,15,None,2,1,1,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['D', 5, 'HIGH']}",2,1,36,3.4615384615384617,2.4615384615384617,1.1538461538461537,None,2.358974358974359,0.0001,0.1,99.99898076923076
13,MOODYLEARN,9,"{15: 'D', 9: 'C', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.001}",92,['C'],2,1,"{15: ['D', 'C'], 9: ['C', 'C'], 5: ['C', 'D']}",50,35,15,None,2,1,1,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['D', 5, 'HIGH']}",2,1,39,3.5714285714285716,2.5,1.0714285714285714,None,2.380952380952381,0.0001,0.1,99.99897857142857
14,MOODYLEARN,9,"{15: 'D', 9: 'C', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.001}",100,['C'],2,1,"{15: ['D', 'C'], 9: ['C', 'C'], 5: ['C', 'D']}",55,38,15,None,2,1,1,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['D', 5, 'HIGH']}",2,1,42,3.6666666666666665,2.533333333333333,1,None,2.4,0.0001,0.1,99.99897666666666
15,MOODYLEARN,9,"{15: 'D', 9: 'C', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.001}",108,['C'],2,1,"{15: ['D', 'C'], 9: ['C', 'C'], 5: ['C', 'D']}",60,41,15,None,2,1,1,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['D', 5, 'HIGH']}",2,1,45,3.75,2.5625,0.9375,None,2.4166666666666665,0.0001,0.1,99.998975
16,MOODYLEARN,9,"{15: 'D', 9: 'C', 5: 'C'}","{15: 0.001, 9: 0.001, 5: 0.001}",116,['C'],2,1,"{15: ['D', 'C'], 9: ['C', 'C'], 5: ['C', 'D']}",65,44,15,None,2,1,1,None,0.105,"{15: ['C', 15, 'HIGH'], 9: ['C', 9, 'HIGH'], 5: ['D', 5, 'HIGH']}",2,1,48,3.823529411764706,2.588235294117647,0.8823529411764706,None,2.431372549019608,0.0001,0.1,99.99897352941177
