stepcount_57,strategy_57,strat code_57,move_57,probabilities_57,utility_57,common_move_57,number_coop_57,number_defect_57,outcomes_57,p1_57,p2_57,p3_57,p4_57,u1_57,u2_57,u3_57,u4_57,m1_57,m2_57,m3_57,m4_57
True,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.54, 49: 0.47}",0,['C'],2,0,"{58: ['C', 'D'], 49: ['C', 'C']}",0.54,0.47,None,None,-2,1.5,None,None,1,1,None,None
2,WSLS,7,"{58: 'D', 49: 'C'}","{58: 0.56, 49: 0.43999999999999995}",-0.5,Eq,2,0,"{58: ['D', 'D'], 49: ['C', 'C']}",0.56,0.43999999999999995,None,None,-1,3.0,None,None,2,1,None,None
3,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.53, 49: 0.4099999999999999}",2.0,['C'],1,1,"{58: ['C', 'C'], 49: ['C', 'C']}",0.53,0.4099999999999999,None,None,0.5,4.5,None,None,1,1,None,None
4,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.5700000000000001, 49: 0.3799999999999999}",5.0,['C'],2,0,"{58: ['C', 'D'], 49: ['C', 'C']}",0.5700000000000001,0.3799999999999999,None,None,-1.5,6.0,None,None,1,1,None,None
5,WSLS,7,"{58: 'D', 49: 'C'}","{58: 0.5900000000000001, 49: 0.34999999999999987}",4.5,Eq,2,0,"{58: ['D', 'D'], 49: ['C', 'C']}",0.5900000000000001,0.34999999999999987,None,None,-0.5,7.5,None,None,2,1,None,None
6,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.56, 49: 0.31999999999999984}",7.0,['C'],1,1,"{58: ['C', 'C'], 49: ['C', 'C']}",0.56,0.31999999999999984,None,None,1.0,9.0,None,None,1,1,None,None
7,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.6000000000000001, 49: 0.2899999999999998}",10.0,['C'],2,0,"{58: ['C', 'D'], 49: ['C', 'C']}",0.6000000000000001,0.2899999999999998,None,None,-1.0,10.5,None,None,1,1,None,None
8,WSLS,7,"{58: 'D', 49: 'C'}","{58: 0.56, 49: 0.2599999999999998}",9.5,Eq,2,0,"{58: ['D', 'C'], 49: ['C', 'C']}",0.56,0.2599999999999998,None,None,1.0,12.0,None,None,2,1,None,None
9,WSLS,7,"{58: 'D', 49: 'C'}","{58: 0.5800000000000001, 49: 0.2299999999999998}",13.0,Eq,1,1,"{58: ['D', 'D'], 49: ['C', 'C']}",0.5800000000000001,0.2299999999999998,None,None,2.0,13.5,None,None,2,1,None,None
10,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.55, 49: 0.1999999999999998}",15.5,['C'],1,1,"{58: ['C', 'C'], 49: ['C', 'C']}",0.55,0.1999999999999998,None,None,3.5,15.0,None,None,1,1,None,None
11,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.5900000000000001, 49: 0.1699999999999998}",18.5,['C'],2,0,"{58: ['C', 'D'], 49: ['C', 'C']}",0.5900000000000001,0.1699999999999998,None,None,1.5,16.5,None,None,1,1,None,None
12,WSLS,7,"{58: 'D', 49: 'C'}","{58: 0.55, 49: 0.1399999999999998}",18.0,Eq,2,0,"{58: ['D', 'C'], 49: ['C', 'C']}",0.55,0.1399999999999998,None,None,3.5,18.0,None,None,2,1,None,None
13,WSLS,7,"{58: 'D', 49: 'C'}","{58: 0.5700000000000001, 49: 0.10999999999999979}",21.5,Eq,1,1,"{58: ['D', 'D'], 49: ['C', 'C']}",0.5700000000000001,0.10999999999999979,None,None,4.5,19.5,None,None,2,1,None,None
14,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.6100000000000001, 49: 0.0799999999999998}",24.0,['C'],1,1,"{58: ['C', 'D'], 49: ['C', 'C']}",0.6100000000000001,0.0799999999999998,None,None,2.5,21.0,None,None,1,1,None,None
15,WSLS,7,"{58: 'D', 49: 'C'}","{58: 0.6300000000000001, 49: 0.049999999999999795}",23.5,Eq,2,0,"{58: ['D', 'D'], 49: ['C', 'C']}",0.6300000000000001,0.049999999999999795,None,None,3.5,22.5,None,None,2,1,None,None
16,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.6000000000000001, 49: 0.019999999999999796}",26.0,['C'],1,1,"{58: ['C', 'C'], 49: ['C', 'C']}",0.6000000000000001,0.019999999999999796,None,None,5.0,24.0,None,None,1,1,None,None
17,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.5700000000000001, 49: 0}",29.0,['C'],2,0,"{58: ['C', 'C'], 49: ['C', 'C']}",0.5700000000000001,0,None,None,6.5,25.5,None,None,1,1,None,None
18,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.54, 49: 0}",32.0,['C'],2,0,"{58: ['C', 'C'], 49: ['C', 'C']}",0.54,0,None,None,8.0,27.0,None,None,1,1,None,None
19,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.51, 49: 0}",35.0,['C'],2,0,"{58: ['C', 'C'], 49: ['C', 'C']}",0.51,0,None,None,9.5,28.5,None,None,1,1,None,None
20,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.55, 49: 0}",38.0,['C'],2,0,"{58: ['C', 'D'], 49: ['C', 'C']}",0.55,0,None,None,7.5,30.0,None,None,1,1,None,None
21,WSLS,7,"{58: 'D', 49: 'C'}","{58: 0.51, 49: 0}",37.5,Eq,2,0,"{58: ['D', 'C'], 49: ['C', 'C']}",0.51,0,None,None,9.5,31.5,None,None,2,1,None,None
22,WSLS,7,"{58: 'D', 49: 'C'}","{58: 0.47000000000000003, 49: 0}",41.0,Eq,1,1,"{58: ['D', 'C'], 49: ['C', 'C']}",0.47000000000000003,0,None,None,11.5,33.0,None,None,2,1,None,None
23,WSLS,7,"{58: 'D', 49: 'C'}","{58: 0.49000000000000005, 49: 0}",44.5,Eq,1,1,"{58: ['D', 'D'], 49: ['C', 'C']}",0.49000000000000005,0,None,None,12.5,34.5,None,None,2,1,None,None
24,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.4600000000000001, 49: 0}",47.0,['C'],1,1,"{58: ['C', 'C'], 49: ['C', 'C']}",0.4600000000000001,0,None,None,14.0,36.0,None,None,1,1,None,None
25,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.43000000000000005, 49: 0}",50.0,['C'],2,0,"{58: ['C', 'C'], 49: ['C', 'C']}",0.43000000000000005,0,None,None,15.5,37.5,None,None,1,1,None,None
26,WSLS,7,"{58: 'C', 49: 'C'}","{58: 0.4, 49: 0}",53.0,['C'],2,0,"{58: ['C', 'C'], 49: ['C', 'C']}",0.4,0,None,None,17.0,39.0,None,None,1,1,None,None
