stepcount_24,strategy_24,strat code_24,move_24,probabilities_24,utility_24,common_move_24,number_coop_24,number_defect_24,outcomes_24,p1_24,p2_24,p3_24,p4_24,u1_24,u2_24,u3_24,u4_24,m1_24,m2_24,m3_24,m4_24
True,WSLS,7,"{32: 'C', 23: 'C', 16: 'C'}","{32: 0.54, 23: 0.47, 16: 0.47}",0,['C'],3,0,"{32: ['C', 'D'], 23: ['C', 'C'], 16: ['C', 'C']}",0.54,0.47,0.47,None,-2,1.5,1.5,None,1,1,1,None
2,WSLS,7,"{32: 'D', 23: 'C', 16: 'C'}","{32: 0.5, 23: 0.43999999999999995, 16: 0.43999999999999995}",1.0,['C'],3,0,"{32: ['D', 'C'], 23: ['C', 'C'], 16: ['C', 'C']}",0.5,0.43999999999999995,0.43999999999999995,None,0,3.0,3.0,None,2,1,1,None
3,WSLS,7,"{32: 'D', 23: 'C', 16: 'C'}","{32: 0.46, 23: 0.4099999999999999, 16: 0.4099999999999999}",6.0,['C'],2,1,"{32: ['D', 'C'], 23: ['C', 'C'], 16: ['C', 'C']}",0.46,0.4099999999999999,0.4099999999999999,None,2,4.5,4.5,None,2,1,1,None
4,WSLS,7,"{32: 'D', 23: 'C', 16: 'C'}","{32: 0.42000000000000004, 23: 0.3799999999999999, 16: 0.3799999999999999}",11.0,['C'],2,1,"{32: ['D', 'C'], 23: ['C', 'C'], 16: ['C', 'C']}",0.42000000000000004,0.3799999999999999,0.3799999999999999,None,4,6.0,6.0,None,2,1,1,None
5,WSLS,7,"{32: 'D', 23: 'C', 16: 'C'}","{32: 0.44000000000000006, 23: 0.34999999999999987, 16: 0.34999999999999987}",16.0,['C'],2,1,"{32: ['D', 'D'], 23: ['C', 'C'], 16: ['C', 'C']}",0.44000000000000006,0.34999999999999987,0.34999999999999987,None,5,7.5,7.5,None,2,1,1,None
6,WSLS,7,"{32: 'C', 23: 'C', 16: 'C'}","{32: 0.48000000000000004, 23: 0.31999999999999984, 16: 0.31999999999999984}",20.0,['C'],2,1,"{32: ['C', 'D'], 23: ['C', 'C'], 16: ['C', 'C']}",0.48000000000000004,0.31999999999999984,0.31999999999999984,None,3,9.0,9.0,None,1,1,1,None
7,WSLS,7,"{32: 'D', 23: 'C', 16: 'C'}","{32: 0.5, 23: 0.2899999999999998, 16: 0.2899999999999998}",21.0,['C'],3,0,"{32: ['D', 'D'], 23: ['C', 'C'], 16: ['C', 'C']}",0.5,0.2899999999999998,0.2899999999999998,None,4,10.5,10.5,None,2,1,1,None
8,WSLS,7,"{32: 'C', 23: 'C', 16: 'C'}","{32: 0.54, 23: 0.2599999999999998, 16: 0.2599999999999998}",25.0,['C'],2,1,"{32: ['C', 'D'], 23: ['C', 'C'], 16: ['C', 'C']}",0.54,0.2599999999999998,0.2599999999999998,None,2,12.0,12.0,None,1,1,1,None
9,WSLS,7,"{32: 'D', 23: 'C', 16: 'C'}","{32: 0.56, 23: 0.2299999999999998, 16: 0.2299999999999998}",26.0,['C'],3,0,"{32: ['D', 'D'], 23: ['C', 'C'], 16: ['C', 'C']}",0.56,0.2299999999999998,0.2299999999999998,None,3,13.5,13.5,None,2,1,1,None
10,WSLS,7,"{32: 'C', 23: 'C', 16: 'C'}","{32: 0.53, 23: 0.1999999999999998, 16: 0.1999999999999998}",30.0,['C'],2,1,"{32: ['C', 'C'], 23: ['C', 'C'], 16: ['C', 'C']}",0.53,0.1999999999999998,0.1999999999999998,None,4.5,15.0,15.0,None,1,1,1,None
11,WSLS,7,"{32: 'C', 23: 'C', 16: 'C'}","{32: 0.5, 23: 0.1699999999999998, 16: 0.1699999999999998}",34.5,['C'],3,0,"{32: ['C', 'C'], 23: ['C', 'C'], 16: ['C', 'C']}",0.5,0.1699999999999998,0.1699999999999998,None,6.0,16.5,16.5,None,1,1,1,None
