stepcount_30,strategy_30,strat code_30,move_30,probabilities_30,utility_30,common_move_30,number_coop_30,number_defect_30,outcomes_30,p1_30,p2_30,p3_30,p4_30,u1_30,u2_30,u3_30,u4_30,m1_30,m2_30,m3_30,m4_30
True,VPP,6,"{31: 'D', 38: 'D', 29: 'D', 22: 'D'}","{31: 0.46, 38: 0.46, 29: 0.46, 22: 0.46}",0,['D'],0,4,"{31: ['D', 'C'], 38: ['D', 'C'], 29: ['D', 'C'], 22: ['D', 'C']}",0.46,0.46,0.46,0.46,2,2,2,2,2,2,2,2
2,VPP,6,"{31: 'D', 38: 'D', 29: 'C', 22: 'D'}","{31: 0.48000000000000004, 38: 0.48000000000000004, 29: 0.5, 22: 0.42000000000000004}",8,['D'],1,3,"{31: ['D', 'D'], 38: ['D', 'D'], 29: ['C', 'D'], 22: ['D', 'C']}",0.48000000000000004,0.48000000000000004,0.5,0.42000000000000004,3,3,0,4,2,2,1,2
3,VPP,6,"{31: 'C', 38: 'D', 29: 'C', 22: 'D'}","{31: 0.45000000000000007, 38: 0.5, 29: 0.47, 22: 0.44000000000000006}",10,Eq,2,2,"{31: ['C', 'C'], 38: ['D', 'D'], 29: ['C', 'C'], 22: ['D', 'D']}",0.45000000000000007,0.5,0.47,0.44000000000000006,4.5,4,1.5,5,1,2,1,2
4,VPP,6,"{31: 'D', 38: 'C', 29: 'D', 22: 'C'}","{31: 0.4100000000000001, 38: 0.47, 29: 0.49, 22: 0.48000000000000004}",15.0,Eq,2,2,"{31: ['D', 'C'], 38: ['C', 'C'], 29: ['D', 'D'], 22: ['C', 'D']}",0.4100000000000001,0.47,0.49,0.48000000000000004,6.5,5.5,2.5,3,2,1,2,1
5,VPP,6,"{31: 'D', 38: 'D', 29: 'C', 22: 'C'}","{31: 0.4300000000000001, 38: 0.49, 29: 0.45999999999999996, 22: 0.45000000000000007}",17.5,Eq,2,2,"{31: ['D', 'D'], 38: ['D', 'D'], 29: ['C', 'C'], 22: ['C', 'C']}",0.4300000000000001,0.49,0.45999999999999996,0.45000000000000007,7.5,6.5,4.0,4.5,2,2,1,1
6,VPP,6,"{31: 'D', 38: 'C', 29: 'D', 22: 'C'}","{31: 0.3900000000000001, 38: 0.45999999999999996, 29: 0.42, 22: 0.42000000000000004}",22.5,Eq,2,2,"{31: ['D', 'C'], 38: ['C', 'C'], 29: ['D', 'C'], 22: ['C', 'C']}",0.3900000000000001,0.45999999999999996,0.42,0.42000000000000004,9.5,8.0,6.0,6.0,2,1,2,1
7,VPP,6,"{31: 'C', 38: 'D', 29: 'D', 22: 'C'}","{31: 0.4300000000000001, 38: 0.42, 29: 0.38, 22: 0.46}",29.5,Eq,2,2,"{31: ['C', 'D'], 38: ['D', 'C'], 29: ['D', 'C'], 22: ['C', 'D']}",0.4300000000000001,0.42,0.38,0.46,7.5,10.0,8.0,4.0,1,2,2,1
8,VPP,6,"{31: 'C', 38: 'C', 29: 'C', 22: 'C'}","{31: 0.4700000000000001, 38: 0.45999999999999996, 29: 0.42, 22: 0.5}",29.5,['C'],4,0,"{31: ['C', 'D'], 38: ['C', 'D'], 29: ['C', 'D'], 22: ['C', 'D']}",0.4700000000000001,0.45999999999999996,0.42,0.5,5.5,8.0,6.0,2.0,1,1,1,1
9,VPP,6,"{31: 'D', 38: 'C', 29: 'C', 22: 'C'}","{31: 0.4900000000000001, 38: 0.42999999999999994, 29: 0.45999999999999996, 22: 0.47}",21.5,['C'],3,1,"{31: ['D', 'D'], 38: ['C', 'C'], 29: ['C', 'D'], 22: ['C', 'C']}",0.4900000000000001,0.42999999999999994,0.45999999999999996,0.47,6.5,9.5,4.0,3.5,2,1,1,1
10,VPP,6,"{31: 'C', 38: 'D', 29: 'C', 22: 'C'}","{31: 0.4600000000000001, 38: 0.44999999999999996, 29: 0.42999999999999994, 22: 0.43999999999999995}",23.5,['C'],3,1,"{31: ['C', 'C'], 38: ['D', 'D'], 29: ['C', 'C'], 22: ['C', 'C']}",0.4600000000000001,0.44999999999999996,0.42999999999999994,0.43999999999999995,8.0,10.5,5.5,5.0,1,2,1,1
