stepcount_10,strategy_10,strat code_10,move_10,probabilities_10,utility_10,common_move_10,number_coop_10,number_defect_10,outcomes_10,p1_10,p2_10,p3_10,p4_10,u1_10,u2_10,u3_10,u4_10,m1_10,m2_10,m3_10,m4_10
True,VPP,6,"{11: 'C', 18: 'D', 9: 'C', 2: 'D'}","{11: 0.47, 18: 0.46, 9: 0.47, 2: 0.46}",0,Eq,2,2,"{11: ['C', 'C'], 18: ['D', 'C'], 9: ['C', 'C'], 2: ['D', 'C']}",0.47,0.46,0.47,0.46,1.5,2,1.5,2,1,2,1,2
2,VPP,6,"{11: 'C', 18: 'D', 9: 'D', 2: 'C'}","{11: 0.43999999999999995, 18: 0.48000000000000004, 9: 0.43, 2: 0.5}",7.0,Eq,2,2,"{11: ['C', 'C'], 18: ['D', 'D'], 9: ['D', 'C'], 2: ['C', 'D']}",0.43999999999999995,0.48000000000000004,0.43,0.5,3.0,3,3.5,0,1,2,2,1
3,VPP,6,"{11: 'D', 18: 'C', 9: 'D', 2: 'D'}","{11: 0.39999999999999997, 18: 0.45000000000000007, 9: 0.45, 2: 0.52}",9.5,['D'],1,3,"{11: ['D', 'C'], 18: ['C', 'C'], 9: ['D', 'D'], 2: ['D', 'D']}",0.39999999999999997,0.45000000000000007,0.45,0.52,5.0,4.5,4.5,1,2,1,2,2
4,VPP,6,"{11: 'C', 18: 'C', 9: 'C', 2: 'D'}","{11: 0.43999999999999995, 18: 0.42000000000000004, 9: 0.42000000000000004, 2: 0.48000000000000004}",15.0,['C'],3,1,"{11: ['C', 'D'], 18: ['C', 'C'], 9: ['C', 'C'], 2: ['D', 'C']}",0.43999999999999995,0.42000000000000004,0.42000000000000004,0.48000000000000004,3.0,6.0,6.0,3,1,1,1,2
5,VPP,6,"{11: 'C', 18: 'C', 9: 'D', 2: 'C'}","{11: 0.4799999999999999, 18: 0.39, 9: 0.38000000000000006, 2: 0.52}",18.0,['C'],3,1,"{11: ['C', 'D'], 18: ['C', 'C'], 9: ['D', 'C'], 2: ['C', 'D']}",0.4799999999999999,0.39,0.38000000000000006,0.52,1.0,7.5,8.0,1,1,1,2,1
6,VPP,6,"{11: 'D', 18: 'C', 9: 'C', 2: 'D'}","{11: 0.49999999999999994, 18: 0.36, 9: 0.42000000000000004, 2: 0.54}",17.5,Eq,2,2,"{11: ['D', 'D'], 18: ['C', 'C'], 9: ['C', 'D'], 2: ['D', 'D']}",0.49999999999999994,0.36,0.42000000000000004,0.54,2.0,9.0,6.0,2,2,1,1,2
7,VPP,6,"{11: 'D', 18: 'C', 9: 'D', 2: 'D'}","{11: 0.45999999999999996, 18: 0.32999999999999996, 9: 0.44000000000000006, 2: 0.5}",19.0,['D'],1,3,"{11: ['D', 'C'], 18: ['C', 'C'], 9: ['D', 'D'], 2: ['D', 'C']}",0.45999999999999996,0.32999999999999996,0.44000000000000006,0.5,4.0,10.5,7.0,4,2,1,2,2
8,VPP,6,"{11: 'C', 18: 'D', 9: 'D', 2: 'C'}","{11: 0.49999999999999994, 18: 0.29, 9: 0.4000000000000001, 2: 0.54}",25.5,Eq,2,2,"{11: ['C', 'D'], 18: ['D', 'C'], 9: ['D', 'C'], 2: ['C', 'D']}",0.49999999999999994,0.29,0.4000000000000001,0.54,2.0,12.5,9.0,2,1,2,2,1
9,VPP,6,"{11: 'D', 18: 'C', 9: 'D', 2: 'D'}","{11: 0.5199999999999999, 18: 0.32999999999999996, 9: 0.4200000000000001, 2: 0.56}",25.5,['D'],1,3,"{11: ['D', 'D'], 18: ['C', 'D'], 9: ['D', 'D'], 2: ['D', 'D']}",0.5199999999999999,0.32999999999999996,0.4200000000000001,0.56,3.0,10.5,10.0,3,2,1,2,2
10,VPP,6,"{11: 'C', 18: 'C', 9: 'D', 2: 'D'}","{11: 0.4899999999999999, 18: 0.36999999999999994, 9: 0.3800000000000001, 2: 0.52}",26.5,Eq,2,2,"{11: ['C', 'C'], 18: ['C', 'D'], 9: ['D', 'C'], 2: ['D', 'C']}",0.4899999999999999,0.36999999999999994,0.3800000000000001,0.52,4.5,8.5,12.0,5,1,1,2,2
