stepcount_22,strategy_22,strat code_22,move_22,probabilities_22,utility_22,common_move_22,number_coop_22,number_defect_22,outcomes_22,u1_22,u2_22,u3_22,u4_22,m1_22,m2_22,m3_22,m4_22,uv_22,ps_22,nc_22,mutC_22,simP_22,avp1_22,avp2_22,avp3_22,avp4_22,globav_22,epsilon_22,alpha_22,mood_22
True,MOODYLEARN,9,"{23: 'C', 21: 'C', 17: 'C'}","{23: 0.020000000000000018, 21: 0.020000000000000018, 17: 0.020000000000000018}",0,['C'],6,0,"{23: ['C', 'C'], 21: ['C', 'C'], 17: ['C', 'C']}",3,3,3,None,1,1,1,None,0.06,"{23: [0, 23, 'NEUTRAL'], 21: ['C', 21, 'NEUTRAL'], 17: ['C', 17, 'NEUTRAL']}",6,3,3,1.5,1.5,1.5,None,1.5,0.5,0.1,58.25
2,MOODYLEARN,9,"{23: 'C', 21: 'C', 17: 'C'}","{23: 0.001, 21: 0.001, 17: 0.001}",9,['C'],3,0,"{23: ['C', 'C'], 21: ['C', 'C'], 17: ['C', 'C']}",6,6,6,None,1,1,1,None,0.105,"{23: ['C', 23, 'NEUTRAL'], 21: ['C', 21, 'NEUTRAL'], 17: ['C', 17, 'HIGH']}",3,3,6,2,2,2,None,2,0.5,0.1,67.45875000000001
3,MOODYLEARN,9,"{23: 'C', 21: 'C', 17: 'C'}","{23: 0.001, 21: 0.001, 17: 0.001}",18,['C'],2,1,"{23: ['C', 'C'], 21: ['C', 'D'], 17: ['C', 'C']}",9,6,9,None,1,1,1,None,0.105,"{23: ['C', 23, 'NEUTRAL'], 21: ['D', 21, 'NEUTRAL'], 17: ['C', 17, 'HIGH']}",2,2,9,2.25,1.5,2.25,None,2.0,0.5,0.1,73.17185441406252
4,MOODYLEARN,9,"{23: 'C', 21: 'D', 17: 'C'}","{23: 0.001, 21: 0.001, 17: 0.001}",24,['C'],3,0,"{23: ['C', 'C'], 21: ['D', 'C'], 17: ['C', 'C']}",12,11,12,None,1,2,1,None,0.105,"{23: ['C', 23, 'HIGH'], 21: ['C', 21, 'HIGH'], 17: ['C', 17, 'HIGH']}",3,2,12,2.4,2.2,2.4,None,2.3333333333333335,0.5,0.1,84.21209663244143
5,MOODYLEARN,9,"{23: 'C', 21: 'C', 17: 'C'}","{23: 0.001, 21: 0.001, 17: 0.001}",35,['C'],3,0,"{23: ['C', 'D'], 21: ['C', 'C'], 17: ['C', 'C']}",12,14,15,None,1,1,1,None,0.105,"{23: ['D', 23, 'HIGH'], 21: ['C', 21, 'HIGH'], 17: ['C', 17, 'HIGH']}",3,2,15,2,2.3333333333333335,2.5,None,2.2777777777777777,0.5,0.1,90.14894501897119
6,MOODYLEARN,9,"{23: 'C', 21: 'C', 17: 'C'}","{23: 0.001, 21: 0.001, 17: 0.001}",41,['C'],2,1,"{23: ['C', 'C'], 21: ['C', 'D'], 17: ['C', 'C']}",15,14,18,None,1,1,1,None,0.105,"{23: ['C', 23, 'HIGH'], 21: ['D', 21, 'HIGH'], 17: ['C', 17, 'HIGH']}",2,2,18,2.142857142857143,2,2.5714285714285716,None,2.238095238095238,0.0001,0.1,96.03150387145801
7,MOODYLEARN,9,"{23: 'C', 21: 'D', 17: 'C'}","{23: 0.001, 21: 0.001, 17: 0.001}",47,['C'],3,0,"{23: ['C', 'D'], 21: ['D', 'C'], 17: ['C', 'C']}",15,19,21,None,1,2,1,None,0.105,"{23: ['D', 23, 'HIGH'], 21: ['C', 21, 'HIGH'], 17: ['C', 17, 'HIGH']}",3,1,21,1.875,2.375,2.625,None,2.2916666666666665,0.0001,0.1,99.999
8,MOODYLEARN,9,"{23: 'C', 21: 'C', 17: 'C'}","{23: 0.001, 21: 0.001, 17: 0.001}",55,['C'],3,0,"{23: ['C', 'C'], 21: ['C', 'C'], 17: ['C', 'C']}",18,22,24,None,1,1,1,None,0.105,"{23: ['C', 23, 'HIGH'], 21: ['C', 21, 'HIGH'], 17: ['C', 17, 'HIGH']}",3,3,24,2,2.4444444444444446,2.6666666666666665,None,2.3703703703703702,0.0001,0.1,99.999
9,MOODYLEARN,9,"{23: 'C', 21: 'C', 17: 'C'}","{23: 0.001, 21: 0.001, 17: 0.001}",64,['C'],2,1,"{23: ['C', 'D'], 21: ['C', 'D'], 17: ['C', 'C']}",18,22,27,None,1,1,1,None,0.105,"{23: ['D', 23, 'HIGH'], 21: ['D', 21, 'HIGH'], 17: ['C', 17, 'HIGH']}",2,1,27,1.8,2.2,2.7,None,2.2333333333333334,0.0001,0.1,99.999
10,MOODYLEARN,9,"{23: 'C', 21: 'D', 17: 'C'}","{23: 0.001, 21: 0.106, 17: 0.001}",67,['C'],2,1,"{23: ['C', 'C'], 21: ['D', 'D'], 17: ['C', 'C']}",21,23,30,None,1,2,1,None,0.105,"{23: ['C', 23, 'HIGH'], 21: ['D', 21, 'HIGH'], 17: ['C', 17, 'HIGH']}",2,2,30,1.9090909090909092,2.090909090909091,2.727272727272727,None,2.242424242424242,0.0001,0.1,99.999
