stepcount_50,strategy_50,strat code_50,move_50,probabilities_50,utility_50,common_move_50,number_coop_50,number_defect_50,outcomes_50,p1_50,p2_50,p3_50,p4_50,u1_50,u2_50,u3_50,u4_50,m1_50,m2_50,m3_50,m4_50
True,WSLS,7,"{51: 'C', 58: 'C', 49: 'C', 42: 'C'}","{51: 0.54, 58: 0.54, 49: 0.47, 42: 0.47}",0,['C'],4,0,"{51: ['C', 'D'], 58: ['C', 'D'], 49: ['C', 'C'], 42: ['C', 'C']}",0.54,0.54,0.47,0.47,-2,-2,1.5,1.5,1,1,1,1
2,WSLS,7,"{51: 'D', 58: 'D', 49: 'C', 42: 'C'}","{51: 0.5, 58: 0.5, 49: 0.43999999999999995, 42: 0.51}",-1.0,Eq,4,0,"{51: ['D', 'C'], 58: ['D', 'C'], 49: ['C', 'C'], 42: ['C', 'D']}",0.5,0.5,0.43999999999999995,0.51,0,0,3.0,-0.5,2,2,1,1
3,WSLS,7,"{51: 'D', 58: 'D', 49: 'C', 42: 'D'}","{51: 0.52, 58: 0.52, 49: 0.4099999999999999, 42: 0.53}",2.5,['D'],2,2,"{51: ['D', 'D'], 58: ['D', 'D'], 49: ['C', 'C'], 42: ['D', 'D']}",0.52,0.52,0.4099999999999999,0.53,1,1,4.5,0.5,2,2,1,2
4,WSLS,7,"{51: 'C', 58: 'C', 49: 'C', 42: 'C'}","{51: 0.56, 58: 0.49, 49: 0.3799999999999999, 42: 0.5700000000000001}",7.0,['C'],1,3,"{51: ['C', 'D'], 58: ['C', 'C'], 49: ['C', 'C'], 42: ['C', 'D']}",0.56,0.49,0.3799999999999999,0.5700000000000001,-1,2.5,6.0,-1.5,1,1,1,1
5,WSLS,7,"{51: 'D', 58: 'C', 49: 'C', 42: 'D'}","{51: 0.52, 58: 0.53, 49: 0.34999999999999987, 42: 0.53}",6.0,Eq,4,0,"{51: ['D', 'C'], 58: ['C', 'D'], 49: ['C', 'C'], 42: ['D', 'C']}",0.52,0.53,0.34999999999999987,0.53,1,0.5,7.5,0.5,2,1,1,2
6,WSLS,7,"{51: 'D', 58: 'D', 49: 'C', 42: 'D'}","{51: 0.54, 58: 0.55, 49: 0.31999999999999984, 42: 0.55}",9.5,['D'],2,2,"{51: ['D', 'D'], 58: ['D', 'D'], 49: ['C', 'C'], 42: ['D', 'D']}",0.54,0.55,0.31999999999999984,0.55,2,1.5,9.0,1.5,2,2,1,2
7,WSLS,7,"{51: 'C', 58: 'C', 49: 'C', 42: 'C'}","{51: 0.5800000000000001, 58: 0.5900000000000001, 49: 0.2899999999999998, 42: 0.5900000000000001}",14.0,['C'],1,3,"{51: ['C', 'D'], 58: ['C', 'D'], 49: ['C', 'C'], 42: ['C', 'D']}",0.5800000000000001,0.5900000000000001,0.2899999999999998,0.5900000000000001,0,-0.5,10.5,-0.5,1,1,1,1
8,WSLS,7,"{51: 'D', 58: 'D', 49: 'C', 42: 'D'}","{51: 0.54, 58: 0.6100000000000001, 49: 0.2599999999999998, 42: 0.55}",9.5,['D'],4,0,"{51: ['D', 'C'], 58: ['D', 'D'], 49: ['C', 'C'], 42: ['D', 'C']}",0.54,0.6100000000000001,0.2599999999999998,0.55,2,0.5,12.0,1.5,2,2,1,2
9,WSLS,7,"{51: 'D', 58: 'C', 49: 'C', 42: 'D'}","{51: 0.56, 58: 0.6500000000000001, 49: 0.2299999999999998, 42: 0.51}",16.0,Eq,1,3,"{51: ['D', 'D'], 58: ['C', 'D'], 49: ['C', 'C'], 42: ['D', 'C']}",0.56,0.6500000000000001,0.2299999999999998,0.51,3,-1.5,13.5,3.5,2,1,1,2
10,WSLS,7,"{51: 'C', 58: 'D', 49: 'C', 42: 'D'}","{51: 0.6000000000000001, 58: 0.6100000000000001, 49: 0.1999999999999998, 42: 0.47000000000000003}",18.5,Eq,2,2,"{51: ['C', 'D'], 58: ['D', 'C'], 49: ['C', 'C'], 42: ['D', 'C']}",0.6000000000000001,0.6100000000000001,0.1999999999999998,0.47000000000000003,1,0.5,15.0,5.5,1,2,1,2
11,WSLS,7,"{51: 'D', 58: 'D', 49: 'C', 42: 'D'}","{51: 0.56, 58: 0.5700000000000001, 49: 0.1699999999999998, 42: 0.49000000000000005}",22.0,['D'],2,2,"{51: ['D', 'C'], 58: ['D', 'C'], 49: ['C', 'C'], 42: ['D', 'D']}",0.56,0.5700000000000001,0.1699999999999998,0.49000000000000005,3,2.5,16.5,6.5,2,2,1,2
