stepcount_37,strategy_37,strat code_37,move_37,probabilities_37,utility_37,common_move_37,number_coop_37,number_defect_37,outcomes_37,p1_37,p2_37,p3_37,p4_37,u1_37,u2_37,u3_37,u4_37,m1_37,m2_37,m3_37,m4_37
True,VPP,6,"{38: 'C', 45: 'C', 36: 'C', 29: 'D'}","{38: 0.47, 45: 0.47, 36: 0.47, 29: 0.46}",0,['C'],3,1,"{38: ['C', 'C'], 45: ['C', 'C'], 36: ['C', 'C'], 29: ['D', 'C']}",0.47,0.47,0.47,0.46,1.5,1.5,1.5,2,1,1,1,2
2,VPP,6,"{38: 'D', 45: 'C', 36: 'D', 29: 'D'}","{38: 0.43, 45: 0.43999999999999995, 36: 0.43, 29: 0.42000000000000004}",6.5,['D'],1,3,"{38: ['D', 'C'], 45: ['C', 'C'], 36: ['D', 'C'], 29: ['D', 'C']}",0.43,0.43999999999999995,0.43,0.42000000000000004,3.5,3.0,3.5,4,2,1,2,2
3,VPP,6,"{38: 'D', 45: 'D', 36: 'D', 29: 'C'}","{38: 0.45, 45: 0.39999999999999997, 36: 0.45, 29: 0.46}",14.0,['D'],1,3,"{38: ['D', 'D'], 45: ['D', 'C'], 36: ['D', 'D'], 29: ['C', 'D']}",0.45,0.39999999999999997,0.45,0.46,4.5,5.0,4.5,2,2,2,2,1
4,VPP,6,"{38: 'D', 45: 'D', 36: 'C', 29: 'D'}","{38: 0.47000000000000003, 45: 0.42, 36: 0.42000000000000004, 29: 0.42000000000000004}",16.0,['D'],1,3,"{38: ['D', 'D'], 45: ['D', 'D'], 36: ['C', 'C'], 29: ['D', 'C']}",0.47000000000000003,0.42,0.42000000000000004,0.42000000000000004,5.5,6.0,6.0,4,2,2,1,2
5,VPP,6,"{38: 'C', 45: 'C', 36: 'C', 29: 'D'}","{38: 0.44000000000000006, 45: 0.39, 36: 0.39, 29: 0.38000000000000006}",21.5,['C'],3,1,"{38: ['C', 'C'], 45: ['C', 'C'], 36: ['C', 'C'], 29: ['D', 'C']}",0.44000000000000006,0.39,0.39,0.38000000000000006,7.0,7.5,7.5,6,1,1,1,2
6,VPP,6,"{38: 'C', 45: 'D', 36: 'C', 29: 'C'}","{38: 0.41000000000000003, 45: 0.35000000000000003, 36: 0.36, 29: 0.3500000000000001}",28.0,['C'],3,1,"{38: ['C', 'C'], 45: ['D', 'C'], 36: ['C', 'C'], 29: ['C', 'C']}",0.41000000000000003,0.35000000000000003,0.36,0.3500000000000001,8.5,9.5,9.0,7.5,1,2,1,1
7,VPP,6,"{38: 'C', 45: 'C', 36: 'C', 29: 'C'}","{38: 0.45, 45: 0.39, 36: 0.32999999999999996, 29: 0.32000000000000006}",34.5,['C'],4,0,"{38: ['C', 'D'], 45: ['C', 'D'], 36: ['C', 'C'], 29: ['C', 'C']}",0.45,0.39,0.32999999999999996,0.32000000000000006,6.5,7.5,10.5,9.0,1,1,1,1
8,VPP,6,"{38: 'D', 45: 'C', 36: 'C', 29: 'C'}","{38: 0.41000000000000003, 45: 0.43, 36: 0.29999999999999993, 29: 0.29000000000000004}",33.5,['C'],3,1,"{38: ['D', 'C'], 45: ['C', 'D'], 36: ['C', 'C'], 29: ['C', 'C']}",0.41000000000000003,0.43,0.29999999999999993,0.29000000000000004,8.5,5.5,12.0,10.5,2,1,1,1
9,VPP,6,"{38: 'D', 45: 'C', 36: 'C', 29: 'D'}","{38: 0.37000000000000005, 45: 0.47, 36: 0.2699999999999999, 29: 0.31000000000000005}",36.5,Eq,2,2,"{38: ['D', 'C'], 45: ['C', 'D'], 36: ['C', 'C'], 29: ['D', 'D']}",0.37000000000000005,0.47,0.2699999999999999,0.31000000000000005,10.5,3.5,13.5,11.5,2,1,1,2
10,VPP,6,"{38: 'C', 45: 'D', 36: 'C', 29: 'C'}","{38: 0.41000000000000003, 45: 0.49, 36: 0.2399999999999999, 29: 0.35000000000000003}",39.0,['C'],3,1,"{38: ['C', 'D'], 45: ['D', 'D'], 36: ['C', 'C'], 29: ['C', 'D']}",0.41000000000000003,0.49,0.2399999999999999,0.35000000000000003,8.5,4.5,15.0,9.5,1,2,1,1
