stepcount_17,strategy_17,strat code_17,move_17,probabilities_17,utility_17,common_move_17,number_coop_17,number_defect_17,outcomes_17,u1_17,u2_17,u3_17,u4_17,m1_17,m2_17,m3_17,m4_17,uv_17,ps_17,nc_17,mutC_17,simP_17,avp1_17,avp2_17,avp3_17,avp4_17,globav_17,epsilon_17,alpha_17,mood_17
True,MOODYLEARN,9,"{18: 'D', 22: 'D', 16: 'D', 12: 'D'}","{18: 0.275, 22: 0.275, 16: 0.275, 12: 0.275}",0,['D'],0,8,"{18: ['D', 'D'], 22: ['D', 'D'], 16: ['D', 'D'], 12: ['D', 'D']}",1,1,1,1,2,2,2,2,0.075,"{18: [0, 18, 'NEUTRAL'], 22: [0, 22, 'NEUTRAL'], 16: ['D', 16, 'NEUTRAL'], 12: ['D', 12, 'NEUTRAL']}",0,0,4,0.5,0.5,0.5,0.5,0.5,0.5,0.1,53.50375
2,MOODYLEARN,9,"{18: 'D', 22: 'D', 16: 'D', 12: 'D'}","{18: 0.41000000000000003, 22: 0.41000000000000003, 16: 0.41000000000000003, 12: 0.41000000000000003}",4,['D'],3,1,"{18: ['D', 'D'], 22: ['D', 'D'], 16: ['D', 'D'], 12: ['D', 'D']}",2,2,2,2,2,2,2,2,0.135,"{18: ['D', 18, 'NEUTRAL'], 22: ['D', 22, 'NEUTRAL'], 16: ['D', 16, 'NEUTRAL'], 12: ['D', 12, 'NEUTRAL']}",3,0,8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.1,57.65694167708333
3,MOODYLEARN,9,"{18: 'C', 22: 'D', 16: 'C', 12: 'C'}","{18: 0.0050000000000000044, 22: 0.001, 16: 0.0050000000000000044, 12: 0.0050000000000000044}",8,['C'],2,2,"{18: ['C', 'C'], 22: ['D', 'C'], 16: ['C', 'C'], 12: ['C', 'C']}",5,7,5,5,1,2,1,1,0.135,"{18: ['C', 18, 'NEUTRAL'], 22: ['C', 22, 'NEUTRAL'], 16: ['C', 16, 'NEUTRAL'], 12: ['C', 12, 'HIGH']}",2,3,12,1.25,1.75,1.25,1.25,1.375,0.5,0.1,72.32748346975183
4,MOODYLEARN,9,"{18: 'C', 22: 'D', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",22,Eq,4,0,"{18: ['C', 'C'], 22: ['D', 'C'], 16: ['C', 'C'], 12: ['D', 'C']}",8,12,8,10,1,2,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'NEUTRAL'], 16: ['C', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",4,2,16,1.6,2.4,1.6,2,1.9,0.5,0.1,89.05236212063983
5,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",38,['C'],2,2,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['C', 'C']}",11,15,8,13,1,1,1,1,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'NEUTRAL'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",2,3,20,1.8333333333333333,2.5,1.3333333333333333,2.1666666666666665,1.9583333333333333,0.0001,0.1,98.24460082922367
6,MOODYLEARN,9,"{18: 'C', 22: 'D', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",47,Eq,3,1,"{18: ['C', 'C'], 22: ['D', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",14,20,8,18,1,2,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,1,24,2,2.857142857142857,1.1428571428571428,2.5714285714285716,2.142857142857143,0.0001,0.1,99.999
7,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",60,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",17,23,8,23,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,2,28,2.125,2.875,1,2.875,2.21875,0.0001,0.1,99.999
8,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.136}",71,['C'],4,0,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'D']}",20,26,8,24,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['D', 12, 'HIGH']}",4,2,32,2.2222222222222223,2.888888888888889,0.8888888888888888,2.6666666666666665,2.1666666666666665,0.0001,0.1,99.999
9,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",78,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['C', 'C']}",23,29,8,27,1,1,1,1,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,3,36,2.3,2.9,0.8,2.7,2.175,0.0001,0.1,99.999
10,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",87,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",26,32,8,32,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,2,40,2.3636363636363638,2.909090909090909,0.7272727272727273,2.909090909090909,2.2272727272727275,0.0001,0.1,99.999
11,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",98,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",29,35,8,37,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,2,44,2.4166666666666665,2.9166666666666665,0.6666666666666666,3.0833333333333335,2.2708333333333335,0.0001,0.1,99.999
12,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",109,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",32,38,8,42,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,2,48,2.4615384615384617,2.923076923076923,0.6153846153846154,3.230769230769231,2.3076923076923075,0.0001,0.1,99.999
13,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",120,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",35,41,8,47,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,2,52,2.5,2.9285714285714284,0.5714285714285714,3.357142857142857,2.3392857142857144,0.0001,0.1,99.999
14,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",131,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",38,44,8,52,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,2,56,2.533333333333333,2.933333333333333,0.5333333333333333,3.466666666666667,2.3666666666666667,0.0001,0.1,99.999
15,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",142,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",41,47,8,57,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,2,60,2.5625,2.9375,0.5,3.5625,2.390625,0.0001,0.1,99.999
16,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",153,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",44,50,8,62,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,2,64,2.588235294117647,2.9411764705882355,0.47058823529411764,3.6470588235294117,2.411764705882353,0.0001,0.1,99.999
17,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",164,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",47,53,8,67,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,2,68,2.611111111111111,2.9444444444444446,0.4444444444444444,3.7222222222222223,2.430555555555556,0.0001,0.1,99.999
18,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",175,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",50,56,8,72,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,2,72,2.6315789473684212,2.9473684210526314,0.42105263157894735,3.789473684210526,2.4473684210526314,0.0001,0.1,99.999
19,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",186,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['D', 'C']}",53,59,8,77,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,2,76,2.65,2.95,0.4,3.85,2.4625,0.0001,0.1,99.999
