stepcount_2,strategy_2,strat code_2,move_2,probabilities_2,utility_2,common_move_2,number_coop_2,number_defect_2,outcomes_2,p1_2,p2_2,p3_2,p4_2,u1_2,u2_2,u3_2,u4_2,m1_2,m2_2,m3_2,m4_2
True,WSLS,7,"{3: 'C', 10: 'C', 1: 'C'}","{3: 0.47, 10: 0.54, 1: 0.54}",0,['C'],3,0,"{3: ['C', 'C'], 10: ['C', 'D'], 1: ['C', 'D']}",0.47,0.54,0.54,None,1.5,-2,-2,None,1,1,1,None
2,WSLS,7,"{3: 'C', 10: 'D', 1: 'D'}","{3: 0.43999999999999995, 10: 0.5, 1: 0.5}",-2.5,['D'],3,0,"{3: ['C', 'C'], 10: ['D', 'C'], 1: ['D', 'C']}",0.43999999999999995,0.5,0.5,None,3.0,0,0,None,1,2,2,None
3,WSLS,7,"{3: 'C', 10: 'D', 1: 'D'}","{3: 0.4099999999999999, 10: 0.52, 1: 0.52}",3.0,['D'],1,2,"{3: ['C', 'C'], 10: ['D', 'D'], 1: ['D', 'D']}",0.4099999999999999,0.52,0.52,None,4.5,1,1,None,1,2,2,None
4,WSLS,7,"{3: 'C', 10: 'C', 1: 'C'}","{3: 0.4499999999999999, 10: 0.56, 1: 0.56}",6.5,['C'],1,2,"{3: ['C', 'D'], 10: ['C', 'D'], 1: ['C', 'D']}",0.4499999999999999,0.56,0.56,None,2.5,-1,-1,None,1,1,1,None
5,WSLS,7,"{3: 'D', 10: 'D', 1: 'D'}","{3: 0.4099999999999999, 10: 0.52, 1: 0.52}",0.5,['D'],3,0,"{3: ['D', 'C'], 10: ['D', 'C'], 1: ['D', 'C']}",0.4099999999999999,0.52,0.52,None,4.5,1,1,None,2,2,2,None
6,WSLS,7,"{3: 'D', 10: 'D', 1: 'D'}","{3: 0.36999999999999994, 10: 0.54, 1: 0.48000000000000004}",6.5,['D'],0,3,"{3: ['D', 'C'], 10: ['D', 'D'], 1: ['D', 'C']}",0.36999999999999994,0.54,0.48000000000000004,None,6.5,2,3,None,2,2,2,None
7,WSLS,7,"{3: 'D', 10: 'C', 1: 'D'}","{3: 0.32999999999999996, 10: 0.5800000000000001, 1: 0.44000000000000006}",11.5,['D'],0,3,"{3: ['D', 'C'], 10: ['C', 'D'], 1: ['D', 'C']}",0.32999999999999996,0.5800000000000001,0.44000000000000006,None,8.5,0,5,None,2,1,2,None
8,WSLS,7,"{3: 'D', 10: 'D', 1: 'D'}","{3: 0.29, 10: 0.54, 1: 0.4600000000000001}",13.5,['D'],1,2,"{3: ['D', 'C'], 10: ['D', 'C'], 1: ['D', 'D']}",0.29,0.54,0.4600000000000001,None,10.5,2,6,None,2,2,2,None
9,WSLS,7,"{3: 'D', 10: 'D', 1: 'C'}","{3: 0.24999999999999997, 10: 0.56, 1: 0.43000000000000005}",18.5,['D'],0,3,"{3: ['D', 'C'], 10: ['D', 'D'], 1: ['C', 'C']}",0.24999999999999997,0.56,0.43000000000000005,None,12.5,3,7.5,None,2,2,1,None
10,WSLS,7,"{3: 'D', 10: 'C', 1: 'C'}","{3: 0.20999999999999996, 10: 0.6000000000000001, 1: 0.4}",23.0,['C'],1,2,"{3: ['D', 'C'], 10: ['C', 'D'], 1: ['C', 'C']}",0.20999999999999996,0.6000000000000001,0.4,None,14.5,1,9.0,None,2,1,1,None
11,WSLS,7,"{3: 'D', 10: 'D', 1: 'C'}","{3: 0.16999999999999996, 10: 0.6200000000000001, 1: 0.44}",24.5,['D'],2,1,"{3: ['D', 'C'], 10: ['D', 'D'], 1: ['C', 'D']}",0.16999999999999996,0.6200000000000001,0.44,None,16.5,2,7.0,None,2,2,1,None
12,WSLS,7,"{3: 'D', 10: 'C', 1: 'D'}","{3: 0.18999999999999995, 10: 0.6600000000000001, 1: 0.46}",25.5,['D'],1,2,"{3: ['D', 'D'], 10: ['C', 'D'], 1: ['D', 'D']}",0.18999999999999995,0.6600000000000001,0.46,None,17.5,0,8.0,None,2,1,2,None
13,WSLS,7,"{3: 'C', 10: 'D', 1: 'C'}","{3: 0.22999999999999995, 10: 0.6800000000000002, 1: 0.43000000000000005}",25.5,['C'],1,2,"{3: ['C', 'D'], 10: ['D', 'D'], 1: ['C', 'C']}",0.22999999999999995,0.6800000000000002,0.43000000000000005,None,15.5,1,9.5,None,1,2,1,None
14,WSLS,7,"{3: 'D', 10: 'C', 1: 'C'}","{3: 0.24999999999999994, 10: 0.6500000000000001, 1: 0.4}",26.0,['C'],2,1,"{3: ['D', 'D'], 10: ['C', 'C'], 1: ['C', 'C']}",0.24999999999999994,0.6500000000000001,0.4,None,16.5,2.5,11.0,None,2,1,1,None
15,WSLS,7,"{3: 'C', 10: 'C', 1: 'C'}","{3: 0.2899999999999999, 10: 0.6900000000000002, 1: 0.44}",30.0,['C'],2,1,"{3: ['C', 'D'], 10: ['C', 'D'], 1: ['C', 'D']}",0.2899999999999999,0.6900000000000002,0.44,None,14.5,0.5,9.0,None,1,1,1,None
16,WSLS,7,"{3: 'D', 10: 'D', 1: 'D'}","{3: 0.30999999999999994, 10: 0.7100000000000002, 1: 0.4}",24.0,['D'],3,0,"{3: ['D', 'D'], 10: ['D', 'D'], 1: ['D', 'C']}",0.30999999999999994,0.7100000000000002,0.4,None,15.5,1.5,11.0,None,2,2,2,None
17,WSLS,7,"{3: 'C', 10: 'C', 1: 'D'}","{3: 0.2799999999999999, 10: 0.7500000000000002, 1: 0.36000000000000004}",28.0,['C'],0,3,"{3: ['C', 'C'], 10: ['C', 'D'], 1: ['D', 'C']}",0.2799999999999999,0.7500000000000002,0.36000000000000004,None,17.0,-0.5,13.0,None,1,1,2,None
18,WSLS,7,"{3: 'C', 10: 'D', 1: 'D'}","{3: 0.3199999999999999, 10: 0.7100000000000002, 1: 0.32000000000000006}",29.5,['D'],2,1,"{3: ['C', 'D'], 10: ['D', 'C'], 1: ['D', 'C']}",0.3199999999999999,0.7100000000000002,0.32000000000000006,None,15.0,1.5,15.0,None,1,2,2,None
19,WSLS,7,"{3: 'D', 10: 'D', 1: 'D'}","{3: 0.2799999999999999, 10: 0.6700000000000002, 1: 0.2800000000000001}",31.5,['D'],1,2,"{3: ['D', 'C'], 10: ['D', 'C'], 1: ['D', 'C']}",0.2799999999999999,0.6700000000000002,0.2800000000000001,None,17.0,3.5,17.0,None,2,2,2,None
20,WSLS,7,"{3: 'D', 10: 'D', 1: 'D'}","{3: 0.2399999999999999, 10: 0.6300000000000001, 1: 0.3000000000000001}",37.5,['D'],0,3,"{3: ['D', 'C'], 10: ['D', 'C'], 1: ['D', 'D']}",0.2399999999999999,0.6300000000000001,0.3000000000000001,None,19.0,5.5,18.0,None,2,2,2,None
21,WSLS,7,"{3: 'D', 10: 'D', 1: 'C'}","{3: 0.2599999999999999, 10: 0.5900000000000001, 1: 0.27000000000000013}",42.5,['D'],0,3,"{3: ['D', 'D'], 10: ['D', 'C'], 1: ['C', 'C']}",0.2599999999999999,0.5900000000000001,0.27000000000000013,None,20.0,7.5,19.5,None,2,2,1,None
22,WSLS,7,"{3: 'C', 10: 'D', 1: 'C'}","{3: 0.2999999999999999, 10: 0.6100000000000001, 1: 0.24000000000000013}",47.0,['C'],1,2,"{3: ['C', 'D'], 10: ['D', 'D'], 1: ['C', 'C']}",0.2999999999999999,0.6100000000000001,0.24000000000000013,None,18.0,8.5,21.0,None,1,2,1,None
23,WSLS,7,"{3: 'D', 10: 'C', 1: 'C'}","{3: 0.3199999999999999, 10: 0.6500000000000001, 1: 0.28000000000000014}",47.5,['C'],2,1,"{3: ['D', 'D'], 10: ['C', 'D'], 1: ['C', 'D']}",0.3199999999999999,0.6500000000000001,0.28000000000000014,None,19.0,6.5,19.0,None,2,1,1,None
24,WSLS,7,"{3: 'C', 10: 'D', 1: 'D'}","{3: 0.3599999999999999, 10: 0.6100000000000001, 1: 0.30000000000000016}",44.5,['D'],2,1,"{3: ['C', 'D'], 10: ['D', 'C'], 1: ['D', 'D']}",0.3599999999999999,0.6100000000000001,0.30000000000000016,None,17.0,8.5,20.0,None,1,2,2,None
25,WSLS,7,"{3: 'D', 10: 'D', 1: 'C'}","{3: 0.3199999999999999, 10: 0.6300000000000001, 1: 0.34000000000000014}",45.5,['D'],1,2,"{3: ['D', 'C'], 10: ['D', 'D'], 1: ['C', 'D']}",0.3199999999999999,0.6300000000000001,0.34000000000000014,None,19.0,9.5,18.0,None,2,2,1,None
26,WSLS,7,"{3: 'D', 10: 'C', 1: 'D'}","{3: 0.3399999999999999, 10: 0.6000000000000001, 1: 0.36000000000000015}",46.5,['D'],1,2,"{3: ['D', 'D'], 10: ['C', 'C'], 1: ['D', 'D']}",0.3399999999999999,0.6000000000000001,0.36000000000000015,None,20.0,11.0,19.0,None,2,1,2,None
