n agents,stepcount,steptime,cooperating,defecting,coop total,defect total
2,1,0.004010200500488281,0,2,0,0
2,2,0.001004934310913086,0,2,0,0
2,3,0.0010037422180175781,0,2,0,0
2,4,0.001001596450805664,0,2,0,0
2,5,0.0010023117065429688,0,2,0,0
2,6,0.0010030269622802734,0,2,0,0
2,7,0.001003265380859375,0,2,0,0
2,8,0.0025250911712646484,0,2,0,0
2,9,0.0020046234130859375,0,2,0,0
2,10,0.001003265380859375,0,2,0,0
2,11,0.0010030269622802734,0,2,0,0
