stepcount_13,strategy_13,strat code_13,move_13,probabilities_13,utility_13,common_move_13,number_coop_13,number_defect_13,outcomes_13,u1_13,u2_13,u3_13,u4_13,m1_13,m2_13,m3_13,m4_13,uv_13,ps_13,nc_13,mutC_13,simP_13,avp1_13,avp2_13,avp3_13,avp4_13,globav_13,epsilon_13,alpha_13,mood_13
True,MOODYLEARN,9,"{14: 'C', 18: 'C', 12: 'C', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.275}",0,['C'],8,0,"{14: ['C', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['C', 'C']}",3,3,3,3,1,1,1,1,0.075,"{14: [0, 14, 'NEUTRAL'], 18: [0, 18, 'NEUTRAL'], 12: ['C', 12, 'NEUTRAL'], 8: ['C', 8, 'NEUTRAL']}",8,4,4,1.5,1.5,1.5,1.5,1.5,0.5,0.1,60.53375
2,MOODYLEARN,9,"{14: 'C', 18: 'C', 12: 'C', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",12,['C'],2,2,"{14: ['C', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['C', 'C']}",6,6,6,6,1,1,1,1,0.135,"{14: ['C', 14, 'NEUTRAL'], 18: ['C', 18, 'NEUTRAL'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,4,8,2,2,2,2,2,0.5,0.1,72.91242584374999
3,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.136}",24,Eq,3,1,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'D']}",11,9,9,7,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['D', 8, 'HIGH']}",3,2,12,2.75,2.25,2.25,1.75,2.25,0.0001,0.1,85.17029369329705
4,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",36,['C'],3,1,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['C', 'C']}",16,12,12,10,2,1,1,1,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",3,3,16,3.2,2.4,2.4,2,2.5,0.0001,0.1,99.43676510246023
5,MOODYLEARN,9,"{14: 'C', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",50,['C'],2,2,"{14: ['C', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",19,15,15,15,1,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,3,20,3.1666666666666665,2.5,2.5,2.5,2.6666666666666665,0.0001,0.1,99.999
6,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",64,Eq,3,1,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",24,18,18,20,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",3,2,24,3.4285714285714284,2.5714285714285716,2.5714285714285716,2.857142857142857,2.857142857142857,0.0001,0.1,99.999
7,MOODYLEARN,9,"{14: 'C', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",80,['C'],2,2,"{14: ['C', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",27,21,21,25,1,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,3,28,3.375,2.625,2.625,3.125,2.9375,0.0001,0.1,99.999
8,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",94,Eq,3,1,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",32,24,24,30,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",3,2,32,3.5555555555555554,2.6666666666666665,2.6666666666666665,3.3333333333333335,3.0555555555555554,0.0001,0.1,99.999
9,MOODYLEARN,9,"{14: 'C', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",110,['C'],2,2,"{14: ['C', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",35,27,27,35,1,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,3,36,3.5,2.7,2.7,3.5,3.1,0.0001,0.1,99.999
10,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",124,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",40,30,30,40,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,40,3.6363636363636362,2.727272727272727,2.727272727272727,3.6363636363636362,3.1818181818181817,0.0001,0.1,99.999
11,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",140,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",45,33,33,45,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,44,3.75,2.75,2.75,3.75,3.25,0.0001,0.1,99.999
12,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",156,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",50,36,36,50,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,48,3.8461538461538463,2.769230769230769,2.769230769230769,3.8461538461538463,3.3076923076923075,0.0001,0.1,99.999
13,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",172,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",55,39,39,55,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,52,3.9285714285714284,2.7857142857142856,2.7857142857142856,3.9285714285714284,3.3571428571428568,0.0001,0.1,99.999
14,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",188,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",60,42,42,60,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,56,4,2.8,2.8,4,3.4,0.0001,0.1,99.999
15,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",204,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",65,45,45,65,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,60,4.0625,2.8125,2.8125,4.0625,3.4375,0.0001,0.1,99.999
16,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",220,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",70,48,48,70,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,64,4.117647058823529,2.823529411764706,2.823529411764706,4.117647058823529,3.4705882352941178,0.0001,0.1,99.999
17,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",236,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",75,51,51,75,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,68,4.166666666666667,2.8333333333333335,2.8333333333333335,4.166666666666667,3.5,0.0001,0.1,99.999
18,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",252,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",80,54,54,80,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,72,4.2105263157894735,2.8421052631578947,2.8421052631578947,4.2105263157894735,3.526315789473684,0.0001,0.1,99.999
19,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",268,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",85,57,57,85,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,76,4.25,2.85,2.85,4.25,3.55,0.0001,0.1,99.999
20,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'D'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",284,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['D', 'C']}",90,60,60,90,2,1,1,2,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,80,4.285714285714286,2.857142857142857,2.857142857142857,4.285714285714286,3.571428571428571,0.0001,0.1,99.999
