stepcount_64,strategy_64,strat code_64,move_64,probabilities_64,utility_64,common_move_64,number_coop_64,number_defect_64,outcomes_64,p1_64,p2_64,p3_64,p4_64,u1_64,u2_64,u3_64,u4_64,m1_64,m2_64,m3_64,m4_64
True,VPP,6,"{63: 'D', 56: 'C'}","{63: 0.46, 56: 0.54}",0,Eq,1,1,"{63: ['D', 'C'], 56: ['C', 'D']}",0.46,0.54,None,None,2,-2,None,None,2,1,None,None
2,VPP,6,"{63: 'D', 56: 'D'}","{63: 0.48000000000000004, 56: 0.5}",0,['D'],0,2,"{63: ['D', 'D'], 56: ['D', 'C']}",0.48000000000000004,0.5,None,None,3,0,None,None,2,2,None,None
3,VPP,6,"{63: 'D', 56: 'C'}","{63: 0.44000000000000006, 56: 0.54}",3,Eq,1,1,"{63: ['D', 'C'], 56: ['C', 'D']}",0.44000000000000006,0.54,None,None,5,-2,None,None,2,1,None,None
4,VPP,6,"{63: 'D', 56: 'C'}","{63: 0.4600000000000001, 56: 0.5800000000000001}",3,Eq,1,1,"{63: ['D', 'D'], 56: ['C', 'D']}",0.4600000000000001,0.5800000000000001,None,None,6,-4,None,None,2,1,None,None
5,VPP,6,"{63: 'C', 56: 'D'}","{63: 0.43000000000000005, 56: 0.6000000000000001}",2,Eq,1,1,"{63: ['C', 'C'], 56: ['D', 'D']}",0.43000000000000005,0.6000000000000001,None,None,7.5,-3,None,None,1,2,None,None
6,VPP,6,"{63: 'C', 56: 'D'}","{63: 0.4, 56: 0.56}",4.5,Eq,1,1,"{63: ['C', 'C'], 56: ['D', 'C']}",0.4,0.56,None,None,9.0,-1,None,None,1,2,None,None
7,VPP,6,"{63: 'C', 56: 'D'}","{63: 0.37, 56: 0.52}",8.0,Eq,1,1,"{63: ['C', 'C'], 56: ['D', 'C']}",0.37,0.52,None,None,10.5,1,None,None,1,2,None,None
8,VPP,6,"{63: 'D', 56: 'C'}","{63: 0.33, 56: 0.56}",11.5,Eq,1,1,"{63: ['D', 'C'], 56: ['C', 'D']}",0.33,0.56,None,None,12.5,-1,None,None,2,1,None,None
9,VPP,6,"{63: 'D', 56: 'C'}","{63: 0.35000000000000003, 56: 0.53}",11.5,Eq,1,1,"{63: ['D', 'D'], 56: ['C', 'C']}",0.35000000000000003,0.53,None,None,13.5,0.5,None,None,2,1,None,None
10,VPP,6,"{63: 'D', 56: 'C'}","{63: 0.31000000000000005, 56: 0.5700000000000001}",14.0,Eq,1,1,"{63: ['D', 'C'], 56: ['C', 'D']}",0.31000000000000005,0.5700000000000001,None,None,15.5,-1.5,None,None,2,1,None,None
11,VPP,6,"{63: 'D', 56: 'D'}","{63: 0.33000000000000007, 56: 0.5900000000000001}",14.0,['D'],0,2,"{63: ['D', 'D'], 56: ['D', 'D']}",0.33000000000000007,0.5900000000000001,None,None,16.5,-0.5,None,None,2,2,None,None
12,VPP,6,"{63: 'C', 56: 'D'}","{63: 0.30000000000000004, 56: 0.55}",16.0,Eq,1,1,"{63: ['C', 'C'], 56: ['D', 'C']}",0.30000000000000004,0.55,None,None,18.0,1.5,None,None,1,2,None,None
13,VPP,6,"{63: 'C', 56: 'D'}","{63: 0.27, 56: 0.51}",19.5,Eq,1,1,"{63: ['C', 'C'], 56: ['D', 'C']}",0.27,0.51,None,None,19.5,3.5,None,None,1,2,None,None
14,VPP,6,"{63: 'C', 56: 'D'}","{63: 0.24000000000000002, 56: 0.53}",23.0,Eq,1,1,"{63: ['C', 'C'], 56: ['D', 'D']}",0.24000000000000002,0.53,None,None,21.0,4.5,None,None,1,2,None,None
15,VPP,6,"{63: 'D', 56: 'D'}","{63: 0.2, 56: 0.55}",25.5,['D'],0,2,"{63: ['D', 'C'], 56: ['D', 'D']}",0.2,0.55,None,None,23.0,5.5,None,None,2,2,None,None
16,VPP,6,"{63: 'D', 56: 'D'}","{63: 0.22, 56: 0.51}",28.5,['D'],0,2,"{63: ['D', 'D'], 56: ['D', 'C']}",0.22,0.51,None,None,24.0,7.5,None,None,2,2,None,None
17,VPP,6,"{63: 'C', 56: 'C'}","{63: 0.19, 56: 0.55}",31.5,['C'],2,0,"{63: ['C', 'C'], 56: ['C', 'D']}",0.19,0.55,None,None,25.5,5.5,None,None,1,1,None,None
18,VPP,6,"{63: 'C', 56: 'C'}","{63: 0.16, 56: 0.5900000000000001}",31.0,['C'],2,0,"{63: ['C', 'C'], 56: ['C', 'D']}",0.16,0.5900000000000001,None,None,27.0,3.5,None,None,1,1,None,None
