stepcount_19,strategy_19,strat code_19,move_19,probabilities_19,utility_19,common_move_19,number_coop_19,number_defect_19,outcomes_19,p1_19,p2_19,p3_19,p4_19,u1_19,u2_19,u3_19,u4_19,m1_19,m2_19,m3_19,m4_19
True,WSLS,7,"{20: 'C', 27: 'C', 18: 'C', 11: 'C'}","{20: 0.47, 27: 0.54, 18: 0.47, 11: 0.47}",0,['C'],4,0,"{20: ['C', 'C'], 27: ['C', 'D'], 18: ['C', 'C'], 11: ['C', 'C']}",0.47,0.54,0.47,0.47,1.5,-2,1.5,1.5,1,1,1,1
2,WSLS,7,"{20: 'C', 27: 'D', 18: 'C', 11: 'C'}","{20: 0.43999999999999995, 27: 0.56, 18: 0.43999999999999995, 11: 0.43999999999999995}",2.5,['C'],4,0,"{20: ['C', 'C'], 27: ['D', 'D'], 18: ['C', 'C'], 11: ['C', 'C']}",0.43999999999999995,0.56,0.43999999999999995,0.43999999999999995,3.0,-1,3.0,3.0,1,2,1,1
3,WSLS,7,"{20: 'C', 27: 'C', 18: 'C', 11: 'C'}","{20: 0.4099999999999999, 27: 0.53, 18: 0.4099999999999999, 11: 0.4099999999999999}",8.0,['C'],3,1,"{20: ['C', 'C'], 27: ['C', 'C'], 18: ['C', 'C'], 11: ['C', 'C']}",0.4099999999999999,0.53,0.4099999999999999,0.4099999999999999,4.5,0.5,4.5,4.5,1,1,1,1
4,WSLS,7,"{20: 'C', 27: 'C', 18: 'C', 11: 'C'}","{20: 0.3799999999999999, 27: 0.5700000000000001, 18: 0.3799999999999999, 11: 0.3799999999999999}",14.0,['C'],4,0,"{20: ['C', 'C'], 27: ['C', 'D'], 18: ['C', 'C'], 11: ['C', 'C']}",0.3799999999999999,0.5700000000000001,0.3799999999999999,0.3799999999999999,6.0,-1.5,6.0,6.0,1,1,1,1
5,WSLS,7,"{20: 'C', 27: 'D', 18: 'C', 11: 'C'}","{20: 0.34999999999999987, 27: 0.53, 18: 0.34999999999999987, 11: 0.34999999999999987}",16.5,['C'],4,0,"{20: ['C', 'C'], 27: ['D', 'C'], 18: ['C', 'C'], 11: ['C', 'C']}",0.34999999999999987,0.53,0.34999999999999987,0.34999999999999987,7.5,0.5,7.5,7.5,1,2,1,1
6,WSLS,7,"{20: 'C', 27: 'D', 18: 'C', 11: 'C'}","{20: 0.31999999999999984, 27: 0.55, 18: 0.31999999999999984, 11: 0.31999999999999984}",23.0,['C'],3,1,"{20: ['C', 'C'], 27: ['D', 'D'], 18: ['C', 'C'], 11: ['C', 'C']}",0.31999999999999984,0.55,0.31999999999999984,0.31999999999999984,9.0,1.5,9.0,9.0,1,2,1,1
7,WSLS,7,"{20: 'C', 27: 'C', 18: 'C', 11: 'C'}","{20: 0.2899999999999998, 27: 0.52, 18: 0.2899999999999998, 11: 0.2899999999999998}",28.5,['C'],3,1,"{20: ['C', 'C'], 27: ['C', 'C'], 18: ['C', 'C'], 11: ['C', 'C']}",0.2899999999999998,0.52,0.2899999999999998,0.2899999999999998,10.5,3.0,10.5,10.5,1,1,1,1
8,WSLS,7,"{20: 'C', 27: 'C', 18: 'C', 11: 'C'}","{20: 0.2599999999999998, 27: 0.49, 18: 0.2599999999999998, 11: 0.2599999999999998}",34.5,['C'],4,0,"{20: ['C', 'C'], 27: ['C', 'C'], 18: ['C', 'C'], 11: ['C', 'C']}",0.2599999999999998,0.49,0.2599999999999998,0.2599999999999998,12.0,4.5,12.0,12.0,1,1,1,1
9,WSLS,7,"{20: 'C', 27: 'C', 18: 'C', 11: 'C'}","{20: 0.2299999999999998, 27: 0.45999999999999996, 18: 0.2299999999999998, 11: 0.2299999999999998}",40.5,['C'],4,0,"{20: ['C', 'C'], 27: ['C', 'C'], 18: ['C', 'C'], 11: ['C', 'C']}",0.2299999999999998,0.45999999999999996,0.2299999999999998,0.2299999999999998,13.5,6.0,13.5,13.5,1,1,1,1
10,WSLS,7,"{20: 'C', 27: 'C', 18: 'C', 11: 'C'}","{20: 0.1999999999999998, 27: 0.42999999999999994, 18: 0.1999999999999998, 11: 0.1999999999999998}",46.5,['C'],4,0,"{20: ['C', 'C'], 27: ['C', 'C'], 18: ['C', 'C'], 11: ['C', 'C']}",0.1999999999999998,0.42999999999999994,0.1999999999999998,0.1999999999999998,15.0,7.5,15.0,15.0,1,1,1,1
11,WSLS,7,"{20: 'C', 27: 'C', 18: 'C', 11: 'C'}","{20: 0.1699999999999998, 27: 0.3999999999999999, 18: 0.1699999999999998, 11: 0.1699999999999998}",52.5,['C'],4,0,"{20: ['C', 'C'], 27: ['C', 'C'], 18: ['C', 'C'], 11: ['C', 'C']}",0.1699999999999998,0.3999999999999999,0.1699999999999998,0.1699999999999998,16.5,9.0,16.5,16.5,1,1,1,1
