stepcount_8,strategy_8,strat code_8,move_8,probabilities_8,utility_8,common_move_8,number_coop_8,number_defect_8,outcomes_8,p1_8,p2_8,p3_8,p4_8,u1_8,u2_8,u3_8,u4_8,m1_8,m2_8,m3_8,m4_8
12,VPP,6,"{16: 'C', 7: 'C'}","{16: 0.39000000000000007, 7: 0.17}",28.5,['C'],2,0,"{16: ['C', 'D'], 7: ['C', 'C']}",0.39000000000000007,0.17,None,None,11.5,16.5,None,None,1,1,None,None
13,VPP,6,"{16: 'D', 7: 'C'}","{16: 0.4100000000000001, 7: 0.14}",28.0,Eq,1,1,"{16: ['D', 'D'], 7: ['C', 'C']}",0.4100000000000001,0.14,None,None,12.5,18.0,None,None,2,1,None,None
14,VPP,6,"{16: 'D', 7: 'C'}","{16: 0.3700000000000001, 7: 0.18000000000000002}",30.5,Eq,1,1,"{16: ['D', 'C'], 7: ['C', 'D']}",0.3700000000000001,0.18000000000000002,None,None,14.5,16.0,None,None,2,1,None,None
15,VPP,6,"{16: 'C', 7: 'C'}","{16: 0.4100000000000001, 7: 0.15000000000000002}",30.5,['C'],2,0,"{16: ['C', 'D'], 7: ['C', 'C']}",0.4100000000000001,0.15000000000000002,None,None,12.5,17.5,None,None,1,1,None,None
16,VPP,6,"{16: 'C', 7: 'C'}","{16: 0.45000000000000007, 7: 0.19000000000000003}",30.0,['C'],2,0,"{16: ['C', 'D'], 7: ['C', 'D']}",0.45000000000000007,0.19000000000000003,None,None,10.5,15.5,None,None,1,1,None,None
17,VPP,6,"{16: 'C', 7: 'D'}","{16: 0.49000000000000005, 7: 0.15000000000000002}",26.0,Eq,1,1,"{16: ['C', 'D'], 7: ['D', 'C']}",0.49000000000000005,0.15000000000000002,None,None,8.5,17.5,None,None,1,2,None,None
18,VPP,6,"{16: 'D', 7: 'C'}","{16: 0.51, 7: 0.12000000000000002}",26.0,Eq,1,1,"{16: ['D', 'D'], 7: ['C', 'C']}",0.51,0.12000000000000002,None,None,9.5,19.0,None,None,2,1,None,None
19,VPP,6,"{16: 'D', 7: 'D'}","{16: 0.47000000000000003, 7: 0.08000000000000002}",28.5,['D'],0,2,"{16: ['D', 'C'], 7: ['D', 'C']}",0.47000000000000003,0.08000000000000002,None,None,11.5,21.0,None,None,2,2,None,None
20,VPP,6,"{16: 'D', 7: 'C'}","{16: 0.49000000000000005, 7: 0.12000000000000002}",32.5,Eq,1,1,"{16: ['D', 'D'], 7: ['C', 'D']}",0.49000000000000005,0.12000000000000002,None,None,12.5,19.0,None,None,2,1,None,None
21,VPP,6,"{16: 'C', 7: 'C'}","{16: 0.4600000000000001, 7: 0.09000000000000002}",31.5,['C'],2,0,"{16: ['C', 'C'], 7: ['C', 'C']}",0.4600000000000001,0.09000000000000002,None,None,14.0,20.5,None,None,1,1,None,None
22,VPP,6,"{16: 'C', 7: 'C'}","{16: 0.43000000000000005, 7: 0.060000000000000026}",34.5,['C'],2,0,"{16: ['C', 'C'], 7: ['C', 'C']}",0.43000000000000005,0.060000000000000026,None,None,15.5,22.0,None,None,1,1,None,None
23,VPP,6,"{16: 'C', 7: 'C'}","{16: 0.4, 7: 0.030000000000000027}",37.5,['C'],2,0,"{16: ['C', 'C'], 7: ['C', 'C']}",0.4,0.030000000000000027,None,None,17.0,23.5,None,None,1,1,None,None
24,VPP,6,"{16: 'D', 7: 'C'}","{16: 0.36000000000000004, 7: 2.7755575615628914e-17}",40.5,Eq,1,1,"{16: ['D', 'C'], 7: ['C', 'C']}",0.36000000000000004,2.7755575615628914e-17,None,None,19.0,25.0,None,None,2,1,None,None
25,VPP,6,"{16: 'D', 7: 'C'}","{16: 0.38000000000000006, 7: 0}",44.0,Eq,1,1,"{16: ['D', 'D'], 7: ['C', 'C']}",0.38000000000000006,0,None,None,20.0,26.5,None,None,2,1,None,None
26,VPP,6,"{16: 'C', 7: 'C'}","{16: 0.3500000000000001, 7: 0}",46.5,['C'],2,0,"{16: ['C', 'C'], 7: ['C', 'C']}",0.3500000000000001,0,None,None,21.5,28.0,None,None,1,1,None,None
