,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,Model Params
323,10,0,0,0,0.0,0,0,0,324.0,3,"(16, 0.001, 0.1)"
324,10,0,0,0,0.0,0,0,0,328.5,3,"(16, 0.001, 0.1)"
325,10,0,0,0,0.0,0,0,0,333.0,3,"(16, 0.001, 0.1)"
326,10,0,0,0,0.0,0,0,0,337.5,3,"(16, 0.001, 0.1)"
327,10,0,0,0,0.0,0,0,0,342.0,3,"(16, 0.001, 0.1)"
328,10,0,0,0,0.0,0,0,0,346.5,3,"(16, 0.001, 0.1)"
329,10,0,0,0,0.0,0,0,0,351.0,3,"(16, 0.001, 0.1)"
330,10,0,0,0,0.0,0,0,0,355.5,3,"(16, 0.001, 0.1)"
331,10,0,0,0,0.0,0,0,0,360.0,3,"(16, 0.001, 0.1)"
332,10,0,0,0,0.0,0,0,0,364.5,3,"(16, 0.001, 0.1)"
333,10,0,0,0,0.0,0,0,0,369.0,3,"(16, 0.001, 0.1)"
334,10,0,0,0,0.0,0,0,0,373.5,3,"(16, 0.001, 0.1)"
335,10,0,0,0,0.0,0,0,0,378.0,3,"(16, 0.001, 0.1)"
336,10,0,0,0,0.0,0,0,0,382.5,3,"(16, 0.001, 0.1)"
337,10,0,0,0,0.0,0,0,0,387.0,3,"(16, 0.001, 0.1)"
338,10,0,0,0,0.0,0,0,0,391.5,3,"(16, 0.001, 0.1)"
339,10,0,0,0,0.0,0,0,0,396.0,3,"(16, 0.001, 0.1)"
340,10,0,0,0,0.0,0,0,0,400.5,3,"(16, 0.001, 0.1)"
341,10,0,0,0,0.0,0,0,0,405.0,3,"(16, 0.001, 0.1)"
342,10,0,0,0,0.0,0,0,0,409.5,3,"(16, 0.001, 0.1)"
343,10,0,0,0,0.0,0,0,0,414.0,3,"(16, 0.001, 0.1)"
344,10,0,0,0,0.0,0,0,0,418.5,3,"(16, 0.001, 0.1)"
345,10,0,0,0,0.0,0,0,0,423.0,3,"(16, 0.001, 0.1)"
346,10,0,0,0,0.0,0,0,0,427.5,3,"(16, 0.001, 0.1)"
347,10,0,0,0,0.0,0,0,0,432.0,3,"(16, 0.001, 0.1)"
348,10,0,0,0,0.0,0,0,0,436.5,3,"(16, 0.001, 0.1)"
349,10,0,0,0,0.0,0,0,0,441.0,3,"(16, 0.001, 0.1)"
350,10,0,0,0,0.0,0,0,0,445.5,3,"(16, 0.001, 0.1)"
351,10,0,0,0,0.0,0,0,0,450.0,3,"(16, 0.001, 0.1)"
352,10,0,0,0,0.0,0,0,0,454.5,3,"(16, 0.001, 0.1)"
353,10,0,0,0,0.0,0,0,0,459.0,3,"(16, 0.001, 0.1)"
354,10,0,0,0,0.0,0,0,0,463.5,3,"(16, 0.001, 0.1)"
355,10,0,0,0,0.0,0,0,0,468.0,3,"(16, 0.001, 0.1)"
356,10,0,0,0,0.0,0,0,0,472.5,3,"(16, 0.001, 0.1)"
357,10,0,0,0,0.0,0,0,0,477.0,3,"(16, 0.001, 0.1)"
358,10,0,0,0,0.0,0,0,0,481.5,3,"(16, 0.001, 0.1)"
359,10,0,0,0,0.0,0,0,0,486.0,3,"(16, 0.001, 0.1)"
360,10,0,0,0,0.0,0,0,0,490.5,3,"(16, 0.001, 0.1)"
361,10,0,0,0,0.0,0,0,0,495.0,3,"(16, 0.001, 0.1)"
362,10,0,0,0,0.0,0,0,0,499.5,3,"(16, 0.001, 0.1)"
363,10,0,0,0,0.0,0,0,0,504.0,3,"(16, 0.001, 0.1)"
364,10,0,0,0,0.0,0,0,0,508.5,3,"(16, 0.001, 0.1)"
365,10,0,0,0,0.0,0,0,0,513.0,3,"(16, 0.001, 0.1)"
366,10,0,0,0,0.0,0,0,0,517.5,3,"(16, 0.001, 0.1)"
367,10,0,0,0,0.0,0,0,0,522.0,3,"(16, 0.001, 0.1)"
368,10,0,0,0,0.0,0,0,0,526.5,3,"(16, 0.001, 0.1)"
369,10,0,0,0,0.0,0,0,0,531.0,3,"(16, 0.001, 0.1)"
370,10,0,0,0,0.0,0,0,0,535.5,3,"(16, 0.001, 0.1)"
371,10,0,0,0,0.0,0,0,0,540.0,3,"(16, 0.001, 0.1)"
372,10,0,0,0,0.0,0,0,0,544.5,3,"(16, 0.001, 0.1)"
373,10,0,0,0,0.0,0,0,0,549.0,3,"(16, 0.001, 0.1)"
374,10,0,0,0,0.0,0,0,0,553.5,3,"(16, 0.001, 0.1)"
375,10,0,0,0,0.0,0,0,0,558.0,3,"(16, 0.001, 0.1)"
376,10,0,0,0,0.0,0,0,0,562.5,3,"(16, 0.001, 0.1)"
377,10,0,0,0,0.0,0,0,0,567.0,3,"(16, 0.001, 0.1)"
378,10,0,0,0,0.0,0,0,0,571.5,3,"(16, 0.001, 0.1)"
379,10,0,0,0,0.0,0,0,0,576.0,3,"(16, 0.001, 0.1)"
380,10,0,0,0,0.0,0,0,0,580.5,3,"(16, 0.001, 0.1)"
381,10,0,0,0,0.0,0,0,0,585.0,3,"(16, 0.001, 0.1)"
382,10,0,0,0,0.0,0,0,0,589.5,3,"(16, 0.001, 0.1)"
383,10,0,0,0,0.0,0,0,0,594.0,3,"(16, 0.001, 0.1)"
384,10,0,0,0,0.0,0,0,0,598.5,3,"(16, 0.001, 0.1)"
385,10,0,0,0,0.0,0,0,0,603.0,3,"(16, 0.001, 0.1)"
386,10,0,0,0,0.0,0,0,0,607.5,3,"(16, 0.001, 0.1)"
387,10,0,0,0,0.0,0,0,0,612.0,3,"(16, 0.001, 0.1)"
388,10,0,0,0,0.0,0,0,0,616.5,3,"(16, 0.001, 0.1)"
389,10,0,0,0,0.0,0,0,0,621.0,3,"(16, 0.001, 0.1)"
390,10,0,0,0,0.0,0,0,0,625.5,3,"(16, 0.001, 0.1)"
391,10,0,0,0,0.0,0,0,0,630.0,3,"(16, 0.001, 0.1)"
392,10,0,0,0,0.0,0,0,0,634.5,3,"(16, 0.001, 0.1)"
393,10,0,0,0,0.0,0,0,0,639.0,3,"(16, 0.001, 0.1)"
394,10,0,0,0,0.0,0,0,0,643.5,3,"(16, 0.001, 0.1)"
395,10,0,0,0,0.0,0,0,0,648.0,3,"(16, 0.001, 0.1)"
396,10,0,0,0,0.0,0,0,0,652.5,3,"(16, 0.001, 0.1)"
397,10,0,0,0,0.0,0,0,0,657.0,3,"(16, 0.001, 0.1)"
398,10,0,0,0,0.0,0,0,0,661.5,3,"(16, 0.001, 0.1)"
399,10,0,0,0,0.0,0,0,0,666.0,3,"(16, 0.001, 0.1)"
400,10,0,0,0,0.0,0,0,0,670.5,3,"(16, 0.001, 0.1)"
401,10,0,0,0,0.0,0,0,0,675.0,3,"(16, 0.001, 0.1)"
402,10,0,0,0,0.0,0,0,0,679.5,3,"(16, 0.001, 0.1)"
403,10,0,0,0,0.0,0,0,0,684.0,3,"(16, 0.001, 0.1)"
404,10,0,0,0,0.0,0,0,0,688.5,3,"(16, 0.001, 0.1)"
405,10,0,0,0,0.0,0,0,0,693.0,3,"(16, 0.001, 0.1)"
406,10,0,0,0,0.0,0,0,0,697.5,3,"(16, 0.001, 0.1)"
407,10,0,0,0,0.0,0,0,0,702.0,3,"(16, 0.001, 0.1)"
408,10,0,0,0,0.0,0,0,0,706.5,3,"(16, 0.001, 0.1)"
409,10,0,0,0,0.0,0,0,0,711.0,3,"(16, 0.001, 0.1)"
410,10,0,0,0,0.0,0,0,0,715.5,3,"(16, 0.001, 0.1)"
411,10,0,0,0,0.0,0,0,0,720.0,3,"(16, 0.001, 0.1)"
412,10,0,0,0,0.0,0,0,0,724.5,3,"(16, 0.001, 0.1)"
413,10,0,0,0,0.0,0,0,0,729.0,3,"(16, 0.001, 0.1)"
414,10,0,0,0,0.0,0,0,0,733.5,3,"(16, 0.001, 0.1)"
415,10,0,0,0,0.0,0,0,0,738.0,3,"(16, 0.001, 0.1)"
416,10,0,0,0,0.0,0,0,0,742.5,3,"(16, 0.001, 0.1)"
417,10,0,0,0,0.0,0,0,0,747.0,3,"(16, 0.001, 0.1)"
418,10,0,0,0,0.0,0,0,0,751.5,3,"(16, 0.001, 0.1)"
419,10,0,0,0,0.0,0,0,0,756.0,3,"(16, 0.001, 0.1)"
420,10,0,0,0,0.0,0,0,0,760.5,3,"(16, 0.001, 0.1)"
421,10,0,0,0,0.0,0,0,0,765.0,3,"(16, 0.001, 0.1)"
422,10,0,0,0,0.0,0,0,0,769.5,3,"(16, 0.001, 0.1)"
423,10,0,0,0,0.0,0,0,0,774.0,3,"(16, 0.001, 0.1)"
424,10,0,0,0,0.0,0,0,0,778.5,3,"(16, 0.001, 0.1)"
425,10,0,0,0,0.0,0,0,0,783.0,3,"(16, 0.001, 0.1)"
426,10,0,0,0,0.0,0,0,0,787.5,3,"(16, 0.001, 0.1)"
427,10,0,0,0,0.0,0,0,0,792.0,3,"(16, 0.001, 0.1)"
428,10,0,0,0,0.0,0,0,0,796.5,3,"(16, 0.001, 0.1)"
429,10,0,0,0,0.0,0,0,0,801.0,3,"(16, 0.001, 0.1)"
430,10,0,0,0,0.0,0,0,0,805.5,3,"(16, 0.001, 0.1)"
431,10,0,0,0,0.0,0,0,0,810.0,3,"(16, 0.001, 0.1)"
432,10,0,0,0,0.0,0,0,0,814.5,3,"(16, 0.001, 0.1)"
433,10,0,0,0,0.0,0,0,0,819.0,3,"(16, 0.001, 0.1)"
434,10,0,0,0,0.0,0,0,0,823.5,3,"(16, 0.001, 0.1)"
435,10,0,0,0,0.0,0,0,0,828.0,3,"(16, 0.001, 0.1)"
436,10,0,0,0,0.0,0,0,0,832.5,3,"(16, 0.001, 0.1)"
437,10,0,0,0,0.0,0,0,0,837.0,3,"(16, 0.001, 0.1)"
438,10,0,0,0,0.0,0,0,0,841.5,3,"(16, 0.001, 0.1)"
439,10,0,0,0,0.0,0,0,0,846.0,3,"(16, 0.001, 0.1)"
440,10,0,0,0,0.0,0,0,0,850.5,3,"(16, 0.001, 0.1)"
441,10,0,0,0,0.0,0,0,0,855.0,3,"(16, 0.001, 0.1)"
442,10,0,0,0,0.0,0,0,0,859.5,3,"(16, 0.001, 0.1)"
443,10,0,0,0,0.0,0,0,0,864.0,3,"(16, 0.001, 0.1)"
444,10,0,0,0,0.0,0,0,0,868.5,3,"(16, 0.001, 0.1)"
445,10,0,0,0,0.0,0,0,0,873.0,3,"(16, 0.001, 0.1)"
446,10,0,0,0,0.0,0,0,0,877.5,3,"(16, 0.001, 0.1)"
447,10,0,0,0,0.0,0,0,0,882.0,3,"(16, 0.001, 0.1)"
448,10,0,0,0,0.0,0,0,0,886.5,3,"(16, 0.001, 0.1)"
449,10,0,0,0,0.0,0,0,0,891.0,3,"(16, 0.001, 0.1)"
450,10,0,0,0,0.0,0,0,0,895.5,3,"(16, 0.001, 0.1)"
451,10,0,0,0,0.0,0,0,0,900.0,3,"(16, 0.001, 0.1)"
452,10,0,0,0,0.0,0,0,0,904.5,3,"(16, 0.001, 0.1)"
453,10,0,0,0,0.0,0,0,0,909.0,3,"(16, 0.001, 0.1)"
454,10,0,0,0,0.0,0,0,0,913.5,3,"(16, 0.001, 0.1)"
455,10,0,0,0,0.0,0,0,0,918.0,3,"(16, 0.001, 0.1)"
456,10,0,0,0,0.0,0,0,0,922.5,3,"(16, 0.001, 0.1)"
457,10,0,0,0,0.0,0,0,0,927.0,3,"(16, 0.001, 0.1)"
458,10,0,0,0,0.0,0,0,0,931.5,3,"(16, 0.001, 0.1)"
459,10,0,0,0,0.0,0,0,0,936.0,3,"(16, 0.001, 0.1)"
460,10,0,0,0,0.0,0,0,0,940.5,3,"(16, 0.001, 0.1)"
461,10,0,0,0,0.0,0,0,0,945.0,3,"(16, 0.001, 0.1)"
462,10,0,0,0,0.0,0,0,0,949.5,3,"(16, 0.001, 0.1)"
463,10,0,0,0,0.0,0,0,0,954.0,3,"(16, 0.001, 0.1)"
464,10,0,0,0,0.0,0,0,0,958.5,3,"(16, 0.001, 0.1)"
465,10,0,0,0,0.0,0,0,0,963.0,3,"(16, 0.001, 0.1)"
466,10,0,0,0,0.0,0,0,0,967.5,3,"(16, 0.001, 0.1)"
467,10,0,0,0,0.0,0,0,0,972.0,3,"(16, 0.001, 0.1)"
468,10,0,0,0,0.0,0,0,0,976.5,3,"(16, 0.001, 0.1)"
469,10,0,0,0,0.0,0,0,0,981.0,3,"(16, 0.001, 0.1)"
470,10,0,0,0,0.0,0,0,0,985.5,3,"(16, 0.001, 0.1)"
471,10,0,0,0,0.0,0,0,0,990.0,3,"(16, 0.001, 0.1)"
472,10,0,0,0,0.0,0,0,0,994.5,3,"(16, 0.001, 0.1)"
473,10,0,0,0,0.0,0,0,0,999.0,3,"(16, 0.001, 0.1)"
474,10,0,0,0,0.0,0,0,0,1003.5,3,"(16, 0.001, 0.1)"
475,10,0,0,0,0.0,0,0,0,1008.0,3,"(16, 0.001, 0.1)"
476,10,0,0,0,0.0,0,0,0,1012.5,3,"(16, 0.001, 0.1)"
477,10,0,0,0,0.0,0,0,0,1017.0,3,"(16, 0.001, 0.1)"
478,10,0,0,0,0.0,0,0,0,1021.5,3,"(16, 0.001, 0.1)"
479,10,0,0,0,0.0,0,0,0,1026.0,3,"(16, 0.001, 0.1)"
480,10,0,0,0,0.0,0,0,0,1030.5,3,"(16, 0.001, 0.1)"
481,10,0,0,0,0.0,0,0,0,1035.0,3,"(16, 0.001, 0.1)"
482,10,0,0,0,0.0,0,0,0,1039.5,3,"(16, 0.001, 0.1)"
483,10,0,0,0,0.0,0,0,0,1044.0,3,"(16, 0.001, 0.1)"
484,10,0,0,0,0.0,0,0,0,1048.5,3,"(16, 0.001, 0.1)"
485,10,0,0,0,0.0,0,0,0,1053.0,3,"(16, 0.001, 0.1)"
486,10,0,0,0,0.0,0,0,0,1057.5,3,"(16, 0.001, 0.1)"
487,10,0,0,0,0.0,0,0,0,1062.0,3,"(16, 0.001, 0.1)"
488,10,0,0,0,0.0,0,0,0,1066.5,3,"(16, 0.001, 0.1)"
489,10,0,0,0,0.0,0,0,0,1071.0,3,"(16, 0.001, 0.1)"
490,10,0,0,0,0.0,0,0,0,1075.5,3,"(16, 0.001, 0.1)"
491,10,0,0,0,0.0,0,0,0,1080.0,3,"(16, 0.001, 0.1)"
492,10,0,0,0,0.0,0,0,0,1084.5,3,"(16, 0.001, 0.1)"
493,10,0,0,0,0.0,0,0,0,1089.0,3,"(16, 0.001, 0.1)"
494,10,0,0,0,0.0,0,0,0,1093.5,3,"(16, 0.001, 0.1)"
495,10,0,0,0,0.0,0,0,0,1098.0,3,"(16, 0.001, 0.1)"
496,10,0,0,0,0.0,0,0,0,1102.5,3,"(16, 0.001, 0.1)"
497,10,0,0,0,0.0,0,0,0,1107.0,3,"(16, 0.001, 0.1)"
498,10,0,0,0,0.0,0,0,0,1111.5,3,"(16, 0.001, 0.1)"
499,10,0,0,0,0.0,0,0,0,1116.0,3,"(16, 0.001, 0.1)"
500,10,0,0,0,0.0,0,0,0,1120.5,3,"(16, 0.001, 0.1)"
501,10,0,0,0,0.0,0,0,0,1125.0,3,"(16, 0.001, 0.1)"
