,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,iWSLS Performance,iWSLS Cooperations,Model Params
0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,"(47, 0.015, 0.5)"
1,96,44,30,15,17.5,28,38.5,21,-3.5,14,0,0,"(47, 0.015, 0.5)"
2,86,54,23,16,31.5,21,80.5,14,14.0,14,0,0,"(47, 0.015, 0.5)"
3,78,62,26,15,66.5,14,119.0,7,-14.0,7,0,0,"(47, 0.015, 0.5)"
4,88,52,24,15,108.5,14,108.5,21,0.0,14,0,0,"(47, 0.015, 0.5)"
5,74,66,26,16,122.5,21,154.0,7,-28.0,0,0,0,"(47, 0.015, 0.5)"
6,82,58,22,15,157.5,14,164.5,14,-7.0,14,0,0,"(47, 0.015, 0.5)"
7,78,62,24,14,192.5,14,175.0,14,-7.0,0,0,0,"(47, 0.015, 0.5)"
8,82,58,24,16,227.5,14,206.5,7,7.0,7,0,0,"(47, 0.015, 0.5)"
9,78,62,26,15,262.5,14,245.0,7,-21.0,0,0,0,"(47, 0.015, 0.5)"
10,81,59,23,16,297.5,14,276.5,7,-7.0,14,0,0,"(47, 0.015, 0.5)"
11,77,63,25,15,332.5,14,315.0,7,-35.0,0,0,0,"(47, 0.015, 0.5)"
12,82,58,23,16,367.5,14,346.5,7,-21.0,14,0,0,"(47, 0.015, 0.5)"
13,77,63,25,15,402.5,14,385.0,7,-49.0,0,0,0,"(47, 0.015, 0.5)"
14,82,58,23,16,437.5,14,416.5,7,-35.0,14,0,0,"(47, 0.015, 0.5)"
15,77,63,25,15,472.5,14,455.0,7,-63.0,0,0,0,"(47, 0.015, 0.5)"
16,82,58,23,16,507.5,14,486.5,7,-49.0,14,0,0,"(47, 0.015, 0.5)"
17,77,63,25,15,542.5,14,525.0,7,-77.0,0,0,0,"(47, 0.015, 0.5)"
18,82,58,23,16,577.5,14,556.5,7,-63.0,14,0,0,"(47, 0.015, 0.5)"
19,77,63,25,15,612.5,14,595.0,7,-91.0,0,0,0,"(47, 0.015, 0.5)"
20,82,58,23,16,647.5,14,626.5,7,-77.0,14,0,0,"(47, 0.015, 0.5)"
21,77,63,25,15,682.5,14,665.0,7,-105.0,0,0,0,"(47, 0.015, 0.5)"
22,82,58,23,16,717.5,14,696.5,7,-91.0,14,0,0,"(47, 0.015, 0.5)"
23,77,63,25,15,752.5,14,735.0,7,-119.0,0,0,0,"(47, 0.015, 0.5)"
24,82,58,23,16,787.5,14,766.5,7,-105.0,14,0,0,"(47, 0.015, 0.5)"
25,77,63,25,15,822.5,14,805.0,7,-133.0,0,0,0,"(47, 0.015, 0.5)"
26,82,58,23,16,857.5,14,836.5,7,-119.0,14,0,0,"(47, 0.015, 0.5)"
27,77,63,25,15,892.5,14,875.0,7,-147.0,0,0,0,"(47, 0.015, 0.5)"
28,82,58,23,16,927.5,14,906.5,7,-133.0,14,0,0,"(47, 0.015, 0.5)"
29,77,63,25,15,962.5,14,945.0,7,-161.0,0,0,0,"(47, 0.015, 0.5)"
30,82,58,23,16,997.5,14,976.5,7,-147.0,14,0,0,"(47, 0.015, 0.5)"
31,77,63,25,15,1032.5,14,1015.0,7,-175.0,0,0,0,"(47, 0.015, 0.5)"
32,82,58,23,16,1067.5,14,1046.5,7,-161.0,14,0,0,"(47, 0.015, 0.5)"
