stepcount_44,strategy_44,strat code_44,move_44,probabilities_44,utility_44,common_move_44,number_coop_44,number_defect_44,outcomes_44,p1_44,p2_44,p3_44,p4_44,u1_44,u2_44,u3_44,u4_44,m1_44,m2_44,m3_44,m4_44
True,VPP,6,"{45: 'C', 52: 'C', 43: 'C', 36: 'C'}","{45: 0.47, 52: 0.54, 43: 0.47, 36: 0.47}",0,['C'],4,0,"{45: ['C', 'C'], 52: ['C', 'D'], 43: ['C', 'C'], 36: ['C', 'C']}",0.47,0.54,0.47,0.47,1.5,-2,1.5,1.5,1,1,1,1
2,VPP,6,"{45: 'D', 52: 'C', 43: 'D', 36: 'C'}","{45: 0.43, 52: 0.51, 43: 0.49, 36: 0.43999999999999995}",2.5,Eq,2,2,"{45: ['D', 'C'], 52: ['C', 'C'], 43: ['D', 'D'], 36: ['C', 'C']}",0.43,0.51,0.49,0.43999999999999995,3.5,-0.5,2.5,3.0,2,1,2,1
3,VPP,6,"{45: 'D', 52: 'D', 43: 'C', 36: 'D'}","{45: 0.45, 52: 0.47000000000000003, 43: 0.45999999999999996, 36: 0.39999999999999997}",8.5,['D'],1,3,"{45: ['D', 'D'], 52: ['D', 'C'], 43: ['C', 'C'], 36: ['D', 'C']}",0.45,0.47000000000000003,0.45999999999999996,0.39999999999999997,4.5,1.5,4.0,5.0,2,2,1,2
4,VPP,6,"{45: 'C', 52: 'C', 43: 'C', 36: 'C'}","{45: 0.42000000000000004, 52: 0.51, 43: 0.42999999999999994, 36: 0.43999999999999995}",15.0,['C'],4,0,"{45: ['C', 'C'], 52: ['C', 'D'], 43: ['C', 'C'], 36: ['C', 'D']}",0.42000000000000004,0.51,0.42999999999999994,0.43999999999999995,6.0,-0.5,5.5,3.0,1,1,1,1
5,VPP,6,"{45: 'C', 52: 'D', 43: 'D', 36: 'C'}","{45: 0.39, 52: 0.53, 43: 0.44999999999999996, 36: 0.4799999999999999}",14.0,Eq,2,2,"{45: ['C', 'C'], 52: ['D', 'D'], 43: ['D', 'D'], 36: ['C', 'D']}",0.39,0.53,0.44999999999999996,0.4799999999999999,7.5,0.5,6.5,1.0,1,2,2,1
6,VPP,6,"{45: 'C', 52: 'C', 43: 'C', 36: 'D'}","{45: 0.36, 52: 0.5, 43: 0.41999999999999993, 36: 0.49999999999999994}",15.5,['C'],3,1,"{45: ['C', 'C'], 52: ['C', 'C'], 43: ['C', 'C'], 36: ['D', 'D']}",0.36,0.5,0.41999999999999993,0.49999999999999994,9.0,2.0,8.0,2.0,1,1,1,2
7,VPP,6,"{45: 'C', 52: 'D', 43: 'D', 36: 'D'}","{45: 0.32999999999999996, 52: 0.46, 43: 0.43999999999999995, 36: 0.45999999999999996}",21.0,['D'],1,3,"{45: ['C', 'C'], 52: ['D', 'C'], 43: ['D', 'D'], 36: ['D', 'C']}",0.32999999999999996,0.46,0.43999999999999995,0.45999999999999996,10.5,4.0,9.0,4.0,1,2,2,2
8,VPP,6,"{45: 'D', 52: 'D', 43: 'C', 36: 'D'}","{45: 0.29, 52: 0.42000000000000004, 43: 0.4099999999999999, 36: 0.48}",27.5,['D'],1,3,"{45: ['D', 'C'], 52: ['D', 'C'], 43: ['C', 'C'], 36: ['D', 'D']}",0.29,0.42000000000000004,0.4099999999999999,0.48,12.5,6.0,10.5,5.0,2,2,1,2
9,VPP,6,"{45: 'C', 52: 'C', 43: 'C', 36: 'D'}","{45: 0.32999999999999996, 52: 0.46, 43: 0.4499999999999999, 36: 0.44}",34.0,['C'],3,1,"{45: ['C', 'D'], 52: ['C', 'D'], 43: ['C', 'D'], 36: ['D', 'C']}",0.32999999999999996,0.46,0.4499999999999999,0.44,10.5,4.0,8.5,7.0,1,1,1,2
10,VPP,6,"{45: 'D', 52: 'C', 43: 'C', 36: 'C'}","{45: 0.35, 52: 0.5, 43: 0.4899999999999999, 36: 0.48}",30.0,['C'],3,1,"{45: ['D', 'D'], 52: ['C', 'D'], 43: ['C', 'D'], 36: ['C', 'D']}",0.35,0.5,0.4899999999999999,0.48,11.5,2.0,6.5,5.0,2,1,1,1
11,VPP,6,"{45: 'C', 52: 'C', 43: 'C', 36: 'D'}","{45: 0.31999999999999995, 52: 0.47, 43: 0.45999999999999985, 36: 0.5}",25.0,['C'],3,1,"{45: ['C', 'C'], 52: ['C', 'C'], 43: ['C', 'C'], 36: ['D', 'D']}",0.31999999999999995,0.47,0.45999999999999985,0.5,13.0,3.5,8.0,6.0,1,1,1,2
12,VPP,6,"{45: 'C', 52: 'D', 43: 'D', 36: 'C'}","{45: 0.2899999999999999, 52: 0.43, 43: 0.4199999999999999, 36: 0.47}",30.5,Eq,2,2,"{45: ['C', 'C'], 52: ['D', 'C'], 43: ['D', 'C'], 36: ['C', 'C']}",0.2899999999999999,0.43,0.4199999999999999,0.47,14.5,5.5,10.0,7.5,1,2,2,1
