,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,iWSLS Performance,iWSLS Cooperations,Model Params
0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,"(47, 0.015, 0.5)"
1,94,46,28,14,-3.5,14,42.0,14,17.5,28,0,0,"(47, 0.015, 0.5)"
2,83,57,21,18,14.0,7,59.5,14,31.5,28,0,0,"(47, 0.015, 0.5)"
3,71,69,20,16,31.5,7,70.0,14,52.5,21,0,0,"(47, 0.015, 0.5)"
4,84,56,23,14,56.0,7,38.5,28,94.5,21,0,0,"(47, 0.015, 0.5)"
5,76,64,24,15,52.5,14,77.0,7,108.5,14,0,0,"(47, 0.015, 0.5)"
6,77,63,20,17,70.0,7,115.5,7,122.5,21,0,0,"(47, 0.015, 0.5)"
7,73,67,21,16,87.5,7,147.0,7,136.5,21,0,0,"(47, 0.015, 0.5)"
8,77,63,19,16,105.0,7,185.5,7,150.5,21,0,0,"(47, 0.015, 0.5)"
9,73,67,21,16,122.5,7,217.0,7,164.5,21,0,0,"(47, 0.015, 0.5)"
10,78,62,19,16,140.0,7,255.5,7,178.5,21,0,0,"(47, 0.015, 0.5)"
11,74,66,22,16,157.5,7,287.0,7,192.5,21,0,0,"(47, 0.015, 0.5)"
12,79,61,21,16,175.0,7,325.5,7,206.5,21,0,0,"(47, 0.015, 0.5)"
13,75,65,22,16,192.5,7,357.0,7,220.5,21,0,0,"(47, 0.015, 0.5)"
14,79,61,21,16,210.0,7,395.5,7,234.5,21,0,0,"(47, 0.015, 0.5)"
15,75,65,22,16,227.5,7,427.0,7,248.5,21,0,0,"(47, 0.015, 0.5)"
16,79,61,21,16,245.0,7,465.5,7,262.5,21,0,0,"(47, 0.015, 0.5)"
17,75,65,22,16,262.5,7,497.0,7,276.5,21,0,0,"(47, 0.015, 0.5)"
18,79,61,21,16,280.0,7,535.5,7,290.5,21,0,0,"(47, 0.015, 0.5)"
19,75,65,22,16,297.5,7,567.0,7,304.5,21,0,0,"(47, 0.015, 0.5)"
20,79,61,21,16,315.0,7,605.5,7,318.5,21,0,0,"(47, 0.015, 0.5)"
21,75,65,22,16,332.5,7,637.0,7,332.5,21,0,0,"(47, 0.015, 0.5)"
22,79,61,21,16,350.0,7,675.5,7,346.5,21,0,0,"(47, 0.015, 0.5)"
23,75,65,22,16,367.5,7,707.0,7,360.5,21,0,0,"(47, 0.015, 0.5)"
24,79,61,21,16,385.0,7,745.5,7,374.5,21,0,0,"(47, 0.015, 0.5)"
25,75,65,22,16,402.5,7,777.0,7,388.5,21,0,0,"(47, 0.015, 0.5)"
26,79,61,21,16,420.0,7,815.5,7,402.5,21,0,0,"(47, 0.015, 0.5)"
27,75,65,22,16,437.5,7,847.0,7,416.5,21,0,0,"(47, 0.015, 0.5)"
28,79,61,21,16,455.0,7,885.5,7,430.5,21,0,0,"(47, 0.015, 0.5)"
29,75,65,22,16,472.5,7,917.0,7,444.5,21,0,0,"(47, 0.015, 0.5)"
30,79,61,21,16,490.0,7,955.5,7,458.5,21,0,0,"(47, 0.015, 0.5)"
31,75,65,22,16,507.5,7,987.0,7,472.5,21,0,0,"(47, 0.015, 0.5)"
32,79,61,21,16,525.0,7,1025.5,7,486.5,21,0,0,"(47, 0.015, 0.5)"
33,75,65,22,16,542.5,7,1057.0,7,500.5,21,0,0,"(47, 0.015, 0.5)"
34,79,61,21,16,560.0,7,1095.5,7,514.5,21,0,0,"(47, 0.015, 0.5)"
35,75,65,22,16,577.5,7,1127.0,7,528.5,21,0,0,"(47, 0.015, 0.5)"
36,79,61,21,16,595.0,7,1165.5,7,542.5,21,0,0,"(47, 0.015, 0.5)"
37,75,65,22,16,612.5,7,1197.0,7,556.5,21,0,0,"(47, 0.015, 0.5)"
38,79,61,21,16,630.0,7,1235.5,7,570.5,21,0,0,"(47, 0.015, 0.5)"
39,75,65,22,16,647.5,7,1267.0,7,584.5,21,0,0,"(47, 0.015, 0.5)"
40,79,61,21,16,665.0,7,1305.5,7,598.5,21,0,0,"(47, 0.015, 0.5)"
41,75,65,22,16,682.5,7,1337.0,7,612.5,21,0,0,"(47, 0.015, 0.5)"
42,79,61,21,16,700.0,7,1375.5,7,626.5,21,0,0,"(47, 0.015, 0.5)"
43,75,65,22,16,717.5,7,1407.0,7,640.5,21,0,0,"(47, 0.015, 0.5)"
44,79,61,21,16,735.0,7,1445.5,7,654.5,21,0,0,"(47, 0.015, 0.5)"
45,75,65,22,16,752.5,7,1477.0,7,668.5,21,0,0,"(47, 0.015, 0.5)"
46,79,61,21,16,770.0,7,1515.5,7,682.5,21,0,0,"(47, 0.015, 0.5)"
47,75,65,22,16,787.5,7,1547.0,7,696.5,21,0,0,"(47, 0.015, 0.5)"
48,79,61,21,16,805.0,7,1585.5,7,710.5,21,0,0,"(47, 0.015, 0.5)"
49,74,66,22,17,822.5,7,1617.0,7,724.5,21,0,0,"(47, 0.015, 0.5)"
50,79,61,21,16,840.0,7,1655.5,7,738.5,21,0,0,"(47, 0.015, 0.5)"
51,75,65,22,16,857.5,7,1687.0,7,752.5,21,0,0,"(47, 0.015, 0.5)"
52,79,61,21,16,875.0,7,1725.5,7,766.5,21,0,0,"(47, 0.015, 0.5)"
53,75,65,22,16,892.5,7,1757.0,7,780.5,21,0,0,"(47, 0.015, 0.5)"
54,79,61,21,16,910.0,7,1795.5,7,794.5,21,0,0,"(47, 0.015, 0.5)"
55,75,65,22,16,927.5,7,1827.0,7,808.5,21,0,0,"(47, 0.015, 0.5)"
56,79,61,21,16,945.0,7,1865.5,7,822.5,21,0,0,"(47, 0.015, 0.5)"
57,75,65,22,16,962.5,7,1897.0,7,836.5,21,0,0,"(47, 0.015, 0.5)"
58,79,61,21,16,980.0,7,1935.5,7,850.5,21,0,0,"(47, 0.015, 0.5)"
59,75,65,22,16,997.5,7,1967.0,7,864.5,21,0,0,"(47, 0.015, 0.5)"
60,79,61,21,16,1015.0,7,2005.5,7,878.5,21,0,0,"(47, 0.015, 0.5)"
61,75,65,22,16,1032.5,7,2037.0,7,892.5,21,0,0,"(47, 0.015, 0.5)"
62,79,61,21,16,1050.0,7,2075.5,7,906.5,21,0,0,"(47, 0.015, 0.5)"
63,75,65,22,16,1067.5,7,2107.0,7,920.5,21,0,0,"(47, 0.015, 0.5)"
64,79,61,21,16,1085.0,7,2145.5,7,934.5,21,0,0,"(47, 0.015, 0.5)"
65,75,65,22,16,1102.5,7,2177.0,7,948.5,21,0,0,"(47, 0.015, 0.5)"
66,79,61,21,16,1120.0,7,2215.5,7,962.5,21,0,0,"(47, 0.015, 0.5)"
67,75,65,22,16,1137.5,7,2247.0,7,976.5,21,0,0,"(47, 0.015, 0.5)"
68,79,61,21,16,1155.0,7,2285.5,7,990.5,21,0,0,"(47, 0.015, 0.5)"
69,75,65,22,16,1172.5,7,2317.0,7,1004.5,21,0,0,"(47, 0.015, 0.5)"
70,79,61,21,16,1190.0,7,2355.5,7,1018.5,21,0,0,"(47, 0.015, 0.5)"
71,75,65,22,16,1207.5,7,2387.0,7,1032.5,21,0,0,"(47, 0.015, 0.5)"
72,79,61,21,16,1225.0,7,2425.5,7,1046.5,21,0,0,"(47, 0.015, 0.5)"
73,75,65,22,16,1242.5,7,2457.0,7,1060.5,21,0,0,"(47, 0.015, 0.5)"
74,79,61,21,16,1260.0,7,2495.5,7,1074.5,21,0,0,"(47, 0.015, 0.5)"
75,75,65,22,16,1277.5,7,2527.0,7,1088.5,21,0,0,"(47, 0.015, 0.5)"
