,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,iWSLS Performance,iWSLS Cooperations,Model Params
0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,"(47, 0.015, 0.1)"
1,102,38,33,13,17.5,28,17.5,28,-3.5,14,0,0,"(47, 0.015, 0.1)"
2,98,42,30,13,56.0,21,35.0,28,14.0,14,0,0,"(47, 0.015, 0.1)"
3,93,47,33,13,94.5,21,52.5,28,10.5,7,0,0,"(47, 0.015, 0.1)"
4,100,40,31,13,133.0,21,70.0,28,28.0,14,0,0,"(47, 0.015, 0.1)"
5,87,53,32,13,171.5,21,108.5,21,24.5,7,0,0,"(47, 0.015, 0.1)"
6,92,48,30,13,210.0,21,147.0,21,42.0,14,0,0,"(47, 0.015, 0.1)"
7,87,53,31,13,248.5,21,185.5,21,38.5,7,0,0,"(47, 0.015, 0.1)"
8,92,48,30,13,287.0,21,224.0,21,56.0,14,0,0,"(47, 0.015, 0.1)"
9,87,53,31,13,325.5,21,262.5,21,52.5,7,0,0,"(47, 0.015, 0.1)"
10,92,48,30,13,364.0,21,301.0,21,70.0,14,0,0,"(47, 0.015, 0.1)"
11,87,53,31,13,402.5,21,339.5,21,66.5,7,0,0,"(47, 0.015, 0.1)"
12,92,48,30,13,441.0,21,378.0,21,84.0,14,0,0,"(47, 0.015, 0.1)"
13,87,53,31,13,479.5,21,416.5,21,80.5,7,0,0,"(47, 0.015, 0.1)"
14,92,48,30,13,518.0,21,455.0,21,98.0,14,0,0,"(47, 0.015, 0.1)"
15,87,53,31,13,556.5,21,493.5,21,94.5,7,0,0,"(47, 0.015, 0.1)"
16,92,48,30,13,595.0,21,532.0,21,112.0,14,0,0,"(47, 0.015, 0.1)"
17,87,53,31,13,633.5,21,570.5,21,108.5,7,0,0,"(47, 0.015, 0.1)"
18,92,48,30,13,672.0,21,609.0,21,126.0,14,0,0,"(47, 0.015, 0.1)"
19,87,53,31,13,710.5,21,647.5,21,122.5,7,0,0,"(47, 0.015, 0.1)"
20,92,48,30,13,749.0,21,686.0,21,140.0,14,0,0,"(47, 0.015, 0.1)"
21,87,53,31,13,787.5,21,724.5,21,136.5,7,0,0,"(47, 0.015, 0.1)"
22,92,48,30,13,826.0,21,763.0,21,154.0,14,0,0,"(47, 0.015, 0.1)"
23,87,53,31,13,864.5,21,801.5,21,150.5,7,0,0,"(47, 0.015, 0.1)"
24,92,48,30,13,903.0,21,840.0,21,168.0,14,0,0,"(47, 0.015, 0.1)"
25,87,53,31,13,941.5,21,878.5,21,164.5,7,0,0,"(47, 0.015, 0.1)"
26,92,48,30,13,980.0,21,917.0,21,182.0,14,0,0,"(47, 0.015, 0.1)"
27,87,53,31,13,1018.5,21,955.5,21,178.5,7,0,0,"(47, 0.015, 0.1)"
28,92,48,30,13,1057.0,21,994.0,21,196.0,14,0,0,"(47, 0.015, 0.1)"
29,87,53,31,13,1095.5,21,1032.5,21,192.5,7,0,0,"(47, 0.015, 0.1)"
30,92,48,30,13,1134.0,21,1071.0,21,210.0,14,0,0,"(47, 0.015, 0.1)"
31,87,53,31,13,1172.5,21,1109.5,21,206.5,7,0,0,"(47, 0.015, 0.1)"
32,92,48,30,13,1211.0,21,1148.0,21,224.0,14,0,0,"(47, 0.015, 0.1)"
33,87,53,31,13,1249.5,21,1186.5,21,220.5,7,0,0,"(47, 0.015, 0.1)"
34,92,48,30,13,1288.0,21,1225.0,21,238.0,14,0,0,"(47, 0.015, 0.1)"
35,87,53,31,13,1326.5,21,1263.5,21,234.5,7,0,0,"(47, 0.015, 0.1)"
36,92,48,30,13,1365.0,21,1302.0,21,252.0,14,0,0,"(47, 0.015, 0.1)"
37,87,53,31,13,1403.5,21,1340.5,21,248.5,7,0,0,"(47, 0.015, 0.1)"
38,91,49,30,14,1442.0,21,1379.0,21,266.0,14,0,0,"(47, 0.015, 0.1)"
39,87,53,31,13,1480.5,21,1417.5,21,262.5,7,0,0,"(47, 0.015, 0.1)"
40,92,48,30,13,1519.0,21,1456.0,21,280.0,14,0,0,"(47, 0.015, 0.1)"
41,87,53,31,13,1557.5,21,1494.5,21,276.5,7,0,0,"(47, 0.015, 0.1)"
42,92,48,30,13,1596.0,21,1533.0,21,294.0,14,0,0,"(47, 0.015, 0.1)"
43,87,53,31,13,1634.5,21,1571.5,21,290.5,7,0,0,"(47, 0.015, 0.1)"
44,92,48,30,13,1673.0,21,1610.0,21,308.0,14,0,0,"(47, 0.015, 0.1)"
45,87,53,31,13,1711.5,21,1648.5,21,304.5,7,0,0,"(47, 0.015, 0.1)"
46,92,48,30,13,1750.0,21,1687.0,21,322.0,14,0,0,"(47, 0.015, 0.1)"
47,87,53,31,13,1788.5,21,1725.5,21,318.5,7,0,0,"(47, 0.015, 0.1)"
48,92,48,30,13,1827.0,21,1764.0,21,336.0,14,0,0,"(47, 0.015, 0.1)"
49,87,53,31,13,1865.5,21,1802.5,21,332.5,7,0,0,"(47, 0.015, 0.1)"
50,92,48,30,13,1904.0,21,1841.0,21,350.0,14,0,0,"(47, 0.015, 0.1)"
51,87,53,31,13,1942.5,21,1879.5,21,346.5,7,0,0,"(47, 0.015, 0.1)"
52,92,48,30,13,1981.0,21,1918.0,21,364.0,14,0,0,"(47, 0.015, 0.1)"
53,87,53,31,13,2019.5,21,1956.5,21,360.5,7,0,0,"(47, 0.015, 0.1)"
54,92,48,30,13,2058.0,21,1995.0,21,378.0,14,0,0,"(47, 0.015, 0.1)"
55,87,53,31,13,2096.5,21,2033.5,21,374.5,7,0,0,"(47, 0.015, 0.1)"
56,92,48,30,13,2135.0,21,2072.0,21,392.0,14,0,0,"(47, 0.015, 0.1)"
57,87,53,31,13,2173.5,21,2110.5,21,388.5,7,0,0,"(47, 0.015, 0.1)"
58,92,48,30,13,2212.0,21,2149.0,21,406.0,14,0,0,"(47, 0.015, 0.1)"
59,87,53,31,13,2250.5,21,2187.5,21,402.5,7,0,0,"(47, 0.015, 0.1)"
60,92,48,30,13,2289.0,21,2226.0,21,420.0,14,0,0,"(47, 0.015, 0.1)"
61,87,53,31,13,2327.5,21,2264.5,21,416.5,7,0,0,"(47, 0.015, 0.1)"
62,92,48,30,13,2366.0,21,2303.0,21,434.0,14,0,0,"(47, 0.015, 0.1)"
63,87,53,31,13,2404.5,21,2341.5,21,430.5,7,0,0,"(47, 0.015, 0.1)"
64,92,48,30,13,2443.0,21,2380.0,21,448.0,14,0,0,"(47, 0.015, 0.1)"
65,87,53,31,13,2481.5,21,2418.5,21,444.5,7,0,0,"(47, 0.015, 0.1)"
66,92,48,30,13,2520.0,21,2457.0,21,462.0,14,0,0,"(47, 0.015, 0.1)"
67,87,53,31,13,2558.5,21,2495.5,21,458.5,7,0,0,"(47, 0.015, 0.1)"
68,92,48,30,13,2597.0,21,2534.0,21,476.0,14,0,0,"(47, 0.015, 0.1)"
69,87,53,31,13,2635.5,21,2572.5,21,472.5,7,0,0,"(47, 0.015, 0.1)"
70,92,48,30,13,2674.0,21,2611.0,21,490.0,14,0,0,"(47, 0.015, 0.1)"
71,87,53,31,13,2712.5,21,2649.5,21,486.5,7,0,0,"(47, 0.015, 0.1)"
72,92,48,30,13,2751.0,21,2688.0,21,504.0,14,0,0,"(47, 0.015, 0.1)"
73,87,53,31,13,2789.5,21,2726.5,21,500.5,7,0,0,"(47, 0.015, 0.1)"
74,92,48,30,13,2828.0,21,2765.0,21,518.0,14,0,0,"(47, 0.015, 0.1)"
75,87,53,31,13,2866.5,21,2803.5,21,514.5,7,0,0,"(47, 0.015, 0.1)"
76,92,48,30,13,2905.0,21,2842.0,21,532.0,14,0,0,"(47, 0.015, 0.1)"
77,87,53,31,13,2943.5,21,2880.5,21,528.5,7,0,0,"(47, 0.015, 0.1)"
78,92,48,30,13,2982.0,21,2919.0,21,546.0,14,0,0,"(47, 0.015, 0.1)"
