stepcount_53,strategy_53,strat code_53,move_53,probabilities_53,utility_53,common_move_53,number_coop_53,number_defect_53,outcomes_53,p1_53,p2_53,p3_53,p4_53,u1_53,u2_53,u3_53,u4_53,m1_53,m2_53,m3_53,m4_53
True,VPP,6,"{54: 'D', 61: 'C', 52: 'C', 45: 'C'}","{54: 0.46, 61: 0.47, 52: 0.47, 45: 0.47}",0,['C'],3,1,"{54: ['D', 'C'], 61: ['C', 'C'], 52: ['C', 'C'], 45: ['C', 'C']}",0.46,0.47,0.47,0.47,2,1.5,1.5,1.5,2,1,1,1
2,VPP,6,"{54: 'C', 61: 'C', 52: 'D', 45: 'D'}","{54: 0.5, 61: 0.43999999999999995, 52: 0.43, 45: 0.43}",6.5,Eq,2,2,"{54: ['C', 'D'], 61: ['C', 'C'], 52: ['D', 'C'], 45: ['D', 'C']}",0.5,0.43999999999999995,0.43,0.43,0,3.0,3.5,3.5,1,1,2,2
3,VPP,6,"{54: 'C', 61: 'D', 52: 'D', 45: 'C'}","{54: 0.54, 61: 0.39999999999999997, 52: 0.39, 45: 0.47}",10.0,Eq,2,2,"{54: ['C', 'D'], 61: ['D', 'C'], 52: ['D', 'C'], 45: ['C', 'D']}",0.54,0.39999999999999997,0.39,0.47,-2,5.0,5.5,1.5,1,2,2,1
4,VPP,6,"{54: 'D', 61: 'C', 52: 'D', 45: 'C'}","{54: 0.56, 61: 0.43999999999999995, 52: 0.41000000000000003, 45: 0.51}",10.0,Eq,2,2,"{54: ['D', 'D'], 61: ['C', 'D'], 52: ['D', 'D'], 45: ['C', 'D']}",0.56,0.43999999999999995,0.41000000000000003,0.51,-1,3.0,6.5,-0.5,2,1,2,1
5,VPP,6,"{54: 'C', 61: 'D', 52: 'C', 45: 'C'}","{54: 0.53, 61: 0.45999999999999996, 52: 0.45, 45: 0.55}",8.0,['C'],3,1,"{54: ['C', 'C'], 61: ['D', 'D'], 52: ['C', 'D'], 45: ['C', 'D']}",0.53,0.45999999999999996,0.45,0.55,0.5,4.0,4.5,-2.5,1,2,1,1
6,VPP,6,"{54: 'C', 61: 'C', 52: 'C', 45: 'C'}","{54: 0.5700000000000001, 61: 0.42999999999999994, 52: 0.42000000000000004, 45: 0.5900000000000001}",6.5,['C'],4,0,"{54: ['C', 'D'], 61: ['C', 'C'], 52: ['C', 'C'], 45: ['C', 'D']}",0.5700000000000001,0.42999999999999994,0.42000000000000004,0.5900000000000001,-1.5,5.5,6.0,-4.5,1,1,1,1
7,VPP,6,"{54: 'D', 61: 'D', 52: 'D', 45: 'D'}","{54: 0.5900000000000001, 61: 0.38999999999999996, 52: 0.38000000000000006, 45: 0.6100000000000001}",5.5,['D'],0,4,"{54: ['D', 'D'], 61: ['D', 'C'], 52: ['D', 'C'], 45: ['D', 'D']}",0.5900000000000001,0.38999999999999996,0.38000000000000006,0.6100000000000001,-0.5,7.5,8.0,-3.5,2,2,2,2
8,VPP,6,"{54: 'C', 61: 'D', 52: 'D', 45: 'C'}","{54: 0.56, 61: 0.41, 52: 0.4000000000000001, 45: 0.5800000000000001}",11.5,Eq,2,2,"{54: ['C', 'C'], 61: ['D', 'D'], 52: ['D', 'D'], 45: ['C', 'C']}",0.56,0.41,0.4000000000000001,0.5800000000000001,1.0,8.5,9.0,-2.0,1,2,2,1
9,VPP,6,"{54: 'C', 61: 'D', 52: 'D', 45: 'D'}","{54: 0.6000000000000001, 61: 0.37, 52: 0.4200000000000001, 45: 0.54}",16.5,['D'],1,3,"{54: ['C', 'D'], 61: ['D', 'C'], 52: ['D', 'D'], 45: ['D', 'C']}",0.6000000000000001,0.37,0.4200000000000001,0.54,-1.0,10.5,10.0,0.0,1,2,2,2
10,VPP,6,"{54: 'D', 61: 'D', 52: 'C', 45: 'C'}","{54: 0.56, 61: 0.39, 52: 0.3900000000000001, 45: 0.5800000000000001}",19.5,Eq,2,2,"{54: ['D', 'C'], 61: ['D', 'D'], 52: ['C', 'C'], 45: ['C', 'D']}",0.56,0.39,0.3900000000000001,0.5800000000000001,1.0,11.5,11.5,-2.0,2,2,1,1
