stepcount_11,strategy_11,strat code_11,move_11,probabilities_11,utility_11,common_move_11,number_coop_11,number_defect_11,outcomes_11,p1_11,p2_11,p3_11,p4_11,u1_11,u2_11,u3_11,u4_11,m1_11,m2_11,m3_11,m4_11
True,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'C'}","{12: 0.47, 19: 0.47, 10: 0.47, 3: 0.47}",0,['C'],4,0,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'C'], 3: ['C', 'C']}",0.47,0.47,0.47,0.47,1.5,1.5,1.5,1.5,1,1,1,1
2,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'C'}","{12: 0.43999999999999995, 19: 0.43999999999999995, 10: 0.43999999999999995, 3: 0.51}",6.0,['C'],4,0,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'C'], 3: ['C', 'D']}",0.43999999999999995,0.43999999999999995,0.43999999999999995,0.51,3.0,3.0,3.0,-0.5,1,1,1,1
3,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'D'}","{12: 0.4099999999999999, 19: 0.4099999999999999, 10: 0.4799999999999999, 3: 0.47000000000000003}",8.5,['C'],4,0,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'D'], 3: ['D', 'C']}",0.4099999999999999,0.4099999999999999,0.4799999999999999,0.47000000000000003,4.5,4.5,1.0,1.5,1,1,1,2
4,WSLS,7,"{12: 'C', 19: 'C', 10: 'D', 3: 'D'}","{12: 0.3799999999999999, 19: 0.3799999999999999, 10: 0.43999999999999995, 3: 0.43000000000000005}",11.5,Eq,3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['D', 'C'], 3: ['D', 'C']}",0.3799999999999999,0.3799999999999999,0.43999999999999995,0.43000000000000005,6.0,6.0,3.0,3.5,1,1,2,2
5,WSLS,7,"{12: 'C', 19: 'C', 10: 'D', 3: 'D'}","{12: 0.34999999999999987, 19: 0.34999999999999987, 10: 0.39999999999999997, 3: 0.45000000000000007}",18.5,Eq,2,2,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['D', 'C'], 3: ['D', 'D']}",0.34999999999999987,0.34999999999999987,0.39999999999999997,0.45000000000000007,7.5,7.5,5.0,4.5,1,1,2,2
6,WSLS,7,"{12: 'C', 19: 'C', 10: 'D', 3: 'C'}","{12: 0.31999999999999984, 19: 0.31999999999999984, 10: 0.42, 3: 0.49000000000000005}",24.5,['C'],2,2,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['D', 'D'], 3: ['C', 'D']}",0.31999999999999984,0.31999999999999984,0.42,0.49000000000000005,9.0,9.0,6.0,2.5,1,1,2,1
7,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'D'}","{12: 0.2899999999999998, 19: 0.2899999999999998, 10: 0.45999999999999996, 3: 0.45000000000000007}",26.5,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'D'], 3: ['D', 'C']}",0.2899999999999998,0.2899999999999998,0.45999999999999996,0.45000000000000007,10.5,10.5,4.0,4.5,1,1,1,2
8,WSLS,7,"{12: 'C', 19: 'C', 10: 'D', 3: 'D'}","{12: 0.2599999999999998, 19: 0.2599999999999998, 10: 0.42, 3: 0.4700000000000001}",29.5,Eq,3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['D', 'C'], 3: ['D', 'D']}",0.2599999999999998,0.2599999999999998,0.42,0.4700000000000001,12.0,12.0,6.0,5.5,1,1,2,2
9,WSLS,7,"{12: 'C', 19: 'C', 10: 'D', 3: 'C'}","{12: 0.2299999999999998, 19: 0.2299999999999998, 10: 0.44, 3: 0.5100000000000001}",35.5,['C'],2,2,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['D', 'D'], 3: ['C', 'D']}",0.2299999999999998,0.2299999999999998,0.44,0.5100000000000001,13.5,13.5,7.0,3.5,1,1,2,1
10,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'D'}","{12: 0.1999999999999998, 19: 0.1999999999999998, 10: 0.41000000000000003, 3: 0.5300000000000001}",37.5,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'C'], 3: ['D', 'D']}",0.1999999999999998,0.1999999999999998,0.41000000000000003,0.5300000000000001,15.0,15.0,8.5,4.5,1,1,1,2
11,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'C'}","{12: 0.1699999999999998, 19: 0.1699999999999998, 10: 0.45, 3: 0.5000000000000001}",43.0,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'D'], 3: ['C', 'C']}",0.1699999999999998,0.1699999999999998,0.45,0.5000000000000001,16.5,16.5,6.5,6.0,1,1,1,1
12,WSLS,7,"{12: 'C', 19: 'C', 10: 'D', 3: 'C'}","{12: 0.1399999999999998, 19: 0.1399999999999998, 10: 0.47000000000000003, 3: 0.5400000000000001}",45.5,['C'],4,0,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['D', 'D'], 3: ['C', 'D']}",0.1399999999999998,0.1399999999999998,0.47000000000000003,0.5400000000000001,18.0,18.0,7.5,4.0,1,1,2,1
13,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'D'}","{12: 0.10999999999999979, 19: 0.10999999999999979, 10: 0.44000000000000006, 3: 0.5600000000000002}",47.5,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'C'], 3: ['D', 'D']}",0.10999999999999979,0.10999999999999979,0.44000000000000006,0.5600000000000002,19.5,19.5,9.0,5.0,1,1,1,2
14,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'C'}","{12: 0.0799999999999998, 19: 0.0799999999999998, 10: 0.41000000000000003, 3: 0.5300000000000001}",53.0,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'C'], 3: ['C', 'C']}",0.0799999999999998,0.0799999999999998,0.41000000000000003,0.5300000000000001,21.0,21.0,10.5,6.5,1,1,1,1
15,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'C'}","{12: 0.049999999999999795, 19: 0.049999999999999795, 10: 0.38, 3: 0.5700000000000002}",59.0,['C'],4,0,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'C'], 3: ['C', 'D']}",0.049999999999999795,0.049999999999999795,0.38,0.5700000000000002,22.5,22.5,12.0,4.5,1,1,1,1
16,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'D'}","{12: 0.019999999999999796, 19: 0.019999999999999796, 10: 0.42, 3: 0.5900000000000002}",61.5,['C'],4,0,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'D'], 3: ['D', 'D']}",0.019999999999999796,0.019999999999999796,0.42,0.5900000000000002,24.0,24.0,10.0,5.5,1,1,1,2
17,WSLS,7,"{12: 'C', 19: 'C', 10: 'D', 3: 'C'}","{12: 0, 19: 0, 10: 0.44, 3: 0.6300000000000002}",63.5,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['D', 'D'], 3: ['C', 'D']}",0,0,0.44,0.6300000000000002,25.5,25.5,11.0,3.5,1,1,2,1
18,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'D'}","{12: 0, 19: 0, 10: 0.41000000000000003, 3: 0.5900000000000002}",65.5,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'C'], 3: ['D', 'C']}",0,0,0.41000000000000003,0.5900000000000002,27.0,27.0,12.5,5.5,1,1,1,2
19,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'D'}","{12: 0, 19: 0, 10: 0.38, 3: 0.5500000000000002}",72.0,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'C'], 3: ['D', 'C']}",0,0,0.38,0.5500000000000002,28.5,28.5,14.0,7.5,1,1,1,2
20,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'D'}","{12: 0, 19: 0, 10: 0.42, 3: 0.5700000000000002}",78.5,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'D'], 3: ['D', 'D']}",0,0,0.42,0.5700000000000002,30.0,30.0,12.0,8.5,1,1,1,2
21,WSLS,7,"{12: 'C', 19: 'C', 10: 'D', 3: 'C'}","{12: 0, 19: 0, 10: 0.44, 3: 0.6100000000000002}",80.5,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['D', 'D'], 3: ['C', 'D']}",0,0,0.44,0.6100000000000002,31.5,31.5,13.0,6.5,1,1,2,1
22,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'D'}","{12: 0, 19: 0, 10: 0.48, 3: 0.6300000000000002}",82.5,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'D'], 3: ['D', 'D']}",0,0,0.48,0.6300000000000002,33.0,33.0,11.0,7.5,1,1,1,2
23,WSLS,7,"{12: 'C', 19: 'C', 10: 'D', 3: 'C'}","{12: 0, 19: 0, 10: 0.44, 3: 0.6000000000000002}",84.5,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['D', 'C'], 3: ['C', 'C']}",0,0,0.44,0.6000000000000002,34.5,34.5,13.0,9.0,1,1,2,1
24,WSLS,7,"{12: 'C', 19: 'C', 10: 'D', 3: 'C'}","{12: 0, 19: 0, 10: 0.46, 3: 0.5700000000000002}",91.0,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['D', 'D'], 3: ['C', 'C']}",0,0,0.46,0.5700000000000002,36.0,36.0,14.0,10.5,1,1,2,1
25,WSLS,7,"{12: 'C', 19: 'C', 10: 'C', 3: 'C'}","{12: 0, 19: 0, 10: 0.5, 3: 0.6100000000000002}",96.5,['C'],3,1,"{12: ['C', 'C'], 19: ['C', 'C'], 10: ['C', 'D'], 3: ['C', 'D']}",0,0,0.5,0.6100000000000002,37.5,37.5,12.0,8.5,1,1,1,1
