,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,iWSLS Performance,iWSLS Cooperations,Model Params
202,81,59,22,15,7035.0,14,6979.0,7,-280.0,7,0,0,"(47, 0.015, 0.5)"
203,77,63,23,15,7070.0,14,7010.5,7,-287.0,7,0,0,"(47, 0.015, 0.5)"
204,81,59,22,15,7105.0,14,7049.0,7,-294.0,7,0,0,"(47, 0.015, 0.5)"
205,77,63,23,15,7140.0,14,7080.5,7,-301.0,7,0,0,"(47, 0.015, 0.5)"
206,81,59,22,15,7175.0,14,7119.0,7,-308.0,7,0,0,"(47, 0.015, 0.5)"
207,77,63,23,15,7210.0,14,7150.5,7,-315.0,7,0,0,"(47, 0.015, 0.5)"
208,81,59,22,15,7245.0,14,7189.0,7,-322.0,7,0,0,"(47, 0.015, 0.5)"
209,77,63,23,15,7280.0,14,7220.5,7,-329.0,7,0,0,"(47, 0.015, 0.5)"
210,81,59,22,15,7315.0,14,7259.0,7,-336.0,7,0,0,"(47, 0.015, 0.5)"
211,77,63,23,15,7350.0,14,7290.5,7,-343.0,7,0,0,"(47, 0.015, 0.5)"
212,81,59,22,15,7385.0,14,7329.0,7,-350.0,7,0,0,"(47, 0.015, 0.5)"
213,77,63,23,15,7420.0,14,7360.5,7,-357.0,7,0,0,"(47, 0.015, 0.5)"
214,81,59,22,15,7455.0,14,7399.0,7,-364.0,7,0,0,"(47, 0.015, 0.5)"
215,77,63,23,15,7490.0,14,7430.5,7,-371.0,7,0,0,"(47, 0.015, 0.5)"
216,81,59,22,15,7525.0,14,7469.0,7,-378.0,7,0,0,"(47, 0.015, 0.5)"
217,77,63,23,15,7560.0,14,7500.5,7,-385.0,7,0,0,"(47, 0.015, 0.5)"
218,81,59,22,15,7595.0,14,7539.0,7,-392.0,7,0,0,"(47, 0.015, 0.5)"
219,77,63,23,15,7630.0,14,7570.5,7,-399.0,7,0,0,"(47, 0.015, 0.5)"
220,81,59,22,15,7665.0,14,7609.0,7,-406.0,7,0,0,"(47, 0.015, 0.5)"
221,77,63,23,15,7700.0,14,7640.5,7,-413.0,7,0,0,"(47, 0.015, 0.5)"
222,81,59,22,15,7735.0,14,7679.0,7,-420.0,7,0,0,"(47, 0.015, 0.5)"
223,77,63,23,15,7770.0,14,7710.5,7,-427.0,7,0,0,"(47, 0.015, 0.5)"
224,81,59,22,15,7805.0,14,7749.0,7,-434.0,7,0,0,"(47, 0.015, 0.5)"
225,77,63,23,15,7840.0,14,7780.5,7,-441.0,7,0,0,"(47, 0.015, 0.5)"
226,81,59,22,15,7875.0,14,7819.0,7,-448.0,7,0,0,"(47, 0.015, 0.5)"
227,77,63,23,15,7910.0,14,7850.5,7,-455.0,7,0,0,"(47, 0.015, 0.5)"
228,81,59,22,15,7945.0,14,7889.0,7,-462.0,7,0,0,"(47, 0.015, 0.5)"
229,77,63,23,15,7980.0,14,7920.5,7,-469.0,7,0,0,"(47, 0.015, 0.5)"
230,81,59,22,15,8015.0,14,7959.0,7,-476.0,7,0,0,"(47, 0.015, 0.5)"
231,77,63,23,15,8050.0,14,7990.5,7,-483.0,7,0,0,"(47, 0.015, 0.5)"
232,81,59,22,15,8085.0,14,8029.0,7,-490.0,7,0,0,"(47, 0.015, 0.5)"
233,77,63,23,15,8120.0,14,8060.5,7,-497.0,7,0,0,"(47, 0.015, 0.5)"
234,81,59,22,15,8155.0,14,8099.0,7,-504.0,7,0,0,"(47, 0.015, 0.5)"
235,77,63,23,15,8190.0,14,8130.5,7,-511.0,7,0,0,"(47, 0.015, 0.5)"
236,81,59,22,15,8225.0,14,8169.0,7,-518.0,7,0,0,"(47, 0.015, 0.5)"
237,77,63,23,15,8260.0,14,8200.5,7,-525.0,7,0,0,"(47, 0.015, 0.5)"
238,81,59,22,15,8295.0,14,8239.0,7,-532.0,7,0,0,"(47, 0.015, 0.5)"
239,77,63,23,15,8330.0,14,8270.5,7,-539.0,7,0,0,"(47, 0.015, 0.5)"
240,81,59,22,15,8365.0,14,8309.0,7,-546.0,7,0,0,"(47, 0.015, 0.5)"
241,77,63,23,15,8400.0,14,8340.5,7,-553.0,7,0,0,"(47, 0.015, 0.5)"
242,81,59,22,15,8435.0,14,8379.0,7,-560.0,7,0,0,"(47, 0.015, 0.5)"
243,77,63,23,15,8470.0,14,8410.5,7,-567.0,7,0,0,"(47, 0.015, 0.5)"
244,81,59,22,15,8505.0,14,8449.0,7,-574.0,7,0,0,"(47, 0.015, 0.5)"
245,77,63,23,15,8540.0,14,8480.5,7,-581.0,7,0,0,"(47, 0.015, 0.5)"
246,81,59,22,15,8575.0,14,8519.0,7,-588.0,7,0,0,"(47, 0.015, 0.5)"
247,77,63,23,15,8610.0,14,8550.5,7,-595.0,7,0,0,"(47, 0.015, 0.5)"
248,81,59,22,15,8645.0,14,8589.0,7,-602.0,7,0,0,"(47, 0.015, 0.5)"
249,77,63,23,15,8680.0,14,8620.5,7,-609.0,7,0,0,"(47, 0.015, 0.5)"
250,81,59,22,15,8715.0,14,8659.0,7,-616.0,7,0,0,"(47, 0.015, 0.5)"
