stepcount_13,strategy_13,strat code_13,move_13,probabilities_13,utility_13,common_move_13,number_coop_13,number_defect_13,outcomes_13,u1_13,u2_13,u3_13,u4_13,m1_13,m2_13,m3_13,m4_13,uv_13,ps_13,nc_13,mutC_13,simP_13,avp1_13,avp2_13,avp3_13,avp4_13,globav_13,epsilon_13,alpha_13,mood_13
True,MOODYLEARN,9,"{14: 'D', 18: 'D', 12: 'D', 8: 'D'}","{14: 0.275, 18: 0.275, 12: 0.275, 8: 0.575}",0,['D'],0,8,"{14: ['D', 'D'], 18: ['D', 'D'], 12: ['D', 'D'], 8: ['D', 'D']}",1,1,1,1,2,2,2,2,0.075,"{14: [0, 14, 'NEUTRAL'], 18: [0, 18, 'NEUTRAL'], 12: ['D', 12, 'NEUTRAL'], 8: ['D', 8, 'NEUTRAL']}",0,0,4,0.5,0.5,0.5,0.5,0.5,0.5,0.1,53.50375
2,MOODYLEARN,9,"{14: 'D', 18: 'D', 12: 'D', 8: 'D'}","{14: 0.41000000000000003, 18: 0.41000000000000003, 12: 0.41000000000000003, 8: 0.71}",4,['D'],2,2,"{14: ['D', 'D'], 18: ['D', 'D'], 12: ['D', 'D'], 8: ['D', 'D']}",2,2,2,2,2,2,2,2,0.135,"{14: ['D', 14, 'NEUTRAL'], 18: ['D', 18, 'NEUTRAL'], 12: ['D', 12, 'NEUTRAL'], 8: ['D', 8, 'NEUTRAL']}",2,0,8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.1,57.65694167708333
3,MOODYLEARN,9,"{14: 'D', 18: 'D', 12: 'C', 8: 'C'}","{14: 0.545, 18: 0.545, 12: 0.41000000000000003, 8: 0.30499999999999994}",8,Eq,1,3,"{14: ['D', 'D'], 18: ['D', 'D'], 12: ['C', 'D'], 8: ['C', 'C']}",3,3,2,5,2,2,1,1,0.135,"{14: ['D', 14, 'NEUTRAL'], 18: ['D', 18, 'NEUTRAL'], 12: ['D', 12, 'HIGH'], 8: ['C', 8, 'NEUTRAL']}",1,1,12,0.75,0.75,0.5,1.25,0.8125,0.5,0.1,62.223233836503915
4,MOODYLEARN,9,"{14: 'D', 18: 'D', 12: 'D', 8: 'C'}","{14: 0.001, 18: 0.68, 12: 0.001, 8: 0.001}",13,['D'],2,2,"{14: ['D', 'C'], 18: ['D', 'D'], 12: ['D', 'C'], 8: ['C', 'C']}",8,4,7,8,2,2,2,1,0.135,"{14: ['C', 14, 'NEUTRAL'], 18: ['D', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,1,16,1.6,0.8,1.4,1.6,1.35,0.5,0.1,76.5605641807192
5,MOODYLEARN,9,"{14: 'C', 18: 'D', 12: 'D', 8: 'C'}","{14: 0.001, 18: 0.0050000000000000044, 12: 0.001, 8: 0.001}",27,Eq,3,1,"{14: ['C', 'C'], 18: ['D', 'C'], 12: ['D', 'C'], 8: ['C', 'C']}",11,9,12,11,1,2,2,1,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",3,2,20,1.8333333333333333,1.5,2,1.8333333333333333,1.7916666666666665,0.09999999999999998,0.1,93.1157804769168
6,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'C', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",43,['C'],3,1,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['C', 'C'], 8: ['C', 'D']}",16,12,15,11,2,1,1,1,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['D', 8, 'HIGH']}",3,2,24,2.2857142857142856,1.7142857142857142,2.142857142857143,1.5714285714285714,1.9285714285714284,0.0001,0.1,99.99899285714285
7,MOODYLEARN,9,"{14: 'C', 18: 'C', 12: 'D', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",54,['C'],2,2,"{14: ['C', 'C'], 18: ['C', 'C'], 12: ['D', 'C'], 8: ['C', 'C']}",19,15,20,14,1,1,2,1,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,3,28,2.375,1.875,2.5,1.75,2.125,0.0001,0.1,99.999
8,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'D', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",68,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['D', 'C'], 8: ['C', 'D']}",24,18,25,14,2,1,2,1,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['D', 8, 'HIGH']}",2,1,32,2.6666666666666665,2,2.7777777777777777,1.5555555555555556,2.25,0.0001,0.1,99.99898888888889
9,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'D', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",81,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['D', 'C'], 8: ['C', 'C']}",29,21,30,17,2,1,2,1,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,36,2.9,2.1,3,1.7,2.425,0.0001,0.1,99.999
10,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'D', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",97,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['D', 'C'], 8: ['C', 'D']}",34,24,35,17,2,1,2,1,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['D', 8, 'HIGH']}",2,1,40,3.090909090909091,2.1818181818181817,3.1818181818181817,1.5454545454545454,2.5,0.0001,0.1,99.99898636363636
11,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'D', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",110,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['D', 'C'], 8: ['C', 'C']}",39,27,40,20,2,1,2,1,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['C', 8, 'HIGH']}",2,2,44,3.25,2.25,3.3333333333333335,1.6666666666666667,2.625,0.0001,0.1,99.999
12,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'D', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",126,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['D', 'C'], 8: ['C', 'D']}",44,30,45,20,2,1,2,1,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['D', 8, 'HIGH']}",2,1,48,3.3846153846153846,2.3076923076923075,3.4615384615384617,1.5384615384615385,2.673076923076923,0.0001,0.1,99.99898461538461
13,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'D', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",139,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['D', 'C'], 8: ['C', 'D']}",49,33,50,20,2,1,2,1,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['D', 8, 'HIGH']}",2,1,52,3.5,2.357142857142857,3.5714285714285716,1.4285714285714286,2.7142857142857144,0.0001,0.1,99.99898214285713
14,MOODYLEARN,9,"{14: 'D', 18: 'C', 12: 'D', 8: 'C'}","{14: 0.001, 18: 0.001, 12: 0.001, 8: 0.001}",152,Eq,2,2,"{14: ['D', 'C'], 18: ['C', 'C'], 12: ['D', 'C'], 8: ['C', 'D']}",54,36,55,20,2,1,2,1,0.135,"{14: ['C', 14, 'HIGH'], 18: ['C', 18, 'HIGH'], 12: ['C', 12, 'HIGH'], 8: ['D', 8, 'HIGH']}",2,1,56,3.6,2.4,3.6666666666666665,1.3333333333333333,2.75,0.0001,0.1,99.99898
