stepcount_6,strategy_6,strat code_6,move_6,probabilities_6,utility_6,common_move_6,number_coop_6,number_defect_6,outcomes_6,u1_6,u2_6,u3_6,u4_6,m1_6,m2_6,m3_6,m4_6,uv_6,ps_6,nc_6,mutC_6,simP_6,avp1_6,avp2_6,avp3_6,avp4_6,globav_6,epsilon_6,alpha_6,mood_6
True,MOODYLEARN,9,"{7: 'D', 11: 'D', 1: 'D'}","{7: 0.26, 11: 0.26, 1: 0.56}",0,['D'],0,6,"{7: ['D', 'D'], 11: ['D', 'D'], 1: ['D', 'D']}",1,1,1,None,2,2,2,None,0.06,"{7: [0, 7, 'NEUTRAL'], 11: [0, 11, 'NEUTRAL'], 1: ['D', 1, 'NEUTRAL']}",0,0,3,0.5,0.5,0.5,None,0.5,0.5,0.1,52.50375
2,MOODYLEARN,9,"{7: 'D', 11: 'D', 1: 'D'}","{7: 0.365, 11: 0.365, 1: 0.665}",3,['D'],3,0,"{7: ['D', 'D'], 11: ['D', 'D'], 1: ['D', 'D']}",2,2,2,None,2,2,2,None,0.105,"{7: ['D', 7, 'NEUTRAL'], 11: ['D', 11, 'NEUTRAL'], 1: ['D', 1, 'NEUTRAL']}",3,0,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,None,0.6666666666666666,0.5,0.1,55.66027223263889
3,MOODYLEARN,9,"{7: 'C', 11: 'C', 1: 'C'}","{7: 0.365, 11: 0.04999999999999999, 1: 0.35000000000000003}",6,['C'],1,2,"{7: ['C', 'D'], 11: ['C', 'C'], 1: ['C', 'C']}",2,5,5,None,1,1,1,None,0.105,"{7: ['D', 7, 'NEUTRAL'], 11: ['C', 11, 'NEUTRAL'], 1: ['C', 1, 'NEUTRAL']}",1,2,9,0.5,1.25,1.25,None,1.0,0.5,0.1,61.84545217902285
4,MOODYLEARN,9,"{7: 'D', 11: 'C', 1: 'D'}","{7: 0.47, 11: 0.001, 1: 0.001}",12,['D'],1,2,"{7: ['D', 'D'], 11: ['C', 'C'], 1: ['D', 'C']}",3,8,10,None,2,1,2,None,0.105,"{7: ['D', 7, 'NEUTRAL'], 11: ['C', 11, 'NEUTRAL'], 1: ['C', 1, 'NEUTRAL']}",1,1,12,0.6,1.6,2,None,1.4,0.5,0.1,70.88286900183478
5,MOODYLEARN,9,"{7: 'D', 11: 'C', 1: 'D'}","{7: 0.001, 11: 0.001, 1: 0.001}",21,['D'],2,1,"{7: ['D', 'C'], 11: ['C', 'C'], 1: ['D', 'C']}",8,11,15,None,2,1,2,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['C', 11, 'NEUTRAL'], 1: ['C', 1, 'NEUTRAL']}",2,1,15,1.3333333333333333,1.8333333333333333,2.5,None,1.8888888888888888,0.09999999999999998,0.1,84.2139831681267
6,MOODYLEARN,9,"{7: 'C', 11: 'C', 1: 'D'}","{7: 0.001, 11: 0.001, 1: 0.001}",34,['C'],2,1,"{7: ['C', 'D'], 11: ['C', 'D'], 1: ['D', 'C']}",8,11,20,None,1,1,2,None,0.105,"{7: ['D', 7, 'HIGH'], 11: ['D', 11, 'HIGH'], 1: ['C', 1, 'NEUTRAL']}",2,0,18,1.1428571428571428,1.5714285714285714,2.857142857142857,None,1.8571428571428572,0.0001,0.1,89.48229523765524
7,MOODYLEARN,9,"{7: 'C', 11: 'C', 1: 'D'}","{7: 0.001, 11: 0.001, 1: 0.106}",39,['C'],3,0,"{7: ['C', 'C'], 11: ['C', 'C'], 1: ['D', 'D']}",11,14,21,None,1,1,2,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['C', 11, 'HIGH'], 1: ['D', 1, 'HIGH']}",3,2,21,1.375,1.75,2.625,None,1.9166666666666667,0.0001,0.1,96.47745779823893
8,MOODYLEARN,9,"{7: 'C', 11: 'C', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.001}",46,['C'],3,0,"{7: ['C', 'C'], 11: ['C', 'D'], 1: ['C', 'C']}",14,14,24,None,1,1,1,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['D', 11, 'HIGH'], 1: ['C', 1, 'HIGH']}",3,2,24,1.5555555555555556,1.5555555555555556,2.6666666666666665,None,1.9259259259259258,0.0001,0.1,99.999
9,MOODYLEARN,9,"{7: 'C', 11: 'C', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.001}",52,['C'],3,0,"{7: ['C', 'C'], 11: ['C', 'C'], 1: ['C', 'C']}",17,17,27,None,1,1,1,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['C', 11, 'HIGH'], 1: ['C', 1, 'HIGH']}",3,3,27,1.7,1.7,2.7,None,2.033333333333333,0.0001,0.1,99.999
10,MOODYLEARN,9,"{7: 'C', 11: 'C', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.001}",61,['C'],3,0,"{7: ['C', 'C'], 11: ['C', 'D'], 1: ['C', 'C']}",20,17,30,None,1,1,1,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['D', 11, 'HIGH'], 1: ['C', 1, 'HIGH']}",3,2,30,1.8181818181818181,1.5454545454545454,2.727272727272727,None,2.0303030303030303,0.0001,0.1,99.999
