stepcount_7,strategy_7,strat code_7,move_7,probabilities_7,utility_7,common_move_7,number_coop_7,number_defect_7,outcomes_7,p1_7,p2_7,p3_7,p4_7,u1_7,u2_7,u3_7,u4_7,m1_7,m2_7,m3_7,m4_7
True,VPP,6,"{8: 'C', 15: 'C', 6: 'C'}","{8: 0.47, 15: 0.47, 6: 0.47}",0,['C'],3,0,"{8: ['C', 'C'], 15: ['C', 'C'], 6: ['C', 'C']}",0.47,0.47,0.47,None,1.5,1.5,1.5,None,1,1,1,None
2,VPP,6,"{8: 'C', 15: 'C', 6: 'C'}","{8: 0.51, 15: 0.51, 6: 0.43999999999999995}",4.5,['C'],3,0,"{8: ['C', 'D'], 15: ['C', 'D'], 6: ['C', 'C']}",0.51,0.51,0.43999999999999995,None,-0.5,-0.5,3.0,None,1,1,1,None
3,VPP,6,"{8: 'C', 15: 'C', 6: 'C'}","{8: 0.48, 15: 0.48, 6: 0.4099999999999999}",2.0,['C'],3,0,"{8: ['C', 'C'], 15: ['C', 'C'], 6: ['C', 'C']}",0.48,0.48,0.4099999999999999,None,1.0,1.0,4.5,None,1,1,1,None
4,VPP,6,"{8: 'C', 15: 'C', 6: 'D'}","{8: 0.44999999999999996, 15: 0.52, 6: 0.36999999999999994}",6.5,['C'],2,1,"{8: ['C', 'C'], 15: ['C', 'D'], 6: ['D', 'C']}",0.44999999999999996,0.52,0.36999999999999994,None,2.5,-1.0,6.5,None,1,1,2,None
5,VPP,6,"{8: 'D', 15: 'C', 6: 'C'}","{8: 0.41, 15: 0.49, 6: 0.4099999999999999}",8.0,['C'],2,1,"{8: ['D', 'C'], 15: ['C', 'C'], 6: ['C', 'D']}",0.41,0.49,0.4099999999999999,None,4.5,0.5,4.5,None,2,1,1,None
6,VPP,6,"{8: 'C', 15: 'D', 6: 'C'}","{8: 0.38, 15: 0.45, 6: 0.4499999999999999}",9.5,['C'],2,1,"{8: ['C', 'C'], 15: ['D', 'C'], 6: ['C', 'D']}",0.38,0.45,0.4499999999999999,None,6.0,2.5,2.5,None,1,2,1,None
7,VPP,6,"{8: 'C', 15: 'D', 6: 'C'}","{8: 0.42, 15: 0.41000000000000003, 6: 0.4899999999999999}",11.0,['C'],2,1,"{8: ['C', 'D'], 15: ['D', 'C'], 6: ['C', 'D']}",0.42,0.41000000000000003,0.4899999999999999,None,4.0,4.5,0.5,None,1,2,1,None
8,VPP,6,"{8: 'C', 15: 'C', 6: 'C'}","{8: 0.39, 15: 0.38, 6: 0.5299999999999999}",9.0,['C'],3,0,"{8: ['C', 'C'], 15: ['C', 'C'], 6: ['C', 'D']}",0.39,0.38,0.5299999999999999,None,5.5,6.0,-1.5,None,1,1,1,None
9,VPP,6,"{8: 'C', 15: 'C', 6: 'D'}","{8: 0.36, 15: 0.42, 6: 0.5499999999999999}",10.0,['C'],2,1,"{8: ['C', 'C'], 15: ['C', 'D'], 6: ['D', 'D']}",0.36,0.42,0.5499999999999999,None,7.0,4.0,-0.5,None,1,1,2,None
10,VPP,6,"{8: 'C', 15: 'C', 6: 'C'}","{8: 0.39999999999999997, 15: 0.45999999999999996, 6: 0.5199999999999999}",10.5,['C'],3,0,"{8: ['C', 'D'], 15: ['C', 'D'], 6: ['C', 'C']}",0.39999999999999997,0.45999999999999996,0.5199999999999999,None,5.0,2.0,1.0,None,1,1,1,None
