stepcount_29,strategy_29,strat code_29,move_29,probabilities_29,utility_29,common_move_29,number_coop_29,number_defect_29,outcomes_29,p1_29,p2_29,p3_29,p4_29,u1_29,u2_29,u3_29,u4_29,m1_29,m2_29,m3_29,m4_29
True,VPP,6,"{30: 'C', 37: 'C', 28: 'D', 21: 'D'}","{30: 0.54, 37: 0.54, 28: 0.46, 21: 0.46}",0,Eq,2,2,"{30: ['C', 'D'], 37: ['C', 'D'], 28: ['D', 'C'], 21: ['D', 'C']}",0.54,0.54,0.46,0.46,-2,-2,2,2,1,1,2,2
2,VPP,6,"{30: 'D', 37: 'C', 28: 'D', 21: 'D'}","{30: 0.5, 37: 0.5800000000000001, 28: 0.48000000000000004, 21: 0.48000000000000004}",0,['D'],1,3,"{30: ['D', 'C'], 37: ['C', 'D'], 28: ['D', 'D'], 21: ['D', 'D']}",0.5,0.5800000000000001,0.48000000000000004,0.48000000000000004,0,-4,3,3,2,1,2,2
3,VPP,6,"{30: 'C', 37: 'D', 28: 'C', 21: 'D'}","{30: 0.47, 37: 0.54, 28: 0.45000000000000007, 21: 0.44000000000000006}",2,Eq,2,2,"{30: ['C', 'C'], 37: ['D', 'C'], 28: ['C', 'C'], 21: ['D', 'C']}",0.47,0.54,0.45000000000000007,0.44000000000000006,1.5,-2,4.5,5,1,2,1,2
4,VPP,6,"{30: 'D', 37: 'C', 28: 'C', 21: 'C'}","{30: 0.49, 37: 0.5800000000000001, 28: 0.42000000000000004, 21: 0.41000000000000003}",9.0,['C'],3,1,"{30: ['D', 'D'], 37: ['C', 'D'], 28: ['C', 'C'], 21: ['C', 'C']}",0.49,0.5800000000000001,0.42000000000000004,0.41000000000000003,2.5,-4,6.0,6.5,2,1,1,1
5,VPP,6,"{30: 'C', 37: 'C', 28: 'C', 21: 'C'}","{30: 0.45999999999999996, 37: 0.6200000000000001, 28: 0.39, 21: 0.45}",11.0,['C'],4,0,"{30: ['C', 'C'], 37: ['C', 'D'], 28: ['C', 'C'], 21: ['C', 'D']}",0.45999999999999996,0.6200000000000001,0.39,0.45,4.0,-6,7.5,4.5,1,1,1,1
6,VPP,6,"{30: 'C', 37: 'C', 28: 'C', 21: 'C'}","{30: 0.49999999999999994, 37: 0.5900000000000001, 28: 0.36, 21: 0.49}",10.0,['C'],4,0,"{30: ['C', 'D'], 37: ['C', 'C'], 28: ['C', 'C'], 21: ['C', 'D']}",0.49999999999999994,0.5900000000000001,0.36,0.49,2.0,-4.5,9.0,2.5,1,1,1,1
7,VPP,6,"{30: 'C', 37: 'C', 28: 'C', 21: 'C'}","{30: 0.5399999999999999, 37: 0.56, 28: 0.32999999999999996, 21: 0.53}",9.0,['C'],4,0,"{30: ['C', 'D'], 37: ['C', 'C'], 28: ['C', 'C'], 21: ['C', 'D']}",0.5399999999999999,0.56,0.32999999999999996,0.53,0.0,-3.0,10.5,0.5,1,1,1,1
8,VPP,6,"{30: 'D', 37: 'C', 28: 'C', 21: 'D'}","{30: 0.49999999999999994, 37: 0.53, 28: 0.29999999999999993, 21: 0.49000000000000005}",8.0,Eq,2,2,"{30: ['D', 'C'], 37: ['C', 'C'], 28: ['C', 'C'], 21: ['D', 'C']}",0.49999999999999994,0.53,0.29999999999999993,0.49000000000000005,2.0,-1.5,12.0,2.5,2,1,1,2
9,VPP,6,"{30: 'D', 37: 'D', 28: 'C', 21: 'D'}","{30: 0.45999999999999996, 37: 0.55, 28: 0.2699999999999999, 21: 0.51}",15.0,['D'],1,3,"{30: ['D', 'C'], 37: ['D', 'D'], 28: ['C', 'C'], 21: ['D', 'D']}",0.45999999999999996,0.55,0.2699999999999999,0.51,4.0,-0.5,13.5,3.5,2,2,1,2
10,VPP,6,"{30: 'C', 37: 'D', 28: 'C', 21: 'D'}","{30: 0.42999999999999994, 37: 0.51, 28: 0.2399999999999999, 21: 0.53}",20.5,Eq,2,2,"{30: ['C', 'C'], 37: ['D', 'C'], 28: ['C', 'C'], 21: ['D', 'D']}",0.42999999999999994,0.51,0.2399999999999999,0.53,5.5,1.5,15.0,4.5,1,2,1,2
11,VPP,6,"{30: 'D', 37: 'C', 28: 'C', 21: 'D'}","{30: 0.38999999999999996, 37: 0.48, 28: 0.2099999999999999, 21: 0.55}",26.5,Eq,2,2,"{30: ['D', 'C'], 37: ['C', 'C'], 28: ['C', 'C'], 21: ['D', 'D']}",0.38999999999999996,0.48,0.2099999999999999,0.55,7.5,3.0,16.5,5.5,2,1,1,2
