stepcount_29,strategy_29,strat code_29,move_29,probabilities_29,utility_29,common_move_29,number_coop_29,number_defect_29,outcomes_29,p1_29,p2_29,p3_29,p4_29,u1_29,u2_29,u3_29,u4_29,m1_29,m2_29,m3_29,m4_29
12,VPP,6,"{30: 'C', 37: 'C', 28: 'C', 21: 'C'}","{30: 0.42999999999999994, 37: 0.52, 28: 0.1799999999999999, 21: 0.52}",32.5,['C'],4,0,"{30: ['C', 'D'], 37: ['C', 'D'], 28: ['C', 'C'], 21: ['C', 'C']}",0.42999999999999994,0.52,0.1799999999999999,0.52,5.5,1.0,18.0,7.0,1,1,1,1
13,VPP,6,"{30: 'D', 37: 'D', 28: 'C', 21: 'D'}","{30: 0.38999999999999996, 37: 0.48000000000000004, 28: 0.1499999999999999, 21: 0.48000000000000004}",31.5,['D'],1,3,"{30: ['D', 'C'], 37: ['D', 'C'], 28: ['C', 'C'], 21: ['D', 'C']}",0.38999999999999996,0.48000000000000004,0.1499999999999999,0.48000000000000004,7.5,3.0,19.5,9.0,2,2,1,2
14,VPP,6,"{30: 'D', 37: 'D', 28: 'C', 21: 'D'}","{30: 0.35, 37: 0.5, 28: 0.11999999999999991, 21: 0.5}",39.0,['D'],1,3,"{30: ['D', 'C'], 37: ['D', 'D'], 28: ['C', 'C'], 21: ['D', 'D']}",0.35,0.5,0.11999999999999991,0.5,9.5,4.0,21.0,10.0,2,2,1,2
15,VPP,6,"{30: 'D', 37: 'C', 28: 'C', 21: 'C'}","{30: 0.37, 37: 0.47, 28: 0.08999999999999991, 21: 0.54}",44.5,['C'],3,1,"{30: ['D', 'D'], 37: ['C', 'C'], 28: ['C', 'C'], 21: ['C', 'D']}",0.37,0.47,0.08999999999999991,0.54,10.5,5.5,22.5,8.0,2,1,1,1
16,VPP,6,"{30: 'C', 37: 'D', 28: 'C', 21: 'D'}","{30: 0.33999999999999997, 37: 0.43, 28: 0.059999999999999915, 21: 0.5}",46.5,Eq,2,2,"{30: ['C', 'C'], 37: ['D', 'C'], 28: ['C', 'C'], 21: ['D', 'C']}",0.33999999999999997,0.43,0.059999999999999915,0.5,12.0,7.5,24.0,10.0,1,2,1,2
17,VPP,6,"{30: 'D', 37: 'C', 28: 'C', 21: 'D'}","{30: 0.36, 37: 0.4, 28: 0.029999999999999916, 21: 0.52}",53.5,Eq,2,2,"{30: ['D', 'D'], 37: ['C', 'C'], 28: ['C', 'C'], 21: ['D', 'D']}",0.36,0.4,0.029999999999999916,0.52,13.0,9.0,25.5,11.0,2,1,1,2
18,VPP,6,"{30: 'C', 37: 'D', 28: 'C', 21: 'C'}","{30: 0.39999999999999997, 37: 0.36000000000000004, 28: 0, 21: 0.56}",58.5,['C'],3,1,"{30: ['C', 'D'], 37: ['D', 'C'], 28: ['C', 'C'], 21: ['C', 'D']}",0.39999999999999997,0.36000000000000004,0,0.56,11.0,11.0,27.0,9.0,1,2,1,1
19,VPP,6,"{30: 'C', 37: 'D', 28: 'C', 21: 'C'}","{30: 0.43999999999999995, 37: 0.38000000000000006, 28: 0, 21: 0.6000000000000001}",58.0,['C'],3,1,"{30: ['C', 'D'], 37: ['D', 'D'], 28: ['C', 'C'], 21: ['C', 'D']}",0.43999999999999995,0.38000000000000006,0,0.6000000000000001,9.0,12.0,28.5,7.0,1,2,1,1
20,VPP,6,"{30: 'D', 37: 'C', 28: 'C', 21: 'D'}","{30: 0.45999999999999996, 37: 0.3500000000000001, 28: 0, 21: 0.6200000000000001}",56.5,Eq,2,2,"{30: ['D', 'D'], 37: ['C', 'C'], 28: ['C', 'C'], 21: ['D', 'D']}",0.45999999999999996,0.3500000000000001,0,0.6200000000000001,10.0,13.5,30.0,8.0,2,1,1,2
21,VPP,6,"{30: 'D', 37: 'D', 28: 'C', 21: 'D'}","{30: 0.42, 37: 0.3700000000000001, 28: 0, 21: 0.5800000000000001}",61.5,['D'],1,3,"{30: ['D', 'C'], 37: ['D', 'D'], 28: ['C', 'C'], 21: ['D', 'C']}",0.42,0.3700000000000001,0,0.5800000000000001,12.0,14.5,31.5,10.0,2,2,1,2
22,VPP,6,"{30: 'D', 37: 'D', 28: 'C', 21: 'C'}","{30: 0.38, 37: 0.3900000000000001, 28: 0, 21: 0.6200000000000001}",68.0,Eq,2,2,"{30: ['D', 'C'], 37: ['D', 'D'], 28: ['C', 'C'], 21: ['C', 'D']}",0.38,0.3900000000000001,0,0.6200000000000001,14.0,15.5,33.0,8.0,2,2,1,1
23,VPP,6,"{30: 'C', 37: 'D', 28: 'C', 21: 'C'}","{30: 0.42, 37: 0.35000000000000014, 28: 0, 21: 0.6600000000000001}",70.5,['C'],3,1,"{30: ['C', 'D'], 37: ['D', 'C'], 28: ['C', 'C'], 21: ['C', 'D']}",0.42,0.35000000000000014,0,0.6600000000000001,12.0,17.5,34.5,6.0,1,2,1,1
24,VPP,6,"{30: 'D', 37: 'C', 28: 'C', 21: 'D'}","{30: 0.44, 37: 0.3900000000000001, 28: 0, 21: 0.6200000000000001}",70.0,Eq,2,2,"{30: ['D', 'D'], 37: ['C', 'D'], 28: ['C', 'C'], 21: ['D', 'C']}",0.44,0.3900000000000001,0,0.6200000000000001,13.0,15.5,36.0,8.0,2,1,1,2
25,VPP,6,"{30: 'D', 37: 'D', 28: 'C', 21: 'D'}","{30: 0.4, 37: 0.35000000000000014, 28: 0, 21: 0.6400000000000001}",72.5,['D'],1,3,"{30: ['D', 'C'], 37: ['D', 'C'], 28: ['C', 'C'], 21: ['D', 'D']}",0.4,0.35000000000000014,0,0.6400000000000001,15.0,17.5,37.5,9.0,2,2,1,2
26,VPP,6,"{30: 'C', 37: 'C', 28: 'C', 21: 'D'}","{30: 0.44, 37: 0.3900000000000001, 28: 0, 21: 0.6600000000000001}",79.0,['C'],3,1,"{30: ['C', 'D'], 37: ['C', 'D'], 28: ['C', 'C'], 21: ['D', 'D']}",0.44,0.3900000000000001,0,0.6600000000000001,13.0,15.5,39.0,10.0,1,1,1,2
