stepcount_18,strategy_18,strat code_18,move_18,probabilities_18,utility_18,common_move_18,number_coop_18,number_defect_18,outcomes_18,u1_18,u2_18,u3_18,u4_18,m1_18,m2_18,m3_18,m4_18,uv_18,ps_18,nc_18,mutC_18,simP_18,avp1_18,avp2_18,avp3_18,avp4_18,globav_18,epsilon_18,alpha_18,mood_18
True,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'C', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.275}",0,['C'],8,0,"{19: ['C', 'C'], 23: ['C', 'C'], 17: ['C', 'C'], 13: ['C', 'C']}",3,3,3,3,1,1,1,1,0.075,"{19: [0, 19, 'NEUTRAL'], 23: [0, 23, 'NEUTRAL'], 17: ['C', 17, 'NEUTRAL'], 13: ['C', 13, 'NEUTRAL']}",8,4,4,1.5,1.5,1.5,1.5,1.5,0.5,0.1,60.53375
2,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'C', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",12,['C'],3,1,"{19: ['C', 'C'], 23: ['C', 'C'], 17: ['C', 'C'], 13: ['C', 'C']}",6,6,6,6,1,1,1,1,0.135,"{19: ['C', 19, 'NEUTRAL'], 23: ['C', 23, 'NEUTRAL'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",3,4,8,2,2,2,2,2,0.5,0.1,72.91242584374999
3,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'D', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",24,['C'],3,1,"{19: ['C', 'C'], 23: ['C', 'C'], 17: ['D', 'C'], 13: ['C', 'D']}",9,9,11,6,1,1,2,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['C', 23, 'NEUTRAL'], 17: ['C', 17, 'HIGH'], 13: ['D', 13, 'HIGH']}",3,2,12,2.25,2.25,2.75,1.5,2.1875,0.0001,0.1,84.10596938681509
4,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'D', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",35,['C'],3,1,"{19: ['C', 'C'], 23: ['C', 'D'], 17: ['D', 'C'], 13: ['C', 'C']}",12,9,16,9,1,1,2,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['D', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",3,2,16,2.4,1.8,3.2,1.8,2.3,0.0001,0.1,95.2537612549694
5,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'D', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",46,['C'],3,1,"{19: ['C', 'C'], 23: ['C', 'D'], 17: ['D', 'C'], 13: ['C', 'C']}",15,9,21,12,1,1,2,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['D', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",3,2,20,2.5,1.5,3.5,2,2.375,0.0001,0.1,99.999
6,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'D', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",57,['C'],3,1,"{19: ['C', 'C'], 23: ['C', 'D'], 17: ['D', 'C'], 13: ['C', 'C']}",18,9,26,15,1,1,2,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['D', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",3,2,24,2.5714285714285716,1.2857142857142858,3.7142857142857144,2.142857142857143,2.428571428571429,0.0001,0.1,99.999
7,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'D', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",68,['C'],3,1,"{19: ['C', 'C'], 23: ['C', 'D'], 17: ['D', 'C'], 13: ['C', 'C']}",21,9,31,18,1,1,2,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['D', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",3,2,28,2.625,1.125,3.875,2.25,2.46875,0.0001,0.1,99.999
8,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'D', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",79,['C'],3,1,"{19: ['C', 'C'], 23: ['C', 'D'], 17: ['D', 'C'], 13: ['C', 'C']}",24,9,36,21,1,1,2,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['D', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",3,2,32,2.6666666666666665,1,4,2.3333333333333335,2.5,0.0001,0.1,99.999
9,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'D', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",90,['C'],3,1,"{19: ['C', 'C'], 23: ['C', 'D'], 17: ['D', 'C'], 13: ['C', 'C']}",27,9,41,24,1,1,2,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['D', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",3,2,36,2.7,0.9,4.1,2.4,2.525,0.0001,0.1,99.999
10,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'D', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",101,['C'],3,1,"{19: ['C', 'C'], 23: ['C', 'D'], 17: ['D', 'C'], 13: ['C', 'C']}",30,9,46,27,1,1,2,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['D', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",3,2,40,2.727272727272727,0.8181818181818182,4.181818181818182,2.4545454545454546,2.5454545454545454,0.0001,0.1,99.999
