stepcount_25,strategy_25,strat code_25,move_25,probabilities_25,utility_25,common_move_25,number_coop_25,number_defect_25,outcomes_25,u1_25,u2_25,u3_25,u4_25,m1_25,m2_25,m3_25,m4_25,uv_25,ps_25,nc_25,mutC_25,simP_25,avp1_25,avp2_25,avp3_25,avp4_25,globav_25,epsilon_25,alpha_25,mood_25
True,MOODYLEARN,9,"{24: 'D', 20: 'D'}","{24: 0.245, 20: 0.245}",0,['D'],0,4,"{24: ['D', 'D'], 20: ['D', 'D']}",1,1,None,None,2,2,None,None,0.045,"{24: ['D', 24, 'NEUTRAL'], 20: ['D', 20, 'NEUTRAL']}",0,0,2,0.5,0.5,None,None,0.5,0.5,0.1,52.0
2,MOODYLEARN,9,"{24: 'D', 20: 'D'}","{24: 0.32, 20: 0.32}",2,['D'],0,2,"{24: ['D', 'D'], 20: ['D', 'D']}",2,2,None,None,2,2,None,None,0.075,"{24: ['D', 24, 'NEUTRAL'], 20: ['D', 20, 'NEUTRAL']}",0,0,4,0.6666666666666666,0.6666666666666666,None,None,0.6666666666666666,0.5,0.1,54.0
3,MOODYLEARN,9,"{24: 'D', 20: 'D'}","{24: 0.001, 20: 0.001}",4,['D'],2,0,"{24: ['D', 'C'], 20: ['D', 'C']}",7,7,None,None,2,2,None,None,0.075,"{24: ['C', 24, 'NEUTRAL'], 20: ['C', 20, 'NEUTRAL']}",2,0,6,1.75,1.75,None,None,1.75,0.5,0.1,65.0803125
4,MOODYLEARN,9,"{24: 'C', 20: 'C'}","{24: 0.001, 20: 0.001}",14,['C'],1,1,"{24: ['C', 'D'], 20: ['C', 'C']}",7,10,None,None,1,1,None,None,0.075,"{24: ['D', 24, 'HIGH'], 20: ['C', 20, 'NEUTRAL']}",1,1,8,1.4,2,None,None,1.7,0.5,0.1,68.42950937500001
5,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",17,Eq,1,1,"{24: ['C', 'D'], 20: ['D', 'C']}",7,15,None,None,1,2,None,None,0.075,"{24: ['D', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,0,10,1.1666666666666667,2.5,None,None,1.8333333333333335,0.5,0.1,73.69698158723959
6,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.076}",22,Eq,2,0,"{24: ['C', 'D'], 20: ['D', 'D']}",7,16,None,None,1,2,None,None,0.075,"{24: ['D', 24, 'HIGH'], 20: ['D', 20, 'HIGH']}",2,0,12,1,2.2857142857142856,None,None,1.6428571428571428,0.5,0.1,74.70234955018097
7,MOODYLEARN,9,"{24: 'C', 20: 'C'}","{24: 0.001, 20: 0.001}",23,['C'],1,1,"{24: ['C', 'C'], 20: ['C', 'C']}",10,19,None,None,1,1,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,2,14,1.25,2.375,None,None,1.8125,0.09999999999999998,0.1,80.66880230806376
8,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",29,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",13,24,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,16,1.4444444444444444,2.6666666666666665,None,None,2.0555555555555554,0.0001,0.1,88.72977770222117
9,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",37,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",16,29,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,18,1.6,2.9,None,None,2.25,0.0001,0.1,96.7847339696585
10,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",45,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",19,34,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,20,1.7272727272727273,3.090909090909091,None,None,2.409090909090909,0.0001,0.1,99.999
11,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",53,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",22,39,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,22,1.8333333333333333,3.25,None,None,2.5416666666666665,0.0001,0.1,99.999
12,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",61,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",25,44,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,24,1.9230769230769231,3.3846153846153846,None,None,2.6538461538461537,0.0001,0.1,99.999
13,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",69,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",28,49,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,26,2,3.5,None,None,2.75,0.0001,0.1,99.999
14,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",77,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",31,54,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,28,2.066666666666667,3.6,None,None,2.8333333333333335,0.0001,0.1,99.999
15,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",85,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",34,59,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,30,2.125,3.6875,None,None,2.90625,0.0001,0.1,99.999
16,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",93,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",37,64,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,32,2.176470588235294,3.764705882352941,None,None,2.9705882352941178,0.0001,0.1,99.999
17,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",101,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",40,69,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,34,2.2222222222222223,3.8333333333333335,None,None,3.0277777777777777,0.0001,0.1,99.999
18,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",109,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",43,74,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,36,2.263157894736842,3.8947368421052633,None,None,3.0789473684210527,0.0001,0.1,99.999
19,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",117,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",46,79,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,38,2.3,3.95,None,None,3.125,0.0001,0.1,99.999
20,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",125,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",49,84,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,40,2.3333333333333335,4,None,None,3.166666666666667,0.0001,0.1,99.999
21,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",133,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",52,89,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,42,2.3636363636363638,4.045454545454546,None,None,3.204545454545455,0.0001,0.1,99.999
22,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",141,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",55,94,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,44,2.391304347826087,4.086956521739131,None,None,3.239130434782609,0.0001,0.1,99.999
23,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",149,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",58,99,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,46,2.4166666666666665,4.125,None,None,3.270833333333333,0.0001,0.1,99.999
24,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",157,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",61,104,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,48,2.44,4.16,None,None,3.3,0.0001,0.1,99.999
25,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",165,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",64,109,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,50,2.4615384615384617,4.1923076923076925,None,None,3.326923076923077,0.0001,0.1,99.999
26,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",173,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",67,114,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,52,2.4814814814814814,4.222222222222222,None,None,3.351851851851852,0.0001,0.1,99.999
27,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",181,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",70,119,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,54,2.5,4.25,None,None,3.375,0.0001,0.1,99.999
28,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",189,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",73,124,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,56,2.5172413793103448,4.275862068965517,None,None,3.3965517241379306,0.0001,0.1,99.999
29,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",197,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",76,129,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,58,2.533333333333333,4.3,None,None,3.4166666666666665,0.0001,0.1,99.999
30,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",205,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",79,134,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,60,2.5483870967741935,4.32258064516129,None,None,3.435483870967742,0.0001,0.1,99.999
31,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",213,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",82,139,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,62,2.5625,4.34375,None,None,3.453125,0.0001,0.1,99.999
32,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",221,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",85,144,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,64,2.5757575757575757,4.363636363636363,None,None,3.4696969696969697,0.0001,0.1,99.999
33,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",229,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",88,149,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,66,2.588235294117647,4.382352941176471,None,None,3.485294117647059,0.0001,0.1,99.999
34,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",237,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",91,154,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,68,2.6,4.4,None,None,3.5,0.0001,0.1,99.999
35,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",245,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",94,159,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,70,2.611111111111111,4.416666666666667,None,None,3.5138888888888893,0.0001,0.1,99.999
36,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",253,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",97,164,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,72,2.6216216216216215,4.4324324324324325,None,None,3.527027027027027,0.0001,0.1,99.999
37,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",261,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",100,169,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,74,2.6315789473684212,4.447368421052632,None,None,3.5394736842105265,0.0001,0.1,99.999
38,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",269,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",103,174,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,76,2.641025641025641,4.461538461538462,None,None,3.551282051282051,0.0001,0.1,99.999
39,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",277,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",106,179,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,78,2.65,4.475,None,None,3.5625,0.0001,0.1,99.999
40,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",285,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",109,184,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,80,2.658536585365854,4.487804878048781,None,None,3.573170731707317,0.0001,0.1,99.999
41,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",293,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",112,189,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,82,2.6666666666666665,4.5,None,None,3.583333333333333,0.0001,0.1,99.999
42,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",301,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",115,194,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,84,2.6744186046511627,4.511627906976744,None,None,3.5930232558139537,0.0001,0.1,99.999
43,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",309,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",118,199,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,86,2.6818181818181817,4.5227272727272725,None,None,3.602272727272727,0.0001,0.1,99.999
44,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",317,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",121,204,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,88,2.688888888888889,4.533333333333333,None,None,3.611111111111111,0.0001,0.1,99.999
45,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",325,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",124,209,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,90,2.6956521739130435,4.543478260869565,None,None,3.6195652173913047,0.0001,0.1,99.999
46,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",333,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",127,214,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,92,2.702127659574468,4.553191489361702,None,None,3.627659574468085,0.0001,0.1,99.999
47,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",341,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",130,219,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,94,2.7083333333333335,4.5625,None,None,3.635416666666667,0.0001,0.1,99.999
48,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",349,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",133,224,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,96,2.7142857142857144,4.571428571428571,None,None,3.642857142857143,0.0001,0.1,99.999
49,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",357,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",136,229,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,98,2.72,4.58,None,None,3.6500000000000004,0.0001,0.1,99.999
50,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",365,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",139,234,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,100,2.7254901960784315,4.588235294117647,None,None,3.656862745098039,0.0001,0.1,99.999
51,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",373,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",142,239,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,102,2.730769230769231,4.596153846153846,None,None,3.6634615384615383,0.0001,0.1,99.999
52,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",381,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",145,244,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,104,2.7358490566037736,4.60377358490566,None,None,3.669811320754717,0.0001,0.1,99.999
53,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",389,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",148,249,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,106,2.740740740740741,4.611111111111111,None,None,3.6759259259259256,0.0001,0.1,99.999
54,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",397,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",151,254,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,108,2.7454545454545456,4.618181818181818,None,None,3.6818181818181817,0.0001,0.1,99.999
55,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",405,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",154,259,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,110,2.75,4.625,None,None,3.6875,0.0001,0.1,99.999
56,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",413,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",157,264,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,112,2.754385964912281,4.631578947368421,None,None,3.692982456140351,0.0001,0.1,99.999
57,MOODYLEARN,9,"{24: 'C', 20: 'D'}","{24: 0.001, 20: 0.001}",421,Eq,1,1,"{24: ['C', 'C'], 20: ['D', 'C']}",160,269,None,None,1,2,None,None,0.075,"{24: ['C', 24, 'HIGH'], 20: ['C', 20, 'HIGH']}",1,1,114,2.7586206896551726,4.637931034482759,None,None,3.6982758620689657,0.0001,0.1,99.999
