stepcount_38,strategy_38,strat code_38,move_38,probabilities_38,utility_38,common_move_38,number_coop_38,number_defect_38,outcomes_38,p1_38,p2_38,p3_38,p4_38,u1_38,u2_38,u3_38,u4_38,m1_38,m2_38,m3_38,m4_38
12,VPP,6,"{39: 'D', 46: 'D', 37: 'D', 30: 'D'}","{39: 0.5, 46: 0.37000000000000005, 37: 0.47000000000000003, 30: 0.45000000000000007}",26.5,['D'],0,4,"{39: ['D', 'C'], 46: ['D', 'C'], 37: ['D', 'C'], 30: ['D', 'C']}",0.5,0.37000000000000005,0.47000000000000003,0.45000000000000007,8,8.5,7.5,10.5,2,2,2,2
13,VPP,6,"{39: 'C', 46: 'C', 37: 'C', 30: 'D'}","{39: 0.54, 46: 0.3400000000000001, 37: 0.44000000000000006, 30: 0.4700000000000001}",34.5,['C'],3,1,"{39: ['C', 'D'], 46: ['C', 'C'], 37: ['C', 'C'], 30: ['D', 'D']}",0.54,0.3400000000000001,0.44000000000000006,0.4700000000000001,6,10.0,9.0,11.5,1,1,1,2
14,VPP,6,"{39: 'D', 46: 'C', 37: 'D', 30: 'D'}","{39: 0.56, 46: 0.38000000000000006, 37: 0.4600000000000001, 30: 0.4900000000000001}",36.5,['D'],1,3,"{39: ['D', 'D'], 46: ['C', 'D'], 37: ['D', 'D'], 30: ['D', 'D']}",0.56,0.38000000000000006,0.4600000000000001,0.4900000000000001,7,8.0,10.0,12.5,2,1,2,2
15,VPP,6,"{39: 'D', 46: 'D', 37: 'D', 30: 'D'}","{39: 0.52, 46: 0.3400000000000001, 37: 0.4800000000000001, 30: 0.4500000000000001}",37.5,['D'],0,4,"{39: ['D', 'C'], 46: ['D', 'C'], 37: ['D', 'D'], 30: ['D', 'C']}",0.52,0.3400000000000001,0.4800000000000001,0.4500000000000001,9,10.0,11.0,14.5,2,2,2,2
16,VPP,6,"{39: 'C', 46: 'C', 37: 'D', 30: 'D'}","{39: 0.56, 46: 0.31000000000000005, 37: 0.5000000000000001, 30: 0.41000000000000014}",44.5,Eq,2,2,"{39: ['C', 'D'], 46: ['C', 'C'], 37: ['D', 'D'], 30: ['D', 'C']}",0.56,0.31000000000000005,0.5000000000000001,0.41000000000000014,7,11.5,12.0,16.5,1,1,2,2
17,VPP,6,"{39: 'C', 46: 'C', 37: 'D', 30: 'D'}","{39: 0.6000000000000001, 46: 0.28, 37: 0.46000000000000013, 30: 0.37000000000000016}",47.0,Eq,2,2,"{39: ['C', 'D'], 46: ['C', 'C'], 37: ['D', 'C'], 30: ['D', 'C']}",0.6000000000000001,0.28,0.46000000000000013,0.37000000000000016,5,13.0,14.0,18.5,1,1,2,2
18,VPP,6,"{39: 'C', 46: 'D', 37: 'C', 30: 'C'}","{39: 0.6400000000000001, 46: 0.24000000000000002, 37: 0.43000000000000016, 30: 0.41000000000000014}",50.5,['C'],3,1,"{39: ['C', 'D'], 46: ['D', 'C'], 37: ['C', 'C'], 30: ['C', 'D']}",0.6400000000000001,0.24000000000000002,0.43000000000000016,0.41000000000000014,3,15.0,15.5,16.5,1,2,1,1
19,VPP,6,"{39: 'C', 46: 'C', 37: 'D', 30: 'D'}","{39: 0.6800000000000002, 46: 0.21000000000000002, 37: 0.4500000000000002, 30: 0.43000000000000016}",50.0,Eq,2,2,"{39: ['C', 'D'], 46: ['C', 'C'], 37: ['D', 'D'], 30: ['D', 'D']}",0.6800000000000002,0.21000000000000002,0.4500000000000002,0.43000000000000016,1,16.5,16.5,17.5,1,1,2,2
20,VPP,6,"{39: 'D', 46: 'C', 37: 'D', 30: 'D'}","{39: 0.7000000000000002, 46: 0.18000000000000002, 37: 0.4700000000000002, 30: 0.4500000000000002}",51.5,['D'],1,3,"{39: ['D', 'D'], 46: ['C', 'C'], 37: ['D', 'D'], 30: ['D', 'D']}",0.7000000000000002,0.18000000000000002,0.4700000000000002,0.4500000000000002,2,18.0,17.5,18.5,2,1,2,2
21,VPP,6,"{39: 'D', 46: 'C', 37: 'C', 30: 'C'}","{39: 0.6600000000000001, 46: 0.15000000000000002, 37: 0.5100000000000002, 30: 0.49000000000000016}",56.0,['C'],3,1,"{39: ['D', 'C'], 46: ['C', 'C'], 37: ['C', 'D'], 30: ['C', 'D']}",0.6600000000000001,0.15000000000000002,0.5100000000000002,0.49000000000000016,4,19.5,15.5,16.5,2,1,1,1
22,VPP,6,"{39: 'D', 46: 'C', 37: 'C', 30: 'C'}","{39: 0.6800000000000002, 46: 0.19000000000000003, 37: 0.5500000000000003, 30: 0.5300000000000001}",55.5,['C'],3,1,"{39: ['D', 'D'], 46: ['C', 'D'], 37: ['C', 'D'], 30: ['C', 'D']}",0.6800000000000002,0.19000000000000003,0.5500000000000003,0.5300000000000001,5,17.5,13.5,14.5,2,1,1,1
23,VPP,6,"{39: 'D', 46: 'D', 37: 'C', 30: 'D'}","{39: 0.6400000000000001, 46: 0.15000000000000002, 37: 0.5900000000000003, 30: 0.5500000000000002}",50.5,['D'],1,3,"{39: ['D', 'C'], 46: ['D', 'C'], 37: ['C', 'D'], 30: ['D', 'D']}",0.6400000000000001,0.15000000000000002,0.5900000000000003,0.5500000000000002,7,19.5,11.5,15.5,2,2,1,2
24,VPP,6,"{39: 'C', 46: 'C', 37: 'D', 30: 'D'}","{39: 0.6800000000000002, 46: 0.12000000000000002, 37: 0.5500000000000003, 30: 0.5100000000000001}",53.5,Eq,2,2,"{39: ['C', 'D'], 46: ['C', 'C'], 37: ['D', 'C'], 30: ['D', 'C']}",0.6800000000000002,0.12000000000000002,0.5500000000000003,0.5100000000000001,5,21.0,13.5,17.5,1,1,2,2
25,VPP,6,"{39: 'D', 46: 'C', 37: 'D', 30: 'C'}","{39: 0.7000000000000002, 46: 0.09000000000000002, 37: 0.5700000000000003, 30: 0.5500000000000002}",57.0,Eq,2,2,"{39: ['D', 'D'], 46: ['C', 'C'], 37: ['D', 'D'], 30: ['C', 'D']}",0.7000000000000002,0.09000000000000002,0.5700000000000003,0.5500000000000002,6,22.5,14.5,15.5,2,1,2,1
26,VPP,6,"{39: 'C', 46: 'C', 37: 'D', 30: 'D'}","{39: 0.6700000000000002, 46: 0.060000000000000026, 37: 0.5300000000000002, 30: 0.5100000000000001}",58.5,Eq,2,2,"{39: ['C', 'C'], 46: ['C', 'C'], 37: ['D', 'C'], 30: ['D', 'C']}",0.6700000000000002,0.060000000000000026,0.5300000000000002,0.5100000000000001,7.5,24.0,16.5,17.5,1,1,2,2
