n agents,stepcount,steptime,cooperating,defecting,coop total,defect total
25,1,0.531104564666748,25,0,160,0
25,2,0.8591556549072266,50,0,214,26
25,3,0.8591392040252686,65,4,281,39
25,4,0.8747680187225342,88,5,341,59
25,5,0.8591785430908203,110,6,404,76
25,6,0.8903965950012207,130,8,459,101
25,7,0.859137773513794,149,10,522,118
25,8,0.8591475486755371,168,11,578,142
25,9,0.8747720718383789,187,13,638,162
25,10,0.8591828346252441,206,15,691,189
25,11,0.8591125011444092,224,16,752,208
25,12,0.8904173374176025,243,17,805,235
25,13,0.8747396469116211,261,19,864,256
25,14,0.8904213905334473,280,21,917,283
25,15,0.8591463565826416,298,22,977,303
25,16,0.8747704029083252,317,23,1030,330
25,17,0.8747639656066895,335,25,1088,352
25,18,0.8591184616088867,354,27,1141,379
25,19,0.8904256820678711,372,28,1201,399
25,20,0.8747611045837402,391,29,1254,426
25,21,0.8591470718383789,409,31,1312,448
25,22,0.8747718334197998,428,33,1365,475
25,23,0.8591480255126953,446,34,1425,495
25,24,0.8903896808624268,465,35,1478,522
25,25,0.8591442108154297,483,37,1536,544
25,26,0.8747715950012207,502,39,1589,571
25,27,0.8747348785400391,520,40,1649,591
25,28,0.859177827835083,539,41,1702,618
25,29,0.8903923034667969,557,43,1760,640
25,30,0.8591485023498535,576,45,1813,667
25,31,0.8747339248657227,594,46,1873,687
25,32,0.8748006820678711,613,47,1926,714
25,33,0.8747360706329346,631,49,1984,736
25,34,0.8591477870941162,650,51,2038,762
25,35,0.8903894424438477,668,52,2097,783
25,36,0.8591797351837158,687,53,2151,809
25,37,0.8903908729553223,705,55,2208,832
25,38,0.8591415882110596,724,57,2262,858
25,39,0.8591482639312744,742,58,2321,879
25,40,0.8903937339782715,761,59,2375,905
25,41,0.8591134548187256,779,61,2432,928
25,42,0.8903889656066895,798,63,2486,954
25,43,0.8591477870941162,816,64,2545,975
25,44,0.8591482639312744,835,65,2599,1001
25,45,0.8904266357421875,853,67,2656,1024
25,46,0.8591477870941162,872,69,2710,1050
25,47,0.9216251373291016,890,70,2769,1071
25,48,0.8591146469116211,909,71,2823,1097
25,49,0.8591759204864502,927,73,2880,1120
25,50,0.8903608322143555,946,75,2934,1146
25,51,0.8591465950012207,964,76,2993,1167
25,52,0.8748011589050293,983,77,3047,1193
25,53,0.8747646808624268,1001,79,3104,1216
25,54,0.8591194152832031,1020,81,3158,1242
25,55,0.8904235363006592,1038,82,3217,1263
25,56,0.8591122627258301,1057,83,3271,1289
25,57,0.8747968673706055,1075,85,3328,1312
25,58,0.8903605937957764,1094,87,3382,1338
25,59,0.8591768741607666,1112,88,3441,1359
25,60,0.8903918266296387,1131,89,3495,1385
25,61,0.8591156005859375,1149,91,3552,1408
25,62,0.8591475486755371,1168,93,3606,1434
25,63,0.8903892040252686,1186,94,3665,1455
25,64,0.8591480255126953,1205,95,3719,1481
25,65,0.8747963905334473,1223,97,3776,1504
25,66,0.8747735023498535,1242,99,3830,1530
25,67,0.8591146469116211,1260,100,3889,1551
25,68,0.8903882503509521,1279,101,3943,1577
25,69,0.874798059463501,1297,103,4000,1600
25,70,0.8747386932373047,1316,105,4054,1626
25,71,0.8747959136962891,1334,106,4113,1647
25,72,0.8591494560241699,1353,107,4167,1673
25,73,0.8903598785400391,1371,109,4224,1696
25,74,0.8591845035552979,1390,111,4278,1722
25,75,0.8903844356536865,1408,112,4337,1743
25,76,0.8747358322143555,1427,113,4391,1769
25,77,0.8747978210449219,1445,115,4448,1792
25,78,0.8903594017028809,1464,117,4502,1818
25,79,0.8591485023498535,1482,118,4561,1839
25,80,0.87479567527771,1501,119,4615,1865
25,81,0.890394926071167,1519,121,4672,1888
25,82,0.8591420650482178,1538,123,4726,1914
25,83,0.8903934955596924,1556,124,4785,1935
25,84,0.8591146469116211,1575,125,4839,1961
25,85,0.8747963905334473,1593,127,4896,1984
25,86,0.8747737407684326,1612,129,4950,2010
25,87,0.8747355937957764,1630,130,5009,2031
25,88,0.8904232978820801,1649,131,5063,2057
25,89,0.8591444492340088,1667,133,5120,2080
25,90,0.8747704029083252,1686,135,5174,2106
25,91,0.8903834819793701,1704,136,5233,2127
25,92,0.8591482639312744,1723,137,5287,2153
25,93,0.8903608322143555,1741,139,5344,2176
25,94,0.874767541885376,1760,141,5398,2202
25,95,0.8591477870941162,1778,142,5457,2223
25,96,0.8904256820678711,1797,143,5511,2249
25,97,0.8747315406799316,1815,145,5568,2272
25,98,0.8904247283935547,1834,147,5622,2298
