stepcount_9,strategy_9,strat code_9,move_9,probabilities_9,utility_9,common_move_9,number_coop_9,number_defect_9,outcomes_9,u1_9,u2_9,u3_9,u4_9,m1_9,m2_9,m3_9,m4_9,uv_9,ps_9,nc_9,mutC_9,simP_9,avp1_9,avp2_9,avp3_9,avp4_9,globav_9,epsilon_9,alpha_9,mood_9
True,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'C'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",0,['C'],8,0,"{10: ['C', 'C'], 14: ['C', 'C'], 8: ['C', 'C'], 4: ['C', 'C']}",3,3,3,3,1,1,1,1,0.075,"{10: [0, 10, 'NEUTRAL'], 14: [0, 14, 'NEUTRAL'], 8: ['C', 8, 'NEUTRAL'], 4: ['C', 4, 'NEUTRAL']}",8,4,4,1.5,1.5,1.5,1.5,1.5,0.5,0.1,60.53375
2,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'C'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",12,['C'],4,0,"{10: ['C', 'C'], 14: ['C', 'C'], 8: ['C', 'C'], 4: ['C', 'C']}",6,6,6,6,1,1,1,1,0.135,"{10: ['C', 10, 'NEUTRAL'], 14: ['C', 14, 'NEUTRAL'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'NEUTRAL']}",4,4,8,2,2,2,2,2,0.5,0.1,72.91242584374999
3,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'C'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",24,['C'],3,1,"{10: ['C', 'C'], 14: ['C', 'C'], 8: ['C', 'C'], 4: ['C', 'C']}",9,9,9,9,1,1,1,1,0.135,"{10: ['C', 10, 'NEUTRAL'], 14: ['C', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",3,4,12,2.25,2.25,2.25,2.25,2.25,0.0001,0.1,85.04019441719277
4,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'D'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",36,['C'],4,0,"{10: ['C', 'C'], 14: ['C', 'D'], 8: ['C', 'C'], 4: ['D', 'C']}",12,9,12,14,1,1,1,2,0.135,"{10: ['C', 10, 'NEUTRAL'], 14: ['D', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",4,2,16,2.4,1.8,2.4,2.8,2.35,0.0001,0.1,96.09882681934072
5,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'C'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",47,['C'],3,1,"{10: ['C', 'D'], 14: ['C', 'C'], 8: ['C', 'C'], 4: ['C', 'C']}",12,12,15,17,1,1,1,1,0.135,"{10: ['D', 10, 'HIGH'], 14: ['C', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",3,3,20,2,2,2.5,2.8333333333333335,2.3333333333333335,0.0001,0.1,99.999
6,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'D'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",56,['C'],4,0,"{10: ['C', 'C'], 14: ['C', 'D'], 8: ['C', 'C'], 4: ['D', 'C']}",15,12,18,22,1,1,1,2,0.135,"{10: ['C', 10, 'HIGH'], 14: ['D', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",4,2,24,2.142857142857143,1.7142857142857142,2.5714285714285716,3.142857142857143,2.392857142857143,0.0001,0.1,99.999
7,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'C'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",67,['C'],3,1,"{10: ['C', 'C'], 14: ['C', 'C'], 8: ['C', 'C'], 4: ['C', 'C']}",18,15,21,25,1,1,1,1,0.135,"{10: ['C', 10, 'HIGH'], 14: ['C', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",3,4,28,2.25,1.875,2.625,3.125,2.46875,0.0001,0.1,99.999
8,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'D'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",79,['C'],4,0,"{10: ['C', 'C'], 14: ['C', 'D'], 8: ['C', 'C'], 4: ['D', 'C']}",21,15,24,30,1,1,1,2,0.135,"{10: ['C', 10, 'HIGH'], 14: ['D', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",4,2,32,2.3333333333333335,1.6666666666666667,2.6666666666666665,3.3333333333333335,2.5,0.0001,0.1,99.999
9,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'C'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",90,['C'],3,1,"{10: ['C', 'C'], 14: ['C', 'C'], 8: ['C', 'C'], 4: ['C', 'C']}",24,18,27,33,1,1,1,1,0.135,"{10: ['C', 10, 'HIGH'], 14: ['C', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",3,4,36,2.4,1.8,2.7,3.3,2.55,0.0001,0.1,99.999
10,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'D'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",102,['C'],3,1,"{10: ['C', 'C'], 14: ['C', 'D'], 8: ['C', 'C'], 4: ['D', 'C']}",27,18,30,38,1,1,1,2,0.135,"{10: ['C', 10, 'HIGH'], 14: ['D', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",3,2,40,2.4545454545454546,1.6363636363636365,2.727272727272727,3.4545454545454546,2.5681818181818183,0.0001,0.1,99.999
11,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'D'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",113,['C'],3,1,"{10: ['C', 'C'], 14: ['C', 'C'], 8: ['C', 'C'], 4: ['D', 'C']}",30,21,33,43,1,1,1,2,0.135,"{10: ['C', 10, 'HIGH'], 14: ['C', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",3,3,44,2.5,1.75,2.75,3.5833333333333335,2.6458333333333335,0.0001,0.1,99.999
12,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'D'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",127,['C'],3,1,"{10: ['C', 'C'], 14: ['C', 'D'], 8: ['C', 'C'], 4: ['D', 'C']}",33,21,36,48,1,1,1,2,0.135,"{10: ['C', 10, 'HIGH'], 14: ['D', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",3,2,48,2.5384615384615383,1.6153846153846154,2.769230769230769,3.6923076923076925,2.6538461538461537,0.0001,0.1,99.999
13,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'D'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",138,['C'],3,1,"{10: ['C', 'C'], 14: ['C', 'D'], 8: ['C', 'C'], 4: ['D', 'C']}",36,21,39,53,1,1,1,2,0.135,"{10: ['C', 10, 'HIGH'], 14: ['D', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",3,2,52,2.5714285714285716,1.5,2.7857142857142856,3.7857142857142856,2.6607142857142856,0.0001,0.1,99.999
14,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'D'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",149,['C'],3,1,"{10: ['C', 'C'], 14: ['C', 'D'], 8: ['C', 'C'], 4: ['D', 'C']}",39,21,42,58,1,1,1,2,0.135,"{10: ['C', 10, 'HIGH'], 14: ['D', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",3,2,56,2.6,1.4,2.8,3.8666666666666667,2.6666666666666665,0.0001,0.1,99.999
15,MOODYLEARN,9,"{10: 'C', 14: 'C', 8: 'C', 4: 'D'}","{10: 0.001, 14: 0.001, 8: 0.001, 4: 0.001}",160,['C'],3,1,"{10: ['C', 'C'], 14: ['C', 'D'], 8: ['C', 'C'], 4: ['D', 'C']}",42,21,45,63,1,1,1,2,0.135,"{10: ['C', 10, 'HIGH'], 14: ['D', 14, 'HIGH'], 8: ['C', 8, 'HIGH'], 4: ['C', 4, 'HIGH']}",3,2,60,2.625,1.3125,2.8125,3.9375,2.671875,0.0001,0.1,99.999
