stepcount_7,strategy_7,strat code_7,move_7,probabilities_7,utility_7,common_move_7,number_coop_7,number_defect_7,outcomes_7,u1_7,u2_7,u3_7,u4_7,m1_7,m2_7,m3_7,m4_7,uv_7,ps_7,nc_7,mutC_7,simP_7,avp1_7,avp2_7,avp3_7,avp4_7,globav_7,epsilon_7,alpha_7,mood_7
True,MOODYLEARN,9,"{8: 'D', 12: 'D', 6: 'D', 2: 'D'}","{8: 0.275, 12: 0.275, 6: 0.275, 2: 0.575}",0,['D'],0,8,"{8: ['D', 'D'], 12: ['D', 'D'], 6: ['D', 'D'], 2: ['D', 'D']}",1,1,1,1,2,2,2,2,0.075,"{8: [0, 8, 'NEUTRAL'], 12: [0, 12, 'NEUTRAL'], 6: ['D', 6, 'NEUTRAL'], 2: ['D', 2, 'NEUTRAL']}",0,0,4,0.5,0.5,0.5,0.5,0.5,0.5,0.1,53.50375
2,MOODYLEARN,9,"{8: 'D', 12: 'D', 6: 'D', 2: 'D'}","{8: 0.41000000000000003, 12: 0.41000000000000003, 6: 0.41000000000000003, 2: 0.71}",4,['D'],3,1,"{8: ['D', 'D'], 12: ['D', 'D'], 6: ['D', 'D'], 2: ['D', 'D']}",2,2,2,2,2,2,2,2,0.135,"{8: ['D', 8, 'NEUTRAL'], 12: ['D', 12, 'NEUTRAL'], 6: ['D', 6, 'NEUTRAL'], 2: ['D', 2, 'NEUTRAL']}",3,0,8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.1,57.65694167708333
3,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'D', 2: 'C'}","{8: 0.0050000000000000044, 12: 0.0050000000000000044, 6: 0.001, 2: 0.71}",8,['C'],1,3,"{8: ['C', 'C'], 12: ['C', 'C'], 6: ['D', 'C'], 2: ['C', 'D']}",5,5,7,2,1,1,2,1,0.135,"{8: ['C', 8, 'NEUTRAL'], 12: ['C', 12, 'NEUTRAL'], 6: ['C', 6, 'NEUTRAL'], 2: ['D', 2, 'NEUTRAL']}",1,2,12,1.25,1.25,1.75,0.5,1.1875,0.5,0.1,69.20010755850748
4,MOODYLEARN,9,"{8: 'C', 12: 'D', 6: 'D', 2: 'D'}","{8: 0.0050000000000000044, 12: 0.001, 6: 0.136, 2: 0.845}",19,['D'],3,1,"{8: ['C', 'D'], 12: ['D', 'C'], 6: ['D', 'D'], 2: ['D', 'D']}",5,10,8,3,1,2,2,2,0.135,"{8: ['D', 8, 'NEUTRAL'], 12: ['C', 12, 'HIGH'], 6: ['D', 6, 'HIGH'], 2: ['D', 2, 'NEUTRAL']}",3,0,16,1,2,1.6,0.6,1.3,0.5,0.1,76.36724905024637
5,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'D'}","{8: 0.001, 12: 0.001, 6: 0.136, 2: 0.16999999999999993}",26,['C'],3,1,"{8: ['C', 'C'], 12: ['C', 'C'], 6: ['C', 'D'], 2: ['D', 'C']}",8,13,8,8,1,1,1,2,0.135,"{8: ['C', 8, 'HIGH'], 12: ['C', 12, 'HIGH'], 6: ['D', 6, 'HIGH'], 2: ['C', 2, 'HIGH']}",3,2,20,1.3333333333333333,2.1666666666666665,1.3333333333333333,1.3333333333333333,1.5416666666666665,0.09999999999999998,0.1,87.45225090784679
6,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'D', 2: 'C'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.001}",37,['C'],3,1,"{8: ['C', 'D'], 12: ['C', 'C'], 6: ['D', 'C'], 2: ['C', 'C']}",8,16,13,11,1,1,2,1,0.135,"{8: ['D', 8, 'HIGH'], 12: ['C', 12, 'HIGH'], 6: ['C', 6, 'HIGH'], 2: ['C', 2, 'HIGH']}",3,2,24,1.1428571428571428,2.2857142857142856,1.8571428571428572,1.5714285714285714,1.7142857142857142,0.0001,0.1,98.51276519440273
7,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'D'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.136}",48,['C'],4,0,"{8: ['C', 'C'], 12: ['C', 'C'], 6: ['C', 'C'], 2: ['D', 'D']}",11,19,16,12,1,1,1,2,0.135,"{8: ['C', 8, 'HIGH'], 12: ['C', 12, 'HIGH'], 6: ['C', 6, 'HIGH'], 2: ['D', 2, 'HIGH']}",4,3,28,1.375,2.375,2,1.5,1.8125,0.0001,0.1,99.999
8,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'C'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.001}",58,['C'],3,1,"{8: ['C', 'D'], 12: ['C', 'C'], 6: ['C', 'C'], 2: ['C', 'C']}",11,22,19,15,1,1,1,1,0.135,"{8: ['D', 8, 'HIGH'], 12: ['C', 12, 'HIGH'], 6: ['C', 6, 'HIGH'], 2: ['C', 2, 'HIGH']}",3,3,32,1.2222222222222223,2.4444444444444446,2.111111111111111,1.6666666666666667,1.8611111111111112,0.0001,0.1,99.999
9,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'D'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.136}",67,['C'],4,0,"{8: ['C', 'C'], 12: ['C', 'C'], 6: ['C', 'C'], 2: ['D', 'D']}",14,25,22,16,1,1,1,2,0.135,"{8: ['C', 8, 'HIGH'], 12: ['C', 12, 'HIGH'], 6: ['C', 6, 'HIGH'], 2: ['D', 2, 'HIGH']}",4,3,36,1.4,2.5,2.2,1.6,1.925,0.0001,0.1,99.999
10,MOODYLEARN,9,"{8: 'C', 12: 'C', 6: 'C', 2: 'C'}","{8: 0.001, 12: 0.001, 6: 0.001, 2: 0.001}",77,['C'],3,1,"{8: ['C', 'D'], 12: ['C', 'C'], 6: ['C', 'C'], 2: ['C', 'C']}",14,28,25,19,1,1,1,1,0.135,"{8: ['D', 8, 'HIGH'], 12: ['C', 12, 'HIGH'], 6: ['C', 6, 'HIGH'], 2: ['C', 2, 'HIGH']}",3,3,40,1.2727272727272727,2.5454545454545454,2.272727272727273,1.7272727272727273,1.9545454545454546,0.0001,0.1,99.999
