,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,iWSLS Performance,iWSLS Cooperations,Model Params
0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,"(47, 0.015, 0.1)"
1,105,35,34,13,17.5,28,38.5,21,-3.5,14,0,0,"(47, 0.015, 0.1)"
2,99,41,32,13,56.0,21,56.0,28,14.0,14,0,0,"(47, 0.015, 0.1)"
3,94,46,33,13,94.5,21,73.5,28,10.5,7,0,0,"(47, 0.015, 0.1)"
4,96,44,32,13,133.0,21,94.5,21,3.5,14,0,0,"(47, 0.015, 0.1)"
5,89,51,31,13,171.5,21,108.5,21,3.5,7,0,0,"(47, 0.015, 0.1)"
6,92,48,30,14,210.0,21,143.5,14,17.5,7,0,0,"(47, 0.015, 0.1)"
7,86,54,31,13,248.5,21,185.5,14,-10.5,0,0,0,"(47, 0.015, 0.1)"
8,93,47,30,14,287.0,21,220.5,14,3.5,14,0,0,"(47, 0.015, 0.1)"
9,86,54,31,13,325.5,21,262.5,14,-24.5,0,0,0,"(47, 0.015, 0.1)"
10,93,47,30,14,364.0,21,297.5,14,-10.5,14,0,0,"(47, 0.015, 0.1)"
11,86,54,31,13,402.5,21,339.5,14,-38.5,0,0,0,"(47, 0.015, 0.1)"
12,93,47,30,14,441.0,21,374.5,14,-24.5,14,0,0,"(47, 0.015, 0.1)"
13,86,54,31,13,479.5,21,416.5,14,-52.5,0,0,0,"(47, 0.015, 0.1)"
14,93,47,30,14,518.0,21,451.5,14,-38.5,14,0,0,"(47, 0.015, 0.1)"
15,86,54,31,13,556.5,21,493.5,14,-66.5,0,0,0,"(47, 0.015, 0.1)"
16,93,47,30,14,595.0,21,528.5,14,-52.5,14,0,0,"(47, 0.015, 0.1)"
17,86,54,31,13,633.5,21,570.5,14,-80.5,0,0,0,"(47, 0.015, 0.1)"
18,93,47,30,14,672.0,21,605.5,14,-66.5,14,0,0,"(47, 0.015, 0.1)"
19,86,54,31,13,710.5,21,647.5,14,-94.5,0,0,0,"(47, 0.015, 0.1)"
20,93,47,30,14,749.0,21,682.5,14,-80.5,14,0,0,"(47, 0.015, 0.1)"
21,86,54,31,13,787.5,21,724.5,14,-108.5,0,0,0,"(47, 0.015, 0.1)"
22,93,47,30,14,826.0,21,759.5,14,-94.5,14,0,0,"(47, 0.015, 0.1)"
23,86,54,31,13,864.5,21,801.5,14,-122.5,0,0,0,"(47, 0.015, 0.1)"
24,93,47,30,14,903.0,21,836.5,14,-108.5,14,0,0,"(47, 0.015, 0.1)"
25,86,54,31,13,941.5,21,878.5,14,-136.5,0,0,0,"(47, 0.015, 0.1)"
26,93,47,30,14,980.0,21,913.5,14,-122.5,14,0,0,"(47, 0.015, 0.1)"
27,86,54,31,13,1018.5,21,955.5,14,-150.5,0,0,0,"(47, 0.015, 0.1)"
28,93,47,30,14,1057.0,21,990.5,14,-136.5,14,0,0,"(47, 0.015, 0.1)"
29,86,54,31,13,1095.5,21,1032.5,14,-164.5,0,0,0,"(47, 0.015, 0.1)"
30,93,47,30,14,1134.0,21,1067.5,14,-150.5,14,0,0,"(47, 0.015, 0.1)"
31,86,54,31,13,1172.5,21,1109.5,14,-178.5,0,0,0,"(47, 0.015, 0.1)"
32,93,47,30,14,1211.0,21,1144.5,14,-164.5,14,0,0,"(47, 0.015, 0.1)"
