n agents,stepcount,steptime,cooperating,defecting,coop total,defect total
25,1,0.5464880466461182,25,0,160,0
25,2,0.8749396800994873,50,0,216,24
25,3,0.8906204700469971,66,2,279,41
25,4,0.8749430179595947,89,4,345,55
25,5,0.8750677108764648,111,6,412,68
25,6,0.9062919616699219,134,6,476,84
25,7,0.8747518062591553,156,8,540,100
25,8,0.8747389316558838,177,10,605,115
25,9,0.8591558933258057,196,12,669,131
25,10,0.8903820514678955,217,13,733,147
25,11,0.8747546672821045,237,15,796,164
25,12,0.8747637271881104,258,17,860,180
25,13,0.8747549057006836,278,19,922,198
25,14,0.8591346740722656,297,21,982,218
25,15,0.8903777599334717,316,23,1043,237
25,16,0.8591389656066895,336,25,1105,255
25,17,0.8747570514678955,356,27,1166,274
25,18,0.8747587203979492,375,29,1226,294
25,19,0.8747575283050537,394,31,1287,313
25,20,0.8591063022613525,414,33,1349,331
25,21,0.8747596740722656,434,35,1410,350
25,22,0.8903763294219971,453,37,1470,370
25,23,0.8591697216033936,472,39,1531,389
25,24,0.8747251033782959,492,41,1593,407
25,25,0.8747889995574951,512,43,1654,426
25,26,0.8747620582580566,531,45,1714,446
25,27,0.8591301441192627,550,47,1775,465
25,28,0.8903789520263672,570,49,1837,483
25,29,0.8747596740722656,590,51,1898,502
25,30,0.8591346740722656,609,53,1958,522
25,31,0.8747580051422119,628,55,2019,541
25,32,0.8747289180755615,648,57,2081,559
25,33,0.874758243560791,668,59,2142,578
25,34,0.859166145324707,687,61,2202,598
25,35,0.8747601509094238,706,63,2263,617
25,36,0.874758243560791,726,65,2325,635
25,37,0.8747580051422119,746,67,2386,654
25,38,0.8591330051422119,765,69,2446,674
25,39,0.8747289180755615,784,71,2507,693
25,40,0.8747892379760742,804,73,2569,711
25,41,0.8591370582580566,824,75,2630,730
25,42,0.8747856616973877,843,77,2690,750
25,43,0.8747580051422119,862,79,2751,769
25,44,0.8747620582580566,882,81,2813,787
25,45,0.8591330051422119,902,83,2874,806
25,46,0.8591082096099854,921,85,2934,826
25,47,0.8903787136077881,940,87,2995,845
25,48,0.8747861385345459,960,89,3057,863
25,49,0.8747291564941406,980,91,3118,882
25,50,0.859166145324707,999,93,3178,902
25,51,0.8747541904449463,1018,95,3239,921
25,52,0.8591651916503906,1038,97,3301,939
25,53,0.8903787136077881,1058,99,3362,958
25,54,0.8747580051422119,1077,101,3422,978
25,55,0.8591079711914062,1096,103,3483,997
25,56,0.8904082775115967,1116,105,3545,1015
25,57,0.8747577667236328,1136,107,3606,1034
25,58,0.9059991836547852,1155,109,3666,1054
25,59,0.8591358661651611,1174,111,3727,1073
25,60,0.8591091632843018,1194,113,3789,1091
25,61,0.8747916221618652,1214,115,3850,1110
25,62,0.8591370582580566,1233,117,3910,1130
25,63,0.8747234344482422,1252,119,3971,1149
25,64,0.8591687679290771,1272,121,4033,1167
25,65,0.8591339588165283,1292,123,4094,1186
25,66,0.8435497283935547,1311,125,4154,1206
25,67,0.8747234344482422,1330,127,4215,1225
25,68,0.8591654300689697,1350,129,4277,1243
25,69,0.8747625350952148,1370,131,4338,1262
25,70,0.8591327667236328,1389,133,4398,1282
25,71,0.8591415882110596,1408,135,4459,1301
25,72,0.8591349124908447,1428,137,4521,1319
25,73,0.8591353893280029,1448,139,4582,1338
25,74,0.8747568130493164,1467,141,4642,1358
25,75,0.8591406345367432,1486,143,4703,1377
25,76,0.8591392040252686,1506,145,4765,1395
25,77,0.8591234683990479,1526,147,4826,1414
25,78,0.8591735363006592,1545,149,4886,1434
25,79,0.8591289520263672,1564,151,4947,1453
25,80,0.8591370582580566,1584,153,5009,1471
25,81,0.8747622966766357,1604,155,5070,1490
25,82,0.8591337203979492,1623,157,5130,1510
25,83,0.8747570514678955,1642,159,5191,1529
25,84,0.8591082096099854,1662,161,5253,1547
25,85,0.874791145324707,1682,163,5314,1566
25,86,0.8591322898864746,1701,165,5374,1586
25,87,0.8591461181640625,1720,167,5435,1605
25,88,0.8591301441192627,1740,169,5497,1623
25,89,0.8591399192810059,1760,171,5558,1642
25,90,0.8747239112854004,1779,173,5618,1662
25,91,0.859166145324707,1798,175,5679,1681
25,92,0.8747639656066895,1818,177,5741,1699
25,93,0.8591022491455078,1838,179,5802,1718
25,94,0.8747904300689697,1857,181,5862,1738
25,95,0.8591341972351074,1876,183,5923,1757
25,96,0.8591070175170898,1896,185,5985,1775
25,97,0.8591372966766357,1916,187,6046,1794
25,98,0.8591709136962891,1935,189,6106,1814
25,99,0.8747518062591553,1954,191,6167,1833
25,100,0.8591375350952148,1974,193,6229,1851
25,101,0.8747291564941406,1994,195,6290,1870
25,102,0.8591656684875488,2013,197,6350,1890
25,103,0.8591392040252686,2032,199,6411,1909
25,104,0.874760627746582,2052,201,6473,1927
25,105,0.8591034412384033,2072,203,6534,1946
25,106,0.8591656684875488,2091,205,6594,1966
25,107,0.874758243560791,2110,207,6655,1985
25,108,0.8591361045837402,2130,209,6717,2003
25,109,0.8435266017913818,2150,211,6778,2022
25,110,0.8591506481170654,2169,213,6838,2042
25,111,0.8591022491455078,2188,215,6899,2061
25,112,0.8747906684875488,2208,217,6961,2079
25,113,0.8747248649597168,2228,219,7022,2098
25,114,0.8591368198394775,2247,221,7082,2118
25,115,0.8747866153717041,2266,223,7143,2137
25,116,0.8591084480285645,2286,225,7205,2155
25,117,0.8747580051422119,2306,227,7266,2174
25,118,0.8591363430023193,2325,229,7326,2194
25,119,0.8591659069061279,2344,231,7387,2213
25,120,0.8747603893280029,2364,233,7449,2231
25,121,0.8591396808624268,2384,235,7510,2250
25,122,0.8903734683990479,2403,237,7570,2270
25,123,0.8747572898864746,2422,239,7631,2289
25,124,0.8747587203979492,2442,241,7693,2307
25,125,0.859107494354248,2462,243,7754,2326
25,126,0.859166145324707,2481,245,7814,2346
25,127,0.8591372966766357,2500,247,7875,2365
25,128,0.8591411113739014,2520,249,7937,2383
25,129,0.8747532367706299,2540,251,7998,2402
25,130,0.8591086864471436,2559,253,8058,2422
25,131,0.874793529510498,2578,255,8119,2441
25,132,0.8591363430023193,2598,257,8181,2459
25,133,0.859137773513794,2618,259,8242,2478
25,134,0.8747892379760742,2637,261,8302,2498
25,135,0.8591375350952148,2656,263,8363,2517
25,136,0.8747603893280029,2676,265,8425,2535
25,137,0.859137773513794,2696,267,8486,2554
25,138,0.8591339588165283,2715,269,8546,2574
25,139,0.8591384887695312,2734,271,8607,2593
25,140,0.8591699600219727,2754,273,8669,2611
25,141,0.8747541904449463,2774,275,8730,2630
25,142,0.8591375350952148,2793,277,8790,2650
25,143,0.874730110168457,2812,279,8851,2669
25,144,0.859137773513794,2832,281,8913,2687
25,145,0.8747916221618652,2852,283,8974,2706
25,146,0.8591361045837402,2871,285,9034,2726
25,147,0.874763011932373,2890,287,9095,2745
25,148,0.8591008186340332,2910,289,9157,2763
25,149,0.8747584819793701,2930,291,9218,2782
25,150,0.8747875690460205,2949,293,9278,2802
25,151,0.8591392040252686,2968,295,9339,2821
25,152,0.8747563362121582,2988,297,9401,2839
25,153,0.8591396808624268,3008,299,9462,2858
25,154,0.8747613430023193,3027,301,9522,2878
25,155,0.8591375350952148,3046,303,9583,2897
25,156,0.8591039180755615,3066,305,9645,2915
25,157,0.8747916221618652,3086,307,9706,2934
25,158,0.859105110168457,3105,309,9766,2954
25,159,0.874786376953125,3124,311,9827,2973
25,160,0.8591091632843018,3144,313,9889,2991
25,161,0.8747909069061279,3164,315,9950,3010
25,162,0.8591411113739014,3183,317,10010,3030
25,163,0.8591017723083496,3202,319,10071,3049
25,164,0.8747580051422119,3222,321,10133,3067
25,165,0.8591742515563965,3242,323,10194,3086
25,166,0.8747529983520508,3261,325,10254,3106
25,167,0.8591396808624268,3280,327,10315,3125
25,168,0.874725341796875,3300,329,10377,3143
25,169,0.859166145324707,3320,331,10438,3162
25,170,0.8591091632843018,3339,333,10498,3182
25,171,0.8747584819793701,3358,335,10559,3201
25,172,0.859138011932373,3378,337,10621,3219
25,173,0.8904139995574951,3398,339,10682,3238
25,174,0.8591337203979492,3417,341,10742,3258
25,175,0.8747601509094238,3436,343,10803,3277
25,176,0.8747544288635254,3456,345,10865,3295
25,177,0.8747577667236328,3476,347,10926,3314
25,178,0.8747298717498779,3495,349,10986,3334
25,179,0.8591659069061279,3514,351,11047,3353
25,180,0.8747298717498779,3534,353,11109,3371
25,181,0.8591697216033936,3554,355,11170,3390
25,182,0.8747546672821045,3573,357,11230,3410
25,183,0.8591406345367432,3592,359,11291,3429
25,184,0.8591372966766357,3612,361,11353,3447
25,185,0.8747580051422119,3632,363,11414,3466
25,186,0.8591353893280029,3651,365,11474,3486
25,187,0.8747596740722656,3670,367,11535,3505
25,188,0.8591361045837402,3690,369,11597,3523
25,189,0.890385627746582,3710,371,11658,3542
25,190,0.8591313362121582,3729,373,11718,3562
25,191,0.8747601509094238,3748,375,11779,3581
25,192,0.8747618198394775,3768,377,11841,3599
25,193,0.8591330051422119,3788,379,11902,3618
25,194,0.874765157699585,3807,381,11962,3638
25,195,0.8747515678405762,3826,383,12023,3657
25,196,0.874763011932373,3846,385,12085,3675
25,197,0.8591039180755615,3866,387,12146,3694
25,198,0.8747875690460205,3885,389,12206,3714
25,199,0.8747580051422119,3904,391,12267,3733
25,200,0.8591423034667969,3924,393,12329,3751
25,201,0.8747599124908447,3944,395,12390,3770
25,202,0.8747236728668213,3963,397,12450,3790
25,203,0.874758243560791,3982,399,12511,3809
25,204,0.8591694831848145,4002,401,12573,3827
25,205,0.859138011932373,4022,403,12634,3846
25,206,0.8747565746307373,4041,405,12694,3866
25,207,0.8591711521148682,4060,407,12755,3885
25,208,0.8747587203979492,4080,409,12817,3903
25,209,0.8591368198394775,4100,411,12878,3922
25,210,0.8747539520263672,4119,413,12938,3942
25,211,0.8591089248657227,4138,415,12999,3961
25,212,0.8591372966766357,4158,417,13061,3979
25,213,0.8747897148132324,4178,419,13122,3998
25,214,0.8591353893280029,4197,421,13182,4018
25,215,0.8747580051422119,4216,423,13243,4037
25,216,0.8591372966766357,4236,425,13305,4055
25,217,0.8747611045837402,4256,427,13366,4074
25,218,0.8591070175170898,4275,429,13426,4094
25,219,0.8747909069061279,4294,431,13487,4113
25,220,0.874725341796875,4314,433,13549,4131
25,221,0.8591663837432861,4334,435,13610,4150
25,222,0.874763011932373,4353,437,13670,4170
25,223,0.8747544288635254,4372,439,13731,4189
25,224,0.874763011932373,4392,441,13793,4207
25,225,0.8591368198394775,4412,443,13854,4226
25,226,0.8903493881225586,4431,445,13914,4246
25,227,0.8591659069061279,4450,447,13975,4265
25,228,0.859133243560791,4470,449,14037,4283
25,229,0.8903844356536865,4490,451,14098,4302
25,230,0.8591341972351074,4509,453,14158,4322
25,231,0.8747575283050537,4528,455,14219,4341
25,232,0.8591382503509521,4548,457,14281,4359
25,233,0.874758243560791,4568,459,14342,4378
25,234,0.8591372966766357,4587,461,14402,4398
25,235,0.874758243560791,4606,463,14463,4417
25,236,0.8747305870056152,4626,465,14525,4435
25,237,0.874786376953125,4646,467,14586,4454
25,238,0.874730110168457,4665,469,14646,4474
25,239,0.8591372966766357,4684,471,14707,4493
25,240,0.874791145324707,4704,473,14769,4511
25,241,0.8747551441192627,4724,475,14830,4530
25,242,0.8591368198394775,4743,477,14890,4550
25,243,0.8747298717498779,4762,479,14951,4569
25,244,0.8747916221618652,4782,481,15013,4587
25,245,0.8747532367706299,4802,483,15074,4606
25,246,0.8591382503509521,4821,485,15134,4626
25,247,0.8903498649597168,4840,487,15195,4645
25,248,0.859137773513794,4860,489,15257,4663
25,249,0.8591711521148682,4880,491,15318,4682
25,250,0.8747529983520508,4899,493,15378,4702
25,251,0.8591663837432861,4918,495,15439,4721
25,252,0.874758243560791,4938,497,15501,4739
25,253,0.8591415882110596,4958,499,15562,4758
25,254,0.8747575283050537,4977,501,15622,4778
25,255,0.8590917587280273,4996,503,15683,4797
25,256,0.859168529510498,5016,505,15745,4815
25,257,0.8747568130493164,5036,507,15806,4834
25,258,0.8747575283050537,5055,509,15866,4854
25,259,0.8747615814208984,5074,511,15927,4873
25,260,0.8747274875640869,5094,513,15989,4891
25,261,0.8904099464416504,5114,515,16050,4910
25,262,0.8591394424438477,5133,517,16110,4930
25,263,0.874755859375,5152,519,16171,4949
25,264,0.8747692108154297,5172,521,16233,4967
25,265,0.8747165203094482,5192,523,16294,4986
25,266,0.8747868537902832,5211,525,16354,5006
25,267,0.8591427803039551,5230,527,16415,5025
25,268,0.8903453350067139,5250,529,16477,5043
25,269,0.8591382503509521,5270,531,16538,5062
25,270,0.8747892379760742,5289,533,16598,5082
25,271,0.8747611045837402,5308,535,16659,5101
25,272,0.859135627746582,5328,537,16721,5119
25,273,0.8747894763946533,5348,539,16782,5138
25,274,0.8591349124908447,5367,541,16842,5158
25,275,0.8747649192810059,5386,543,16903,5177
25,276,0.8747575283050537,5406,545,16965,5195
25,277,0.8591358661651611,5426,547,17026,5214
25,278,0.8747549057006836,5445,549,17086,5234
25,279,0.8591382503509521,5464,551,17147,5253
25,280,0.8747622966766357,5484,553,17209,5271
25,281,0.8747241497039795,5504,555,17270,5290
25,282,0.8747930526733398,5523,557,17330,5310
25,283,0.8747532367706299,5542,559,17391,5329
25,284,0.8747572898864746,5562,561,17453,5347
25,285,0.8747591972351074,5582,563,17514,5366
25,286,0.8591272830963135,5601,565,17574,5386
25,287,0.8747575283050537,5620,567,17635,5405
25,288,0.859137773513794,5640,569,17697,5423
25,289,0.8747868537902832,5660,571,17758,5442
25,290,0.8591430187225342,5679,573,17818,5462
25,291,0.8591039180755615,5698,575,17879,5481
25,292,0.890408992767334,5718,577,17941,5499
25,293,0.8591396808624268,5738,579,18002,5518
25,294,0.8747589588165283,5757,581,18062,5538
25,295,0.8747587203979492,5776,583,18123,5557
25,296,0.890378475189209,5796,585,18185,5575
25,297,0.8591053485870361,5816,587,18246,5594
25,298,0.8591687679290771,5835,589,18306,5614
25,299,0.8903777599334717,5854,591,18367,5633
25,300,0.8591363430023193,5874,593,18429,5651
25,301,0.8747296333312988,5894,595,18490,5670
25,302,0.8747594356536865,5913,597,18550,5690
25,303,0.8747885227203369,5932,599,18611,5709
25,304,0.859138011932373,5952,601,18673,5727
25,305,0.8591725826263428,5972,603,18734,5746
25,306,0.8747224807739258,5991,605,18794,5766
25,307,0.8747916221618652,6010,607,18855,5785
25,308,0.8747553825378418,6030,609,18917,5803
25,309,0.8591396808624268,6050,611,18978,5822
25,310,0.8903801441192627,6069,613,19038,5842
25,311,0.8591325283050537,6088,615,19099,5861
25,312,0.8747596740722656,6108,617,19161,5879
25,313,0.8903810977935791,6128,619,19222,5898
25,314,0.8747622966766357,6147,621,19282,5918
25,315,0.8747513294219971,6166,623,19343,5937
25,316,0.8591372966766357,6186,625,19405,5955
25,317,0.8747303485870361,6206,627,19466,5974
25,318,0.8747866153717041,6225,629,19526,5994
25,319,0.8591387271881104,6244,631,19587,6013
25,320,0.8903779983520508,6264,633,19649,6031
25,321,0.8591094017028809,6284,635,19710,6050
25,322,0.8747899532318115,6303,637,19770,6070
25,323,0.8747568130493164,6322,639,19831,6089
25,324,0.8747570514678955,6342,641,19893,6107
25,325,0.8747580051422119,6362,643,19954,6126
25,326,0.8591382503509521,6381,645,20014,6146
25,327,0.8747293949127197,6400,647,20075,6165
25,328,0.8747584819793701,6420,649,20137,6183
25,329,0.8904080390930176,6440,651,20198,6202
25,330,0.8747575283050537,6459,653,20258,6222
25,331,0.8747296333312988,6478,655,20319,6241
25,332,0.859138011932373,6498,657,20381,6259
25,333,0.8747925758361816,6518,659,20442,6278
25,334,0.8747239112854004,6537,661,20502,6298
25,335,0.8591663837432861,6556,663,20563,6317
25,336,0.8903794288635254,6576,665,20625,6335
25,337,0.8591091632843018,6596,667,20686,6354
