,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,iWSLS Performance,iWSLS Cooperations,Model Params
0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,"(47, 0.015, 0.5)"
1,94,46,29,14,-7.0,28,49.0,0,-28.0,14,0,0,"(47, 0.015, 0.5)"
2,85,55,22,16,35.0,14,21.0,21,-7.0,14,0,0,"(47, 0.015, 0.5)"
3,77,63,24,15,73.5,21,14.0,28,-7.0,0,0,0,"(47, 0.015, 0.5)"
4,77,63,22,18,87.5,21,52.5,7,7.0,7,0,0,"(47, 0.015, 0.5)"
5,79,61,26,14,129.5,14,49.0,21,-21.0,0,0,0,"(47, 0.015, 0.5)"
6,85,55,22,15,168.0,21,63.0,21,0.0,14,0,0,"(47, 0.015, 0.5)"
7,75,65,22,13,206.5,21,98.0,14,-7.0,0,0,0,"(47, 0.015, 0.5)"
8,82,58,23,14,245.0,21,140.0,14,-14.0,7,0,0,"(47, 0.015, 0.5)"
9,79,61,22,13,283.5,21,175.0,14,-21.0,7,0,0,"(47, 0.015, 0.5)"
10,83,57,24,14,322.0,21,217.0,14,-28.0,7,0,0,"(47, 0.015, 0.5)"
11,79,61,22,13,360.5,21,252.0,14,-35.0,7,0,0,"(47, 0.015, 0.5)"
12,82,58,23,14,399.0,21,294.0,14,-42.0,7,0,0,"(47, 0.015, 0.5)"
13,79,61,22,13,437.5,21,329.0,14,-49.0,7,0,0,"(47, 0.015, 0.5)"
14,82,58,23,14,476.0,21,371.0,14,-56.0,7,0,0,"(47, 0.015, 0.5)"
15,79,61,22,13,514.5,21,406.0,14,-63.0,7,0,0,"(47, 0.015, 0.5)"
16,82,58,23,14,553.0,21,448.0,14,-70.0,7,0,0,"(47, 0.015, 0.5)"
17,79,61,22,13,591.5,21,483.0,14,-77.0,7,0,0,"(47, 0.015, 0.5)"
18,82,58,23,14,630.0,21,525.0,14,-84.0,7,0,0,"(47, 0.015, 0.5)"
19,79,61,22,13,668.5,21,560.0,14,-91.0,7,0,0,"(47, 0.015, 0.5)"
20,82,58,23,14,707.0,21,602.0,14,-98.0,7,0,0,"(47, 0.015, 0.5)"
21,79,61,22,13,745.5,21,637.0,14,-105.0,7,0,0,"(47, 0.015, 0.5)"
22,82,58,23,14,784.0,21,679.0,14,-112.0,7,0,0,"(47, 0.015, 0.5)"
23,79,61,22,13,822.5,21,714.0,14,-119.0,7,0,0,"(47, 0.015, 0.5)"
24,82,58,23,14,861.0,21,756.0,14,-126.0,7,0,0,"(47, 0.015, 0.5)"
25,79,61,22,13,899.5,21,791.0,14,-133.0,7,0,0,"(47, 0.015, 0.5)"
26,82,58,23,14,938.0,21,833.0,14,-140.0,7,0,0,"(47, 0.015, 0.5)"
27,80,60,23,13,976.5,21,868.0,14,-147.0,7,0,0,"(47, 0.015, 0.5)"
28,84,56,24,13,1015.0,21,910.0,14,-154.0,7,0,0,"(47, 0.015, 0.5)"
29,81,59,24,13,1053.5,21,945.0,14,-161.0,7,0,0,"(47, 0.015, 0.5)"
30,84,56,24,13,1092.0,21,987.0,14,-168.0,7,0,0,"(47, 0.015, 0.5)"
31,81,59,24,13,1130.5,21,1022.0,14,-175.0,7,0,0,"(47, 0.015, 0.5)"
32,84,56,24,13,1169.0,21,1064.0,14,-182.0,7,0,0,"(47, 0.015, 0.5)"
33,81,59,24,13,1207.5,21,1099.0,14,-189.0,7,0,0,"(47, 0.015, 0.5)"
34,84,56,24,13,1246.0,21,1141.0,14,-196.0,7,0,0,"(47, 0.015, 0.5)"
35,81,59,24,13,1284.5,21,1176.0,14,-203.0,7,0,0,"(47, 0.015, 0.5)"
36,84,56,24,13,1323.0,21,1218.0,14,-210.0,7,0,0,"(47, 0.015, 0.5)"
37,81,59,24,13,1361.5,21,1253.0,14,-217.0,7,0,0,"(47, 0.015, 0.5)"
38,84,56,24,13,1400.0,21,1295.0,14,-224.0,7,0,0,"(47, 0.015, 0.5)"
39,81,59,24,13,1438.5,21,1330.0,14,-231.0,7,0,0,"(47, 0.015, 0.5)"
40,84,56,24,13,1477.0,21,1372.0,14,-238.0,7,0,0,"(47, 0.015, 0.5)"
41,81,59,24,13,1515.5,21,1407.0,14,-245.0,7,0,0,"(47, 0.015, 0.5)"
42,84,56,24,13,1554.0,21,1449.0,14,-252.0,7,0,0,"(47, 0.015, 0.5)"
43,81,59,24,13,1592.5,21,1484.0,14,-259.0,7,0,0,"(47, 0.015, 0.5)"
44,84,56,24,13,1631.0,21,1526.0,14,-266.0,7,0,0,"(47, 0.015, 0.5)"
45,81,59,24,13,1669.5,21,1561.0,14,-273.0,7,0,0,"(47, 0.015, 0.5)"
46,84,56,24,13,1708.0,21,1603.0,14,-280.0,7,0,0,"(47, 0.015, 0.5)"
47,81,59,24,13,1746.5,21,1638.0,14,-287.0,7,0,0,"(47, 0.015, 0.5)"
48,84,56,24,13,1785.0,21,1680.0,14,-294.0,7,0,0,"(47, 0.015, 0.5)"
49,81,59,24,13,1823.5,21,1715.0,14,-301.0,7,0,0,"(47, 0.015, 0.5)"
50,84,56,24,13,1862.0,21,1757.0,14,-308.0,7,0,0,"(47, 0.015, 0.5)"
51,81,59,24,13,1900.5,21,1792.0,14,-315.0,7,0,0,"(47, 0.015, 0.5)"
52,84,56,24,13,1939.0,21,1834.0,14,-322.0,7,0,0,"(47, 0.015, 0.5)"
53,81,59,24,13,1977.5,21,1869.0,14,-329.0,7,0,0,"(47, 0.015, 0.5)"
54,84,56,24,13,2016.0,21,1911.0,14,-336.0,7,0,0,"(47, 0.015, 0.5)"
55,81,59,24,13,2054.5,21,1946.0,14,-343.0,7,0,0,"(47, 0.015, 0.5)"
56,84,56,24,13,2093.0,21,1988.0,14,-350.0,7,0,0,"(47, 0.015, 0.5)"
57,81,59,24,13,2131.5,21,2023.0,14,-357.0,7,0,0,"(47, 0.015, 0.5)"
58,84,56,24,13,2170.0,21,2065.0,14,-364.0,7,0,0,"(47, 0.015, 0.5)"
59,81,59,24,13,2208.5,21,2100.0,14,-371.0,7,0,0,"(47, 0.015, 0.5)"
60,84,56,24,13,2247.0,21,2142.0,14,-378.0,7,0,0,"(47, 0.015, 0.5)"
61,81,59,24,13,2285.5,21,2177.0,14,-385.0,7,0,0,"(47, 0.015, 0.5)"
62,84,56,24,13,2324.0,21,2219.0,14,-392.0,7,0,0,"(47, 0.015, 0.5)"
63,81,59,24,13,2362.5,21,2254.0,14,-399.0,7,0,0,"(47, 0.015, 0.5)"
64,84,56,24,13,2401.0,21,2296.0,14,-406.0,7,0,0,"(47, 0.015, 0.5)"
65,81,59,24,13,2439.5,21,2331.0,14,-413.0,7,0,0,"(47, 0.015, 0.5)"
66,84,56,24,13,2478.0,21,2373.0,14,-420.0,7,0,0,"(47, 0.015, 0.5)"
67,81,59,24,13,2516.5,21,2408.0,14,-427.0,7,0,0,"(47, 0.015, 0.5)"
68,84,56,24,13,2555.0,21,2450.0,14,-434.0,7,0,0,"(47, 0.015, 0.5)"
69,81,59,24,13,2593.5,21,2485.0,14,-441.0,7,0,0,"(47, 0.015, 0.5)"
70,84,56,24,13,2632.0,21,2527.0,14,-448.0,7,0,0,"(47, 0.015, 0.5)"
71,81,59,24,13,2670.5,21,2562.0,14,-455.0,7,0,0,"(47, 0.015, 0.5)"
72,84,56,24,13,2709.0,21,2604.0,14,-462.0,7,0,0,"(47, 0.015, 0.5)"
73,81,59,24,13,2747.5,21,2639.0,14,-469.0,7,0,0,"(47, 0.015, 0.5)"
74,84,56,24,13,2786.0,21,2681.0,14,-476.0,7,0,0,"(47, 0.015, 0.5)"
75,81,59,24,13,2824.5,21,2716.0,14,-483.0,7,0,0,"(47, 0.015, 0.5)"
76,84,56,24,13,2863.0,21,2758.0,14,-490.0,7,0,0,"(47, 0.015, 0.5)"
77,81,59,24,13,2901.5,21,2793.0,14,-497.0,7,0,0,"(47, 0.015, 0.5)"
78,84,56,24,13,2940.0,21,2835.0,14,-504.0,7,0,0,"(47, 0.015, 0.5)"
79,81,59,24,13,2978.5,21,2870.0,14,-511.0,7,0,0,"(47, 0.015, 0.5)"
80,84,56,24,13,3017.0,21,2912.0,14,-518.0,7,0,0,"(47, 0.015, 0.5)"
81,81,59,24,13,3055.5,21,2947.0,14,-525.0,7,0,0,"(47, 0.015, 0.5)"
82,84,56,24,13,3094.0,21,2989.0,14,-532.0,7,0,0,"(47, 0.015, 0.5)"
83,81,59,24,13,3132.5,21,3024.0,14,-539.0,7,0,0,"(47, 0.015, 0.5)"
84,84,56,24,13,3171.0,21,3066.0,14,-546.0,7,0,0,"(47, 0.015, 0.5)"
85,81,59,24,13,3209.5,21,3101.0,14,-553.0,7,0,0,"(47, 0.015, 0.5)"
86,84,56,24,13,3248.0,21,3143.0,14,-560.0,7,0,0,"(47, 0.015, 0.5)"
87,81,59,24,13,3286.5,21,3178.0,14,-567.0,7,0,0,"(47, 0.015, 0.5)"
88,84,56,24,13,3325.0,21,3220.0,14,-574.0,7,0,0,"(47, 0.015, 0.5)"
89,81,59,24,13,3363.5,21,3255.0,14,-581.0,7,0,0,"(47, 0.015, 0.5)"
90,84,56,24,13,3402.0,21,3297.0,14,-588.0,7,0,0,"(47, 0.015, 0.5)"
91,81,59,24,13,3440.5,21,3332.0,14,-595.0,7,0,0,"(47, 0.015, 0.5)"
92,84,56,24,13,3479.0,21,3374.0,14,-602.0,7,0,0,"(47, 0.015, 0.5)"
93,81,59,24,13,3517.5,21,3409.0,14,-609.0,7,0,0,"(47, 0.015, 0.5)"
94,84,56,24,13,3556.0,21,3451.0,14,-616.0,7,0,0,"(47, 0.015, 0.5)"
95,81,59,24,13,3594.5,21,3486.0,14,-623.0,7,0,0,"(47, 0.015, 0.5)"
96,84,56,24,13,3633.0,21,3528.0,14,-630.0,7,0,0,"(47, 0.015, 0.5)"
97,81,59,24,13,3671.5,21,3563.0,14,-637.0,7,0,0,"(47, 0.015, 0.5)"
98,84,56,24,13,3710.0,21,3605.0,14,-644.0,7,0,0,"(47, 0.015, 0.5)"
99,81,59,24,13,3748.5,21,3640.0,14,-651.0,7,0,0,"(47, 0.015, 0.5)"
100,84,56,24,13,3787.0,21,3682.0,14,-658.0,7,0,0,"(47, 0.015, 0.5)"
