,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,iWSLS Performance,iWSLS Cooperations,Model Params
52,89,51,27,13,1981.0,21,1918.0,21,364.0,14,0,0,"(47, 0.015, 0.05)"
53,84,56,29,13,2019.5,21,1956.5,21,360.5,7,0,0,"(47, 0.015, 0.05)"
54,89,51,27,13,2058.0,21,1995.0,21,378.0,14,0,0,"(47, 0.015, 0.05)"
55,84,56,29,13,2096.5,21,2033.5,21,374.5,7,0,0,"(47, 0.015, 0.05)"
56,89,51,27,13,2135.0,21,2072.0,21,392.0,14,0,0,"(47, 0.015, 0.05)"
57,84,56,29,13,2173.5,21,2110.5,21,388.5,7,0,0,"(47, 0.015, 0.05)"
58,89,51,27,13,2212.0,21,2149.0,21,406.0,14,0,0,"(47, 0.015, 0.05)"
59,84,56,29,13,2250.5,21,2187.5,21,402.5,7,0,0,"(47, 0.015, 0.05)"
60,89,51,27,13,2289.0,21,2226.0,21,420.0,14,0,0,"(47, 0.015, 0.05)"
61,83,57,29,14,2327.5,21,2264.5,21,416.5,7,0,0,"(47, 0.015, 0.05)"
62,89,51,27,13,2366.0,21,2303.0,21,434.0,14,0,0,"(47, 0.015, 0.05)"
63,84,56,29,13,2404.5,21,2341.5,21,430.5,7,0,0,"(47, 0.015, 0.05)"
64,89,51,27,13,2443.0,21,2380.0,21,448.0,14,0,0,"(47, 0.015, 0.05)"
65,84,56,29,13,2481.5,21,2418.5,21,444.5,7,0,0,"(47, 0.015, 0.05)"
66,89,51,27,13,2520.0,21,2457.0,21,462.0,14,0,0,"(47, 0.015, 0.05)"
67,84,56,29,13,2558.5,21,2495.5,21,458.5,7,0,0,"(47, 0.015, 0.05)"
68,89,51,27,13,2597.0,21,2534.0,21,476.0,14,0,0,"(47, 0.015, 0.05)"
69,84,56,29,13,2635.5,21,2572.5,21,472.5,7,0,0,"(47, 0.015, 0.05)"
70,89,51,27,13,2674.0,21,2611.0,21,490.0,14,0,0,"(47, 0.015, 0.05)"
71,84,56,29,13,2712.5,21,2649.5,21,486.5,7,0,0,"(47, 0.015, 0.05)"
72,89,51,27,13,2751.0,21,2688.0,21,504.0,14,0,0,"(47, 0.015, 0.05)"
73,84,56,29,13,2789.5,21,2726.5,21,500.5,7,0,0,"(47, 0.015, 0.05)"
74,89,51,27,13,2828.0,21,2765.0,21,518.0,14,0,0,"(47, 0.015, 0.05)"
75,84,56,29,13,2866.5,21,2803.5,21,514.5,7,0,0,"(47, 0.015, 0.05)"
76,89,51,27,13,2905.0,21,2842.0,21,532.0,14,0,0,"(47, 0.015, 0.05)"
77,84,56,29,13,2943.5,21,2880.5,21,528.5,7,0,0,"(47, 0.015, 0.05)"
78,89,51,27,13,2982.0,21,2919.0,21,546.0,14,0,0,"(47, 0.015, 0.05)"
79,84,56,29,13,3020.5,21,2957.5,21,542.5,7,0,0,"(47, 0.015, 0.05)"
80,89,51,27,13,3059.0,21,2996.0,21,560.0,14,0,0,"(47, 0.015, 0.05)"
81,84,56,29,13,3097.5,21,3034.5,21,556.5,7,0,0,"(47, 0.015, 0.05)"
82,89,51,27,13,3136.0,21,3073.0,21,574.0,14,0,0,"(47, 0.015, 0.05)"
83,84,56,29,13,3174.5,21,3111.5,21,570.5,7,0,0,"(47, 0.015, 0.05)"
84,89,51,27,13,3213.0,21,3150.0,21,588.0,14,0,0,"(47, 0.015, 0.05)"
85,84,56,29,13,3251.5,21,3188.5,21,584.5,7,0,0,"(47, 0.015, 0.05)"
86,89,51,27,13,3290.0,21,3227.0,21,602.0,14,0,0,"(47, 0.015, 0.05)"
87,84,56,29,13,3328.5,21,3265.5,21,598.5,7,0,0,"(47, 0.015, 0.05)"
88,89,51,27,13,3367.0,21,3304.0,21,616.0,14,0,0,"(47, 0.015, 0.05)"
89,84,56,29,13,3405.5,21,3342.5,21,612.5,7,0,0,"(47, 0.015, 0.05)"
90,89,51,27,13,3444.0,21,3381.0,21,630.0,14,0,0,"(47, 0.015, 0.05)"
91,84,56,29,13,3482.5,21,3419.5,21,626.5,7,0,0,"(47, 0.015, 0.05)"
92,89,51,27,13,3521.0,21,3458.0,21,644.0,14,0,0,"(47, 0.015, 0.05)"
93,84,56,29,13,3559.5,21,3496.5,21,640.5,7,0,0,"(47, 0.015, 0.05)"
94,89,51,27,13,3598.0,21,3535.0,21,658.0,14,0,0,"(47, 0.015, 0.05)"
95,84,56,29,13,3636.5,21,3573.5,21,654.5,7,0,0,"(47, 0.015, 0.05)"
96,89,51,27,13,3675.0,21,3612.0,21,672.0,14,0,0,"(47, 0.015, 0.05)"
97,84,56,29,13,3713.5,21,3650.5,21,668.5,7,0,0,"(47, 0.015, 0.05)"
98,89,51,27,13,3752.0,21,3689.0,21,686.0,14,0,0,"(47, 0.015, 0.05)"
99,84,56,29,13,3790.5,21,3727.5,21,682.5,7,0,0,"(47, 0.015, 0.05)"
100,89,51,27,13,3829.0,21,3766.0,21,700.0,14,0,0,"(47, 0.015, 0.05)"
101,84,56,29,13,3867.5,21,3804.5,21,696.5,7,0,0,"(47, 0.015, 0.05)"
102,89,51,27,13,3906.0,21,3843.0,21,714.0,14,0,0,"(47, 0.015, 0.05)"
103,84,56,29,13,3944.5,21,3881.5,21,710.5,7,0,0,"(47, 0.015, 0.05)"
104,89,51,27,13,3983.0,21,3920.0,21,728.0,14,0,0,"(47, 0.015, 0.05)"
105,84,56,29,13,4021.5,21,3958.5,21,724.5,7,0,0,"(47, 0.015, 0.05)"
106,89,51,27,13,4060.0,21,3997.0,21,742.0,14,0,0,"(47, 0.015, 0.05)"
107,84,56,29,13,4098.5,21,4035.5,21,738.5,7,0,0,"(47, 0.015, 0.05)"
108,89,51,27,13,4137.0,21,4074.0,21,756.0,14,0,0,"(47, 0.015, 0.05)"
109,84,56,29,13,4175.5,21,4112.5,21,752.5,7,0,0,"(47, 0.015, 0.05)"
110,89,51,27,13,4214.0,21,4151.0,21,770.0,14,0,0,"(47, 0.015, 0.05)"
111,84,56,29,13,4252.5,21,4189.5,21,766.5,7,0,0,"(47, 0.015, 0.05)"
112,89,51,27,13,4291.0,21,4228.0,21,784.0,14,0,0,"(47, 0.015, 0.05)"
113,84,56,29,13,4329.5,21,4266.5,21,780.5,7,0,0,"(47, 0.015, 0.05)"
114,89,51,27,13,4368.0,21,4305.0,21,798.0,14,0,0,"(47, 0.015, 0.05)"
115,84,56,29,13,4406.5,21,4343.5,21,794.5,7,0,0,"(47, 0.015, 0.05)"
116,89,51,27,13,4445.0,21,4382.0,21,812.0,14,0,0,"(47, 0.015, 0.05)"
117,84,56,29,13,4483.5,21,4420.5,21,808.5,7,0,0,"(47, 0.015, 0.05)"
118,89,51,27,13,4522.0,21,4459.0,21,826.0,14,0,0,"(47, 0.015, 0.05)"
119,84,56,29,13,4560.5,21,4497.5,21,822.5,7,0,0,"(47, 0.015, 0.05)"
120,89,51,27,13,4599.0,21,4536.0,21,840.0,14,0,0,"(47, 0.015, 0.05)"
121,84,56,29,13,4637.5,21,4574.5,21,836.5,7,0,0,"(47, 0.015, 0.05)"
122,89,51,27,13,4676.0,21,4613.0,21,854.0,14,0,0,"(47, 0.015, 0.05)"
123,84,56,29,13,4714.5,21,4651.5,21,850.5,7,0,0,"(47, 0.015, 0.05)"
124,89,51,27,13,4753.0,21,4690.0,21,868.0,14,0,0,"(47, 0.015, 0.05)"
125,84,56,29,13,4791.5,21,4728.5,21,864.5,7,0,0,"(47, 0.015, 0.05)"
126,89,51,27,13,4830.0,21,4767.0,21,882.0,14,0,0,"(47, 0.015, 0.05)"
127,84,56,29,13,4868.5,21,4805.5,21,878.5,7,0,0,"(47, 0.015, 0.05)"
128,89,51,27,13,4907.0,21,4844.0,21,896.0,14,0,0,"(47, 0.015, 0.05)"
129,84,56,29,13,4945.5,21,4882.5,21,892.5,7,0,0,"(47, 0.015, 0.05)"
130,88,52,26,13,4984.0,21,4924.5,14,885.5,14,0,0,"(47, 0.015, 0.05)"
131,84,56,28,13,5022.5,21,4938.5,21,885.5,7,0,0,"(47, 0.015, 0.05)"
132,87,53,26,14,5061.0,21,4973.5,14,899.5,7,0,0,"(47, 0.015, 0.05)"
133,82,58,28,13,5099.5,21,5015.5,14,871.5,0,0,0,"(47, 0.015, 0.05)"
134,88,52,26,14,5138.0,21,5050.5,14,885.5,14,0,0,"(47, 0.015, 0.05)"
135,82,58,28,13,5176.5,21,5092.5,14,857.5,0,0,0,"(47, 0.015, 0.05)"
136,88,52,26,14,5215.0,21,5127.5,14,871.5,14,0,0,"(47, 0.015, 0.05)"
137,82,58,28,13,5253.5,21,5169.5,14,843.5,0,0,0,"(47, 0.015, 0.05)"
138,88,52,26,14,5292.0,21,5204.5,14,857.5,14,0,0,"(47, 0.015, 0.05)"
139,82,58,28,13,5330.5,21,5246.5,14,829.5,0,0,0,"(47, 0.015, 0.05)"
140,88,52,26,14,5369.0,21,5281.5,14,843.5,14,0,0,"(47, 0.015, 0.05)"
141,82,58,28,13,5407.5,21,5323.5,14,815.5,0,0,0,"(47, 0.015, 0.05)"
142,88,52,26,14,5446.0,21,5358.5,14,829.5,14,0,0,"(47, 0.015, 0.05)"
143,82,58,28,13,5484.5,21,5400.5,14,801.5,0,0,0,"(47, 0.015, 0.05)"
144,88,52,26,14,5523.0,21,5435.5,14,815.5,14,0,0,"(47, 0.015, 0.05)"
145,82,58,28,13,5561.5,21,5477.5,14,787.5,0,0,0,"(47, 0.015, 0.05)"
146,88,52,26,14,5600.0,21,5512.5,14,801.5,14,0,0,"(47, 0.015, 0.05)"
147,82,58,28,13,5638.5,21,5554.5,14,773.5,0,0,0,"(47, 0.015, 0.05)"
148,88,52,26,14,5677.0,21,5589.5,14,787.5,14,0,0,"(47, 0.015, 0.05)"
149,82,58,28,13,5715.5,21,5631.5,14,759.5,0,0,0,"(47, 0.015, 0.05)"
150,87,53,25,14,5754.0,21,5666.5,14,773.5,14,0,0,"(47, 0.015, 0.05)"
151,81,59,27,13,5792.5,21,5708.5,14,745.5,0,0,0,"(47, 0.015, 0.05)"
152,87,53,25,14,5831.0,21,5743.5,14,759.5,14,0,0,"(47, 0.015, 0.05)"
153,81,59,27,13,5869.5,21,5785.5,14,731.5,0,0,0,"(47, 0.015, 0.05)"
154,87,53,25,14,5908.0,21,5820.5,14,745.5,14,0,0,"(47, 0.015, 0.05)"
155,81,59,27,13,5946.5,21,5862.5,14,717.5,0,0,0,"(47, 0.015, 0.05)"
156,87,53,25,14,5985.0,21,5897.5,14,731.5,14,0,0,"(47, 0.015, 0.05)"
157,81,59,27,13,6023.5,21,5939.5,14,703.5,0,0,0,"(47, 0.015, 0.05)"
158,87,53,25,14,6062.0,21,5974.5,14,717.5,14,0,0,"(47, 0.015, 0.05)"
159,81,59,27,13,6100.5,21,6016.5,14,689.5,0,0,0,"(47, 0.015, 0.05)"
160,88,52,26,14,6139.0,21,6051.5,14,703.5,14,0,0,"(47, 0.015, 0.05)"
161,81,59,27,13,6177.5,21,6093.5,14,675.5,0,0,0,"(47, 0.015, 0.05)"
162,87,53,25,14,6216.0,21,6128.5,14,689.5,14,0,0,"(47, 0.015, 0.05)"
163,81,59,27,13,6254.5,21,6170.5,14,661.5,0,0,0,"(47, 0.015, 0.05)"
164,87,53,25,14,6293.0,21,6205.5,14,675.5,14,0,0,"(47, 0.015, 0.05)"
165,81,59,27,13,6331.5,21,6247.5,14,647.5,0,0,0,"(47, 0.015, 0.05)"
166,87,53,25,14,6370.0,21,6282.5,14,661.5,14,0,0,"(47, 0.015, 0.05)"
167,81,59,27,13,6408.5,21,6324.5,14,633.5,0,0,0,"(47, 0.015, 0.05)"
168,87,53,25,14,6447.0,21,6359.5,14,647.5,14,0,0,"(47, 0.015, 0.05)"
169,82,58,28,13,6485.5,21,6401.5,14,619.5,0,0,0,"(47, 0.015, 0.05)"
170,88,52,26,14,6524.0,21,6436.5,14,633.5,14,0,0,"(47, 0.015, 0.05)"
171,82,58,28,13,6562.5,21,6478.5,14,605.5,0,0,0,"(47, 0.015, 0.05)"
172,88,52,26,14,6601.0,21,6513.5,14,619.5,14,0,0,"(47, 0.015, 0.05)"
173,82,58,28,13,6639.5,21,6555.5,14,591.5,0,0,0,"(47, 0.015, 0.05)"
174,88,52,26,14,6678.0,21,6590.5,14,605.5,14,0,0,"(47, 0.015, 0.05)"
175,82,58,28,13,6716.5,21,6632.5,14,577.5,0,0,0,"(47, 0.015, 0.05)"
176,88,52,26,14,6755.0,21,6667.5,14,591.5,14,0,0,"(47, 0.015, 0.05)"
177,82,58,28,13,6793.5,21,6709.5,14,563.5,0,0,0,"(47, 0.015, 0.05)"
178,88,52,26,14,6832.0,21,6744.5,14,577.5,14,0,0,"(47, 0.015, 0.05)"
179,82,58,28,13,6870.5,21,6786.5,14,549.5,0,0,0,"(47, 0.015, 0.05)"
180,88,52,26,14,6909.0,21,6821.5,14,563.5,14,0,0,"(47, 0.015, 0.05)"
181,82,58,28,13,6947.5,21,6863.5,14,535.5,0,0,0,"(47, 0.015, 0.05)"
182,88,52,26,14,6986.0,21,6898.5,14,549.5,14,0,0,"(47, 0.015, 0.05)"
183,82,58,28,13,7024.5,21,6940.5,14,521.5,0,0,0,"(47, 0.015, 0.05)"
184,88,52,26,14,7063.0,21,6975.5,14,535.5,14,0,0,"(47, 0.015, 0.05)"
185,82,58,28,13,7101.5,21,7017.5,14,507.5,0,0,0,"(47, 0.015, 0.05)"
186,88,52,26,14,7140.0,21,7052.5,14,521.5,14,0,0,"(47, 0.015, 0.05)"
187,82,58,28,13,7178.5,21,7094.5,14,493.5,0,0,0,"(47, 0.015, 0.05)"
188,88,52,26,14,7217.0,21,7129.5,14,507.5,14,0,0,"(47, 0.015, 0.05)"
189,82,58,28,13,7255.5,21,7171.5,14,479.5,0,0,0,"(47, 0.015, 0.05)"
190,88,52,26,14,7294.0,21,7206.5,14,493.5,14,0,0,"(47, 0.015, 0.05)"
191,82,58,28,13,7332.5,21,7248.5,14,465.5,0,0,0,"(47, 0.015, 0.05)"
192,88,52,26,14,7371.0,21,7283.5,14,479.5,14,0,0,"(47, 0.015, 0.05)"
193,82,58,28,13,7409.5,21,7325.5,14,451.5,0,0,0,"(47, 0.015, 0.05)"
194,88,52,26,14,7448.0,21,7360.5,14,465.5,14,0,0,"(47, 0.015, 0.05)"
195,82,58,28,13,7486.5,21,7402.5,14,437.5,0,0,0,"(47, 0.015, 0.05)"
196,88,52,26,14,7525.0,21,7437.5,14,451.5,14,0,0,"(47, 0.015, 0.05)"
197,82,58,28,13,7563.5,21,7479.5,14,423.5,0,0,0,"(47, 0.015, 0.05)"
198,88,52,26,14,7602.0,21,7514.5,14,437.5,14,0,0,"(47, 0.015, 0.05)"
199,82,58,28,13,7640.5,21,7556.5,14,409.5,0,0,0,"(47, 0.015, 0.05)"
200,88,52,26,14,7679.0,21,7591.5,14,423.5,14,0,0,"(47, 0.015, 0.05)"
201,82,58,28,13,7717.5,21,7633.5,14,395.5,0,0,0,"(47, 0.015, 0.05)"
202,88,52,26,14,7756.0,21,7668.5,14,409.5,14,0,0,"(47, 0.015, 0.05)"
203,82,58,28,13,7794.5,21,7710.5,14,381.5,0,0,0,"(47, 0.015, 0.05)"
204,88,52,26,14,7833.0,21,7745.5,14,395.5,14,0,0,"(47, 0.015, 0.05)"
205,82,58,28,13,7871.5,21,7787.5,14,367.5,0,0,0,"(47, 0.015, 0.05)"
206,88,52,26,14,7910.0,21,7822.5,14,381.5,14,0,0,"(47, 0.015, 0.05)"
207,82,58,28,13,7948.5,21,7864.5,14,353.5,0,0,0,"(47, 0.015, 0.05)"
208,88,52,26,14,7987.0,21,7899.5,14,367.5,14,0,0,"(47, 0.015, 0.05)"
209,82,58,28,13,8025.5,21,7941.5,14,339.5,0,0,0,"(47, 0.015, 0.05)"
210,88,52,26,14,8064.0,21,7976.5,14,353.5,14,0,0,"(47, 0.015, 0.05)"
211,82,58,28,13,8102.5,21,8018.5,14,325.5,0,0,0,"(47, 0.015, 0.05)"
212,87,53,26,15,8141.0,21,8057.0,7,339.5,14,0,0,"(47, 0.015, 0.05)"
213,82,58,28,13,8179.5,21,8099.0,14,311.5,0,0,0,"(47, 0.015, 0.05)"
214,88,52,26,14,8218.0,21,8134.0,14,325.5,14,0,0,"(47, 0.015, 0.05)"
215,82,58,28,13,8256.5,21,8176.0,14,297.5,0,0,0,"(47, 0.015, 0.05)"
216,88,52,26,14,8295.0,21,8211.0,14,311.5,14,0,0,"(47, 0.015, 0.05)"
217,82,58,28,13,8333.5,21,8253.0,14,283.5,0,0,0,"(47, 0.015, 0.05)"
218,88,52,26,14,8372.0,21,8288.0,14,297.5,14,0,0,"(47, 0.015, 0.05)"
219,82,58,28,13,8410.5,21,8330.0,14,269.5,0,0,0,"(47, 0.015, 0.05)"
220,88,52,26,14,8449.0,21,8365.0,14,283.5,14,0,0,"(47, 0.015, 0.05)"
221,82,58,28,13,8487.5,21,8407.0,14,255.5,0,0,0,"(47, 0.015, 0.05)"
222,87,53,25,14,8526.0,21,8442.0,14,269.5,14,0,0,"(47, 0.015, 0.05)"
223,81,59,27,13,8564.5,21,8484.0,14,241.5,0,0,0,"(47, 0.015, 0.05)"
224,87,53,25,14,8603.0,21,8519.0,14,255.5,14,0,0,"(47, 0.015, 0.05)"
225,81,59,27,13,8641.5,21,8561.0,14,227.5,0,0,0,"(47, 0.015, 0.05)"
226,88,52,26,14,8680.0,21,8596.0,14,241.5,14,0,0,"(47, 0.015, 0.05)"
227,81,59,27,13,8718.5,21,8638.0,14,213.5,0,0,0,"(47, 0.015, 0.05)"
228,87,53,25,14,8757.0,21,8673.0,14,227.5,14,0,0,"(47, 0.015, 0.05)"
229,82,58,28,13,8795.5,21,8715.0,14,199.5,0,0,0,"(47, 0.015, 0.05)"
230,87,53,25,14,8834.0,21,8750.0,14,213.5,14,0,0,"(47, 0.015, 0.05)"
231,82,58,28,13,8872.5,21,8792.0,14,185.5,0,0,0,"(47, 0.015, 0.05)"
232,86,54,24,14,8911.0,21,8827.0,14,199.5,14,0,0,"(47, 0.015, 0.05)"
233,80,60,27,13,8949.5,21,8869.0,14,171.5,0,0,0,"(47, 0.015, 0.05)"
234,87,53,24,14,8988.0,21,8904.0,14,185.5,14,0,0,"(47, 0.015, 0.05)"
235,80,60,27,13,9026.5,21,8946.0,14,157.5,0,0,0,"(47, 0.015, 0.05)"
236,87,53,24,14,9065.0,21,8981.0,14,171.5,14,0,0,"(47, 0.015, 0.05)"
237,80,60,27,13,9103.5,21,9023.0,14,143.5,0,0,0,"(47, 0.015, 0.05)"
238,87,53,24,14,9142.0,21,9058.0,14,157.5,14,0,0,"(47, 0.015, 0.05)"
239,80,60,27,13,9180.5,21,9100.0,14,129.5,0,0,0,"(47, 0.015, 0.05)"
240,87,53,24,14,9219.0,21,9135.0,14,143.5,14,0,0,"(47, 0.015, 0.05)"
241,80,60,27,13,9257.5,21,9177.0,14,115.5,0,0,0,"(47, 0.015, 0.05)"
242,87,53,24,14,9296.0,21,9212.0,14,129.5,14,0,0,"(47, 0.015, 0.05)"
243,80,60,27,13,9334.5,21,9254.0,14,101.5,0,0,0,"(47, 0.015, 0.05)"
244,87,53,24,14,9373.0,21,9289.0,14,115.5,14,0,0,"(47, 0.015, 0.05)"
245,80,60,27,13,9411.5,21,9331.0,14,87.5,0,0,0,"(47, 0.015, 0.05)"
246,87,53,24,14,9450.0,21,9366.0,14,101.5,14,0,0,"(47, 0.015, 0.05)"
247,80,60,27,13,9488.5,21,9408.0,14,73.5,0,0,0,"(47, 0.015, 0.05)"
248,87,53,24,14,9527.0,21,9443.0,14,87.5,14,0,0,"(47, 0.015, 0.05)"
249,80,60,27,13,9565.5,21,9485.0,14,59.5,0,0,0,"(47, 0.015, 0.05)"
250,87,53,24,14,9604.0,21,9520.0,14,73.5,14,0,0,"(47, 0.015, 0.05)"
251,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,"(47, 0.015, 0.05)"
252,105,35,34,13,17.5,28,17.5,28,-3.5,14,0,0,"(47, 0.015, 0.05)"
253,100,40,31,13,56.0,21,35.0,28,14.0,14,0,0,"(47, 0.015, 0.05)"
254,93,47,33,13,94.5,21,52.5,28,10.5,7,0,0,"(47, 0.015, 0.05)"
255,99,41,31,13,133.0,21,70.0,28,28.0,14,0,0,"(47, 0.015, 0.05)"
256,86,54,31,13,171.5,21,108.5,21,24.5,7,0,0,"(47, 0.015, 0.05)"
257,92,48,30,13,210.0,21,147.0,21,42.0,14,0,0,"(47, 0.015, 0.05)"
258,87,53,31,13,248.5,21,185.5,21,38.5,7,0,0,"(47, 0.015, 0.05)"
259,92,48,30,13,287.0,21,224.0,21,56.0,14,0,0,"(47, 0.015, 0.05)"
260,87,53,31,13,325.5,21,262.5,21,52.5,7,0,0,"(47, 0.015, 0.05)"
261,92,48,30,13,364.0,21,301.0,21,70.0,14,0,0,"(47, 0.015, 0.05)"
262,87,53,31,13,402.5,21,339.5,21,66.5,7,0,0,"(47, 0.015, 0.05)"
263,92,48,30,13,441.0,21,378.0,21,84.0,14,0,0,"(47, 0.015, 0.05)"
264,87,53,31,13,479.5,21,416.5,21,80.5,7,0,0,"(47, 0.015, 0.05)"
265,92,48,30,13,518.0,21,455.0,21,98.0,14,0,0,"(47, 0.015, 0.05)"
266,87,53,31,13,556.5,21,493.5,21,94.5,7,0,0,"(47, 0.015, 0.05)"
267,92,48,30,13,595.0,21,532.0,21,112.0,14,0,0,"(47, 0.015, 0.05)"
268,87,53,31,13,633.5,21,570.5,21,108.5,7,0,0,"(47, 0.015, 0.05)"
269,92,48,30,13,672.0,21,609.0,21,126.0,14,0,0,"(47, 0.015, 0.05)"
270,87,53,31,13,710.5,21,647.5,21,122.5,7,0,0,"(47, 0.015, 0.05)"
271,92,48,30,13,749.0,21,686.0,21,140.0,14,0,0,"(47, 0.015, 0.05)"
272,87,53,31,13,787.5,21,724.5,21,136.5,7,0,0,"(47, 0.015, 0.05)"
273,92,48,30,13,826.0,21,763.0,21,154.0,14,0,0,"(47, 0.015, 0.05)"
274,87,53,31,13,864.5,21,801.5,21,150.5,7,0,0,"(47, 0.015, 0.05)"
275,92,48,30,13,903.0,21,840.0,21,168.0,14,0,0,"(47, 0.015, 0.05)"
276,87,53,31,13,941.5,21,878.5,21,164.5,7,0,0,"(47, 0.015, 0.05)"
277,92,48,30,13,980.0,21,917.0,21,182.0,14,0,0,"(47, 0.015, 0.05)"
