stepcount_54,strategy_54,strat code_54,move_54,probabilities_54,utility_54,common_move_54,number_coop_54,number_defect_54,outcomes_54,p1_54,p2_54,p3_54,p4_54,u1_54,u2_54,u3_54,u4_54,m1_54,m2_54,m3_54,m4_54
True,VPP,6,"{55: 'D', 62: 'C', 53: 'C', 46: 'C'}","{55: 0.46, 62: 0.47, 53: 0.54, 46: 0.47}",0,['C'],3,1,"{55: ['D', 'C'], 62: ['C', 'C'], 53: ['C', 'D'], 46: ['C', 'C']}",0.46,0.47,0.54,0.47,2,1.5,-2,1.5,2,1,1,1
2,VPP,6,"{55: 'D', 62: 'D', 53: 'D', 46: 'D'}","{55: 0.48000000000000004, 62: 0.43, 53: 0.5, 46: 0.43}",3.0,['D'],0,4,"{55: ['D', 'D'], 62: ['D', 'C'], 53: ['D', 'C'], 46: ['D', 'C']}",0.48000000000000004,0.43,0.5,0.43,3,3.5,0,3.5,2,2,2,2
3,VPP,6,"{55: 'C', 62: 'D', 53: 'D', 46: 'D'}","{55: 0.45000000000000007, 62: 0.45, 53: 0.46, 46: 0.45}",10.0,['D'],1,3,"{55: ['C', 'C'], 62: ['D', 'D'], 53: ['D', 'C'], 46: ['D', 'D']}",0.45000000000000007,0.45,0.46,0.45,4.5,4.5,2,4.5,1,2,2,2
4,VPP,6,"{55: 'C', 62: 'C', 53: 'D', 46: 'C'}","{55: 0.42000000000000004, 62: 0.49, 53: 0.48000000000000004, 46: 0.42000000000000004}",15.5,['C'],3,1,"{55: ['C', 'C'], 62: ['C', 'D'], 53: ['D', 'D'], 46: ['C', 'C']}",0.42000000000000004,0.49,0.48000000000000004,0.42000000000000004,6.0,2.5,3,6.0,1,1,2,1
5,VPP,6,"{55: 'D', 62: 'C', 53: 'C', 46: 'C'}","{55: 0.38000000000000006, 62: 0.45999999999999996, 53: 0.45000000000000007, 46: 0.46}",17.5,['C'],3,1,"{55: ['D', 'C'], 62: ['C', 'C'], 53: ['C', 'C'], 46: ['C', 'D']}",0.38000000000000006,0.45999999999999996,0.45000000000000007,0.46,8.0,4.0,4.5,4.0,2,1,1,1
6,VPP,6,"{55: 'C', 62: 'D', 53: 'D', 46: 'D'}","{55: 0.42000000000000004, 62: 0.42, 53: 0.4100000000000001, 46: 0.42000000000000004}",20.5,['D'],1,3,"{55: ['C', 'D'], 62: ['D', 'C'], 53: ['D', 'C'], 46: ['D', 'C']}",0.42000000000000004,0.42,0.4100000000000001,0.42000000000000004,6.0,6.0,6.5,6.0,1,2,2,2
7,VPP,6,"{55: 'C', 62: 'C', 53: 'D', 46: 'D'}","{55: 0.46, 62: 0.45999999999999996, 53: 0.4300000000000001, 46: 0.38000000000000006}",24.5,Eq,2,2,"{55: ['C', 'D'], 62: ['C', 'D'], 53: ['D', 'D'], 46: ['D', 'C']}",0.46,0.45999999999999996,0.4300000000000001,0.38000000000000006,4.0,4.0,7.5,8.0,1,1,2,2
8,VPP,6,"{55: 'C', 62: 'C', 53: 'C', 46: 'C'}","{55: 0.5, 62: 0.49999999999999994, 53: 0.40000000000000013, 46: 0.42000000000000004}",23.5,['C'],4,0,"{55: ['C', 'D'], 62: ['C', 'D'], 53: ['C', 'C'], 46: ['C', 'D']}",0.5,0.49999999999999994,0.40000000000000013,0.42000000000000004,2.0,2.0,9.0,6.0,1,1,1,1
9,VPP,6,"{55: 'C', 62: 'C', 53: 'D', 46: 'C'}","{55: 0.54, 62: 0.47, 53: 0.36000000000000015, 46: 0.39}",19.0,['C'],3,1,"{55: ['C', 'D'], 62: ['C', 'C'], 53: ['D', 'C'], 46: ['C', 'C']}",0.54,0.47,0.36000000000000015,0.39,0.0,3.5,11.0,7.5,1,1,2,1
10,VPP,6,"{55: 'D', 62: 'C', 53: 'C', 46: 'C'}","{55: 0.56, 62: 0.51, 53: 0.40000000000000013, 46: 0.43}",22.0,['C'],3,1,"{55: ['D', 'D'], 62: ['C', 'D'], 53: ['C', 'D'], 46: ['C', 'D']}",0.56,0.51,0.40000000000000013,0.43,1.0,1.5,9.0,5.5,2,1,1,1
11,VPP,6,"{55: 'C', 62: 'D', 53: 'D', 46: 'D'}","{55: 0.53, 62: 0.53, 53: 0.36000000000000015, 46: 0.45}",17.0,['D'],1,3,"{55: ['C', 'C'], 62: ['D', 'D'], 53: ['D', 'C'], 46: ['D', 'D']}",0.53,0.53,0.36000000000000015,0.45,2.5,2.5,11.0,6.5,1,2,2,2
12,VPP,6,"{55: 'C', 62: 'D', 53: 'D', 46: 'D'}","{55: 0.5, 62: 0.55, 53: 0.38000000000000017, 46: 0.41000000000000003}",22.5,['D'],1,3,"{55: ['C', 'C'], 62: ['D', 'D'], 53: ['D', 'D'], 46: ['D', 'C']}",0.5,0.55,0.38000000000000017,0.41000000000000003,4.0,3.5,12.0,8.5,1,2,2,2
13,VPP,6,"{55: 'C', 62: 'C', 53: 'C', 46: 'D'}","{55: 0.47, 62: 0.52, 53: 0.3500000000000002, 46: 0.37000000000000005}",28.0,['C'],3,1,"{55: ['C', 'C'], 62: ['C', 'C'], 53: ['C', 'C'], 46: ['D', 'C']}",0.47,0.52,0.3500000000000002,0.37000000000000005,5.5,5.0,13.5,10.5,1,1,1,2
14,VPP,6,"{55: 'C', 62: 'D', 53: 'D', 46: 'D'}","{55: 0.43999999999999995, 62: 0.48000000000000004, 53: 0.3100000000000002, 46: 0.39000000000000007}",34.5,['D'],1,3,"{55: ['C', 'C'], 62: ['D', 'C'], 53: ['D', 'C'], 46: ['D', 'D']}",0.43999999999999995,0.48000000000000004,0.3100000000000002,0.39000000000000007,7.0,7.0,15.5,11.5,1,2,2,2
15,VPP,6,"{55: 'D', 62: 'D', 53: 'C', 46: 'D'}","{55: 0.39999999999999997, 62: 0.5, 53: 0.28000000000000025, 46: 0.4100000000000001}",41.0,['D'],1,3,"{55: ['D', 'C'], 62: ['D', 'D'], 53: ['C', 'C'], 46: ['D', 'D']}",0.39999999999999997,0.5,0.28000000000000025,0.4100000000000001,9.0,8.0,17.0,12.5,2,2,1,2
16,VPP,6,"{55: 'C', 62: 'D', 53: 'C', 46: 'C'}","{55: 0.43999999999999995, 62: 0.46, 53: 0.32000000000000023, 46: 0.3800000000000001}",46.5,['C'],3,1,"{55: ['C', 'D'], 62: ['D', 'C'], 53: ['C', 'D'], 46: ['C', 'C']}",0.43999999999999995,0.46,0.32000000000000023,0.3800000000000001,7.0,10.0,15.0,14.0,1,2,1,1
17,VPP,6,"{55: 'D', 62: 'D', 53: 'C', 46: 'D'}","{55: 0.45999999999999996, 62: 0.48000000000000004, 53: 0.3600000000000002, 46: 0.34000000000000014}",46.0,['D'],1,3,"{55: ['D', 'D'], 62: ['D', 'D'], 53: ['C', 'D'], 46: ['D', 'C']}",0.45999999999999996,0.48000000000000004,0.3600000000000002,0.34000000000000014,8.0,11.0,13.0,16.0,2,2,1,2
18,VPP,6,"{55: 'C', 62: 'C', 53: 'D', 46: 'C'}","{55: 0.42999999999999994, 62: 0.45000000000000007, 53: 0.3800000000000002, 46: 0.3800000000000001}",48.0,['C'],3,1,"{55: ['C', 'C'], 62: ['C', 'C'], 53: ['D', 'D'], 46: ['C', 'D']}",0.42999999999999994,0.45000000000000007,0.3800000000000002,0.3800000000000001,9.5,12.5,14.0,14.0,1,1,2,1
