stepcount_15,strategy_15,strat code_15,move_15,probabilities_15,utility_15,common_move_15,number_coop_15,number_defect_15,outcomes_15,p1_15,p2_15,p3_15,p4_15,u1_15,u2_15,u3_15,u4_15,m1_15,m2_15,m3_15,m4_15
True,VPP,6,"{16: 'D', 23: 'C', 14: 'D', 7: 'C'}","{16: 0.46, 23: 0.47, 14: 0.52, 7: 0.47}",0,Eq,2,2,"{16: ['D', 'C'], 23: ['C', 'C'], 14: ['D', 'D'], 7: ['C', 'C']}",0.46,0.47,0.52,0.47,2,1.5,1,1.5,2,1,2,1
2,VPP,6,"{16: 'C', 23: 'C', 14: 'C', 7: 'D'}","{16: 0.5, 23: 0.43999999999999995, 14: 0.49, 7: 0.43}",6.0,['C'],3,1,"{16: ['C', 'D'], 23: ['C', 'C'], 14: ['C', 'C'], 7: ['D', 'C']}",0.5,0.43999999999999995,0.49,0.43,0,3.0,2.5,3.5,1,1,1,2
3,VPP,6,"{16: 'C', 23: 'C', 14: 'D', 7: 'C'}","{16: 0.54, 23: 0.4099999999999999, 14: 0.51, 7: 0.4}",9.0,['C'],3,1,"{16: ['C', 'D'], 23: ['C', 'C'], 14: ['D', 'D'], 7: ['C', 'C']}",0.54,0.4099999999999999,0.51,0.4,-2,4.5,3.5,5.0,1,1,2,1
4,VPP,6,"{16: 'C', 23: 'C', 14: 'D', 7: 'D'}","{16: 0.5800000000000001, 23: 0.3799999999999999, 14: 0.53, 7: 0.36000000000000004}",11.0,Eq,2,2,"{16: ['C', 'D'], 23: ['C', 'C'], 14: ['D', 'D'], 7: ['D', 'C']}",0.5800000000000001,0.3799999999999999,0.53,0.36000000000000004,-4,6.0,4.5,7.0,1,1,2,2
5,VPP,6,"{16: 'D', 23: 'C', 14: 'C', 7: 'C'}","{16: 0.6000000000000001, 23: 0.34999999999999987, 14: 0.5700000000000001, 7: 0.33000000000000007}",13.5,['C'],3,1,"{16: ['D', 'D'], 23: ['C', 'C'], 14: ['C', 'D'], 7: ['C', 'C']}",0.6000000000000001,0.34999999999999987,0.5700000000000001,0.33000000000000007,-3,7.5,2.5,8.5,2,1,1,1
6,VPP,6,"{16: 'D', 23: 'C', 14: 'D', 7: 'C'}","{16: 0.56, 23: 0.31999999999999984, 14: 0.53, 7: 0.37000000000000005}",15.5,Eq,2,2,"{16: ['D', 'C'], 23: ['C', 'C'], 14: ['D', 'C'], 7: ['C', 'D']}",0.56,0.31999999999999984,0.53,0.37000000000000005,-1,9.0,4.5,6.5,2,1,2,1
7,VPP,6,"{16: 'D', 23: 'C', 14: 'D', 7: 'C'}","{16: 0.5800000000000001, 23: 0.2899999999999998, 14: 0.55, 7: 0.41000000000000003}",19.0,Eq,2,2,"{16: ['D', 'D'], 23: ['C', 'C'], 14: ['D', 'D'], 7: ['C', 'D']}",0.5800000000000001,0.2899999999999998,0.55,0.41000000000000003,0,10.5,5.5,4.5,2,1,2,1
8,VPP,6,"{16: 'D', 23: 'C', 14: 'D', 7: 'C'}","{16: 0.54, 23: 0.2599999999999998, 14: 0.5700000000000001, 7: 0.38}",20.5,Eq,2,2,"{16: ['D', 'C'], 23: ['C', 'C'], 14: ['D', 'D'], 7: ['C', 'C']}",0.54,0.2599999999999998,0.5700000000000001,0.38,2,12.0,6.5,6.0,2,1,2,1
9,VPP,6,"{16: 'D', 23: 'D', 14: 'C', 7: 'D'}","{16: 0.56, 23: 0.21999999999999978, 14: 0.54, 7: 0.34}",26.5,['D'],1,3,"{16: ['D', 'D'], 23: ['D', 'C'], 14: ['C', 'C'], 7: ['D', 'C']}",0.56,0.21999999999999978,0.54,0.34,3,14.0,8.0,8.0,2,2,1,2
10,VPP,6,"{16: 'D', 23: 'C', 14: 'D', 7: 'D'}","{16: 0.52, 23: 0.2599999999999998, 14: 0.56, 7: 0.30000000000000004}",33.0,['D'],1,3,"{16: ['D', 'C'], 23: ['C', 'D'], 14: ['D', 'D'], 7: ['D', 'C']}",0.52,0.2599999999999998,0.56,0.30000000000000004,5,12.0,9.0,10.0,2,1,2,2
