stepcount_28,strategy_28,strat code_28,move_28,probabilities_28,utility_28,common_move_28,number_coop_28,number_defect_28,outcomes_28,p1_28,p2_28,p3_28,p4_28,u1_28,u2_28,u3_28,u4_28,m1_28,m2_28,m3_28,m4_28
True,WSLS,7,"{29: 'C', 36: 'C', 27: 'C', 20: 'C'}","{29: 0.54, 36: 0.47, 27: 0.47, 20: 0.47}",0,['C'],4,0,"{29: ['C', 'D'], 36: ['C', 'C'], 27: ['C', 'C'], 20: ['C', 'C']}",0.54,0.47,0.47,0.47,-2,1.5,1.5,1.5,1,1,1,1
2,WSLS,7,"{29: 'D', 36: 'C', 27: 'C', 20: 'C'}","{29: 0.56, 36: 0.43999999999999995, 27: 0.51, 20: 0.43999999999999995}",2.5,['C'],4,0,"{29: ['D', 'D'], 36: ['C', 'C'], 27: ['C', 'D'], 20: ['C', 'C']}",0.56,0.43999999999999995,0.51,0.43999999999999995,-1,3.0,-0.5,3.0,2,1,1,1
3,WSLS,7,"{29: 'C', 36: 'C', 27: 'D', 20: 'C'}","{29: 0.53, 36: 0.4099999999999999, 27: 0.53, 20: 0.4099999999999999}",4.5,['C'],3,1,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['D', 'D'], 20: ['C', 'C']}",0.53,0.4099999999999999,0.53,0.4099999999999999,0.5,4.5,0.5,4.5,1,1,2,1
4,WSLS,7,"{29: 'C', 36: 'C', 27: 'C', 20: 'C'}","{29: 0.5, 36: 0.3799999999999999, 27: 0.5, 20: 0.3799999999999999}",10.0,['C'],3,1,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['C', 'C'], 20: ['C', 'C']}",0.5,0.3799999999999999,0.5,0.3799999999999999,2.0,6.0,2.0,6.0,1,1,1,1
5,WSLS,7,"{29: 'C', 36: 'C', 27: 'C', 20: 'C'}","{29: 0.47, 36: 0.34999999999999987, 27: 0.54, 20: 0.34999999999999987}",16.0,['C'],4,0,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['C', 'D'], 20: ['C', 'C']}",0.47,0.34999999999999987,0.54,0.34999999999999987,3.5,7.5,0.0,7.5,1,1,1,1
6,WSLS,7,"{29: 'C', 36: 'C', 27: 'D', 20: 'C'}","{29: 0.43999999999999995, 36: 0.31999999999999984, 27: 0.56, 20: 0.31999999999999984}",18.5,['C'],4,0,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['D', 'D'], 20: ['C', 'C']}",0.43999999999999995,0.31999999999999984,0.56,0.31999999999999984,5.0,9.0,1.0,9.0,1,1,2,1
7,WSLS,7,"{29: 'C', 36: 'C', 27: 'C', 20: 'C'}","{29: 0.4099999999999999, 36: 0.2899999999999998, 27: 0.53, 20: 0.2899999999999998}",24.0,['C'],3,1,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['C', 'C'], 20: ['C', 'C']}",0.4099999999999999,0.2899999999999998,0.53,0.2899999999999998,6.5,10.5,2.5,10.5,1,1,1,1
8,WSLS,7,"{29: 'C', 36: 'C', 27: 'C', 20: 'C'}","{29: 0.3799999999999999, 36: 0.2599999999999998, 27: 0.5700000000000001, 20: 0.2599999999999998}",30.0,['C'],4,0,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['C', 'D'], 20: ['C', 'C']}",0.3799999999999999,0.2599999999999998,0.5700000000000001,0.2599999999999998,8.0,12.0,0.5,12.0,1,1,1,1
9,WSLS,7,"{29: 'C', 36: 'C', 27: 'D', 20: 'C'}","{29: 0.34999999999999987, 36: 0.2299999999999998, 27: 0.5900000000000001, 20: 0.2299999999999998}",32.5,['C'],4,0,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['D', 'D'], 20: ['C', 'C']}",0.34999999999999987,0.2299999999999998,0.5900000000000001,0.2299999999999998,9.5,13.5,1.5,13.5,1,1,2,1
10,WSLS,7,"{29: 'C', 36: 'C', 27: 'C', 20: 'C'}","{29: 0.31999999999999984, 36: 0.1999999999999998, 27: 0.6300000000000001, 20: 0.1999999999999998}",38.0,['C'],3,1,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['C', 'D'], 20: ['C', 'C']}",0.31999999999999984,0.1999999999999998,0.6300000000000001,0.1999999999999998,11.0,15.0,-0.5,15.0,1,1,1,1
11,WSLS,7,"{29: 'C', 36: 'C', 27: 'D', 20: 'C'}","{29: 0.2899999999999998, 36: 0.1699999999999998, 27: 0.6500000000000001, 20: 0.1699999999999998}",40.5,['C'],4,0,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['D', 'D'], 20: ['C', 'C']}",0.2899999999999998,0.1699999999999998,0.6500000000000001,0.1699999999999998,12.5,16.5,0.5,16.5,1,1,2,1
12,WSLS,7,"{29: 'C', 36: 'C', 27: 'C', 20: 'C'}","{29: 0.2599999999999998, 36: 0.1399999999999998, 27: 0.6200000000000001, 20: 0.1399999999999998}",46.0,['C'],3,1,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['C', 'C'], 20: ['C', 'C']}",0.2599999999999998,0.1399999999999998,0.6200000000000001,0.1399999999999998,14.0,18.0,2.0,18.0,1,1,1,1
13,WSLS,7,"{29: 'C', 36: 'C', 27: 'C', 20: 'C'}","{29: 0.2299999999999998, 36: 0.10999999999999979, 27: 0.5900000000000001, 20: 0.10999999999999979}",52.0,['C'],4,0,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['C', 'C'], 20: ['C', 'C']}",0.2299999999999998,0.10999999999999979,0.5900000000000001,0.10999999999999979,15.5,19.5,3.5,19.5,1,1,1,1
14,WSLS,7,"{29: 'C', 36: 'C', 27: 'C', 20: 'C'}","{29: 0.1999999999999998, 36: 0.0799999999999998, 27: 0.56, 20: 0.0799999999999998}",58.0,['C'],4,0,"{29: ['C', 'C'], 36: ['C', 'C'], 27: ['C', 'C'], 20: ['C', 'C']}",0.1999999999999998,0.0799999999999998,0.56,0.0799999999999998,17.0,21.0,5.0,21.0,1,1,1,1
