stepcount_6,strategy_6,strat code_6,move_6,probabilities_6,utility_6,common_move_6,number_coop_6,number_defect_6,outcomes_6,u1_6,u2_6,u3_6,u4_6,m1_6,m2_6,m3_6,m4_6,uv_6,ps_6,nc_6,mutC_6,simP_6,avp1_6,avp2_6,avp3_6,avp4_6,globav_6,epsilon_6,alpha_6,mood_6
True,MOODYLEARN,9,"{7: 'C', 11: 'C', 1: 'C'}","{7: 0.020000000000000018, 11: 0.020000000000000018, 1: 0.32}",0,['C'],6,0,"{7: ['C', 'C'], 11: ['C', 'C'], 1: ['C', 'C']}",3,3,3,None,1,1,1,None,0.06,"{7: [0, 7, 'NEUTRAL'], 11: [0, 11, 'NEUTRAL'], 1: ['C', 1, 'NEUTRAL']}",6,3,3,1.5,1.5,1.5,None,1.5,0.5,0.1,57.53375
2,MOODYLEARN,9,"{7: 'C', 11: 'C', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.0050000000000000044}",9,['C'],3,0,"{7: ['C', 'C'], 11: ['C', 'C'], 1: ['C', 'C']}",6,6,6,None,1,1,1,None,0.105,"{7: ['C', 7, 'NEUTRAL'], 11: ['C', 11, 'NEUTRAL'], 1: ['C', 1, 'NEUTRAL']}",3,3,6,2,2,2,None,2,0.5,0.1,66.94235084375
3,MOODYLEARN,9,"{7: 'C', 11: 'C', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.001}",18,['C'],2,1,"{7: ['C', 'C'], 11: ['C', 'D'], 1: ['C', 'C']}",9,6,9,None,1,1,1,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['D', 11, 'NEUTRAL'], 1: ['C', 1, 'NEUTRAL']}",2,2,9,2.25,1.5,2.25,None,2.0,0.5,0.1,72.87511994147384
4,MOODYLEARN,9,"{7: 'D', 11: 'C', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.001}",24,['C'],2,1,"{7: ['D', 'C'], 11: ['C', 'C'], 1: ['C', 'C']}",14,9,12,None,2,1,1,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['C', 11, 'HIGH'], 1: ['C', 1, 'HIGH']}",2,2,12,2.8,1.8,2.4,None,2.333333333333333,0.0001,0.1,83.8155376962228
5,MOODYLEARN,9,"{7: 'C', 11: 'D', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.001}",35,['C'],2,1,"{7: ['C', 'C'], 11: ['D', 'C'], 1: ['C', 'C']}",17,14,15,None,1,2,1,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['C', 11, 'HIGH'], 1: ['C', 1, 'HIGH']}",2,2,15,2.8333333333333335,2.3333333333333335,2.5,None,2.555555555555556,0.0001,0.1,94.9220301000153
6,MOODYLEARN,9,"{7: 'D', 11: 'C', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.001}",46,['C'],1,2,"{7: ['D', 'C'], 11: ['C', 'C'], 1: ['C', 'C']}",22,17,18,None,2,1,1,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['C', 11, 'HIGH'], 1: ['C', 1, 'HIGH']}",1,2,18,3.142857142857143,2.4285714285714284,2.5714285714285716,None,2.7142857142857144,0.0001,0.1,99.999
7,MOODYLEARN,9,"{7: 'D', 11: 'D', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.001}",57,['D'],1,2,"{7: ['D', 'C'], 11: ['D', 'C'], 1: ['C', 'C']}",27,22,21,None,2,2,1,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['C', 11, 'HIGH'], 1: ['C', 1, 'HIGH']}",1,1,21,3.375,2.75,2.625,None,2.9166666666666665,0.0001,0.1,99.999
8,MOODYLEARN,9,"{7: 'D', 11: 'D', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.001}",70,['D'],1,2,"{7: ['D', 'C'], 11: ['D', 'C'], 1: ['C', 'C']}",32,27,24,None,2,2,1,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['C', 11, 'HIGH'], 1: ['C', 1, 'HIGH']}",1,1,24,3.5555555555555554,3,2.6666666666666665,None,3.074074074074074,0.0001,0.1,99.999
9,MOODYLEARN,9,"{7: 'D', 11: 'D', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.001}",83,['D'],1,2,"{7: ['D', 'C'], 11: ['D', 'C'], 1: ['C', 'C']}",37,32,27,None,2,2,1,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['C', 11, 'HIGH'], 1: ['C', 1, 'HIGH']}",1,1,27,3.7,3.2,2.7,None,3.2,0.0001,0.1,99.999
10,MOODYLEARN,9,"{7: 'D', 11: 'D', 1: 'C'}","{7: 0.001, 11: 0.001, 1: 0.001}",96,['D'],1,2,"{7: ['D', 'C'], 11: ['D', 'C'], 1: ['C', 'C']}",42,37,30,None,2,2,1,None,0.105,"{7: ['C', 7, 'HIGH'], 11: ['C', 11, 'HIGH'], 1: ['C', 1, 'HIGH']}",1,1,30,3.8181818181818183,3.3636363636363638,2.727272727272727,None,3.303030303030303,0.0001,0.1,99.999
