stepcount_1,strategy_1,strat code_1,move_1,probabilities_1,utility_1,common_move_1,number_coop_1,number_defect_1,outcomes_1,p1_1,p2_1,p3_1,p4_1,u1_1,u2_1,u3_1,u4_1,m1_1,m2_1,m3_1,m4_1,uv_1,wm_1,nc_1,mutC_1
2,VPP,6,{2: 'D'},{2: 0.5},-2,['D'],0,1,"{2: ['D', 'C']}",0.5,None,None,None,0,None,None,None,2,None,None,None,0.01,"{2: ['D', 'C']}",0,0
3,VPP,6,{2: 'D'},{2: 0.48},0,['D'],0,1,"{2: ['D', 'C']}",0.48,None,None,None,2,None,None,None,2,None,None,None,0.01,"{2: ['D', 'C', 'C']}",0,0
4,VPP,6,{2: 'C'},{2: 0.5599999999999999},2,['C'],1,0,"{2: ['C', 'D']}",0.5599999999999999,None,None,None,0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
5,VPP,6,{2: 'D'},{2: 0.4799999999999999},0,['D'],0,1,"{2: ['D', 'C']}",0.4799999999999999,None,None,None,2,None,None,None,2,None,None,None,0.04,"{2: ['C', 'D', 'C']}",0,0
6,VPP,6,{2: 'D'},{2: 0.3999999999999999},2,['D'],0,1,"{2: ['D', 'C']}",0.3999999999999999,None,None,None,4,None,None,None,2,None,None,None,0.04,"{2: ['D', 'C', 'C']}",0,0
7,VPP,6,{2: 'D'},{2: 0.4399999999999999},4,['D'],0,1,"{2: ['D', 'D']}",0.4399999999999999,None,None,None,5,None,None,None,2,None,None,None,0.04,"{2: ['C', 'C', 'D']}",0,0
8,VPP,6,{2: 'C'},{2: 0.5199999999999999},5,['C'],1,0,"{2: ['C', 'D']}",0.5199999999999999,None,None,None,3,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
9,VPP,6,{2: 'D'},{2: 0.5599999999999999},3,['D'],0,1,"{2: ['D', 'D']}",0.5599999999999999,None,None,None,4,None,None,None,2,None,None,None,0.04,"{2: ['D', 'D', 'D']}",0,0
10,VPP,6,{2: 'D'},{2: 0.6},4,['D'],0,1,"{2: ['D', 'D']}",0.6,None,None,None,5,None,None,None,2,None,None,None,0.04,"{2: ['D', 'D', 'D']}",0,0
11,VPP,6,{2: 'D'},{2: 0.64},5,['D'],0,1,"{2: ['D', 'D']}",0.64,None,None,None,6,None,None,None,2,None,None,None,0.04,"{2: ['D', 'D', 'D']}",0,0
12,VPP,6,{2: 'D'},{2: 0.56},6,['D'],0,1,"{2: ['D', 'C']}",0.56,None,None,None,8,None,None,None,2,None,None,None,0.04,"{2: ['D', 'D', 'C']}",0,0
13,VPP,6,{2: 'D'},{2: 0.6000000000000001},8,['D'],0,1,"{2: ['D', 'D']}",0.6000000000000001,None,None,None,9,None,None,None,2,None,None,None,0.04,"{2: ['D', 'C', 'D']}",0,0
stepcount_1,strategy_1,strat code_1,move_1,probabilities_1,utility_1,common_move_1,number_coop_1,number_defect_1,outcomes_1,p1_1,p2_1,p3_1,p4_1,u1_1,u2_1,u3_1,u4_1,m1_1,m2_1,m3_1,m4_1,uv_1,wm_1,nc_1,mutC_1
True,VPP,6,{2: 'D'},{2: 0.51},0,['D'],0,1,"{2: ['D', 'D']}",0.51,None,None,None,1,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
2,VPP,6,{2: 'D'},{2: 0.49},1,['D'],0,1,"{2: ['D', 'C']}",0.49,None,None,None,3,None,None,None,2,None,None,None,0.01,"{2: ['D', 'C']}",0,0
3,VPP,6,{2: 'D'},{2: 0.5},3,['D'],0,1,"{2: ['D', 'D']}",0.5,None,None,None,4,None,None,None,2,None,None,None,0.01,"{2: ['D', 'C', 'D']}",0,0
4,VPP,6,{2: 'C'},{2: 0.44},4,['C'],1,0,"{2: ['C', 'C']}",0.44,None,None,None,5.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
5,VPP,6,{2: 'C'},{2: 0.52},5.5,['C'],1,0,"{2: ['C', 'D']}",0.52,None,None,None,3.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
6,VPP,6,{2: 'D'},{2: 0.56},3.5,['D'],0,1,"{2: ['D', 'D']}",0.56,None,None,None,4.5,None,None,None,2,None,None,None,0.04,"{2: ['C', 'D', 'D']}",0,0
7,VPP,6,{2: 'C'},{2: 0.64},4.5,['C'],1,0,"{2: ['C', 'D']}",0.64,None,None,None,2.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
8,VPP,6,{2: 'D'},{2: 0.56},2.5,['D'],0,1,"{2: ['D', 'C']}",0.56,None,None,None,4.5,None,None,None,2,None,None,None,0.04,"{2: ['D', 'D', 'C']}",0,0
9,VPP,6,{2: 'D'},{2: 0.6000000000000001},4.5,['D'],0,1,"{2: ['D', 'D']}",0.6000000000000001,None,None,None,5.5,None,None,None,2,None,None,None,0.04,"{2: ['D', 'C', 'D']}",0,0
10,VPP,6,{2: 'C'},{2: 0.68},5.5,['C'],1,0,"{2: ['C', 'D']}",0.68,None,None,None,3.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
11,VPP,6,{2: 'C'},{2: 0.6200000000000001},3.5,['C'],1,0,"{2: ['C', 'C']}",0.6200000000000001,None,None,None,5.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
12,VPP,6,{2: 'C'},{2: 0.56},5.0,['C'],1,0,"{2: ['C', 'C']}",0.56,None,None,None,6.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
13,VPP,6,{2: 'C'},{2: 0.64},6.5,['C'],1,0,"{2: ['C', 'D']}",0.64,None,None,None,4.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
14,VPP,6,{2: 'D'},{2: 0.68},4.5,['D'],0,1,"{2: ['D', 'D']}",0.68,None,None,None,5.5,None,None,None,2,None,None,None,0.04,"{2: ['C', 'D', 'D']}",0,0
15,VPP,6,{2: 'C'},{2: 0.6200000000000001},5.5,['C'],1,0,"{2: ['C', 'C']}",0.6200000000000001,None,None,None,7.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
16,VPP,6,{2: 'C'},{2: 0.7000000000000001},7.0,['C'],1,0,"{2: ['C', 'D']}",0.7000000000000001,None,None,None,5.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
17,VPP,6,{2: 'C'},{2: 0.78},5.0,['C'],1,0,"{2: ['C', 'D']}",0.78,None,None,None,3.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
18,VPP,6,{2: 'C'},{2: 0.86},3.0,['C'],1,0,"{2: ['C', 'D']}",0.86,None,None,None,1.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
19,VPP,6,{2: 'D'},{2: 0.78},1.0,['D'],0,1,"{2: ['D', 'C']}",0.78,None,None,None,3.0,None,None,None,2,None,None,None,0.04,"{2: ['D', 'D', 'C']}",0,0
20,VPP,6,{2: 'C'},{2: 0.86},3.0,['C'],1,0,"{2: ['C', 'D']}",0.86,None,None,None,1.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
21,VPP,6,{2: 'D'},{2: 0.9},1.0,['D'],0,1,"{2: ['D', 'D']}",0.9,None,None,None,2.0,None,None,None,2,None,None,None,0.04,"{2: ['C', 'D', 'D']}",0,0
22,VPP,6,{2: 'C'},{2: 0.8400000000000001},2.0,['C'],1,0,"{2: ['C', 'C']}",0.8400000000000001,None,None,None,3.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
23,VPP,6,{2: 'D'},{2: 0.7600000000000001},3.5,['D'],0,1,"{2: ['D', 'C']}",0.7600000000000001,None,None,None,5.5,None,None,None,2,None,None,None,0.04,"{2: ['D', 'C', 'C']}",0,0
24,VPP,6,{2: 'D'},{2: 0.8000000000000002},5.5,['D'],0,1,"{2: ['D', 'D']}",0.8000000000000002,None,None,None,6.5,None,None,None,2,None,None,None,0.04,"{2: ['C', 'C', 'D']}",0,0
25,VPP,6,{2: 'D'},{2: 0.8400000000000002},6.5,['D'],0,1,"{2: ['D', 'D']}",0.8400000000000002,None,None,None,7.5,None,None,None,2,None,None,None,0.04,"{2: ['C', 'D', 'D']}",0,0
26,VPP,6,{2: 'D'},{2: 0.7600000000000002},7.5,['D'],0,1,"{2: ['D', 'C']}",0.7600000000000002,None,None,None,9.5,None,None,None,2,None,None,None,0.04,"{2: ['D', 'D', 'C']}",0,0
27,VPP,6,{2: 'D'},{2: 0.6800000000000003},9.5,['D'],0,1,"{2: ['D', 'C']}",0.6800000000000003,None,None,None,11.5,None,None,None,2,None,None,None,0.04,"{2: ['D', 'C', 'C']}",0,0
28,VPP,6,{2: 'D'},{2: 0.6000000000000003},11.5,['D'],0,1,"{2: ['D', 'C']}",0.6000000000000003,None,None,None,13.5,None,None,None,2,None,None,None,0.04,"{2: ['C', 'C', 'C']}",0,0
29,VPP,6,{2: 'D'},{2: 0.5200000000000004},13.5,['D'],0,1,"{2: ['D', 'C']}",0.5200000000000004,None,None,None,15.5,None,None,None,2,None,None,None,0.04,"{2: ['C', 'C', 'C']}",0,0
30,VPP,6,{2: 'C'},{2: 0.46000000000000035},15.5,['C'],1,0,"{2: ['C', 'C']}",0.46000000000000035,None,None,None,17.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
31,VPP,6,{2: 'C'},{2: 0.40000000000000036},17.0,['C'],1,0,"{2: ['C', 'C']}",0.40000000000000036,None,None,None,18.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
32,VPP,6,{2: 'D'},{2: 0.44000000000000034},18.5,['D'],0,1,"{2: ['D', 'D']}",0.44000000000000034,None,None,None,19.5,None,None,None,2,None,None,None,0.04,"{2: ['C', 'C', 'D']}",0,0
33,VPP,6,{2: 'D'},{2: 0.3600000000000003},19.5,['D'],0,1,"{2: ['D', 'C']}",0.3600000000000003,None,None,None,21.5,None,None,None,2,None,None,None,0.04,"{2: ['C', 'D', 'C']}",0,0
34,VPP,6,{2: 'C'},{2: 0.44000000000000034},21.5,['C'],1,0,"{2: ['C', 'D']}",0.44000000000000034,None,None,None,19.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
35,VPP,6,{2: 'C'},{2: 0.38000000000000034},19.5,['C'],1,0,"{2: ['C', 'C']}",0.38000000000000034,None,None,None,21.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
36,VPP,6,{2: 'C'},{2: 0.32000000000000034},21.0,['C'],1,0,"{2: ['C', 'C']}",0.32000000000000034,None,None,None,22.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
37,VPP,6,{2: 'C'},{2: 0.26000000000000034},22.5,['C'],1,0,"{2: ['C', 'C']}",0.26000000000000034,None,None,None,24.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
38,VPP,6,{2: 'C'},{2: 0.34000000000000036},24.0,['C'],1,0,"{2: ['C', 'D']}",0.34000000000000036,None,None,None,22.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
39,VPP,6,{2: 'D'},{2: 0.26000000000000034},22.0,['D'],0,1,"{2: ['D', 'C']}",0.26000000000000034,None,None,None,24.0,None,None,None,2,None,None,None,0.04,"{2: ['C', 'D', 'C']}",0,0
40,VPP,6,{2: 'C'},{2: 0.20000000000000034},24.0,['C'],1,0,"{2: ['C', 'C']}",0.20000000000000034,None,None,None,25.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
41,VPP,6,{2: 'C'},{2: 0.14000000000000035},25.5,['C'],1,0,"{2: ['C', 'C']}",0.14000000000000035,None,None,None,27.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
42,VPP,6,{2: 'C'},{2: 0.08000000000000035},27.0,['C'],1,0,"{2: ['C', 'C']}",0.08000000000000035,None,None,None,28.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
43,VPP,6,{2: 'C'},{2: 0.02000000000000035},28.5,['C'],1,0,"{2: ['C', 'C']}",0.02000000000000035,None,None,None,30.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
44,VPP,6,{2: 'C'},{2: 0},30.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,31.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
45,VPP,6,{2: 'C'},{2: 0},31.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,33.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
46,VPP,6,{2: 'C'},{2: 0},33.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,34.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
47,VPP,6,{2: 'C'},{2: 0},34.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,36.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
48,VPP,6,{2: 'C'},{2: 0},36.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,37.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
49,VPP,6,{2: 'C'},{2: 0},37.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,35.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
50,VPP,6,{2: 'C'},{2: 0},35.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,33.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
51,VPP,6,{2: 'C'},{2: 0},33.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,35.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
52,VPP,6,{2: 'C'},{2: 0},35.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,33.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
53,VPP,6,{2: 'C'},{2: 0},33.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,31.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
54,VPP,6,{2: 'C'},{2: 0},31.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,29.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
55,VPP,6,{2: 'C'},{2: 0},29.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,27.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
56,VPP,6,{2: 'C'},{2: 0},27.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
57,VPP,6,{2: 'C'},{2: 0},25.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
58,VPP,6,{2: 'C'},{2: 0},26.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,24.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
59,VPP,6,{2: 'C'},{2: 0},24.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
60,VPP,6,{2: 'C'},{2: 0},26.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,27.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
61,VPP,6,{2: 'C'},{2: 0},27.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,25.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
62,VPP,6,{2: 'C'},{2: 0},25.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,23.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
63,VPP,6,{2: 'C'},{2: 0},23.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
64,VPP,6,{2: 'C'},{2: 0},25.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
65,VPP,6,{2: 'C'},{2: 0},26.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,28.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
66,VPP,6,{2: 'C'},{2: 0},28.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,26.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
67,VPP,6,{2: 'C'},{2: 0},26.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,27.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
68,VPP,6,{2: 'C'},{2: 0},27.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,29.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
69,VPP,6,{2: 'C'},{2: 0},29.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,27.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
70,VPP,6,{2: 'C'},{2: 0},27.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,28.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
71,VPP,6,{2: 'C'},{2: 0},28.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,30.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
72,VPP,6,{2: 'C'},{2: 0},30.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,31.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
73,VPP,6,{2: 'C'},{2: 0},31.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,29.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
74,VPP,6,{2: 'C'},{2: 0},29.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,31.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
75,VPP,6,{2: 'C'},{2: 0},31.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,32.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
76,VPP,6,{2: 'C'},{2: 0},32.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,30.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
77,VPP,6,{2: 'C'},{2: 0},30.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,28.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
78,VPP,6,{2: 'C'},{2: 0},28.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,30.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
79,VPP,6,{2: 'C'},{2: 0},30.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,28.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
80,VPP,6,{2: 'C'},{2: 0},28.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,26.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
81,VPP,6,{2: 'C'},{2: 0},26.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,27.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
82,VPP,6,{2: 'C'},{2: 0},27.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,29.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
83,VPP,6,{2: 'C'},{2: 0},29.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,30.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
84,VPP,6,{2: 'C'},{2: 0},30.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,32.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
85,VPP,6,{2: 'C'},{2: 0},32.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,33.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
86,VPP,6,{2: 'C'},{2: 0},33.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,35.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
87,VPP,6,{2: 'C'},{2: 0},35.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,36.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
88,VPP,6,{2: 'C'},{2: 0},36.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,38.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
89,VPP,6,{2: 'C'},{2: 0},38.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,39.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
90,VPP,6,{2: 'C'},{2: 0},39.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,37.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
91,VPP,6,{2: 'C'},{2: 0},37.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,35.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
92,VPP,6,{2: 'C'},{2: 0},35.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,37.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
93,VPP,6,{2: 'C'},{2: 0},37.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,35.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
94,VPP,6,{2: 'C'},{2: 0},35.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,33.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
95,VPP,6,{2: 'C'},{2: 0},33.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,31.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
96,VPP,6,{2: 'C'},{2: 0},31.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,32.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
97,VPP,6,{2: 'C'},{2: 0},32.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,34.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
98,VPP,6,{2: 'C'},{2: 0},34.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,32.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
99,VPP,6,{2: 'C'},{2: 0},32.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,33.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
100,VPP,6,{2: 'C'},{2: 0},33.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,35.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
101,VPP,6,{2: 'C'},{2: 0},35.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,36.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
102,VPP,6,{2: 'C'},{2: 0},36.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,38.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
103,VPP,6,{2: 'C'},{2: 0},38.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,39.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
104,VPP,6,{2: 'C'},{2: 0},39.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,37.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
105,VPP,6,{2: 'C'},{2: 0},37.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,39.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
106,VPP,6,{2: 'C'},{2: 0},39.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,37.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
107,VPP,6,{2: 'C'},{2: 0},37.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,35.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
108,VPP,6,{2: 'C'},{2: 0},35.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,33.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
109,VPP,6,{2: 'C'},{2: 0},33.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,34.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
110,VPP,6,{2: 'C'},{2: 0},34.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,32.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
111,VPP,6,{2: 'C'},{2: 0},32.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,34.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
112,VPP,6,{2: 'C'},{2: 0},34.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,32.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
113,VPP,6,{2: 'C'},{2: 0},32.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,30.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
114,VPP,6,{2: 'C'},{2: 0},30.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,28.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
115,VPP,6,{2: 'C'},{2: 0},28.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,29.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
116,VPP,6,{2: 'C'},{2: 0},29.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,27.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
117,VPP,6,{2: 'C'},{2: 0},27.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,29.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
118,VPP,6,{2: 'C'},{2: 0},29.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,27.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
119,VPP,6,{2: 'C'},{2: 0},27.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
120,VPP,6,{2: 'C'},{2: 0},25.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
