stepcount_58,strategy_58,strat code_58,move_58,probabilities_58,utility_58,common_move_58,number_coop_58,number_defect_58,outcomes_58,p1_58,p2_58,p3_58,p4_58,u1_58,u2_58,u3_58,u4_58,m1_58,m2_58,m3_58,m4_58
True,VPP,6,"{59: 'D', 57: 'D', 50: 'D'}","{59: 0.46, 57: 0.46, 50: 0.46}",0,['D'],0,3,"{59: ['D', 'C'], 57: ['D', 'C'], 50: ['D', 'C']}",0.46,0.46,0.46,None,2,2,2,None,2,2,2,None
2,VPP,6,"{59: 'D', 57: 'D', 50: 'C'}","{59: 0.48000000000000004, 57: 0.48000000000000004, 50: 0.5}",6,['D'],1,2,"{59: ['D', 'D'], 57: ['D', 'D'], 50: ['C', 'D']}",0.48000000000000004,0.48000000000000004,0.5,None,3,3,0,None,2,2,1,None
3,VPP,6,"{59: 'C', 57: 'C', 50: 'D'}","{59: 0.45000000000000007, 57: 0.45000000000000007, 50: 0.52}",6,['C'],2,1,"{59: ['C', 'C'], 57: ['C', 'C'], 50: ['D', 'D']}",0.45000000000000007,0.45000000000000007,0.52,None,4.5,4.5,1,None,1,1,2,None
4,VPP,6,"{59: 'C', 57: 'D', 50: 'C'}","{59: 0.42000000000000004, 57: 0.4100000000000001, 50: 0.49}",10.0,['C'],2,1,"{59: ['C', 'C'], 57: ['D', 'C'], 50: ['C', 'C']}",0.42000000000000004,0.4100000000000001,0.49,None,6.0,6.5,2.5,None,1,2,1,None
5,VPP,6,"{59: 'C', 57: 'D', 50: 'D'}","{59: 0.39, 57: 0.4300000000000001, 50: 0.45}",15.0,['D'],1,2,"{59: ['C', 'C'], 57: ['D', 'D'], 50: ['D', 'C']}",0.39,0.4300000000000001,0.45,None,7.5,7.5,4.5,None,1,2,2,None
6,VPP,6,"{59: 'C', 57: 'C', 50: 'D'}","{59: 0.36, 57: 0.40000000000000013, 50: 0.47000000000000003}",19.5,['C'],2,1,"{59: ['C', 'C'], 57: ['C', 'C'], 50: ['D', 'D']}",0.36,0.40000000000000013,0.47000000000000003,None,9.0,9.0,5.5,None,1,1,2,None
7,VPP,6,"{59: 'C', 57: 'D', 50: 'D'}","{59: 0.32999999999999996, 57: 0.36000000000000015, 50: 0.43000000000000005}",23.5,['D'],1,2,"{59: ['C', 'C'], 57: ['D', 'C'], 50: ['D', 'C']}",0.32999999999999996,0.36000000000000015,0.43000000000000005,None,10.5,11.0,7.5,None,1,2,2,None
8,VPP,6,"{59: 'C', 57: 'C', 50: 'D'}","{59: 0.29999999999999993, 57: 0.40000000000000013, 50: 0.45000000000000007}",29.0,['C'],2,1,"{59: ['C', 'C'], 57: ['C', 'D'], 50: ['D', 'D']}",0.29999999999999993,0.40000000000000013,0.45000000000000007,None,12.0,9.0,8.5,None,1,1,2,None
9,VPP,6,"{59: 'C', 57: 'D', 50: 'D'}","{59: 0.2699999999999999, 57: 0.42000000000000015, 50: 0.4100000000000001}",29.5,['D'],1,2,"{59: ['C', 'C'], 57: ['D', 'D'], 50: ['D', 'C']}",0.2699999999999999,0.42000000000000015,0.4100000000000001,None,13.5,10.0,10.5,None,1,2,2,None
10,VPP,6,"{59: 'C', 57: 'C', 50: 'C'}","{59: 0.2399999999999999, 57: 0.3900000000000001, 50: 0.45000000000000007}",34.0,['C'],3,0,"{59: ['C', 'C'], 57: ['C', 'C'], 50: ['C', 'D']}",0.2399999999999999,0.3900000000000001,0.45000000000000007,None,15.0,11.5,8.5,None,1,1,1,None
