stepcount_58,strategy_58,strat code_58,move_58,probabilities_58,utility_58,common_move_58,number_coop_58,number_defect_58,outcomes_58,p1_58,p2_58,p3_58,p4_58,u1_58,u2_58,u3_58,u4_58,m1_58,m2_58,m3_58,m4_58
11,VPP,6,"{59: 'C', 57: 'D', 50: 'C'}","{59: 0.2099999999999999, 57: 0.35000000000000014, 50: 0.49000000000000005}",35.0,['C'],2,1,"{59: ['C', 'C'], 57: ['D', 'C'], 50: ['C', 'D']}",0.2099999999999999,0.35000000000000014,0.49000000000000005,None,16.5,13.5,6.5,None,1,2,1,None
12,VPP,6,"{59: 'C', 57: 'C', 50: 'C'}","{59: 0.1799999999999999, 57: 0.3900000000000001, 50: 0.53}",36.5,['C'],3,0,"{59: ['C', 'C'], 57: ['C', 'D'], 50: ['C', 'D']}",0.1799999999999999,0.3900000000000001,0.53,None,18.0,11.5,4.5,None,1,1,1,None
13,VPP,6,"{59: 'C', 57: 'D', 50: 'D'}","{59: 0.1499999999999999, 57: 0.41000000000000014, 50: 0.55}",34.0,['D'],1,2,"{59: ['C', 'C'], 57: ['D', 'D'], 50: ['D', 'D']}",0.1499999999999999,0.41000000000000014,0.55,None,19.5,12.5,5.5,None,1,2,2,None
14,VPP,6,"{59: 'C', 57: 'D', 50: 'D'}","{59: 0.11999999999999991, 57: 0.37000000000000016, 50: 0.51}",37.5,['D'],1,2,"{59: ['C', 'C'], 57: ['D', 'C'], 50: ['D', 'C']}",0.11999999999999991,0.37000000000000016,0.51,None,21.0,14.5,7.5,None,1,2,2,None
15,VPP,6,"{59: 'C', 57: 'D', 50: 'C'}","{59: 0.08999999999999991, 57: 0.3900000000000002, 50: 0.55}",43.0,['C'],2,1,"{59: ['C', 'C'], 57: ['D', 'D'], 50: ['C', 'D']}",0.08999999999999991,0.3900000000000002,0.55,None,22.5,15.5,5.5,None,1,2,1,None
16,VPP,6,"{59: 'C', 57: 'C', 50: 'D'}","{59: 0.059999999999999915, 57: 0.3600000000000002, 50: 0.5700000000000001}",43.5,['C'],2,1,"{59: ['C', 'C'], 57: ['C', 'C'], 50: ['D', 'D']}",0.059999999999999915,0.3600000000000002,0.5700000000000001,None,24.0,17.0,6.5,None,1,1,2,None
17,VPP,6,"{59: 'C', 57: 'C', 50: 'C'}","{59: 0.029999999999999916, 57: 0.3300000000000002, 50: 0.54}",47.5,['C'],3,0,"{59: ['C', 'C'], 57: ['C', 'C'], 50: ['C', 'C']}",0.029999999999999916,0.3300000000000002,0.54,None,25.5,18.5,8.0,None,1,1,1,None
18,VPP,6,"{59: 'C', 57: 'C', 50: 'D'}","{59: 0, 57: 0.30000000000000016, 50: 0.5}",52.0,['C'],2,1,"{59: ['C', 'C'], 57: ['C', 'C'], 50: ['D', 'C']}",0,0.30000000000000016,0.5,None,27.0,20.0,10.0,None,1,1,2,None
19,VPP,6,"{59: 'C', 57: 'C', 50: 'D'}","{59: 0, 57: 0.27000000000000013, 50: 0.52}",57.0,['C'],2,1,"{59: ['C', 'C'], 57: ['C', 'C'], 50: ['D', 'D']}",0,0.27000000000000013,0.52,None,28.5,21.5,11.0,None,1,1,2,None
20,VPP,6,"{59: 'C', 57: 'D', 50: 'C'}","{59: 0, 57: 0.23000000000000012, 50: 0.49}",61.0,['C'],2,1,"{59: ['C', 'C'], 57: ['D', 'C'], 50: ['C', 'C']}",0,0.23000000000000012,0.49,None,30.0,23.5,12.5,None,1,2,1,None
21,VPP,6,"{59: 'C', 57: 'C', 50: 'D'}","{59: 0, 57: 0.27000000000000013, 50: 0.45}",66.0,['C'],2,1,"{59: ['C', 'C'], 57: ['C', 'D'], 50: ['D', 'C']}",0,0.27000000000000013,0.45,None,31.5,21.5,14.5,None,1,1,2,None
22,VPP,6,"{59: 'C', 57: 'C', 50: 'D'}","{59: 0, 57: 0.3100000000000001, 50: 0.47000000000000003}",67.5,['C'],2,1,"{59: ['C', 'C'], 57: ['C', 'D'], 50: ['D', 'D']}",0,0.3100000000000001,0.47000000000000003,None,33.0,19.5,15.5,None,1,1,2,None
23,VPP,6,"{59: 'C', 57: 'D', 50: 'D'}","{59: 0, 57: 0.3300000000000001, 50: 0.43000000000000005}",68.0,['D'],1,2,"{59: ['C', 'C'], 57: ['D', 'D'], 50: ['D', 'C']}",0,0.3300000000000001,0.43000000000000005,None,34.5,20.5,17.5,None,1,2,2,None
24,VPP,6,"{59: 'C', 57: 'C', 50: 'D'}","{59: 0, 57: 0.30000000000000016, 50: 0.45000000000000007}",72.5,['C'],2,1,"{59: ['C', 'C'], 57: ['C', 'C'], 50: ['D', 'D']}",0,0.30000000000000016,0.45000000000000007,None,36.0,22.0,18.5,None,1,1,2,None
25,VPP,6,"{59: 'C', 57: 'C', 50: 'C'}","{59: 0, 57: 0.27000000000000013, 50: 0.42000000000000004}",76.5,['C'],3,0,"{59: ['C', 'C'], 57: ['C', 'C'], 50: ['C', 'C']}",0,0.27000000000000013,0.42000000000000004,None,37.5,23.5,20.0,None,1,1,1,None
26,VPP,6,"{59: 'C', 57: 'C', 50: 'D'}","{59: 0, 57: 0.24000000000000013, 50: 0.38000000000000006}",81.0,['C'],2,1,"{59: ['C', 'C'], 57: ['C', 'C'], 50: ['D', 'C']}",0,0.24000000000000013,0.38000000000000006,None,39.0,25.0,22.0,None,1,1,2,None
