stepcount_55,strategy_55,strat code_55,move_55,probabilities_55,utility_55,common_move_55,number_coop_55,number_defect_55,outcomes_55,p1_55,p2_55,p3_55,p4_55,u1_55,u2_55,u3_55,u4_55,m1_55,m2_55,m3_55,m4_55
True,WSLS,7,"{56: 'C', 63: 'C', 54: 'C', 47: 'C'}","{56: 0.47, 63: 0.47, 54: 0.54, 47: 0.54}",0,['C'],4,0,"{56: ['C', 'C'], 63: ['C', 'C'], 54: ['C', 'D'], 47: ['C', 'D']}",0.47,0.47,0.54,0.54,1.5,1.5,-2,-2,1,1,1,1
2,WSLS,7,"{56: 'C', 63: 'C', 54: 'D', 47: 'D'}","{56: 0.43999999999999995, 63: 0.43999999999999995, 54: 0.56, 47: 0.56}",-1.0,Eq,4,0,"{56: ['C', 'C'], 63: ['C', 'C'], 54: ['D', 'D'], 47: ['D', 'D']}",0.43999999999999995,0.43999999999999995,0.56,0.56,3.0,3.0,-1,-1,1,1,2,2
3,WSLS,7,"{56: 'C', 63: 'C', 54: 'C', 47: 'C'}","{56: 0.4799999999999999, 63: 0.4099999999999999, 54: 0.53, 47: 0.53}",4.0,['C'],2,2,"{56: ['C', 'D'], 63: ['C', 'C'], 54: ['C', 'C'], 47: ['C', 'C']}",0.4799999999999999,0.4099999999999999,0.53,0.53,1.0,4.5,0.5,0.5,1,1,1,1
4,WSLS,7,"{56: 'D', 63: 'C', 54: 'C', 47: 'C'}","{56: 0.43999999999999995, 63: 0.3799999999999999, 54: 0.5, 47: 0.5}",6.5,['C'],4,0,"{56: ['D', 'C'], 63: ['C', 'C'], 54: ['C', 'C'], 47: ['C', 'C']}",0.43999999999999995,0.3799999999999999,0.5,0.5,3.0,6.0,2.0,2.0,2,1,1,1
5,WSLS,7,"{56: 'D', 63: 'C', 54: 'C', 47: 'C'}","{56: 0.45999999999999996, 63: 0.34999999999999987, 54: 0.54, 47: 0.54}",13.0,['C'],3,1,"{56: ['D', 'D'], 63: ['C', 'C'], 54: ['C', 'D'], 47: ['C', 'D']}",0.45999999999999996,0.34999999999999987,0.54,0.54,4.0,7.5,0.0,0.0,2,1,1,1
6,WSLS,7,"{56: 'C', 63: 'C', 54: 'D', 47: 'D'}","{56: 0.42999999999999994, 63: 0.31999999999999984, 54: 0.5, 47: 0.5}",11.5,Eq,3,1,"{56: ['C', 'C'], 63: ['C', 'C'], 54: ['D', 'C'], 47: ['D', 'C']}",0.42999999999999994,0.31999999999999984,0.5,0.5,5.5,9.0,2.0,2.0,1,1,2,2
7,WSLS,7,"{56: 'C', 63: 'C', 54: 'D', 47: 'D'}","{56: 0.4699999999999999, 63: 0.2899999999999998, 54: 0.46, 47: 0.46}",18.5,Eq,2,2,"{56: ['C', 'D'], 63: ['C', 'C'], 54: ['D', 'C'], 47: ['D', 'C']}",0.4699999999999999,0.2899999999999998,0.46,0.46,3.5,10.5,4.0,4.0,1,1,2,2
8,WSLS,7,"{56: 'D', 63: 'C', 54: 'D', 47: 'D'}","{56: 0.48999999999999994, 63: 0.2599999999999998, 54: 0.42000000000000004, 47: 0.42000000000000004}",22.0,['D'],2,2,"{56: ['D', 'D'], 63: ['C', 'C'], 54: ['D', 'C'], 47: ['D', 'C']}",0.48999999999999994,0.2599999999999998,0.42000000000000004,0.42000000000000004,4.5,12.0,6.0,6.0,2,1,2,2
9,WSLS,7,"{56: 'C', 63: 'C', 54: 'D', 47: 'D'}","{56: 0.5299999999999999, 63: 0.2299999999999998, 54: 0.38000000000000006, 47: 0.44000000000000006}",28.5,Eq,1,3,"{56: ['C', 'D'], 63: ['C', 'C'], 54: ['D', 'C'], 47: ['D', 'D']}",0.5299999999999999,0.2299999999999998,0.38000000000000006,0.44000000000000006,2.5,13.5,8.0,7.0,1,1,2,2
10,WSLS,7,"{56: 'D', 63: 'C', 54: 'D', 47: 'C'}","{56: 0.5499999999999999, 63: 0.1999999999999998, 54: 0.4000000000000001, 47: 0.41000000000000003}",31.0,Eq,2,2,"{56: ['D', 'D'], 63: ['C', 'C'], 54: ['D', 'D'], 47: ['C', 'C']}",0.5499999999999999,0.1999999999999998,0.4000000000000001,0.41000000000000003,3.5,15.0,9.0,8.5,2,1,2,1
