stepcount_17,strategy_17,strat code_17,move_17,probabilities_17,utility_17,common_move_17,number_coop_17,number_defect_17,outcomes_17,u1_17,u2_17,u3_17,u4_17,m1_17,m2_17,m3_17,m4_17,uv_17,ps_17,nc_17,mutC_17,simP_17,avp1_17,avp2_17,avp3_17,avp4_17,globav_17,epsilon_17,alpha_17,mood_17
True,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",0,['C'],8,0,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['C', 'C']}",3,3,3,3,1,1,1,1,0.075,"{18: [0, 18, 'NEUTRAL'], 22: [0, 22, 'NEUTRAL'], 16: ['C', 16, 'NEUTRAL'], 12: ['C', 12, 'NEUTRAL']}",8,4,4,1.5,1.5,1.5,1.5,1.5,0.5,0.1,60.53375
2,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",12,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['C', 'C']}",6,6,6,6,1,1,1,1,0.135,"{18: ['C', 18, 'NEUTRAL'], 22: ['C', 22, 'NEUTRAL'], 16: ['C', 16, 'NEUTRAL'], 12: ['C', 12, 'HIGH']}",3,4,8,2,2,2,2,2,0.5,0.1,72.91242584374999
3,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",24,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['D', 'C']}",9,9,9,11,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'NEUTRAL'], 16: ['C', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,3,12,2.25,2.25,2.25,2.75,2.375,0.0001,0.1,87.26469198697785
4,MOODYLEARN,9,"{18: 'D', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.136, 22: 0.001, 16: 0.001, 12: 0.001}",38,['C'],3,1,"{18: ['D', 'D'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['C', 'C']}",10,12,12,14,2,1,1,1,0.135,"{18: ['D', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,3,16,2,2.4,2.4,2.8,2.4,0.0001,0.1,97.30799939200618
5,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",48,['C'],2,2,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['D', 'C']}",13,15,15,19,1,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",2,3,20,2.1666666666666665,2.5,2.5,3.1666666666666665,2.583333333333333,0.0001,0.1,99.999
6,MOODYLEARN,9,"{18: 'D', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",62,Eq,2,2,"{18: ['D', 'C'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['D', 'C']}",18,18,18,24,2,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",2,2,24,2.5714285714285716,2.5714285714285716,2.5714285714285716,3.4285714285714284,2.7857142857142856,0.0001,0.1,99.999
7,MOODYLEARN,9,"{18: 'D', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",78,Eq,2,2,"{18: ['D', 'C'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['D', 'C']}",23,21,21,29,2,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",2,2,28,2.875,2.625,2.625,3.625,2.9375,0.0001,0.1,99.999
8,MOODYLEARN,9,"{18: 'D', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",94,Eq,2,2,"{18: ['D', 'C'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['D', 'C']}",28,24,24,34,2,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",2,2,32,3.111111111111111,2.6666666666666665,2.6666666666666665,3.7777777777777777,3.0555555555555554,0.0001,0.1,99.999
9,MOODYLEARN,9,"{18: 'D', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",110,Eq,2,2,"{18: ['D', 'C'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['D', 'C']}",33,27,27,39,2,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",2,2,36,3.3,2.7,2.7,3.9,3.15,0.0001,0.1,99.999
10,MOODYLEARN,9,"{18: 'D', 22: 'C', 16: 'C', 12: 'D'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",126,Eq,2,2,"{18: ['D', 'C'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['D', 'C']}",38,30,30,44,2,1,1,2,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",2,2,40,3.4545454545454546,2.727272727272727,2.727272727272727,4,3.227272727272727,0.0001,0.1,99.999
