stepcount_21,strategy_21,strat code_21,move_21,probabilities_21,utility_21,common_move_21,number_coop_21,number_defect_21,outcomes_21,p1_21,p2_21,p3_21,p4_21,u1_21,u2_21,u3_21,u4_21,m1_21,m2_21,m3_21,m4_21
11,VPP,6,"{22: 'D', 29: 'D', 20: 'C', 13: 'C'}","{22: 0.31, 29: 0.55, 20: 0.31999999999999995, 13: 0.56}",30.5,Eq,2,2,"{22: ['D', 'C'], 29: ['D', 'D'], 20: ['C', 'C'], 13: ['C', 'D']}",0.31,0.55,0.31999999999999995,0.56,11.5,5.5,13.0,3,2,2,1,1
12,VPP,6,"{22: 'C', 29: 'C', 20: 'D', 13: 'D'}","{22: 0.28, 29: 0.52, 20: 0.27999999999999997, 13: 0.5800000000000001}",33.0,Eq,2,2,"{22: ['C', 'C'], 29: ['C', 'C'], 20: ['D', 'C'], 13: ['D', 'D']}",0.28,0.52,0.27999999999999997,0.5800000000000001,13.0,7.0,15.0,4,1,1,2,2
13,VPP,6,"{22: 'C', 29: 'C', 20: 'C', 13: 'D'}","{22: 0.25, 29: 0.56, 20: 0.31999999999999995, 13: 0.54}",39.0,['C'],3,1,"{22: ['C', 'C'], 29: ['C', 'D'], 20: ['C', 'D'], 13: ['D', 'C']}",0.25,0.56,0.31999999999999995,0.54,14.5,5.0,13.0,6,1,1,1,2
14,VPP,6,"{22: 'C', 29: 'D', 20: 'C', 13: 'D'}","{22: 0.29, 29: 0.5800000000000001, 20: 0.35999999999999993, 13: 0.56}",38.5,Eq,2,2,"{22: ['C', 'D'], 29: ['D', 'D'], 20: ['C', 'D'], 13: ['D', 'D']}",0.29,0.5800000000000001,0.35999999999999993,0.56,12.5,6.0,11.0,7,1,2,1,2
15,VPP,6,"{22: 'C', 29: 'D', 20: 'D', 13: 'D'}","{22: 0.26, 29: 0.54, 20: 0.37999999999999995, 13: 0.52}",36.5,['D'],1,3,"{22: ['C', 'C'], 29: ['D', 'C'], 20: ['D', 'D'], 13: ['D', 'C']}",0.26,0.54,0.37999999999999995,0.52,14.0,8.0,12.0,9,1,2,2,2
16,VPP,6,"{22: 'C', 29: 'C', 20: 'C', 13: 'D'}","{22: 0.23, 29: 0.5800000000000001, 20: 0.35, 13: 0.54}",43.0,['C'],3,1,"{22: ['C', 'C'], 29: ['C', 'D'], 20: ['C', 'C'], 13: ['D', 'D']}",0.23,0.5800000000000001,0.35,0.54,15.5,6.0,13.5,10,1,1,1,2
17,VPP,6,"{22: 'C', 29: 'D', 20: 'C', 13: 'D'}","{22: 0.2, 29: 0.6000000000000001, 20: 0.31999999999999995, 13: 0.5}",45.0,Eq,2,2,"{22: ['C', 'C'], 29: ['D', 'D'], 20: ['C', 'C'], 13: ['D', 'C']}",0.2,0.6000000000000001,0.31999999999999995,0.5,17.0,7.0,15.0,12,1,2,1,2
18,VPP,6,"{22: 'D', 29: 'D', 20: 'C', 13: 'C'}","{22: 0.22, 29: 0.56, 20: 0.2899999999999999, 13: 0.54}",51.0,Eq,2,2,"{22: ['D', 'D'], 29: ['D', 'C'], 20: ['C', 'C'], 13: ['C', 'D']}",0.22,0.56,0.2899999999999999,0.54,18.0,9.0,16.5,10,2,2,1,1
19,VPP,6,"{22: 'C', 29: 'D', 20: 'C', 13: 'C'}","{22: 0.26, 29: 0.52, 20: 0.2599999999999999, 13: 0.5800000000000001}",53.5,['C'],3,1,"{22: ['C', 'D'], 29: ['D', 'C'], 20: ['C', 'C'], 13: ['C', 'D']}",0.26,0.52,0.2599999999999999,0.5800000000000001,16.0,11.0,18.0,8,1,2,1,1
20,VPP,6,"{22: 'C', 29: 'D', 20: 'C', 13: 'D'}","{22: 0.23, 29: 0.54, 20: 0.2299999999999999, 13: 0.6000000000000001}",53.0,Eq,2,2,"{22: ['C', 'C'], 29: ['D', 'D'], 20: ['C', 'C'], 13: ['D', 'D']}",0.23,0.54,0.2299999999999999,0.6000000000000001,17.5,12.0,19.5,9,1,2,1,2
21,VPP,6,"{22: 'C', 29: 'C', 20: 'D', 13: 'C'}","{22: 0.2, 29: 0.5800000000000001, 20: 0.1899999999999999, 13: 0.5700000000000001}",58.0,['C'],3,1,"{22: ['C', 'C'], 29: ['C', 'D'], 20: ['D', 'C'], 13: ['C', 'C']}",0.2,0.5800000000000001,0.1899999999999999,0.5700000000000001,19.0,10.0,21.5,10.5,1,1,2,1
22,VPP,6,"{22: 'C', 29: 'D', 20: 'C', 13: 'C'}","{22: 0.17, 29: 0.54, 20: 0.2299999999999999, 13: 0.54}",61.0,['C'],3,1,"{22: ['C', 'C'], 29: ['D', 'C'], 20: ['C', 'D'], 13: ['C', 'C']}",0.17,0.54,0.2299999999999999,0.54,20.5,12.0,19.5,12.0,1,2,1,1
23,VPP,6,"{22: 'C', 29: 'D', 20: 'C', 13: 'D'}","{22: 0.14, 29: 0.5, 20: 0.2699999999999999, 13: 0.5}",64.0,Eq,2,2,"{22: ['C', 'C'], 29: ['D', 'C'], 20: ['C', 'D'], 13: ['D', 'C']}",0.14,0.5,0.2699999999999999,0.5,22.0,14.0,17.5,14.0,1,2,1,2
24,VPP,6,"{22: 'D', 29: 'C', 20: 'C', 13: 'C'}","{22: 0.1, 29: 0.54, 20: 0.3099999999999999, 13: 0.54}",67.5,['C'],3,1,"{22: ['D', 'C'], 29: ['C', 'D'], 20: ['C', 'D'], 13: ['C', 'D']}",0.1,0.54,0.3099999999999999,0.54,24.0,12.0,15.5,12.0,2,1,1,1
25,VPP,6,"{22: 'C', 29: 'D', 20: 'C', 13: 'D'}","{22: 0.07, 29: 0.56, 20: 0.34999999999999987, 13: 0.56}",63.5,Eq,2,2,"{22: ['C', 'C'], 29: ['D', 'D'], 20: ['C', 'D'], 13: ['D', 'D']}",0.07,0.56,0.34999999999999987,0.56,25.5,13.0,13.5,13.0,1,2,1,2
26,VPP,6,"{22: 'C', 29: 'D', 20: 'D', 13: 'D'}","{22: 0.11000000000000001, 29: 0.5800000000000001, 20: 0.3699999999999999, 13: 0.52}",65.0,['D'],1,3,"{22: ['C', 'D'], 29: ['D', 'D'], 20: ['D', 'D'], 13: ['D', 'C']}",0.11000000000000001,0.5800000000000001,0.3699999999999999,0.52,23.5,14.0,14.5,15.0,1,2,2,2
