stepcount_9,strategy_9,strat code_9,move_9,probabilities_9,utility_9,common_move_9,number_coop_9,number_defect_9,outcomes_9,p1_9,p2_9,p3_9,p4_9,u1_9,u2_9,u3_9,u4_9,m1_9,m2_9,m3_9,m4_9
True,WSLS,7,"{10: 'C', 17: 'C', 1: 'C'}","{10: 0.47, 17: 0.54, 1: 0.54}",0,['C'],3,0,"{10: ['C', 'C'], 17: ['C', 'D'], 1: ['C', 'D']}",0.47,0.54,0.54,None,1.5,-2,-2,None,1,1,1,None
2,WSLS,7,"{10: 'C', 17: 'D', 1: 'D'}","{10: 0.51, 17: 0.56, 1: 0.5}",-2.5,['D'],3,0,"{10: ['C', 'D'], 17: ['D', 'D'], 1: ['D', 'C']}",0.51,0.56,0.5,None,-0.5,-1,0,None,1,2,2,None
3,WSLS,7,"{10: 'D', 17: 'C', 1: 'D'}","{10: 0.53, 17: 0.53, 1: 0.46}",-1.5,['D'],1,2,"{10: ['D', 'D'], 17: ['C', 'C'], 1: ['D', 'C']}",0.53,0.53,0.46,None,0.5,0.5,2,None,2,1,2,None
4,WSLS,7,"{10: 'C', 17: 'C', 1: 'D'}","{10: 0.5, 17: 0.5, 1: 0.42000000000000004}",3.0,['C'],1,2,"{10: ['C', 'C'], 17: ['C', 'C'], 1: ['D', 'C']}",0.5,0.5,0.42000000000000004,None,2.0,2.0,4,None,1,1,2,None
5,WSLS,7,"{10: 'C', 17: 'C', 1: 'D'}","{10: 0.54, 17: 0.47, 1: 0.44000000000000006}",8.0,['C'],2,1,"{10: ['C', 'D'], 17: ['C', 'C'], 1: ['D', 'D']}",0.54,0.47,0.44000000000000006,None,0.0,3.5,5,None,1,1,2,None
6,WSLS,7,"{10: 'D', 17: 'C', 1: 'C'}","{10: 0.5, 17: 0.43999999999999995, 1: 0.41000000000000003}",8.5,['C'],2,1,"{10: ['D', 'C'], 17: ['C', 'C'], 1: ['C', 'C']}",0.5,0.43999999999999995,0.41000000000000003,None,2.0,5.0,6.5,None,2,1,1,None
7,WSLS,7,"{10: 'D', 17: 'C', 1: 'C'}","{10: 0.52, 17: 0.4099999999999999, 1: 0.45}",13.5,['C'],2,1,"{10: ['D', 'D'], 17: ['C', 'C'], 1: ['C', 'D']}",0.52,0.4099999999999999,0.45,None,3.0,6.5,4.5,None,2,1,1,None
8,WSLS,7,"{10: 'C', 17: 'C', 1: 'D'}","{10: 0.56, 17: 0.3799999999999999, 1: 0.41000000000000003}",14.0,['C'],2,1,"{10: ['C', 'D'], 17: ['C', 'C'], 1: ['D', 'C']}",0.56,0.3799999999999999,0.41000000000000003,None,1.0,8.0,6.5,None,1,1,2,None
9,WSLS,7,"{10: 'D', 17: 'C', 1: 'D'}","{10: 0.5800000000000001, 17: 0.34999999999999987, 1: 0.37000000000000005}",15.5,['D'],2,1,"{10: ['D', 'D'], 17: ['C', 'C'], 1: ['D', 'C']}",0.5800000000000001,0.34999999999999987,0.37000000000000005,None,2.0,9.5,8.5,None,2,1,2,None
10,WSLS,7,"{10: 'C', 17: 'C', 1: 'D'}","{10: 0.6200000000000001, 17: 0.31999999999999984, 1: 0.39000000000000007}",20.0,['C'],1,2,"{10: ['C', 'D'], 17: ['C', 'C'], 1: ['D', 'D']}",0.6200000000000001,0.31999999999999984,0.39000000000000007,None,0.0,11.0,9.5,None,1,1,2,None
11,WSLS,7,"{10: 'D', 17: 'C', 1: 'C'}","{10: 0.5800000000000001, 17: 0.2899999999999998, 1: 0.43000000000000005}",20.5,['C'],2,1,"{10: ['D', 'C'], 17: ['C', 'C'], 1: ['C', 'D']}",0.5800000000000001,0.2899999999999998,0.43000000000000005,None,2.0,12.5,7.5,None,2,1,1,None
