stepcount_34,strategy_34,strat code_34,move_34,probabilities_34,utility_34,common_move_34,number_coop_34,number_defect_34,outcomes_34,p1_34,p2_34,p3_34,p4_34,u1_34,u2_34,u3_34,u4_34,m1_34,m2_34,m3_34,m4_34
True,WSLS,7,"{35: 'C', 42: 'C', 33: 'C', 26: 'C'}","{35: 0.47, 42: 0.54, 33: 0.47, 26: 0.47}",0,['C'],4,0,"{35: ['C', 'C'], 42: ['C', 'D'], 33: ['C', 'C'], 26: ['C', 'C']}",0.47,0.54,0.47,0.47,1.5,-2,1.5,1.5,1,1,1,1
2,WSLS,7,"{35: 'C', 42: 'D', 33: 'C', 26: 'C'}","{35: 0.43999999999999995, 42: 0.56, 33: 0.51, 26: 0.43999999999999995}",2.5,['C'],4,0,"{35: ['C', 'C'], 42: ['D', 'D'], 33: ['C', 'D'], 26: ['C', 'C']}",0.43999999999999995,0.56,0.51,0.43999999999999995,3.0,-1,-0.5,3.0,1,2,1,1
3,WSLS,7,"{35: 'C', 42: 'C', 33: 'D', 26: 'C'}","{35: 0.4099999999999999, 42: 0.53, 33: 0.53, 26: 0.4099999999999999}",4.5,['C'],3,1,"{35: ['C', 'C'], 42: ['C', 'C'], 33: ['D', 'D'], 26: ['C', 'C']}",0.4099999999999999,0.53,0.53,0.4099999999999999,4.5,0.5,0.5,4.5,1,1,2,1
4,WSLS,7,"{35: 'C', 42: 'C', 33: 'C', 26: 'C'}","{35: 0.3799999999999999, 42: 0.5, 33: 0.5, 26: 0.3799999999999999}",10.0,['C'],3,1,"{35: ['C', 'C'], 42: ['C', 'C'], 33: ['C', 'C'], 26: ['C', 'C']}",0.3799999999999999,0.5,0.5,0.3799999999999999,6.0,2.0,2.0,6.0,1,1,1,1
5,WSLS,7,"{35: 'C', 42: 'C', 33: 'C', 26: 'C'}","{35: 0.34999999999999987, 42: 0.54, 33: 0.47, 26: 0.34999999999999987}",16.0,['C'],4,0,"{35: ['C', 'C'], 42: ['C', 'D'], 33: ['C', 'C'], 26: ['C', 'C']}",0.34999999999999987,0.54,0.47,0.34999999999999987,7.5,0.0,3.5,7.5,1,1,1,1
6,WSLS,7,"{35: 'C', 42: 'D', 33: 'C', 26: 'C'}","{35: 0.31999999999999984, 42: 0.5, 33: 0.43999999999999995, 26: 0.31999999999999984}",18.5,['C'],4,0,"{35: ['C', 'C'], 42: ['D', 'C'], 33: ['C', 'C'], 26: ['C', 'C']}",0.31999999999999984,0.5,0.43999999999999995,0.31999999999999984,9.0,2.0,5.0,9.0,1,2,1,1
7,WSLS,7,"{35: 'C', 42: 'D', 33: 'C', 26: 'C'}","{35: 0.2899999999999998, 42: 0.52, 33: 0.4099999999999999, 26: 0.2899999999999998}",25.0,['C'],3,1,"{35: ['C', 'C'], 42: ['D', 'D'], 33: ['C', 'C'], 26: ['C', 'C']}",0.2899999999999998,0.52,0.4099999999999999,0.2899999999999998,10.5,3.0,6.5,10.5,1,2,1,1
8,WSLS,7,"{35: 'C', 42: 'C', 33: 'C', 26: 'C'}","{35: 0.2599999999999998, 42: 0.49, 33: 0.4499999999999999, 26: 0.2599999999999998}",30.5,['C'],3,1,"{35: ['C', 'C'], 42: ['C', 'C'], 33: ['C', 'D'], 26: ['C', 'C']}",0.2599999999999998,0.49,0.4499999999999999,0.2599999999999998,12.0,4.5,4.5,12.0,1,1,1,1
9,WSLS,7,"{35: 'C', 42: 'C', 33: 'D', 26: 'C'}","{35: 0.2299999999999998, 42: 0.45999999999999996, 33: 0.4099999999999999, 26: 0.2299999999999998}",33.0,['C'],4,0,"{35: ['C', 'C'], 42: ['C', 'C'], 33: ['D', 'C'], 26: ['C', 'C']}",0.2299999999999998,0.45999999999999996,0.4099999999999999,0.2299999999999998,13.5,6.0,6.5,13.5,1,1,2,1
10,WSLS,7,"{35: 'C', 42: 'C', 33: 'D', 26: 'C'}","{35: 0.1999999999999998, 42: 0.42999999999999994, 33: 0.42999999999999994, 26: 0.1999999999999998}",39.5,['C'],3,1,"{35: ['C', 'C'], 42: ['C', 'C'], 33: ['D', 'D'], 26: ['C', 'C']}",0.1999999999999998,0.42999999999999994,0.42999999999999994,0.1999999999999998,15.0,7.5,7.5,15.0,1,1,2,1
