stepcount_5,strategy_5,strat code_5,move_5,probabilities_5,utility_5,common_move_5,number_coop_5,number_defect_5,outcomes_5,u1_5,u2_5,u3_5,u4_5,m1_5,m2_5,m3_5,m4_5,uv_5,ps_5,nc_5,mutC_5,simP_5,avp1_5,avp2_5,avp3_5,avp4_5,globav_5,epsilon_5,alpha_5,mood_5
True,MOODYLEARN,9,"{10: 'D', 4: 'D'}","{10: 0.245, 4: 0.245}",0,['D'],0,4,"{10: ['D', 'D'], 4: ['D', 'D']}",1,1,None,None,2,2,None,None,0.045,"{10: [0, 10, 'NEUTRAL'], 4: ['D', 4, 'NEUTRAL']}",0,0,2,0.5,0.5,None,None,0.5,0.5,0.1,51.75
2,MOODYLEARN,9,"{10: 'D', 4: 'D'}","{10: 0.32, 4: 0.32}",2,['D'],1,1,"{10: ['D', 'D'], 4: ['D', 'D']}",2,2,None,None,2,2,None,None,0.075,"{10: ['D', 10, 'NEUTRAL'], 4: ['D', 4, 'NEUTRAL']}",1,0,4,0.6666666666666666,0.6666666666666666,None,None,0.6666666666666666,0.5,0.1,53.83041666666667
3,MOODYLEARN,9,"{10: 'D', 4: 'C'}","{10: 0.001, 4: 0.09500000000000003}",4,Eq,2,0,"{10: ['D', 'C'], 4: ['C', 'C']}",7,5,None,None,2,1,None,None,0.075,"{10: ['C', 10, 'NEUTRAL'], 4: ['C', 4, 'NEUTRAL']}",2,1,6,1.75,1.25,None,None,1.5,0.5,0.1,62.33058715277778
4,MOODYLEARN,9,"{10: 'C', 4: 'C'}","{10: 0.001, 4: 0.001}",12,['C'],2,0,"{10: ['C', 'D'], 4: ['C', 'C']}",7,8,None,None,1,1,None,None,0.075,"{10: ['D', 10, 'NEUTRAL'], 4: ['C', 4, 'HIGH']}",2,1,8,1.4,1.6,None,None,1.5,0.5,0.1,65.66961186840278
5,MOODYLEARN,9,"{10: 'C', 4: 'C'}","{10: 0.001, 4: 0.001}",15,['C'],2,0,"{10: ['C', 'D'], 4: ['C', 'C']}",7,11,None,None,1,1,None,None,0.075,"{10: ['D', 10, 'HIGH'], 4: ['C', 4, 'HIGH']}",2,1,10,1.1666666666666667,1.8333333333333333,None,None,1.5,0.5,0.1,68.58950762942905
6,MOODYLEARN,9,"{10: 'C', 4: 'C'}","{10: 0.001, 4: 0.001}",18,['C'],1,1,"{10: ['C', 'C'], 4: ['C', 'D']}",10,11,None,None,1,1,None,None,0.075,"{10: ['C', 10, 'HIGH'], 4: ['D', 4, 'HIGH']}",1,1,12,1.4285714285714286,1.5714285714285714,None,None,1.5,0.5,0.1,71.20580495232291
7,MOODYLEARN,9,"{10: 'D', 4: 'C'}","{10: 0.001, 4: 0.001}",21,Eq,1,1,"{10: ['D', 'C'], 4: ['C', 'C']}",15,14,None,None,2,1,None,None,0.075,"{10: ['C', 10, 'HIGH'], 4: ['C', 4, 'HIGH']}",1,1,14,1.875,1.75,None,None,1.8125,0.09999999999999998,0.1,78.97948187943548
8,MOODYLEARN,9,"{10: 'D', 4: 'C'}","{10: 0.001, 4: 0.001}",29,Eq,1,1,"{10: ['D', 'C'], 4: ['C', 'C']}",20,17,None,None,2,1,None,None,0.075,"{10: ['C', 10, 'HIGH'], 4: ['C', 4, 'HIGH']}",1,1,16,2.2222222222222223,1.8888888888888888,None,None,2.0555555555555554,0.0001,0.1,86.96387239951841
9,MOODYLEARN,9,"{10: 'D', 4: 'C'}","{10: 0.001, 4: 0.001}",37,Eq,1,1,"{10: ['D', 'C'], 4: ['C', 'C']}",25,20,None,None,2,1,None,None,0.075,"{10: ['C', 10, 'HIGH'], 4: ['C', 4, 'HIGH']}",1,1,18,2.5,2,None,None,2.25,0.0001,0.1,95.03286933017003
10,MOODYLEARN,9,"{10: 'D', 4: 'C'}","{10: 0.001, 4: 0.001}",45,Eq,1,1,"{10: ['D', 'C'], 4: ['C', 'C']}",30,23,None,None,2,1,None,None,0.075,"{10: ['C', 10, 'HIGH'], 4: ['C', 4, 'HIGH']}",1,1,20,2.727272727272727,2.090909090909091,None,None,2.409090909090909,0.0001,0.1,99.999
11,MOODYLEARN,9,"{10: 'D', 4: 'C'}","{10: 0.001, 4: 0.001}",53,Eq,1,1,"{10: ['D', 'C'], 4: ['C', 'C']}",35,26,None,None,2,1,None,None,0.075,"{10: ['C', 10, 'HIGH'], 4: ['C', 4, 'HIGH']}",1,1,22,2.9166666666666665,2.1666666666666665,None,None,2.5416666666666665,0.0001,0.1,99.999
12,MOODYLEARN,9,"{10: 'D', 4: 'C'}","{10: 0.001, 4: 0.001}",61,Eq,1,1,"{10: ['D', 'C'], 4: ['C', 'C']}",40,29,None,None,2,1,None,None,0.075,"{10: ['C', 10, 'HIGH'], 4: ['C', 4, 'HIGH']}",1,1,24,3.076923076923077,2.230769230769231,None,None,2.653846153846154,0.0001,0.1,99.999
13,MOODYLEARN,9,"{10: 'D', 4: 'C'}","{10: 0.001, 4: 0.001}",69,Eq,1,1,"{10: ['D', 'C'], 4: ['C', 'C']}",45,32,None,None,2,1,None,None,0.075,"{10: ['C', 10, 'HIGH'], 4: ['C', 4, 'HIGH']}",1,1,26,3.2142857142857144,2.2857142857142856,None,None,2.75,0.0001,0.1,99.999
