stepcount_51,strategy_51,strat code_51,move_51,probabilities_51,utility_51,common_move_51,number_coop_51,number_defect_51,outcomes_51,p1_51,p2_51,p3_51,p4_51,u1_51,u2_51,u3_51,u4_51,m1_51,m2_51,m3_51,m4_51
True,VPP,6,"{52: 'C', 59: 'C', 50: 'D', 43: 'D'}","{52: 0.54, 59: 0.47, 50: 0.46, 43: 0.46}",0,Eq,2,2,"{52: ['C', 'D'], 59: ['C', 'C'], 50: ['D', 'C'], 43: ['D', 'C']}",0.54,0.47,0.46,0.46,-2,1.5,2,2,1,1,2,2
2,VPP,6,"{52: 'C', 59: 'D', 50: 'C', 43: 'C'}","{52: 0.5800000000000001, 59: 0.43, 50: 0.5, 43: 0.43000000000000005}",3.5,['C'],3,1,"{52: ['C', 'D'], 59: ['D', 'C'], 50: ['C', 'D'], 43: ['C', 'C']}",0.5800000000000001,0.43,0.5,0.43000000000000005,-4,3.5,0,3.5,1,2,1,1
3,VPP,6,"{52: 'D', 59: 'C', 50: 'D', 43: 'C'}","{52: 0.6000000000000001, 59: 0.47, 50: 0.52, 43: 0.4}",3.0,Eq,2,2,"{52: ['D', 'D'], 59: ['C', 'D'], 50: ['D', 'D'], 43: ['C', 'C']}",0.6000000000000001,0.47,0.52,0.4,-3,1.5,1,5.0,2,1,2,1
4,VPP,6,"{52: 'C', 59: 'C', 50: 'D', 43: 'C'}","{52: 0.6400000000000001, 59: 0.51, 50: 0.48000000000000004, 43: 0.37}",4.5,['C'],3,1,"{52: ['C', 'D'], 59: ['C', 'D'], 50: ['D', 'C'], 43: ['C', 'C']}",0.6400000000000001,0.51,0.48000000000000004,0.37,-5,-0.5,3,6.5,1,1,2,1
5,VPP,6,"{52: 'D', 59: 'D', 50: 'C', 43: 'D'}","{52: 0.6000000000000001, 59: 0.53, 50: 0.52, 43: 0.39}",4.0,['D'],1,3,"{52: ['D', 'C'], 59: ['D', 'D'], 50: ['C', 'D'], 43: ['D', 'D']}",0.6000000000000001,0.53,0.52,0.39,-3,0.5,1,7.5,2,2,1,2
6,VPP,6,"{52: 'C', 59: 'C', 50: 'D', 43: 'D'}","{52: 0.5700000000000001, 59: 0.5, 50: 0.54, 43: 0.41000000000000003}",6.0,Eq,2,2,"{52: ['C', 'C'], 59: ['C', 'C'], 50: ['D', 'D'], 43: ['D', 'D']}",0.5700000000000001,0.5,0.54,0.41000000000000003,-1.5,2.0,2,8.5,1,1,2,2
7,VPP,6,"{52: 'D', 59: 'C', 50: 'D', 43: 'D'}","{52: 0.53, 59: 0.47, 50: 0.5, 43: 0.43000000000000005}",11.0,['D'],1,3,"{52: ['D', 'C'], 59: ['C', 'C'], 50: ['D', 'C'], 43: ['D', 'D']}",0.53,0.47,0.5,0.43000000000000005,0.5,3.5,4,9.5,2,1,2,2
8,VPP,6,"{52: 'D', 59: 'D', 50: 'C', 43: 'C'}","{52: 0.49000000000000005, 59: 0.43, 50: 0.54, 43: 0.4}",17.5,Eq,2,2,"{52: ['D', 'C'], 59: ['D', 'C'], 50: ['C', 'D'], 43: ['C', 'C']}",0.49000000000000005,0.43,0.54,0.4,2.5,5.5,2,11.0,2,2,1,1
9,VPP,6,"{52: 'D', 59: 'C', 50: 'D', 43: 'C'}","{52: 0.45000000000000007, 59: 0.47, 50: 0.56, 43: 0.37}",21.0,Eq,2,2,"{52: ['D', 'C'], 59: ['C', 'D'], 50: ['D', 'D'], 43: ['C', 'C']}",0.45000000000000007,0.47,0.56,0.37,4.5,3.5,3,12.5,2,1,2,1
10,VPP,6,"{52: 'C', 59: 'D', 50: 'D', 43: 'C'}","{52: 0.49000000000000005, 59: 0.49, 50: 0.52, 43: 0.33999999999999997}",23.5,Eq,2,2,"{52: ['C', 'D'], 59: ['D', 'D'], 50: ['D', 'C'], 43: ['C', 'C']}",0.49000000000000005,0.49,0.52,0.33999999999999997,2.5,4.5,5,14.0,1,2,2,1
11,VPP,6,"{52: 'C', 59: 'C', 50: 'C', 43: 'C'}","{52: 0.53, 59: 0.45999999999999996, 50: 0.56, 43: 0.37999999999999995}",26.0,['C'],4,0,"{52: ['C', 'D'], 59: ['C', 'C'], 50: ['C', 'D'], 43: ['C', 'D']}",0.53,0.45999999999999996,0.56,0.37999999999999995,0.5,6.0,3,12.0,1,1,1,1
12,VPP,6,"{52: 'C', 59: 'C', 50: 'D', 43: 'C'}","{52: 0.5, 59: 0.42999999999999994, 50: 0.5800000000000001, 43: 0.35}",21.5,['C'],3,1,"{52: ['C', 'C'], 59: ['C', 'C'], 50: ['D', 'D'], 43: ['C', 'C']}",0.5,0.42999999999999994,0.5800000000000001,0.35,2.0,7.5,4,13.5,1,1,2,1
13,VPP,6,"{52: 'C', 59: 'C', 50: 'C', 43: 'D'}","{52: 0.47, 59: 0.3999999999999999, 50: 0.55, 43: 0.31}",27.0,['C'],3,1,"{52: ['C', 'C'], 59: ['C', 'C'], 50: ['C', 'C'], 43: ['D', 'C']}",0.47,0.3999999999999999,0.55,0.31,3.5,9.0,5.5,15.5,1,1,1,2
14,VPP,6,"{52: 'C', 59: 'C', 50: 'C', 43: 'D'}","{52: 0.51, 59: 0.3699999999999999, 50: 0.52, 43: 0.27}",33.5,['C'],3,1,"{52: ['C', 'D'], 59: ['C', 'C'], 50: ['C', 'C'], 43: ['D', 'C']}",0.51,0.3699999999999999,0.52,0.27,1.5,10.5,7.0,17.5,1,1,1,2
15,VPP,6,"{52: 'D', 59: 'C', 50: 'D', 43: 'D'}","{52: 0.53, 59: 0.33999999999999986, 50: 0.48000000000000004, 43: 0.29000000000000004}",36.5,['D'],1,3,"{52: ['D', 'D'], 59: ['C', 'C'], 50: ['D', 'C'], 43: ['D', 'D']}",0.53,0.33999999999999986,0.48000000000000004,0.29000000000000004,2.5,12.0,9.0,18.5,2,1,2,2
