stepcount_51,strategy_51,strat code_51,move_51,probabilities_51,utility_51,common_move_51,number_coop_51,number_defect_51,outcomes_51,p1_51,p2_51,p3_51,p4_51,u1_51,u2_51,u3_51,u4_51,m1_51,m2_51,m3_51,m4_51
16,VPP,6,"{52: 'C', 59: 'C', 50: 'C', 43: 'D'}","{52: 0.5700000000000001, 59: 0.30999999999999983, 50: 0.52, 43: 0.25000000000000006}",42.0,['C'],3,1,"{52: ['C', 'D'], 59: ['C', 'C'], 50: ['C', 'D'], 43: ['D', 'C']}",0.5700000000000001,0.30999999999999983,0.52,0.25000000000000006,0.5,13.5,7.0,20.5,1,1,1,2
17,VPP,6,"{52: 'D', 59: 'D', 50: 'C', 43: 'C'}","{52: 0.53, 59: 0.26999999999999985, 50: 0.56, 43: 0.22000000000000006}",41.5,Eq,2,2,"{52: ['D', 'C'], 59: ['D', 'C'], 50: ['C', 'D'], 43: ['C', 'C']}",0.53,0.26999999999999985,0.56,0.22000000000000006,2.5,15.5,5.0,22.0,2,2,1,1
18,VPP,6,"{52: 'D', 59: 'C', 50: 'C', 43: 'C'}","{52: 0.55, 59: 0.30999999999999983, 50: 0.6000000000000001, 43: 0.19000000000000006}",45.0,['C'],3,1,"{52: ['D', 'D'], 59: ['C', 'D'], 50: ['C', 'D'], 43: ['C', 'C']}",0.55,0.30999999999999983,0.6000000000000001,0.19000000000000006,3.5,13.5,3.0,23.5,2,1,1,1
19,VPP,6,"{52: 'C', 59: 'C', 50: 'C', 43: 'C'}","{52: 0.52, 59: 0.3499999999999998, 50: 0.6400000000000001, 43: 0.16000000000000006}",43.5,['C'],4,0,"{52: ['C', 'C'], 59: ['C', 'D'], 50: ['C', 'D'], 43: ['C', 'C']}",0.52,0.3499999999999998,0.6400000000000001,0.16000000000000006,5.0,11.5,1.0,25.0,1,1,1,1
20,VPP,6,"{52: 'D', 59: 'C', 50: 'D', 43: 'C'}","{52: 0.54, 59: 0.3899999999999998, 50: 0.6600000000000001, 43: 0.13000000000000006}",42.5,Eq,2,2,"{52: ['D', 'D'], 59: ['C', 'D'], 50: ['D', 'D'], 43: ['C', 'C']}",0.54,0.3899999999999998,0.6600000000000001,0.13000000000000006,6.0,9.5,2.0,26.5,2,1,2,1
21,VPP,6,"{52: 'D', 59: 'C', 50: 'C', 43: 'C'}","{52: 0.56, 59: 0.42999999999999977, 50: 0.6300000000000001, 43: 0.10000000000000006}",44.0,['C'],3,1,"{52: ['D', 'D'], 59: ['C', 'D'], 50: ['C', 'C'], 43: ['C', 'C']}",0.56,0.42999999999999977,0.6300000000000001,0.10000000000000006,7.0,7.5,3.5,28.0,2,1,1,1
22,VPP,6,"{52: 'D', 59: 'D', 50: 'D', 43: 'C'}","{52: 0.52, 59: 0.4499999999999998, 50: 0.5900000000000001, 43: 0.14000000000000007}",46.0,['D'],1,3,"{52: ['D', 'C'], 59: ['D', 'D'], 50: ['D', 'C'], 43: ['C', 'D']}",0.52,0.4499999999999998,0.5900000000000001,0.14000000000000007,9.0,8.5,5.5,26.0,2,2,2,1
23,VPP,6,"{52: 'D', 59: 'D', 50: 'C', 43: 'C'}","{52: 0.54, 59: 0.4099999999999998, 50: 0.6300000000000001, 43: 0.11000000000000007}",49.0,Eq,2,2,"{52: ['D', 'D'], 59: ['D', 'C'], 50: ['C', 'D'], 43: ['C', 'C']}",0.54,0.4099999999999998,0.6300000000000001,0.11000000000000007,10.0,10.5,3.5,27.5,2,2,1,1
24,VPP,6,"{52: 'D', 59: 'C', 50: 'C', 43: 'C'}","{52: 0.5, 59: 0.4499999999999998, 50: 0.6700000000000002, 43: 0.08000000000000007}",51.5,['C'],3,1,"{52: ['D', 'C'], 59: ['C', 'D'], 50: ['C', 'D'], 43: ['C', 'C']}",0.5,0.4499999999999998,0.6700000000000002,0.08000000000000007,12.0,8.5,1.5,29.0,2,1,1,1
25,VPP,6,"{52: 'D', 59: 'D', 50: 'D', 43: 'C'}","{52: 0.46, 59: 0.4699999999999998, 50: 0.6900000000000002, 43: 0.05000000000000007}",51.0,['D'],1,3,"{52: ['D', 'C'], 59: ['D', 'D'], 50: ['D', 'D'], 43: ['C', 'C']}",0.46,0.4699999999999998,0.6900000000000002,0.05000000000000007,14.0,9.5,2.5,30.5,2,2,2,1
26,VPP,6,"{52: 'D', 59: 'C', 50: 'D', 43: 'C'}","{52: 0.48000000000000004, 59: 0.43999999999999984, 50: 0.6500000000000001, 43: 0.020000000000000073}",56.5,Eq,2,2,"{52: ['D', 'D'], 59: ['C', 'C'], 50: ['D', 'C'], 43: ['C', 'C']}",0.48000000000000004,0.43999999999999984,0.6500000000000001,0.020000000000000073,15.0,11.0,4.5,32.0,2,1,2,1
